,CARD,DECK,BALLOT,S224.Q1,S224.Q2,S224.Q3,S224.Q4A,S224.Q4B,S224.Q4C,S224.Q5A,S224.Q5B,S224.Q6A,S224.Q6B,S224.Q6C,S224.Q6D,S224.Q6E,S224.Q6F,S224.Q7A,S224.Q7B.n,S224.Q8,S224.Q9,S224.Q10A,S224.Q10B,S224.Q10C,S224.Q11A.n,S224.Q11B.n,S224.Q12A,S224.Q12B,S224.Q12C,S224.Q12D,S224.Q13A,S224.Q13B,S224.Q14A,S224.Q14B,S224.Q15,S224.Q16,S224.Q17A,S224.Q17B,S224.Q18A,S224.Q18B,S224.Q19A,S224.Q19B,S224.Q20.n,S224.Q21A,S224.Q21B,S224.Q22,S224.Q23,S224.Q24,S224.Q25,S224.V26,S224.V27,S224.V28
984,1.0,224.0,985.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,0.0,2.0,1.0,,3.0,3.0,1.0,7.0,3.0,1.0,4.0,1.0,70.0
985,1.0,224.0,986.0,1.0,3.0,4.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,3.0,3.0,1.0,7.0,3.0,2.0,4.0,1.0,64.0
986,1.0,224.0,987.0,2.0,3.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,1.0,,3.0,3.0,1.0,7.0,3.0,2.0,4.0,1.0,72.0
987,1.0,224.0,988.0,5.0,3.0,4.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,1.0,4.0,3.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,,3.0,3.0,1.0,7.0,3.0,2.0,4.0,1.0,50.0
988,1.0,224.0,989.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,7.0,3.0,2.0,4.0,1.0,41.0
989,1.0,224.0,990.0,3.0,3.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,,3.0,4.0,2.0,2.0,2.0,,,0.0,7.0,6.0,2.0,2.0,2.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,,3.0,3.0,1.0,7.0,3.0,2.0,4.0,1.0,60.0
990,1.0,224.0,991.0,2.0,3.0,7.0,1.0,0.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,0.0,2.0,1.0,1.0,1.0,,,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,0.0,,3.0,2.0,2.0,7.0,3.0,1.0,1.0,2.0,82.0
991,1.0,224.0,992.0,1.0,0.0,5.0,2.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,3.0,2.0,,0.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,,3.0,3.0,0.0,7.0,3.0,2.0,2.0,8.0,77.0
992,1.0,224.0,993.0,3.0,2.0,8.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,,1.0,2.0,2.0,2.0,1.0,,,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,,0.0,0.0,0.0,7.0,3.0,1.0,2.0,8.0,43.0
993,1.0,224.0,994.0,2.0,3.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,3.0,1.0,7.0,3.0,2.0,2.0,8.0,11.0
994,1.0,224.0,995.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,3.0,4.0,2.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,3.0,3.0,1.0,7.0,3.0,1.0,2.0,8.0,130.0
995,1.0,224.0,996.0,1.0,3.0,6.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,,,1.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,,3.0,2.0,1.0,7.0,3.0,1.0,2.0,8.0,78.0
996,1.0,224.0,997.0,6.0,3.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,3.0,2.0,2.0,1.0,2.0,,,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,5.0,0.0,,0.0,0.0,1.0,7.0,3.0,2.0,3.0,8.0,26.0
997,1.0,224.0,998.0,1.0,3.0,7.0,6.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,,3.0,3.0,1.0,7.0,3.0,1.0,3.0,8.0,25.0
998,1.0,224.0,999.0,3.0,3.0,4.0,6.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,3.0,0.0,3.0,1.0,5.0,,,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,5.0,0.0,,3.0,0.0,0.0,7.0,3.0,1.0,2.0,9.0,21.0
999,1.0,224.0,1000.0,4.0,3.0,5.0,2.0,6.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,4.0,0.0,6.0,0.0,,,0.0,7.0,4.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,,0.0,3.0,0.0,7.0,3.0,2.0,2.0,9.0,26.0
1000,1.0,224.0,1001.0,2.0,3.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,2.0,1.0,1.0,1.0,,,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,,2.0,2.0,1.0,7.0,3.0,2.0,3.0,9.0,88.0
1001,1.0,224.0,1002.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,,0.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,51.0
1002,1.0,224.0,1003.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,3.0,4.0,2.0,1.0,2.0,,,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,12.0
1003,1.0,224.0,1004.0,1.0,3.0,8.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,,3.0,0.0,3.0,3.0,2.0,,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,61.0
1004,1.0,224.0,1005.0,0.0,3.0,5.0,2.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,46.0
1005,1.0,224.0,1006.0,3.0,2.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.0,1.0,1.0,,,4.0,4.0,5.0,4.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,32.0
1006,1.0,224.0,1007.0,1.0,3.0,6.0,3.0,2.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,2.0,3.0,,,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,93.0
1007,1.0,224.0,1008.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,3.0,4.0,2.0,5.0,,,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,,3.0,3.0,2.0,0.0,0.0,1.0,3.0,7.0,39.0
1008,1.0,224.0,1009.0,0.0,3.0,6.0,6.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,2.0,,,4.0,1.0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,5.0,1.0,,3.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,61.0
1009,1.0,224.0,1010.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,90.0
1010,1.0,224.0,1011.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,,3.0,3.0,1.0,0.0,0.0,1.0,2.0,8.0,18.0
1011,1.0,224.0,1012.0,3.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,36.0
1012,1.0,224.0,1013.0,5.0,2.0,6.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,9.0
1013,1.0,224.0,1014.0,4.0,1.0,6.0,1.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,,3.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,18.0
1014,1.0,224.0,1015.0,4.0,3.0,3.0,6.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,6.0
1015,1.0,224.0,1016.0,2.0,3.0,3.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,3.0,4.0,2.0,2.0,2.0,,,6.0,6.0,6.0,4.0,0.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,3.0,,2.0,2.0,2.0,0.0,0.0,2.0,3.0,9.0,87.0
1016,1.0,224.0,1017.0,3.0,3.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,0.0,0.0,2.0,3.0,9.0,30.0
1017,1.0,224.0,1018.0,3.0,3.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,,3.0,0.0,2.0,2.0,2.0,,,0.0,1.0,1.0,0.0,3.0,4.0,2.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,0.0,,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,86.0
1018,1.0,224.0,1019.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,0.0,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,0.0,2.0,3.0,7.0,34.0
1019,1.0,224.0,1020.0,4.0,3.0,4.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,3.0,4.0,0.0,6.0,1.0,,,1.0,1.0,4.0,0.0,1.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,,3.0,0.0,0.0,3.0,0.0,2.0,4.0,2.0,29.0
1020,1.0,224.0,1021.0,5.0,1.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,0.0,,2.0,2.0,1.0,3.0,1.0,2.0,3.0,9.0,53.0
1021,1.0,224.0,1022.0,6.0,2.0,5.0,6.0,6.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,3.0,5.0,1.0,,3.0,3.0,1.0,3.0,1.0,1.0,3.0,9.0,82.0
1022,1.0,224.0,1023.0,3.0,3.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,3.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,,3.0,3.0,1.0,3.0,1.0,1.0,3.0,9.0,42.0
1023,1.0,224.0,1024.0,2.0,3.0,7.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,4.0,4.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,1.0,1.0,3.0,9.0,83.0
1024,1.0,224.0,1025.0,2.0,3.0,6.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,,3.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,2.0,3.0,,3.0,3.0,1.0,3.0,1.0,2.0,3.0,9.0,2.0
1025,1.0,224.0,1026.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,1.0,4.0,2.0,4.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,0.0,,0.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,56.0
1026,1.0,224.0,1027.0,5.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,43.0
1027,1.0,224.0,1028.0,4.0,3.0,7.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,3.0,,,1.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,5.0,0.0,,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,14.0
1028,1.0,224.0,1029.0,4.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,,3.0,4.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,1.0,5.0,5.0,0.0,0.0,5.0,0.0,,3.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,96.0
1029,1.0,224.0,1030.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0,0.0,,3.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0
1030,1.0,224.0,1031.0,3.0,3.0,6.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,1.0,4.0,,,0.0,7.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,,3.0,3.0,0.0,4.0,1.0,1.0,1.0,2.0,77.0
1031,1.0,224.0,1032.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,4.0,3.0,1.0,4.0,,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,70.0
1032,1.0,224.0,1033.0,3.0,3.0,7.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,2.0,2.0,,,1.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,12.0
1033,1.0,224.0,1034.0,2.0,3.0,1.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,3.0,0.0,1.0,0.0,5.0,2.0,5.0,0.0,,3.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,7.0
1034,1.0,224.0,1035.0,3.0,3.0,6.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,,,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0
1035,1.0,224.0,1036.0,5.0,3.0,7.0,2.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,2.0,2.0,1.0,1.0,,,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,32.0
1036,1.0,224.0,1037.0,3.0,3.0,5.0,3.0,4.0,1.0,2.0,7.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,,1.0,2.0,2.0,3.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,3.0,,3.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,58.0
1037,1.0,224.0,1038.0,2.0,2.0,4.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,2.0,1.0,,,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,3.0,1.0,1.0,,3.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,11.0
1038,1.0,224.0,1039.0,6.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,4.0,7.0,0.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,5.0
1039,1.0,224.0,1040.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,4.0,1.0,1.0,1.0,,,1.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,,3.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,37.0
1040,1.0,224.0,1041.0,3.0,3.0,5.0,6.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0
1041,1.0,224.0,1042.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,38.0
1042,1.0,224.0,1043.0,4.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,41.0
1043,1.0,224.0,1044.0,1.0,3.0,4.0,6.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,0.0,,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,40.0
1044,1.0,224.0,1045.0,2.0,3.0,5.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,1.0,2.0,3.0,3.0,4.0,,,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,48.0
1045,1.0,224.0,1046.0,3.0,3.0,4.0,6.0,6.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,,1.0,0.0,1.0,1.0,3.0,,,6.0,4.0,5.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,,3.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,17.0
1046,1.0,224.0,1047.0,3.0,3.0,6.0,2.0,5.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,1.0,4.0,3.0,3.0,2.0,,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,,3.0,2.0,0.0,4.0,1.0,2.0,2.0,3.0,43.0
1047,1.0,224.0,1048.0,2.0,3.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,0.0,0.0,1.0,1.0,5.0,,,4.0,7.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,5.0,5.0,2.0,4.0,0.0,0.0,,3.0,0.0,1.0,4.0,1.0,2.0,2.0,3.0,63.0
1048,1.0,224.0,1049.0,6.0,1.0,7.0,6.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,37.0
1049,1.0,224.0,1050.0,3.0,3.0,4.0,6.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,2.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0
1050,1.0,224.0,1051.0,2.0,3.0,6.0,6.0,5.0,1.0,1.0,6.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,,3.0,3.0,1.0,2.0,5.0,,,0.0,7.0,0.0,4.0,4.0,1.0,3.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,13.0
1051,1.0,224.0,1052.0,3.0,3.0,6.0,5.0,4.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,,3.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,13.0
