,CARD,DECK,BALLOT,S186B.Q1,S186B.Q2,S186B.Q3,S186B.Q4,S186B.Q5,S186B.Q6,S186B.Q7,S186B.Q8,S186B.Q9,S186B.Q10.n,S186B.Q11,S186B.Q12,S186B.Q13,S186B.Q14,S186B.Q15,S186B.Q16,S186B.Q17,S186B.Q18,S186B.Q19,S186B.Q20,S186B.Q21,S186B.Q22A,S186B.Q22B,S186B.Q23,S186B.Q24,S186B.Q25,S186B.Q26,S186B.Q27,S186B.Q28,S186B.Q29,S186B.Q30,S186B.Q31,S186B.Q32,S186B.Q33,S186B.Q34,S186B.Q35,S186B.Q36,S186B.Q37,S186B.Q38,S186B.Q39,S186B.Q40,S186B.Q41,S186B.Q42,S186B.Q43,S186B.Q44,S186B.Q45,S186B.Q46,S186B.Q47,S186B.Q48A,S186B.Q48B.1,S186B.Q48B.2,S186B.Q49,S186B.Q50,S186B.V51,S186B.V52
1771,1.0,186.0,1772.0,4.0,6.0,1.0,1.0,7.0,6.0,10.0,2.0,1.0,,5.0,5.0,2.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,9.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,4.0,84.0
1772,1.0,186.0,1773.0,3.0,6.0,1.0,2.0,7.0,6.0,5.0,2.0,2.0,,3.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,39.0
1773,1.0,186.0,1774.0,4.0,5.0,2.0,2.0,7.0,8.0,5.0,3.0,1.0,,4.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,100.0
1774,1.0,186.0,1775.0,4.0,5.0,2.0,2.0,7.0,8.0,10.0,3.0,2.0,,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,8.0,31.0
1775,1.0,186.0,1776.0,4.0,5.0,1.0,2.0,7.0,8.0,10.0,3.0,2.0,,3.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,47.0
1776,1.0,186.0,1777.0,4.0,5.0,2.0,4.0,7.0,8.0,10.0,3.0,2.0,,4.0,7.0,2.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,65.0
1777,1.0,186.0,1778.0,4.0,5.0,1.0,5.0,7.0,8.0,10.0,3.0,1.0,,6.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,10.0,38.0
1778,1.0,186.0,1779.0,3.0,5.0,2.0,2.0,7.0,8.0,5.0,3.0,1.0,,5.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,19.0
1779,1.0,186.0,1780.0,3.0,5.0,1.0,1.0,7.0,8.0,5.0,3.0,2.0,,3.0,5.0,3.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,125.0
1780,1.0,186.0,1781.0,3.0,5.0,1.0,5.0,7.0,8.0,10.0,3.0,2.0,,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,4.0,28.0
1781,1.0,186.0,1782.0,4.0,5.0,1.0,2.0,7.0,7.0,5.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,45.0
1782,1.0,186.0,1783.0,4.0,5.0,2.0,2.0,7.0,7.0,5.0,3.0,2.0,,4.0,5.0,1.0,2.0,2.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,120.0
1783,1.0,186.0,1784.0,4.0,5.0,2.0,2.0,7.0,7.0,10.0,3.0,1.0,,5.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,66.0
1784,1.0,186.0,1785.0,4.0,5.0,1.0,2.0,7.0,7.0,10.0,3.0,1.0,,5.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,80.0
1785,1.0,186.0,1786.0,4.0,5.0,2.0,1.0,7.0,7.0,10.0,3.0,2.0,,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,9.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,82.0
1786,1.0,186.0,1787.0,4.0,5.0,2.0,2.0,7.0,7.0,10.0,3.0,2.0,,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,9.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,10.0,104.0
1787,1.0,186.0,1788.0,3.0,5.0,1.0,9.0,7.0,7.0,10.0,2.0,2.0,,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,75.0
1788,1.0,186.0,1789.0,3.0,5.0,2.0,12.0,7.0,7.0,10.0,2.0,2.0,,3.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,10.0,81.0
1789,1.0,186.0,1790.0,4.0,5.0,1.0,3.0,7.0,6.0,5.0,3.0,1.0,,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,9.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,18.0
1790,1.0,186.0,1791.0,4.0,5.0,2.0,3.0,7.0,6.0,5.0,3.0,1.0,,5.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,77.0
1791,1.0,186.0,1792.0,4.0,5.0,3.0,7.0,7.0,6.0,5.0,3.0,1.0,,6.0,7.0,1.0,2.0,1.0,9.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,106.0
1792,1.0,186.0,1793.0,4.0,5.0,2.0,6.0,7.0,6.0,10.0,2.0,2.0,,4.0,5.0,2.0,2.0,1.0,9.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,64.0
1793,1.0,186.0,1794.0,4.0,5.0,2.0,2.0,7.0,6.0,10.0,3.0,1.0,,7.0,9.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,79.0
1794,1.0,186.0,1795.0,3.0,5.0,2.0,2.0,7.0,6.0,12.0,3.0,1.0,,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,7.0,11.0
1795,1.0,186.0,1796.0,3.0,5.0,1.0,2.0,7.0,6.0,10.0,3.0,2.0,,3.0,5.0,2.0,1.0,1.0,9.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,67.0
1796,1.0,186.0,1797.0,4.0,4.0,1.0,2.0,7.0,8.0,10.0,2.0,2.0,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,38.0
1797,1.0,186.0,1798.0,3.0,4.0,2.0,2.0,7.0,8.0,10.0,2.0,1.0,,4.0,7.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,143.0
1798,1.0,186.0,1799.0,4.0,4.0,2.0,2.0,7.0,7.0,10.0,2.0,2.0,,3.0,3.0,1.0,1.0,2.0,6.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,9.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,9.0,40.0
1799,1.0,186.0,1800.0,3.0,4.0,2.0,2.0,7.0,6.0,0.0,2.0,2.0,,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,9.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,7.0,66.0
1800,1.0,186.0,1801.0,3.0,3.0,2.0,2.0,7.0,8.0,5.0,3.0,2.0,,3.0,4.0,1.0,2.0,2.0,9.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,99.0,99.0,9.0,9.0,99.0,99.0,9.0,9.0,6.0,16.0
1801,1.0,186.0,1802.0,4.0,6.0,2.0,1.0,7.0,6.0,1.0,3.0,1.0,,4.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,6.0,1.0,1.0,2.0,0.0,99.0,2.0,1.0,5.0,418.0
1802,1.0,186.0,1803.0,4.0,6.0,1.0,6.0,7.0,1.0,1.0,2.0,1.0,,4.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,8.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,9.0,9.0,4.0,5.0,1.0,2.0,1.0,99.0,3.0,3.0,5.0,280.0
1803,1.0,186.0,1804.0,3.0,5.0,2.0,7.0,7.0,1.0,1.0,2.0,1.0,,5.0,5.0,4.0,2.0,1.0,11.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,10.0,7.0,2.0,2.0,0.0,99.0,2.0,2.0,5.0,345.0
1804,1.0,186.0,1805.0,4.0,6.0,1.0,4.0,7.0,6.0,1.0,3.0,1.0,,4.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,9.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,9.0,9.0,4.0,7.0,2.0,2.0,0.0,99.0,3.0,2.0,5.0,300.0
1805,1.0,186.0,1806.0,4.0,5.0,1.0,2.0,7.0,6.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,9.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,9.0,9.0,6.0,1.0,2.0,2.0,0.0,99.0,3.0,3.0,5.0,344.0
1806,1.0,186.0,1807.0,4.0,6.0,1.0,9.0,7.0,6.0,1.0,3.0,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,9.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,9.0,9.0,7.0,7.0,2.0,2.0,2.0,99.0,6.0,2.0,5.0,267.0
1807,1.0,186.0,1808.0,4.0,6.0,1.0,4.0,7.0,6.0,1.0,3.0,1.0,,7.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,9.0,9.0,9.0,7.0,2.0,2.0,4.0,99.0,3.0,3.0,5.0,354.0
1808,1.0,186.0,1809.0,2.0,5.0,2.0,4.0,7.0,5.0,1.0,3.0,2.0,,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,10.0,7.0,1.0,2.0,11.0,99.0,4.0,2.0,5.0,65.0
1809,1.0,186.0,1810.0,3.0,6.0,1.0,4.0,7.0,6.0,1.0,2.0,2.0,,3.0,4.0,2.0,2.0,1.0,6.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,1.0,5.0,1.0,4.0,99.0,4.0,4.0,4.0,5.0,39.0
1810,1.0,186.0,1811.0,4.0,6.0,1.0,4.0,7.0,6.0,1.0,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,4.0,5.0,1.0,4.0,99.0,3.0,4.0,3.0,5.0,249.0
1811,1.0,186.0,1812.0,4.0,6.0,2.0,2.0,7.0,7.0,1.0,2.0,2.0,,2.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,4.0,5.0,1.0,4.0,99.0,1.0,5.0,3.0,5.0,332.0
1812,1.0,186.0,1813.0,4.0,6.0,1.0,7.0,7.0,6.0,1.0,3.0,1.0,,5.0,7.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,9.0,9.0,5.0,5.0,1.0,4.0,99.0,1.0,3.0,3.0,5.0,407.0
1813,1.0,186.0,1814.0,4.0,6.0,1.0,4.0,7.0,6.0,1.0,1.0,2.0,,6.0,7.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,5.0,5.0,1.0,4.0,99.0,1.0,3.0,3.0,5.0,330.0
1814,1.0,186.0,1815.0,4.0,6.0,2.0,3.0,7.0,7.0,1.0,3.0,1.0,,6.0,0.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,4.0,99.0,7.0,5.0,3.0,5.0,333.0
1815,1.0,186.0,1816.0,4.0,6.0,2.0,3.0,7.0,5.0,1.0,0.0,2.0,,2.0,4.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,9.0,9.0,7.0,1.0,1.0,4.0,99.0,2.0,3.0,1.0,5.0,268.0
1816,1.0,186.0,1817.0,4.0,6.0,1.0,3.0,7.0,5.0,1.0,3.0,2.0,,4.0,5.0,2.0,1.0,2.0,6.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,9.0,9.0,4.0,5.0,1.0,4.0,99.0,3.0,3.0,3.0,5.0,135.0
1817,1.0,186.0,1818.0,4.0,6.0,1.0,7.0,7.0,3.0,1.0,3.0,2.0,,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,9.0,9.0,2.0,7.0,1.0,4.0,99.0,11.0,3.0,2.0,5.0,412.0
1818,1.0,186.0,1819.0,3.0,6.0,1.0,4.0,7.0,4.0,2.0,3.0,1.0,,4.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,9.0,9.0,3.0,5.0,1.0,4.0,99.0,7.0,2.0,3.0,5.0,189.0
1819,1.0,186.0,1820.0,3.0,6.0,1.0,4.0,7.0,4.0,1.0,2.0,1.0,,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,7.0,5.0,1.0,4.0,99.0,7.0,3.0,3.0,5.0,304.0
1820,1.0,186.0,1821.0,4.0,6.0,2.0,4.0,7.0,4.0,1.0,3.0,2.0,,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,9.0,9.0,7.0,5.0,2.0,4.0,99.0,3.0,4.0,3.0,5.0,434.0
1821,1.0,186.0,1822.0,4.0,2.0,2.0,4.0,7.0,5.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,9.0,9.0,7.0,7.0,2.0,4.0,99.0,2.0,3.0,3.0,5.0,270.0
1822,1.0,186.0,1823.0,4.0,6.0,3.0,4.0,7.0,6.0,1.0,3.0,1.0,,3.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,7.0,5.0,0.0,4.0,99.0,0.0,3.0,3.0,5.0,430.0
1823,1.0,186.0,1824.0,4.0,5.0,3.0,4.0,7.0,6.0,1.0,3.0,1.0,,7.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,9.0,8.0,7.0,2.0,4.0,99.0,2.0,5.0,1.0,5.0,265.0
1824,1.0,186.0,1825.0,2.0,6.0,1.0,9.0,7.0,6.0,1.0,3.0,2.0,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,9.0,3.0,7.0,2.0,4.0,99.0,5.0,2.0,2.0,5.0,2.0
1825,1.0,186.0,1826.0,2.0,5.0,1.0,10.0,7.0,3.0,1.0,2.0,2.0,,3.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,9.0,9.0,7.0,7.0,2.0,4.0,99.0,5.0,6.0,1.0,5.0,27.0
1826,1.0,186.0,1827.0,2.0,6.0,3.0,3.0,7.0,6.0,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,9.0,8.0,8.0,1.0,4.0,99.0,3.0,3.0,3.0,5.0,101.0
1827,1.0,186.0,1828.0,1.0,5.0,1.0,3.0,7.0,5.0,1.0,3.0,2.0,,3.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,7.0,1.0,4.0,99.0,2.0,3.0,3.0,5.0,24.0
1828,1.0,186.0,1829.0,1.0,5.0,2.0,4.0,7.0,5.0,1.0,2.0,1.0,,5.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,9.0,9.0,3.0,5.0,1.0,4.0,99.0,3.0,6.0,3.0,5.0,176.0
