,CARD,DECK,BALLOT,S83.Q1,S83.Q2.1,S83.Q2.2,S83.Q3,S83.Q4A,S83.Q4B,S83.Q4C,S83.Q4D,S83.Q5.1,S83.Q5.2,S83.Q6.1,S83.Q6.2,S83.Q7,S83.Q8,S83.Q9,S83.Q10,S83.Q11,S83.Q12,S83.Q13,S83.Q14A.n,S83.Q14B.n,S83.Q14C.n,S83.Q14D.n,S83.Q15A.n,S83.Q15B.n,S83.Q15C.n,S83.Q15D.n,S83.Q16.n,S83.Q17A.n,S83.Q17B.n,S83.Q18,S83.Q19,S83.Q20,S83.Q21,S83.Q22,S83.Q23A,S83.Q23B,S83.Q24,S83.Q25A.1,S83.Q25A.2,S83.Q25A.3,S83.Q25A.4,S83.Q25A.5,S83.Q25A.6,S83.Q25A.7,S83.Q25A.8,S83.Q25A.9,S83.Q25A.10,S83.Q25B,S83.Q26,S83.Q27,S83.Q28,S83.Q29,S83.Q30,S83.Q31,S83.Q32,S83.Q33,S83.Q34,S83.Q35,S83.Q36,S83.Q37,S83.Q38,S83.Q39,S83.Q40,S83.Q41,S83.Q42,S83.Q43,S83.Q44,S83.Q45,S83.Q46,S83.Q47,S83.Q48,CARD..1,DECK..1,BALLOT..1,S83.Q49,S83.V50,S83.V51,S83.V52,S83.V53,S83.V54,S83.V55
599,1.0,83.0,600.0,1.0,6.0,43.0,3.0,7.0,0.0,0.0,0.0,7.0,19.0,2.0,21.0,4.0,2.0,3.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,83.0,600.0,2.0,0.0,2.0,2.0,0.0,10030.0,21301.0
600,1.0,83.0,601.0,1.0,6.0,43.0,3.0,7.0,99.0,99.0,99.0,4.0,12.0,2.0,23.0,5.0,2.0,2.0,4.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,83.0,601.0,1.0,1.0,3.0,1.0,0.0,11040.0,11681.0
601,1.0,83.0,602.0,1.0,6.0,43.0,3.0,7.0,99.0,99.0,99.0,6.0,12.0,2.0,23.0,3.0,2.0,2.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,83.0,602.0,1.0,0.0,3.0,0.0,1.0,12021.0,11071.0
602,1.0,83.0,603.0,1.0,5.0,43.0,3.0,7.0,99.0,99.0,99.0,3.0,16.0,2.0,23.0,5.0,2.0,2.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,603.0,1.0,2.0,1.0,7.0,3.0,22203.0,12534.0
603,1.0,83.0,604.0,1.0,6.0,43.0,3.0,7.0,0.0,0.0,0.0,1.0,18.0,2.0,21.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,83.0,604.0,1.0,1.0,3.0,2.0,3.0,12321.0,11641.0
604,1.0,83.0,605.0,1.0,5.0,43.0,3.0,7.0,0.0,0.0,0.0,2.0,5.0,3.0,31.0,5.0,2.0,3.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,83.0,605.0,1.0,2.0,2.0,4.0,3.0,11203.0,12674.0
605,1.0,83.0,606.0,1.0,6.0,43.0,3.0,7.0,0.0,0.0,0.0,8.0,20.0,4.0,42.0,5.0,2.0,3.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,83.0,606.0,1.0,1.0,2.0,4.0,1.0,10131.0,12153.0
606,1.0,83.0,607.0,1.0,5.0,43.0,3.0,7.0,99.0,99.0,99.0,10.0,17.0,5.0,59.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,83.0,607.0,1.0,0.0,3.0,0.0,0.0,22130.0,12474.0
607,1.0,83.0,608.0,1.0,5.0,43.0,3.0,7.0,0.0,0.0,0.0,8.0,21.0,8.0,83.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,83.0,608.0,1.0,3.0,0.0,7.0,4.0,22203.0,12043.0
608,1.0,83.0,609.0,1.0,6.0,43.0,3.0,7.0,99.0,99.0,99.0,11.0,19.0,3.0,33.0,5.0,2.0,2.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,83.0,609.0,2.0,2.0,1.0,5.0,3.0,22200.0,42825.0
609,1.0,83.0,610.0,1.0,6.0,43.0,3.0,7.0,99.0,99.0,99.0,10.0,5.0,9.0,93.0,4.0,2.0,2.0,2.0,5.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,610.0,1.0,0.0,3.0,0.0,2.0,32333.0,43355.0
610,1.0,83.0,611.0,1.0,5.0,43.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,8.0,1.0,0.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,83.0,611.0,1.0,0.0,3.0,0.0,1.0,2110.0,43005.0
611,1.0,83.0,612.0,1.0,5.0,43.0,3.0,7.0,0.0,0.0,0.0,3.0,20.0,2.0,23.0,4.0,2.0,3.0,3.0,12.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,4.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,83.0,612.0,2.0,0.0,2.0,2.0,0.0,10130.0,42073.0
612,1.0,83.0,613.0,1.0,6.0,43.0,3.0,7.0,99.0,99.0,99.0,4.0,15.0,5.0,55.0,4.0,2.0,2.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,4.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,83.0,613.0,2.0,0.0,1.0,3.0,0.0,20130.0,42133.0
613,1.0,83.0,614.0,1.0,5.0,43.0,3.0,7.0,99.0,99.0,99.0,11.0,4.0,7.0,74.0,2.0,2.0,3.0,3.0,12.0,1.0,0.0,,,,,,,,,,,,3.0,3.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,83.0,614.0,2.0,0.0,0.0,4.0,2.0,22202.0,42324.0
614,1.0,83.0,615.0,1.0,5.0,43.0,3.0,8.0,0.0,0.0,0.0,9.0,19.0,6.0,62.0,5.0,2.0,3.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,83.0,615.0,2.0,0.0,3.0,0.0,0.0,22020.0,21431.0
615,1.0,83.0,616.0,1.0,5.0,43.0,3.0,8.0,0.0,0.0,0.0,11.0,20.0,7.0,74.0,4.0,2.0,3.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,4.0,2.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,83.0,616.0,2.0,0.0,3.0,1.0,0.0,11230.0,21801.0
616,1.0,83.0,617.0,1.0,5.0,43.0,3.0,8.0,99.0,99.0,99.0,12.0,15.0,1.0,15.0,5.0,2.0,3.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,83.0,617.0,1.0,2.0,0.0,7.0,0.0,12341.0,21551.0
617,1.0,83.0,618.0,1.0,6.0,42.0,3.0,8.0,0.0,0.0,0.0,4.0,7.0,2.0,23.0,5.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,0.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,83.0,618.0,2.0,3.0,1.0,7.0,4.0,12302.0,21221.0
618,1.0,83.0,619.0,1.0,5.0,43.0,3.0,8.0,0.0,0.0,0.0,8.0,18.0,1.0,11.0,5.0,2.0,3.0,2.0,11.0,1.0,3.0,,,,,,,,,,,,1.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,83.0,619.0,1.0,0.0,2.0,2.0,1.0,11130.0,21311.0
619,1.0,83.0,620.0,1.0,4.0,43.0,3.0,8.0,99.0,99.0,99.0,3.0,18.0,2.0,21.0,5.0,2.0,3.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,83.0,620.0,2.0,0.0,2.0,1.0,3.0,2322.0,11571.0
620,1.0,83.0,621.0,1.0,5.0,43.0,3.0,8.0,99.0,99.0,99.0,9.0,17.0,3.0,35.0,5.0,1.0,1.0,1.0,8.0,1.0,3.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,83.0,621.0,1.0,0.0,2.0,2.0,2.0,12120.0,12063.0
621,1.0,83.0,622.0,1.0,5.0,43.0,3.0,8.0,99.0,99.0,99.0,1.0,13.0,4.0,43.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,3.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,2.0,6.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,83.0,622.0,1.0,0.0,2.0,1.0,1.0,1330.0,12073.0
622,1.0,83.0,623.0,1.0,4.0,43.0,3.0,8.0,99.0,99.0,99.0,8.0,19.0,4.0,43.0,4.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,83.0,623.0,2.0,0.0,1.0,4.0,2.0,2303.0,43575.0
623,1.0,83.0,624.0,1.0,6.0,43.0,3.0,8.0,99.0,99.0,99.0,9.0,4.0,4.0,42.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,624.0,1.0,1.0,2.0,2.0,2.0,32223.0,43395.0
624,1.0,83.0,625.0,1.0,5.0,43.0,3.0,8.0,0.0,0.0,0.0,11.0,19.0,5.0,57.0,5.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,5.0,2.0,3.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,83.0,625.0,2.0,0.0,3.0,0.0,0.0,10030.0,43475.0
625,1.0,83.0,626.0,1.0,4.0,43.0,3.0,8.0,0.0,0.0,0.0,11.0,15.0,6.0,62.0,5.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,83.0,626.0,1.0,3.0,1.0,6.0,1.0,1312.0,42735.0
626,1.0,83.0,627.0,1.0,5.0,43.0,3.0,8.0,0.0,0.0,0.0,9.0,19.0,2.0,21.0,5.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,6.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,627.0,1.0,0.0,2.0,2.0,2.0,31313.0,42865.0
627,1.0,83.0,628.0,1.0,4.0,43.0,3.0,8.0,99.0,99.0,99.0,1.0,8.0,2.0,21.0,5.0,2.0,3.0,2.0,12.0,1.0,1.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,83.0,628.0,1.0,2.0,2.0,4.0,1.0,22333.0,42163.0
628,1.0,83.0,629.0,1.0,3.0,43.0,3.0,9.0,99.0,99.0,99.0,7.0,18.0,3.0,31.0,4.0,2.0,3.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,83.0,629.0,2.0,0.0,3.0,0.0,1.0,11040.0,11261.0
629,1.0,83.0,630.0,1.0,4.0,43.0,3.0,9.0,0.0,0.0,0.0,8.0,14.0,3.0,34.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,83.0,630.0,1.0,0.0,2.0,1.0,0.0,12331.0,11882.0
630,1.0,83.0,631.0,1.0,4.0,43.0,3.0,9.0,0.0,0.0,0.0,8.0,15.0,4.0,47.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,83.0,631.0,1.0,0.0,2.0,3.0,0.0,141.0,12143.0
631,1.0,83.0,632.0,1.0,3.0,43.0,3.0,9.0,0.0,0.0,0.0,10.0,17.0,5.0,56.0,5.0,2.0,2.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,83.0,632.0,1.0,0.0,3.0,0.0,2.0,22321.0,11621.0
632,1.0,83.0,633.0,1.0,4.0,43.0,3.0,9.0,99.0,99.0,99.0,3.0,19.0,5.0,58.0,5.0,2.0,3.0,3.0,7.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,83.0,633.0,1.0,2.0,1.0,7.0,3.0,32202.0,32031.0
633,1.0,83.0,634.0,1.0,4.0,43.0,3.0,9.0,0.0,0.0,0.0,2.0,2.0,1.0,14.0,3.0,2.0,3.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,3.0,5.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,83.0,634.0,2.0,0.0,1.0,3.0,0.0,21220.0,44145.0
634,1.0,83.0,635.0,2.0,1.0,35.0,4.0,12.0,1.0,0.0,0.0,10.0,13.0,5.0,58.0,6.0,2.0,2.0,4.0,12.0,6.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,635.0,1.0,1.0,2.0,4.0,2.0,22302.0,31041.0
635,1.0,83.0,636.0,2.0,6.0,43.0,3.0,6.0,1.0,0.0,0.0,4.0,21.0,2.0,21.0,6.0,1.0,1.0,1.0,12.0,1.0,3.0,,,,,,,,,,,,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,636.0,2.0,0.0,2.0,4.0,3.0,32303.0,31461.0
636,1.0,83.0,637.0,2.0,5.0,43.0,3.0,7.0,1.0,0.0,0.0,8.0,19.0,6.0,62.0,6.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,83.0,637.0,2.0,1.0,3.0,1.0,1.0,11220.0,32521.0
637,1.0,83.0,638.0,2.0,3.0,43.0,3.0,8.0,1.0,0.0,0.0,6.0,18.0,8.0,84.0,6.0,2.0,2.0,3.0,9.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,638.0,1.0,3.0,0.0,6.0,3.0,32313.0,32081.0
638,1.0,83.0,639.0,2.0,12.0,42.0,4.0,11.0,1.0,99.0,99.0,6.0,18.0,2.0,22.0,6.0,1.0,1.0,1.0,10.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,639.0,2.0,3.0,1.0,6.0,3.0,32313.0,41191.0
639,1.0,83.0,640.0,2.0,5.0,43.0,3.0,7.0,1.0,99.0,99.0,10.0,99.0,1.0,16.0,7.0,1.0,1.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,83.0,640.0,1.0,1.0,2.0,5.0,1.0,32302.0,21491.0
640,1.0,83.0,641.0,2.0,11.0,43.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,5.0,58.0,7.0,2.0,3.0,2.0,10.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,83.0,641.0,2.0,1.0,2.0,3.0,4.0,22211.0,32151.0
