,CARD,DECK,BALLOT,FORM,S203A.Qi1,S203A.Qi2,S203A.Qi3,S203A.Qi4,S203A.Qi5,S203A.Qi6A,S203A.Qi6B,S203A.Qi7A,S203A.Qi7B,S203A.Qi7C,S203A.Qi8,S203A.Qi9A1,S203A.Qi9A2,S203A.Qi9A3,S203A.Qi9A4,S203A.Qi9A5,S203A.Qi9A6,S203A.Qi9A7,S203A.Qi9A8,S203A.Qi9A9,S203A.Qi9A10,S203A.Qi9B,S203A.Qi10A.1,S203A.Qi10A.2,S203A.Qi10A.3,S203A.Qi10A.4,S203A.Qi10A.5,S203A.Qi10A.6,S203A.Qi10A.7,S203A.Qi10A.8,S203A.Qi10B.1,S203A.Qi10B.2,S203A.Qi10B.3,S203A.Qi10B.4,S203A.Qi10B.5,S203A.Qi10B.6,S203A.Qi10B.7,S203A.Qi10B.8,S203A.Qi10C,S203A.Qi11,S203A.Qi12A,S203A.Qi12B,S203A.Qi13,S203A.Qi14A,S203A.Qi14B,S203A.Qi14C,S203A.Qi15,S203A.Qi16,S203A.Qi17A,S203A.Qi17B,S203A.Qi18,S203A.Qi19,S203A.Qi20,S203A.Qi21,S203A.Qi22,S203A.Qi23A,S203A.Qi24,S203A.Qii1,S203A.Qii2,S203A.Qii3A,S203A.Qii3B,S203A.Qii3C,S203A.Qii4,S203A.Qiii1,S203A.Qiii2,S203A.Qiii3,S203A.Qiii4,S203A.Qiii5,S203A.Qiii6,CARD..1,DECK..1,BALLOT..1,FORM..1,S203A.Qiii7,S203A.Qiii8,S203A.Qiii9,S203A.Qiii10,S203A.Qiii11A1,S203A.Qiii11A2,S203A.Qiii11A3,S203A.Qiii11A4,S203A.Qiii11A5,S203A.Qiii11A6,S203A.Qiii11A7,S203A.Qiii11A8,S203A.Qiii11B,S203A.Qiii11C,S203A.Qiii12,S203A.Qiii13A,S203A.Qiii13B,S203A.Qiii14,S203A.Qiii15,S203A.Viii16,S203A.Viii17,S203A.Viii18
683,1.0,203.0,684.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,5.0,1.0,4.0,5.0,2.0,203.0,684.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,12.0,11.0
684,1.0,203.0,685.0,1.0,2.0,4.0,11.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,203.0,685.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,6.0,12.0,9.0
685,1.0,203.0,686.0,1.0,3.0,4.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,203.0,686.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,71.0,236.0
686,1.0,203.0,687.0,1.0,3.0,4.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,203.0,687.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,11.0,25.0
687,1.0,203.0,688.0,1.0,3.0,4.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,203.0,688.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,11.0,24.0
688,1.0,203.0,689.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,203.0,689.0,1.0,4.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,12.0,23.0
689,1.0,203.0,690.0,1.0,1.0,2.0,6.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,203.0,690.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,6.0,4.0,1.0,2.0,3.0,6.0,12.0,25.0
690,1.0,203.0,691.0,1.0,3.0,4.0,10.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,203.0,691.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,2.0,3.0,6.0,11.0,31.0
691,1.0,203.0,692.0,1.0,1.0,3.0,2.0,5.0,5.0,0.0,4.0,2.0,2.0,1.0,2.0,5.0,0.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,203.0,692.0,1.0,4.0,0.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,5.0,12.0,2.0
692,1.0,203.0,693.0,1.0,1.0,3.0,11.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,203.0,693.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,12.0,3.0
693,1.0,203.0,694.0,1.0,1.0,4.0,10.0,7.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,203.0,694.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,11.0,21.0
694,1.0,203.0,695.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,203.0,695.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,7.0,11.0,40.0
695,1.0,203.0,696.0,1.0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,203.0,696.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,12.0,19.0
696,1.0,203.0,697.0,1.0,2.0,4.0,7.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,203.0,697.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,11.0,32.0
697,1.0,203.0,698.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,203.0,698.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,8.0,11.0,34.0
698,1.0,203.0,699.0,1.0,4.0,3.0,7.0,7.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,203.0,699.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,7.0,12.0,15.0
699,1.0,203.0,700.0,1.0,1.0,3.0,9.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,203.0,700.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,7.0,12.0,13.0
700,1.0,203.0,701.0,1.0,6.0,4.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,203.0,701.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,11.0,30.0
701,1.0,203.0,702.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,0.0,7.0,4.0,4.0,0.0,5.0,4.0,0.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,203.0,702.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,12.0,14.0
702,1.0,203.0,703.0,1.0,1.0,4.0,9.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,203.0,703.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,12.0,10.0
703,1.0,203.0,704.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,203.0,704.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,6.0,11.0,36.0
704,1.0,203.0,705.0,1.0,3.0,4.0,6.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,203.0,705.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,11.0,28.0
705,1.0,203.0,706.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,203.0,706.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,12.0,4.0
706,1.0,203.0,707.0,1.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,203.0,707.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,9.0,31.0,22.0
707,1.0,203.0,708.0,1.0,1.0,3.0,4.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,203.0,708.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,31.0,34.0
708,1.0,203.0,709.0,1.0,2.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,203.0,709.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,5.0,3.0,31.0,37.0
709,1.0,203.0,710.0,1.0,1.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,6.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,203.0,710.0,1.0,4.0,0.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,31.0,36.0
710,1.0,203.0,711.0,1.0,3.0,3.0,9.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,203.0,711.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,4.0,31.0,39.0
711,1.0,203.0,712.0,1.0,3.0,4.0,9.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,203.0,712.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,7.0,31.0,25.0
712,1.0,203.0,713.0,1.0,1.0,3.0,7.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,203.0,713.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,6.0,31.0,8.0
713,1.0,203.0,714.0,1.0,2.0,4.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,203.0,714.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,31.0,29.0
714,1.0,203.0,715.0,1.0,3.0,3.0,9.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,203.0,715.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,31.0,14.0
