,CARD,DECK,BALLOT,S142.Q1,S142.Q2A,S142.Q2B,S142.Q3,S142.Q4,S142.Q5A,S142.Q5B.1,S142.Q5B.2,S142.Q5C,S142.Q6,S142.Q7,S142.Q8A,S142.Q8B,S142.Q9,S142.Q10A,S142.Q11A,S142.Q11B,S142.Q11C,S142.Q11D,S142.Q11E,S142.Q12,S142.Q13A,S142.Q13B,S142.Q14A,S142.Q14B,S142.Q15A.1,S142.Q15A.2,S142.Q15B,S142.Q16A.1,S142.Q16A.2,S142.Q16B.1,S142.Q16B.2,S142.Q17,S142.Q18,S142.Q19,S142.Q20,S142.Q21,S142.Q22,S142.Q23A,S142.Q23B,S142.Q23C,S142.Q23D,S142.Q23E,S142.Q23F,S142.Q23G,S142.Q23H,S142.Q24A,S142.Q24B,S142.Q24C,S142.Q24D,S142.Q24E,S142.Q24F,S142.Q24G,CARD..1,DECK..1,BALLOT..1,S142.Q25A,S142.Q25B,S142.Q26A,S142.Q26B,S142.Q27A,S142.Q27B,S142.Q28,S142.Q29A.1,S142.Q29A.2,S142.Q29B,S142.Q30,S142.Q31,S142.Q32,S142.Q33,S142.Q34,S142.Q35A,S142.Q35B,S142.Q35C,S142.Q36,S142.Q37,S142.Q38A,S142.Q38B,S142.Q39A,S142.Q39B,S142.Q39C,S142.Q40A,S142.Q40B,S142.Q41.n,S142.V42,S142.V43
569,1.0,142.0,293.0,4.0,10.0,9.0,8.0,1.0,75.0,22.0,0.0,60.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,6.0,7.0,1.0,1.0,2.0,2.0,1.0,5.0,25.0,2.0,3.0,15.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2.0,142.0,293.0,0.0,11.0,13.0,24.0,1.0,261.0,14.0,73.0,11.0,3.0,3.0,2.0,2.0,1.0,1.0,21.0,1.0,20.0,15.0,11.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1.0,142.0,294.0,3.0,10.0,3.0,5.0,1.0,85.0,25.0,11.0,80.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,5.0,80.0,3.0,5.0,18.0,3.0,10.0,4.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2.0,142.0,294.0,0.0,51.0,11.0,22.0,1.0,161.0,13.0,52.0,11.0,3.0,3.0,2.0,4.0,2.0,1.0,22.0,2.0,30.0,15.0,2.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1.0,142.0,295.0,4.0,10.0,5.0,7.0,1.0,80.0,22.0,4.0,70.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,6.0,24.0,6.0,6.0,24.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,2.0,142.0,295.0,0.0,31.0,22.0,23.0,1.0,261.0,13.0,53.0,21.0,2.0,1.0,3.0,4.0,3.0,1.0,23.0,7.0,20.0,15.0,2.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1.0,142.0,296.0,4.0,10.0,5.0,6.0,1.0,88.0,24.0,1.0,80.0,2.0,1.0,3.0,3.0,1.0,1.0,6.0,2.0,2.0,6.0,3.0,1.0,1.0,6.0,2.0,1.0,7.0,35.0,2.0,7.0,30.0,3.0,13.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2.0,142.0,296.0,0.0,34.0,13.0,23.0,3.0,161.0,12.0,51.0,31.0,3.0,3.0,3.0,2.0,5.0,4.0,23.0,11.0,35.0,14.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1.0,142.0,297.0,4.0,9.0,5.0,7.0,1.0,85.0,24.0,1.0,70.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,20.0,3.0,5.0,20.0,2.0,8.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2.0,142.0,297.0,0.0,54.0,12.0,13.0,2.0,161.0,12.0,63.0,11.0,3.0,3.0,2.0,3.0,2.0,1.0,23.0,11.0,30.0,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1.0,142.0,298.0,3.0,10.0,6.0,5.0,1.0,80.0,21.0,1.0,75.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,6.0,20.0,2.0,7.0,23.0,3.0,11.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2.0,142.0,298.0,0.0,98.0,3.0,23.0,1.0,161.0,14.0,73.0,11.0,1.0,1.0,1.0,4.0,3.0,2.0,23.0,3.0,35.0,23.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1.0,142.0,299.0,4.0,10.0,5.0,9.0,1.0,88.0,24.0,1.0,80.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,4.0,18.0,2.0,6.0,25.0,3.0,12.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2.0,142.0,299.0,0.0,25.0,33.0,23.0,3.0,161.0,20.0,73.0,44.0,1.0,1.0,4.0,4.0,4.0,4.0,23.0,3.0,30.0,15.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.0,142.0,300.0,4.0,10.0,5.0,8.0,1.0,87.0,22.0,11.0,80.0,2.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,2.0,4.0,8.0,1.0,1.0,6.0,2.0,1.0,6.0,24.0,2.0,7.0,30.0,2.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2.0,142.0,300.0,0.0,41.0,11.0,13.0,2.0,161.0,13.0,53.0,12.0,3.0,3.0,5.0,4.0,5.0,4.0,23.0,3.0,30.0,15.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1.0,142.0,301.0,4.0,0.0,10.0,8.0,1.0,85.0,24.0,1.0,70.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,6.0,1.0,1.0,5.0,20.0,4.0,4.0,15.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2.0,142.0,301.0,0.0,45.0,12.0,23.0,2.0,161.0,23.0,73.0,11.0,1.0,1.0,1.0,2.0,3.0,1.0,23.0,11.0,24.0,14.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1.0,142.0,302.0,4.0,10.0,5.0,5.0,1.0,83.0,21.0,11.0,80.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,20.0,2.0,5.0,20.0,2.0,10.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2.0,142.0,302.0,0.0,45.0,3.0,23.0,1.0,161.0,14.0,43.0,21.0,1.0,1.0,1.0,4.0,2.0,1.0,23.0,4.0,30.0,15.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1.0,142.0,303.0,4.0,10.0,6.0,5.0,1.0,85.0,20.0,5.0,80.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,20.0,3.0,3.0,12.0,3.0,12.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2.0,142.0,303.0,0.0,49.0,13.0,22.0,2.0,161.0,20.0,63.0,31.0,2.0,3.0,5.0,4.0,4.0,2.0,23.0,2.0,30.0,15.0,2.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1.0,142.0,304.0,2.0,10.0,6.0,7.0,1.0,85.0,21.0,3.0,70.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,10.0,2.0,1.0,5.0,25.0,2.0,3.0,13.0,3.0,13.0,2.0,4.0,1.0,3.0,1.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2.0,142.0,304.0,0.0,95.0,11.0,12.0,3.0,162.0,23.0,63.0,11.0,2.0,1.0,3.0,2.0,4.0,2.0,23.0,3.0,35.0,15.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1.0,142.0,305.0,4.0,10.0,5.0,9.0,1.0,85.0,25.0,11.0,80.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,8.0,28.0,3.0,2.0,8.0,2.0,8.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2.0,142.0,305.0,0.0,34.0,22.0,13.0,3.0,161.0,11.0,63.0,21.0,3.0,1.0,3.0,3.0,3.0,1.0,23.0,3.0,28.0,18.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1.0,142.0,306.0,4.0,10.0,9.0,6.0,1.0,85.0,25.0,1.0,75.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,1.0,5.0,20.0,3.0,4.0,16.0,2.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2.0,142.0,306.0,0.0,53.0,11.0,13.0,1.0,161.0,11.0,73.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,23.0,3.0,20.0,11.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1.0,142.0,307.0,4.0,10.0,5.0,9.0,1.0,83.0,20.0,1.0,83.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,25.0,2.0,3.0,15.0,2.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2.0,142.0,307.0,0.0,30.0,12.0,23.0,1.0,161.0,13.0,73.0,11.0,1.0,1.0,2.0,4.0,3.0,1.0,21.0,10.0,30.0,19.0,2.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1.0,142.0,308.0,4.0,10.0,9.0,3.0,1.0,85.0,23.0,1.0,70.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,8.0,1.0,1.0,5.0,1.0,1.0,6.0,25.0,4.0,2.0,9.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2.0,142.0,308.0,0.0,21.0,22.0,23.0,2.0,261.0,12.0,73.0,21.0,3.0,1.0,2.0,3.0,2.0,2.0,22.0,4.0,30.0,20.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1.0,142.0,309.0,4.0,10.0,10.0,7.0,1.0,86.0,23.0,11.0,75.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,32.0,2.0,5.0,20.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2.0,142.0,309.0,0.0,11.0,12.0,24.0,4.0,161.0,13.0,43.0,31.0,2.0,1.0,3.0,4.0,1.0,1.0,22.0,3.0,30.0,19.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1.0,142.0,310.0,4.0,10.0,10.0,6.0,1.0,80.0,20.0,1.0,55.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,7.0,1.0,3.0,1.0,1.0,5.0,25.0,3.0,3.0,13.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2.0,142.0,310.0,0.0,11.0,12.0,24.0,1.0,161.0,12.0,73.0,21.0,1.0,2.0,3.0,3.0,2.0,2.0,22.0,0.0,40.0,15.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1.0,142.0,311.0,4.0,8.0,8.0,8.0,1.0,85.0,20.0,11.0,70.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,20.0,3.0,4.0,15.0,3.0,12.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2.0,142.0,311.0,0.0,21.0,22.0,13.0,1.0,261.0,12.0,73.0,11.0,1.0,1.0,1.0,3.0,3.0,1.0,22.0,4.0,23.0,13.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1.0,142.0,312.0,4.0,9.0,9.0,5.0,1.0,85.0,19.0,11.0,65.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,20.0,3.0,5.0,20.0,10.0,89.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2.0,142.0,312.0,0.0,22.0,11.0,24.0,2.0,261.0,12.0,73.0,21.0,1.0,1.0,1.0,4.0,3.0,1.0,23.0,2.0,37.0,20.0,5.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1.0,142.0,313.0,4.0,9.0,8.0,6.0,1.0,81.0,30.0,11.0,50.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,2.0,6.0,2.0,3.0,1.0,3.0,3.0,3.0,6.0,24.0,2.0,2.0,7.0,2.0,7.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2.0,142.0,313.0,0.0,28.0,13.0,22.0,2.0,661.0,13.0,73.0,21.0,3.0,1.0,1.0,4.0,4.0,1.0,23.0,11.0,35.0,20.0,11.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1.0,142.0,314.0,4.0,8.0,8.0,6.0,1.0,83.0,22.0,1.0,25.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,20.0,2.0,3.0,13.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2.0,142.0,314.0,0.0,31.0,13.0,23.0,1.0,161.0,14.0,73.0,31.0,3.0,1.0,3.0,4.0,3.0,4.0,23.0,11.0,30.0,18.0,11.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1.0,142.0,315.0,4.0,8.0,8.0,5.0,1.0,80.0,22.0,1.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,20.0,5.0,3.0,12.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2.0,142.0,315.0,0.0,45.0,13.0,24.0,1.0,261.0,13.0,53.0,12.0,3.0,1.0,4.0,4.0,5.0,4.0,23.0,10.0,30.0,15.0,11.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1.0,142.0,316.0,4.0,9.0,8.0,8.0,1.0,85.0,22.0,11.0,40.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,16.0,3.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2.0,142.0,316.0,0.0,54.0,22.0,12.0,1.0,161.0,13.0,73.0,11.0,3.0,1.0,1.0,2.0,3.0,1.0,23.0,4.0,30.0,20.0,11.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1.0,142.0,317.0,3.0,9.0,8.0,6.0,1.0,80.0,20.0,4.0,40.0,1.0,1.0,3.0,1.0,1.0,2.0,6.0,4.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,20.0,2.0,2.0,10.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2.0,142.0,317.0,0.0,11.0,33.0,24.0,1.0,163.0,12.0,61.0,21.0,3.0,3.0,1.0,4.0,2.0,2.0,23.0,0.0,30.0,20.0,7.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1.0,142.0,318.0,2.0,11.0,11.0,8.0,1.0,86.0,18.0,2.0,86.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0,8.0,3.0,3.0,1.0,1.0,1.0,4.0,18.0,2.0,5.0,20.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2.0,142.0,318.0,0.0,41.0,13.0,23.0,1.0,661.0,11.0,43.0,11.0,1.0,1.0,1.0,4.0,5.0,4.0,20.0,2.0,20.0,19.0,7.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1.0,142.0,319.0,4.0,10.0,10.0,6.0,1.0,85.0,20.0,1.0,85.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,6.0,6.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,7.0,25.0,2.0,5.0,20.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2.0,142.0,319.0,0.0,30.0,11.0,12.0,1.0,662.0,22.0,53.0,21.0,3.0,3.0,2.0,2.0,5.0,4.0,23.0,1.0,30.0,12.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1.0,142.0,320.0,4.0,11.0,11.0,7.0,1.0,80.0,22.0,1.0,80.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,6.0,24.0,2.0,7.0,26.0,4.0,14.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2.0,142.0,320.0,0.0,21.0,11.0,13.0,1.0,662.0,42.0,53.0,22.0,1.0,1.0,1.0,2.0,5.0,4.0,23.0,3.0,35.0,20.0,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1.0,142.0,321.0,4.0,10.0,10.0,9.0,1.0,80.0,24.0,1.0,80.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,3.0,4.0,2.0,2.0,5.0,25.0,3.0,5.0,4.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2.0,142.0,321.0,0.0,11.0,13.0,13.0,1.0,161.0,12.0,63.0,22.0,3.0,3.0,3.0,3.0,4.0,3.0,23.0,11.0,35.0,20.0,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1.0,142.0,322.0,4.0,11.0,10.0,2.0,1.0,80.0,18.0,1.0,80.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,3.0,5.0,6.0,2.0,3.0,3.0,5.0,1.0,1.0,7.0,28.0,3.0,6.0,25.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,2.0,142.0,322.0,0.0,45.0,11.0,13.0,3.0,661.0,11.0,42.0,21.0,3.0,1.0,5.0,4.0,5.0,1.0,23.0,2.0,35.0,15.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1.0,142.0,323.0,3.0,11.0,10.0,9.0,1.0,80.0,22.0,1.0,80.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,5.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,20.0,3.0,4.0,20.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2.0,142.0,323.0,0.0,31.0,23.0,22.0,1.0,161.0,11.0,53.0,11.0,1.0,1.0,3.0,2.0,2.0,1.0,23.0,11.0,40.0,25.0,6.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
