,CARD,DECK,BALLOT,S142.Q1,S142.Q2A,S142.Q2B,S142.Q3,S142.Q4,S142.Q5A,S142.Q5B.1,S142.Q5B.2,S142.Q5C,S142.Q6,S142.Q7,S142.Q8A,S142.Q8B,S142.Q9,S142.Q10A,S142.Q11A,S142.Q11B,S142.Q11C,S142.Q11D,S142.Q11E,S142.Q12,S142.Q13A,S142.Q13B,S142.Q14A,S142.Q14B,S142.Q15A.1,S142.Q15A.2,S142.Q15B,S142.Q16A.1,S142.Q16A.2,S142.Q16B.1,S142.Q16B.2,S142.Q17,S142.Q18,S142.Q19,S142.Q20,S142.Q21,S142.Q22,S142.Q23A,S142.Q23B,S142.Q23C,S142.Q23D,S142.Q23E,S142.Q23F,S142.Q23G,S142.Q23H,S142.Q24A,S142.Q24B,S142.Q24C,S142.Q24D,S142.Q24E,S142.Q24F,S142.Q24G,CARD..1,DECK..1,BALLOT..1,S142.Q25A,S142.Q25B,S142.Q26A,S142.Q26B,S142.Q27A,S142.Q27B,S142.Q28,S142.Q29A.1,S142.Q29A.2,S142.Q29B,S142.Q30,S142.Q31,S142.Q32,S142.Q33,S142.Q34,S142.Q35A,S142.Q35B,S142.Q35C,S142.Q36,S142.Q37,S142.Q38A,S142.Q38B,S142.Q39A,S142.Q39B,S142.Q39C,S142.Q40A,S142.Q40B,S142.Q41.n,S142.V42,S142.V43
59,2.0,142.0,30.0,0.0,27.0,13.0,23.0,1.0,161.0,11.0,43.0,31.0,1.0,1.0,1.0,2.0,4.0,2.0,23.0,0.0,30.0,18.0,7.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.0,142.0,31.0,3.0,5.0,5.0,8.0,1.0,272.0,99.0,0.0,60.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,20.0,3.0,6.0,25.0,3.0,12.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2.0,142.0,31.0,0.0,21.0,11.0,24.0,1.0,661.0,13.0,43.0,21.0,3.0,3.0,5.0,4.0,5.0,4.0,23.0,4.0,32.0,20.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1.0,142.0,32.0,2.0,1.0,1.0,8.0,1.0,270.0,90.0,10.0,80.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,20.0,2.0,5.0,25.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2.0,142.0,32.0,0.0,21.0,23.0,24.0,1.0,161.0,24.0,41.0,21.0,3.0,3.0,3.0,4.0,3.0,1.0,22.0,2.0,50.0,25.0,3.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.0,142.0,33.0,3.0,5.0,5.0,3.0,1.0,273.0,78.0,4.0,60.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,7.0,25.0,4.0,6.0,22.0,3.0,14.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2.0,142.0,33.0,0.0,33.0,13.0,23.0,2.0,661.0,12.0,73.0,11.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,89.0,89.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1.0,142.0,34.0,3.0,4.0,8.0,3.0,1.0,275.0,70.0,1.0,89.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,10.0,1.0,1.0,4.0,20.0,3.0,2.0,10.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2.0,142.0,34.0,0.0,64.0,13.0,13.0,1.0,162.0,13.0,73.0,11.0,2.0,3.0,1.0,3.0,1.0,1.0,22.0,3.0,28.0,18.0,9.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.0,142.0,35.0,1.0,4.0,8.0,8.0,1.0,272.0,80.0,3.0,80.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,6.0,4.0,3.0,2.0,2.0,9.0,1.0,1.0,3.0,12.0,1.0,5.0,20.0,2.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2.0,142.0,35.0,0.0,98.0,12.0,24.0,1.0,661.0,12.0,53.0,21.0,3.0,3.0,1.0,4.0,4.0,1.0,22.0,1.0,30.0,15.0,9.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.0,142.0,36.0,2.0,5.0,4.0,9.0,1.0,286.0,82.0,1.0,99.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,6.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,15.0,1.0,7.0,30.0,2.0,8.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2.0,142.0,36.0,0.0,31.0,22.0,13.0,1.0,661.0,41.0,43.0,21.0,1.0,1.0,3.0,4.0,3.0,1.0,23.0,2.0,40.0,17.0,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.0,142.0,37.0,3.0,4.0,9.0,9.0,1.0,280.0,56.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,6.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,24.0,4.0,5.0,20.0,3.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2.0,142.0,37.0,0.0,91.0,13.0,24.0,1.0,661.0,12.0,43.0,11.0,1.0,1.0,1.0,3.0,1.0,2.0,22.0,2.0,45.0,25.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.0,142.0,38.0,2.0,8.0,1.0,8.0,1.0,280.0,99.0,2.0,60.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,9.0,1.0,1.0,6.0,25.0,2.0,4.0,16.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2.0,142.0,38.0,0.0,53.0,11.0,21.0,3.0,661.0,22.0,43.0,11.0,1.0,1.0,5.0,4.0,5.0,4.0,23.0,4.0,33.0,16.0,3.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.0,142.0,39.0,2.0,6.0,6.0,5.0,1.0,280.0,67.0,11.0,75.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,20.0,3.0,5.0,20.0,3.0,12.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2.0,142.0,39.0,1.0,8.0,13.0,24.0,2.0,161.0,11.0,3.0,11.0,3.0,1.0,3.0,4.0,2.0,4.0,23.0,10.0,40.0,25.0,6.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.0,142.0,40.0,3.0,4.0,8.0,5.0,1.0,289.0,81.0,5.0,85.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,5.0,4.0,3.0,2.0,2.0,10.0,1.0,1.0,4.0,18.0,2.0,5.0,19.0,3.0,13.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2.0,142.0,40.0,0.0,79.0,23.0,23.0,2.0,661.0,22.0,53.0,21.0,3.0,3.0,1.0,4.0,1.0,2.0,22.0,3.0,25.0,18.0,9.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.0,142.0,41.0,3.0,4.0,3.0,5.0,1.0,290.0,80.0,5.0,90.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,4.0,4.0,3.0,2.0,2.0,5.0,1.0,2.0,6.0,20.0,9.0,6.0,20.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2.0,142.0,41.0,0.0,47.0,13.0,22.0,5.0,661.0,22.0,32.0,41.0,3.0,3.0,3.0,2.0,3.0,1.0,12.0,1.0,40.0,20.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.0,142.0,42.0,2.0,2.0,1.0,9.0,1.0,290.0,84.0,11.0,60.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,7.0,9.0,8.0,8.0,2.0,2.0,9.0,1.0,2.0,5.0,15.0,2.0,4.0,14.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2.0,142.0,42.0,0.0,59.0,13.0,13.0,1.0,361.0,12.0,63.0,21.0,4.0,1.0,3.0,4.0,5.0,4.0,23.0,2.0,36.0,22.0,8.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.0,142.0,43.0,2.0,1.0,1.0,5.0,1.0,291.0,90.0,3.0,50.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,6.0,22.0,2.0,4.0,15.0,3.0,11.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2.0,142.0,43.0,0.0,11.0,23.0,13.0,2.0,161.0,12.0,61.0,11.0,4.0,4.0,1.0,3.0,4.0,1.0,23.0,3.0,35.0,15.0,4.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1.0,142.0,44.0,3.0,3.0,10.0,5.0,1.0,340.0,53.0,11.0,99.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,6.0,25.0,4.0,6.0,20.0,3.0,12.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2.0,142.0,44.0,0.0,11.0,12.0,13.0,1.0,162.0,13.0,51.0,11.0,1.0,3.0,5.0,3.0,1.0,1.0,21.0,2.0,35.0,18.0,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1.0,142.0,45.0,1.0,0.0,1.0,9.0,1.0,300.0,99.0,3.0,35.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,6.0,25.0,3.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2.0,142.0,45.0,0.0,31.0,2.0,22.0,1.0,161.0,13.0,43.0,23.0,3.0,1.0,3.0,1.0,4.0,1.0,22.0,0.0,35.0,20.0,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.0,142.0,46.0,4.0,1.0,11.0,5.0,1.0,325.0,0.0,11.0,0.0,5.0,1.0,3.0,3.0,2.0,2.0,4.0,6.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2.0,142.0,46.0,0.0,25.0,11.0,22.0,3.0,661.0,43.0,63.0,21.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,0.0,89.0,89.0,8.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.0,142.0,47.0,2.0,10.0,6.0,8.0,1.0,350.0,99.0,4.0,37.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,8.0,9.0,10.0,8.0,6.0,2.0,4.0,2.0,1.0,6.0,30.0,2.0,0.0,89.0,10.0,89.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2.0,142.0,47.0,0.0,11.0,23.0,12.0,2.0,661.0,14.0,63.0,21.0,3.0,1.0,1.0,2.0,5.0,4.0,23.0,3.0,35.0,20.0,10.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.0,142.0,48.0,3.0,7.0,2.0,6.0,1.0,403.0,50.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,4.0,16.0,3.0,5.0,20.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2.0,142.0,48.0,0.0,35.0,33.0,24.0,1.0,161.0,22.0,73.0,22.0,3.0,3.0,3.0,2.0,5.0,4.0,23.0,2.0,25.0,10.0,11.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.0,142.0,49.0,1.0,4.0,1.0,9.0,1.0,480.0,99.0,4.0,60.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,2.0,6.0,3.0,3.0,1.0,10.0,1.0,1.0,7.0,30.0,3.0,6.0,24.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2.0,142.0,49.0,0.0,98.0,3.0,13.0,1.0,611.0,21.0,63.0,31.0,2.0,1.0,4.0,3.0,4.0,1.0,22.0,7.0,53.0,23.0,11.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1.0,142.0,50.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,4.0,17.0,4.0,4.0,16.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,142.0,50.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,2.0,4.0,27.0,15.0,,1.0,17.0
99,1.0,142.0,51.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,3.0,1.0,1.0,2.0,10.0,10.0,7.0,10.0,10.0,1.0,1.0,5.0,1.0,1.0,5.0,20.0,3.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,142.0,51.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,10.0,35.0,15.0,,1.0,31.0
100,1.0,142.0,52.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,6.0,7.0,3.0,1.0,2.0,2.0,3.0,0.0,20.0,7.0,4.0,18.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,0.0,2.0,142.0,52.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0,35.0,16.0,,1.0,37.0
101,1.0,142.0,53.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,24.0,7.0,4.0,19.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,142.0,53.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,8.0,30.0,13.0,,1.0,61.0
102,1.0,142.0,54.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,6.0,6.0,3.0,3.0,2.0,7.0,1.0,1.0,6.0,24.0,1.0,2.0,8.0,10.0,89.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,142.0,54.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,6.0,6.0,3.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,15.0,8.0,,7.0,33.0
103,1.0,142.0,55.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,6.0,3.0,3.0,3.0,4.0,2.0,1.0,7.0,40.0,3.0,3.0,15.0,2.0,9.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,142.0,55.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,11.0,40.0,18.0,,7.0,54.0
104,1.0,142.0,56.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,6.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,16.0,2.0,4.0,15.0,2.0,8.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,142.0,56.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,0.0,16.0,12.0,,8.0,23.0
105,1.0,142.0,57.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,15.0,3.0,3.0,11.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,142.0,57.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,3.0,20.0,10.0,,8.0,48.0
106,1.0,142.0,58.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,3.0,3.0,2.0,2.0,10.0,1.0,1.0,6.0,18.0,2.0,5.0,20.0,3.0,12.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,142.0,58.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,6.0,6.0,2.0,2.0,4.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,50.0,27.0,,4.0,2.0
107,1.0,142.0,59.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,6.0,4.0,3.0,2.0,2.0,5.0,2.0,0.0,7.0,0.0,3.0,5.0,20.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,142.0,59.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,3.0,0.0,25.0,15.0,,4.0,30.0
108,1.0,142.0,60.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,2.0,2.0,1.0,3.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,5.0,2.0,1.0,8.0,32.0,2.0,5.0,20.0,4.0,16.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,142.0,60.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,10.0,40.0,18.0,,4.0,32.0
109,1.0,142.0,61.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,2.0,1.0,1.0,2.0,4.0,5.0,6.0,4.0,3.0,2.0,2.0,10.0,2.0,2.0,5.0,20.0,3.0,5.0,18.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,142.0,61.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,6.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,10.0,35.0,20.0,,4.0,49.0
110,1.0,142.0,62.0,4.0,0.0,11.0,5.0,2.0,889.0,89.0,0.0,89.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,6.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2.0,142.0,62.0,0.0,11.0,12.0,10.0,1.0,662.0,40.0,42.0,23.0,2.0,1.0,4.0,4.0,5.0,4.0,12.0,1.0,89.0,89.0,8.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.0,142.0,63.0,0.0,0.0,0.0,0.0,0.0,889.0,89.0,0.0,89.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,16.0,3.0,4.0,15.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,142.0,63.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,3.0,6.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,7.0,20.0,11.0,,8.0,57.0
