S0230.CARD.,S0230.DECK.,S0230.BALLOT.,S0230.Q1.,S0230.Q2.,S0230.Q3.,S0230.Q4.,S0230.Q5.,S0230.Q6.,S0230.Q7.,S0230.Q8.,S0230.Q9.,S0230.Q10.,S0230.Q11.,S0230.Q12.,S0230.Q13.,S0230.Q14.,S0230.Q15.,S0230.Q16.,S0230.Q18.,S0230.Q19.,S0230.Q20.,S0230.Q21.,S0230.Q22.,S0230.Q23.,S0230.Q24A.,S0230.Q24B.,S0230.Q24C.,S0230.Q24D.,S0230.Q24E.,S0230.Q25.,S0230.Q26.,S0230.Q27.,S0230.Q28.,S0230.Q29.,S0230.Q30.,S0230.Q31.,S0230.Q31..1,S0230.Q31..2,S0230.Q31..3,S0230.Q31..4,S0230.Q31..5,S0230.Q31..6,S0230.Q31..7,S0230.Q31..8,S0230.Q31..9,S0230.Q31..10,S0230.Q31..11,S0230.Q31..12,S0230.V31A.,S0230.Q32.,S0230.Q33.,S0230.Q35.,S0230.Q36.,S0230.Q37.,S0230.Q38.,S0230.Q39.,S0230.Q40.,S0230.Q41.,S0230.Q42.,S0230.Q43.,S0230.Q44.,S0230.Q45.,S0230.Q46.,S0230.Q47.,S0230.Q48.,S0230.Q49.,S0230.Q50.,S0230.Q51A.,S0230.Q51B.,S0230.Q51C.,S0230.Q52.,S0230.Q55.,S0230.CARD..1,S0230.DECK..1,S0230.BALLOT..1,S0230.V56.,S0230.V57.
1,230,166,2,7,4,3,5,5,7,3,2,4,1,1,2,3,4,2,3,4,1,2,2,2,2,1,1,2,1,2,4,2,1,2,3,2,1,1,2,2,1,2,2,1,2,2,1,2,5,3,3,1,4,0,2,4,3,4,5,0,1,3,3,4,5,3,1,4,4,3,4,0,2,230,166,5,15
1,230,167,2,10,4,2,3,3,4,1,4,3,1,1,2,3,3,4,3,3,1,3,4,2,2,2,1,1,1,1,4,1,2,5,3,1,1,2,1,2,1,1,2,2,2,2,2,2,5,5,4,1,2,1,4,3,1,1,1,1,1,3,1,2,2,1,2,2,1,1,1,1,2,230,167,5,30
1,230,168,2,10,2,6,1,5,3,1,2,4,1,1,2,3,3,5,3,4,1,4,4,1,2,2,1,1,1,2,4,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,4,1,2,2,4,4,3,3,5,3,1,3,3,1,2,1,2,1,2,2,3,1,2,230,168,5,3
1,230,169,4,6,4,7,4,3,7,2,3,4,1,1,2,3,3,4,3,3,1,1,4,1,2,2,1,1,2,2,3,2,1,2,3,2,2,1,2,2,1,2,1,2,1,1,2,2,5,4,3,1,4,2,1,3,3,2,5,2,2,2,2,3,2,1,2,4,3,3,0,1,2,230,169,5,22
1,230,170,4,9,3,4,1,5,3,2,3,4,1,1,2,3,2,3,3,4,1,4,4,2,2,2,1,2,2,2,2,1,2,3,3,2,1,1,2,2,1,2,1,2,2,1,2,2,5,5,4,1,2,1,4,2,1,1,4,2,2,3,2,3,2,1,1,3,0,3,2,0,2,230,170,5,10
1,230,171,4,9,2,7,1,3,9,1,4,5,1,1,2,3,2,2,2,0,1,2,2,1,2,1,1,1,1,1,0,2,1,3,5,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,1,1,1,1,1,2,1,1,5,2,1,1,1,2,2,1,1,2,2,1,0,0,2,230,171,5,5
1,230,172,4,10,5,6,1,4,7,2,1,3,1,1,2,3,3,4,2,3,1,2,3,2,2,2,1,1,2,1,4,2,1,2,3,1,1,2,2,2,2,1,2,1,1,2,2,2,5,2,2,1,1,2,3,2,3,2,5,1,1,3,3,3,5,1,1,3,2,3,2,2,2,230,172,5,28
1,230,173,2,11,3,6,4,5,5,2,4,3,1,1,2,3,3,4,2,2,1,3,4,2,2,1,1,1,1,2,4,3,2,2,3,1,1,2,1,2,2,2,2,1,2,1,2,2,5,5,4,1,2,3,4,3,1,0,0,0,0,3,1,2,3,1,2,3,2,1,2,0,2,230,173,5,18
1,230,174,2,11,5,3,4,5,7,2,3,3,1,1,2,3,3,5,2,3,1,2,4,1,2,2,1,1,1,1,4,2,1,3,3,2,1,1,2,1,1,2,2,1,2,2,2,2,5,2,1,1,1,2,3,2,3,2,3,2,1,3,2,3,3,1,1,2,2,2,4,1,2,230,174,5,20
1,230,175,1,4,5,2,2,4,7,2,4,2,1,1,2,3,2,3,2,3,1,3,2,1,2,2,1,1,1,1,4,2,1,3,3,2,1,1,1,2,2,1,2,1,2,2,2,2,5,2,1,1,1,2,2,2,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,230,175,5,12
1,230,176,1,7,5,5,4,5,7,2,2,3,1,1,2,3,2,3,2,2,1,1,4,1,2,2,1,2,2,1,0,2,1,3,3,2,1,2,2,2,2,1,1,2,2,2,2,2,3,2,2,1,1,2,4,3,1,1,2,1,1,3,1,2,2,1,1,3,0,1,0,2,2,230,176,5,6
1,230,177,1,9,5,6,2,3,3,3,2,2,1,1,2,3,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,4,3,1,1,1,2,2,2,1,2,1,2,2,2,2,5,2,3,1,1,2,4,3,1,2,1,3,2,2,1,2,2,2,2,2,2,1,1,1,2,230,177,5,23
1,230,178,3,9,5,1,3,5,3,1,2,4,1,1,2,3,4,5,3,3,1,4,4,2,2,2,1,2,2,1,4,2,1,3,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,2,1,1,1,2,3,2,2,1,2,2,2,3,3,2,2,1,1,1,1,1,1,2,2,230,178,5,32
1,230,179,3,10,4,6,3,5,5,1,2,4,1,1,2,3,3,4,3,3,1,4,4,2,2,2,1,2,2,2,4,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,1,3,3,2,5,0,1,3,0,4,5,1,2,0,0,0,0,0,2,230,179,5,31
1,230,180,3,10,4,6,3,3,8,2,3,2,1,1,2,3,2,3,2,3,1,3,2,1,2,2,1,1,1,2,2,2,1,2,3,1,1,2,2,2,1,2,2,1,1,2,2,2,5,2,1,1,1,2,4,2,1,3,1,2,1,3,2,3,2,1,2,1,2,1,1,2,2,230,180,5,13
1,230,181,3,6,3,6,3,3,7,2,3,4,1,1,2,3,0,4,3,3,1,4,4,2,1,0,0,2,1,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,4,1,2,3,1,4,3,4,5,0,0,0,0,5,0,3,0,0,0,3,0,1,2,230,181,5,1
1,230,182,2,6,3,1,4,4,7,2,4,4,1,1,2,3,4,5,3,4,1,4,4,2,2,2,1,1,1,1,4,1,2,2,3,1,1,1,2,2,1,2,2,2,2,2,1,2,5,5,4,1,1,2,4,2,1,1,2,3,1,3,2,1,2,3,1,2,2,1,1,2,2,230,182,4,17
1,230,183,2,6,1,4,1,3,1,1,4,2,1,1,2,0,2,2,2,3,1,4,2,0,1,2,1,1,1,2,0,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,2,1,3,1,1,0,5,2,2,2,2,2,2,1,1,2,2,1,0,0,2,230,183,4,3
1,230,184,2,7,3,5,1,2,7,2,4,2,1,1,2,3,2,2,2,2,1,1,3,1,2,1,1,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,3,1,2,1,3,1,1,1,2,2,2,2,2,2,2,1,1,2,2,3,2,0,2,230,184,4,16
1,230,185,2,9,4,6,1,3,5,2,3,1,1,1,2,3,2,3,1,2,1,2,2,1,2,2,1,1,1,2,4,2,2,5,3,2,1,2,2,2,2,1,2,1,1,2,1,2,5,1,1,1,1,2,4,1,1,1,1,2,2,2,1,1,2,1,1,2,1,3,1,2,2,230,185,4,38
1,230,186,2,9,4,4,1,4,9,1,0,2,1,1,2,3,2,4,3,3,1,2,4,2,2,2,1,1,1,2,4,2,1,2,5,2,1,1,2,2,1,1,2,1,2,2,2,2,5,3,1,1,2,1,3,1,1,3,5,1,2,2,2,2,2,1,2,2,2,1,1,2,2,230,186,4,8
1,230,187,2,9,4,1,1,2,3,2,4,5,1,1,2,3,2,2,3,3,1,1,4,1,2,2,1,1,1,1,4,1,2,3,2,2,1,2,2,2,1,1,2,1,2,2,2,2,4,2,1,2,1,1,4,1,1,1,2,2,2,2,2,2,2,3,0,1,2,3,1,2,2,230,187,4,20
1,230,188,4,11,3,6,2,3,7,2,2,3,1,1,2,3,1,4,3,3,1,4,3,1,2,2,1,1,1,2,4,2,1,2,3,2,1,2,2,1,2,2,2,1,2,2,1,2,4,2,2,1,1,2,1,3,1,1,5,0,0,0,0,0,5,1,2,0,0,0,0,0,2,230,188,4,10
1,230,189,4,11,4,6,2,0,2,1,4,1,1,1,2,3,2,1,1,2,1,2,2,1,2,2,1,2,1,2,4,2,1,2,3,2,2,1,2,2,2,1,2,1,2,1,2,2,4,2,3,1,2,2,2,2,1,1,5,2,1,2,2,3,2,2,0,2,2,1,1,1,2,230,189,4,1
1,230,190,4,10,2,1,1,3,10,1,1,1,1,1,2,3,3,3,2,1,1,4,1,1,2,2,1,2,1,2,2,2,1,3,3,2,2,1,2,1,1,2,2,1,2,1,2,2,5,5,4,2,1,1,1,1,3,2,5,2,2,2,0,1,5,3,2,1,1,1,1,0,2,230,190,4,4
1,230,191,5,6,5,6,2,2,7,2,4,2,1,1,2,3,2,3,2,3,1,3,3,2,2,2,1,1,1,1,4,1,2,2,3,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,2,2,2,2,1,1,1,2,3,2,3,3,5,3,1,1,2,3,1,2,2,230,191,4,31
1,230,192,2,11,4,4,3,4,7,2,2,2,1,1,2,3,2,3,1,2,1,2,2,0,2,2,1,1,2,2,4,2,1,3,3,2,1,2,2,2,2,1,1,1,2,2,1,2,5,2,2,1,1,2,2,3,1,2,5,0,0,0,0,0,0,0,0,1,1,1,1,0,2,230,192,4,25
1,230,193,2,4,4,3,1,3,7,2,4,4,1,1,2,3,2,4,3,3,1,3,4,1,2,2,1,1,1,1,4,1,2,2,3,1,1,2,2,2,2,1,2,2,1,2,1,2,5,3,3,1,2,2,4,1,2,1,3,3,1,2,2,1,1,2,1,1,1,1,2,2,2,230,193,4,5
1,230,194,1,4,5,3,2,4,5,2,3,2,1,1,2,3,2,3,2,2,1,3,2,1,1,2,1,1,1,2,4,2,1,3,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,2,1,1,1,2,4,3,1,1,1,1,3,3,1,1,4,1,1,1,2,3,2,2,2,230,194,4,33
1,230,195,2,3,3,2,5,2,10,1,4,1,1,1,2,2,3,2,1,2,1,3,2,1,2,2,1,2,1,2,4,1,1,3,2,1,1,2,1,2,1,2,1,2,2,2,2,2,5,1,2,1,2,3,4,1,2,1,3,1,2,2,2,2,1,1,1,3,2,1,1,2,2,230,195,13,1
1,230,196,2,3,4,2,3,5,3,2,4,2,1,1,2,2,3,3,2,3,1,3,2,0,2,2,1,1,1,2,2,3,2,2,3,2,1,1,2,2,1,2,1,1,2,2,2,2,5,5,4,2,1,2,2,3,1,1,3,1,1,3,3,3,4,3,2,1,2,1,2,0,2,230,196,13,31
1,230,197,2,4,4,1,1,2,5,2,2,1,1,1,2,2,3,3,2,2,1,3,2,1,2,1,1,1,1,2,4,2,1,2,5,1,1,2,2,2,2,1,1,1,2,2,2,2,5,1,1,1,2,2,2,2,2,2,5,2,2,3,3,3,5,1,1,3,3,1,2,2,2,230,197,15,16
1,230,198,2,4,4,7,1,2,2,1,1,5,1,1,2,2,1,1,1,1,1,4,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,5,2,1,1,1,2,4,1,2,1,4,2,2,2,2,1,2,1,1,1,1,2,1,2,2,230,198,15,27
1,230,199,1,3,3,1,1,3,3,2,3,2,1,1,2,2,2,3,1,2,1,2,3,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,1,1,1,0,0,0,0,0,0,0,0,3,1,3,1,1,2,2,2,1,2,0,2,230,199,15,48
1,230,200,1,4,4,1,2,3,2,2,4,1,1,2,2,2,2,3,2,3,2,2,2,1,2,2,1,1,1,2,1,1,1,3,2,2,1,2,2,2,2,1,2,1,1,2,1,2,5,1,1,1,1,3,1,1,3,2,5,2,2,2,2,3,0,1,1,3,1,0,0,0,2,230,200,15,15
1,230,201,2,9,4,6,3,5,4,2,3,4,1,1,2,2,2,3,3,3,1,2,2,1,2,2,1,1,2,1,0,1,0,4,0,2,2,1,1,2,2,1,2,1,2,1,2,2,5,5,4,1,1,2,2,2,1,1,1,2,1,3,1,1,2,2,0,0,0,0,2,0,2,230,201,16,32
1,230,202,2,10,3,6,2,5,7,2,1,4,1,1,2,2,2,4,3,3,1,3,1,1,2,1,1,1,2,1,4,2,1,1,4,2,1,1,2,2,1,1,2,1,2,2,2,2,5,3,3,1,1,2,2,1,2,1,4,1,1,3,2,1,2,1,1,3,3,1,2,1,2,230,202,16,18
1,230,203,2,10,4,6,2,4,5,2,4,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,4,1,1,3,2,2,1,1,1,2,2,1,2,1,2,2,2,2,5,5,4,1,2,2,1,2,2,1,4,3,2,2,2,2,2,1,1,2,1,1,1,0,2,230,203,16,34
1,230,204,4,7,4,2,4,3,4,2,4,2,1,1,2,2,1,2,2,2,1,4,2,2,2,2,1,1,2,1,4,2,1,3,5,2,2,2,2,1,1,1,2,1,2,1,2,2,5,5,4,1,1,3,2,1,1,2,5,2,2,3,1,2,2,2,0,2,1,1,2,2,2,230,204,16,42
1,230,205,4,9,5,6,4,5,7,2,4,3,1,1,2,2,1,2,3,3,1,2,2,2,2,2,1,1,2,2,2,2,1,4,3,2,1,1,1,1,2,1,2,2,2,2,2,2,5,3,3,1,1,2,2,4,3,2,1,3,1,3,1,2,3,2,2,1,3,1,3,1,2,230,205,16,14
1,230,206,4,8,3,2,1,2,7,2,4,5,1,1,2,2,2,2,3,3,1,2,2,1,2,2,1,1,1,2,4,1,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,2,1,1,3,3,1,1,1,2,2,2,2,2,1,1,3,0,1,2,1,1,0,2,230,206,16,13
1,230,207,1,5,4,4,2,3,7,2,1,2,1,1,2,2,2,2,3,3,1,1,2,1,2,2,1,1,1,1,4,2,1,2,3,2,1,1,1,2,1,2,2,1,2,2,2,2,5,3,3,1,4,2,2,4,3,2,5,3,1,2,3,2,4,1,1,3,3,1,2,1,2,230,207,16,4
1,230,208,1,6,4,5,1,3,3,2,4,2,1,1,2,2,1,2,1,2,1,2,2,0,1,1,1,2,2,2,0,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,5,2,1,1,1,2,3,3,1,1,1,3,1,1,2,2,2,1,2,2,2,1,2,2,2,230,208,16,40
1,230,209,2,11,4,6,1,2,5,2,4,2,1,1,3,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,4,0,1,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,1,1,0,2,3,3,3,1,1,1,2,0,1,1,1,1,2,2,230,209,15,50
1,230,210,1,6,3,1,2,2,6,1,3,2,1,1,3,2,2,3,1,1,1,2,2,1,2,2,1,1,1,2,4,3,2,3,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,2,2,2,1,5,5,3,4,5,1,3,3,1,5,5,1,1,5,4,2,4,2,2,230,210,22,34
1,230,211,2,6,2,2,2,3,7,1,2,3,1,1,3,2,2,3,3,3,1,2,3,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,2,2,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,3,3,2,2,0,2,230,211,20,33
1,230,212,4,10,2,6,5,4,7,1,3,5,1,1,3,2,2,4,3,3,1,3,3,2,2,2,1,1,1,2,2,2,2,2,3,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,4,1,3,2,1,2,5,3,2,3,2,3,5,3,1,3,2,1,2,2,2,230,212,16,1
1,230,213,2,3,4,1,0,4,7,1,2,1,2,1,3,2,2,2,3,2,1,3,2,2,2,2,1,1,1,1,0,3,2,1,5,2,2,1,1,2,2,1,2,2,2,2,1,2,4,5,4,2,1,2,2,4,1,1,5,3,2,2,3,1,2,2,1,5,0,0,2,1,2,230,213,20,18
1,230,214,2,3,2,4,1,3,0,2,4,1,1,1,3,2,3,3,3,2,1,2,2,2,2,1,2,1,1,2,4,3,2,1,3,2,1,2,2,2,1,1,2,1,1,2,2,2,5,2,2,2,2,2,2,2,1,1,1,1,1,3,1,3,2,2,0,3,3,1,2,2,2,230,214,22,45
1,230,215,5,11,2,5,2,3,2,2,1,5,1,1,3,2,2,2,3,2,1,2,2,1,2,2,1,1,1,2,4,1,2,4,2,2,1,1,1,2,1,2,2,1,2,2,2,2,5,5,4,1,1,2,2,1,2,1,5,2,2,2,1,1,1,1,1,1,1,1,1,2,2,230,215,20,47
1,230,216,2,10,3,4,1,3,3,2,4,1,1,2,3,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,3,2,3,3,2,1,2,1,2,1,1,2,1,2,2,2,2,5,5,4,1,2,2,1,2,2,1,3,2,2,2,2,2,2,1,1,5,0,1,1,2,2,230,216,22,20
1,230,217,1,3,4,3,2,4,3,2,3,1,1,1,3,2,2,3,2,4,1,3,2,2,2,2,1,2,1,2,2,1,2,2,3,1,1,2,2,2,2,1,1,1,2,2,2,2,5,5,4,1,1,3,2,1,2,1,4,2,1,3,2,2,2,1,2,1,1,1,2,2,2,230,217,22,26
1,230,218,1,4,4,3,3,4,3,2,4,1,1,1,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,4,2,2,2,3,2,1,2,2,2,1,2,1,1,2,2,1,2,5,5,4,1,1,3,3,1,1,2,2,2,1,2,2,3,2,1,1,1,2,1,1,2,2,230,218,22,36
1,230,219,3,6,4,1,2,4,3,2,4,3,1,1,3,2,2,4,2,2,2,3,2,1,2,0,1,1,1,2,3,1,2,1,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,5,5,3,4,4,2,3,2,1,5,5,1,1,5,4,2,3,0,2,230,219,20,13
1,230,220,4,8,4,1,2,5,3,2,3,3,1,1,3,2,2,4,3,3,1,3,3,1,2,2,1,1,1,2,2,3,2,3,5,2,1,2,2,2,1,1,2,1,1,2,2,2,5,5,4,1,3,1,3,2,2,2,3,2,1,3,1,3,2,3,1,3,2,3,3,2,2,230,220,20,14
1,230,221,1,3,3,3,2,2,4,2,4,1,1,3,3,2,2,3,1,2,1,2,1,1,2,2,1,1,1,2,2,3,2,2,3,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,4,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,230,221,22,37
1,230,222,1,3,3,3,2,2,4,2,4,1,1,3,3,2,2,3,1,2,1,3,2,2,2,1,0,1,1,1,4,3,2,2,3,1,1,1,2,2,1,2,2,1,2,2,2,2,5,5,4,1,2,1,4,1,1,1,2,2,2,2,2,2,2,1,0,3,3,3,2,2,2,230,222,22,27
1,230,223,3,11,2,6,2,4,5,2,0,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,4,2,1,4,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,1,2,1,1,2,0,2,1,1,1,2,2,3,1,1,2,3,1,0,0,0,0,0,2,230,223,22,28
1,230,224,2,9,4,6,2,5,5,2,1,1,1,1,3,2,3,4,3,2,1,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,5,2,3,1,2,3,1,2,1,2,5,2,2,2,2,4,5,3,0,5,0,1,2,0,2,230,224,9,34
1,230,225,3,9,4,2,2,2,3,1,3,5,1,1,3,2,2,3,2,3,1,4,2,2,2,2,1,1,2,2,0,1,2,2,3,2,1,2,2,2,2,1,1,2,1,2,1,2,5,5,2,1,2,2,2,3,1,1,2,2,2,3,2,4,5,1,0,3,0,1,2,1,2,230,225,11,22
1,230,226,2,11,2,1,1,5,7,3,1,3,2,1,3,2,1,1,1,2,1,3,3,1,1,1,1,1,2,2,1,3,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,5,2,3,2,1,1,5,2,2,1,4,1,2,2,3,3,2,1,1,2,2,1,2,0,2,230,226,2,21
1,230,227,1,3,4,4,2,4,2,2,3,1,1,1,3,2,2,2,2,3,1,1,2,1,2,2,1,1,2,0,4,2,1,3,3,2,2,2,1,1,2,1,1,1,2,2,2,2,5,1,1,1,2,1,2,2,3,2,1,1,2,2,3,2,2,1,2,4,3,0,0,0,2,230,227,2,9
1,230,228,3,9,2,5,1,4,2,2,2,2,2,1,1,2,2,2,2,3,1,3,2,2,2,1,1,2,1,2,1,1,1,4,2,2,1,1,2,2,1,2,2,1,1,2,2,2,5,2,1,1,1,1,3,1,2,1,3,1,2,2,2,3,1,2,1,4,2,3,3,0,2,230,228,16,2
1,230,229,1,3,3,1,3,3,5,2,4,2,1,1,1,2,2,3,2,3,1,3,2,2,2,2,1,1,1,1,4,1,2,3,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,1,2,2,1,1,1,4,2,2,3,1,2,2,1,2,3,3,2,2,2,2,230,229,16,39
1,230,230,1,3,4,1,2,3,1,2,4,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,1,2,3,2,5,3,3,2,2,2,2,2,2,2,2,2,1,4,2,1,3,2,2,230,230,16,31
1,230,231,1,2,2,1,1,3,7,2,3,2,1,1,1,2,2,2,2,3,1,2,2,2,2,1,1,1,2,2,2,1,2,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,1,1,1,3,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,230,231,16,44
1,230,232,1,10,3,1,3,4,10,2,1,4,1,1,1,2,1,3,3,4,1,4,2,1,2,1,1,2,2,2,3,3,2,2,3,1,1,2,2,2,2,1,2,1,2,2,2,2,4,5,4,1,2,1,4,1,2,0,2,2,2,3,2,2,2,2,2,3,3,1,1,2,2,230,232,16,11
1,230,233,1,10,2,4,4,5,7,1,1,4,1,1,1,2,1,4,3,2,1,3,2,1,2,1,1,1,1,1,4,3,2,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,1,2,3,4,3,1,2,1,2,2,2,1,3,2,3,1,3,2,3,2,2,2,230,233,16,10
1,230,234,2,6,4,1,2,5,2,1,3,4,1,1,1,2,3,4,3,3,1,2,4,1,2,2,1,1,1,1,4,3,2,4,2,2,1,2,2,2,1,2,2,1,2,1,1,2,5,5,4,1,2,1,2,1,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,230,234,20,1
1,230,235,2,9,5,1,4,4,7,2,1,4,1,1,1,2,3,5,3,3,2,5,4,2,1,2,2,2,1,2,4,1,1,3,3,2,1,2,2,2,1,1,1,2,2,1,2,2,5,2,1,1,2,1,3,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,230,235,16,19
1,230,236,2,8,1,4,2,2,3,1,3,1,1,1,1,2,1,2,3,4,1,2,4,1,2,2,2,2,2,2,0,3,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,4,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,230,236,19,17
1,230,237,1,3,2,3,1,2,3,3,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,5,1,1,1,1,2,4,1,1,1,2,3,2,3,2,1,1,1,1,5,2,1,2,1,2,230,237,10,40
1,230,238,1,6,4,3,1,3,2,1,2,2,1,1,1,2,2,3,2,1,1,2,1,1,2,2,1,2,1,1,4,2,1,4,2,1,1,2,2,2,2,1,2,1,2,2,1,2,5,2,1,1,1,1,2,2,1,1,3,2,3,3,1,2,2,1,1,2,2,1,2,2,2,230,238,10,18
1,230,239,3,9,5,4,2,5,5,2,2,3,1,1,1,2,1,4,3,1,1,1,4,2,2,2,1,1,1,1,0,2,1,4,3,1,1,2,2,2,1,1,2,2,2,2,1,2,5,3,3,1,2,1,3,2,1,3,2,3,2,3,3,1,2,3,2,1,1,1,1,1,2,230,239,6,11
1,230,240,1,3,3,3,2,4,5,2,4,1,1,1,1,2,2,2,2,2,1,3,2,1,2,2,1,1,1,2,1,2,1,3,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,3,1,1,2,3,2,1,1,2,1,2,1,3,1,3,2,1,2,3,2,3,2,2,2,230,240,6,32
1,230,241,1,5,5,1,2,3,4,2,3,1,1,1,1,2,2,3,2,2,1,1,2,1,2,2,1,1,1,1,4,2,1,4,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,1,1,1,1,1,3,2,2,1,4,2,1,3,1,2,2,1,0,2,2,1,1,0,2,230,241,5,14
1,230,242,1,9,3,5,4,4,6,2,3,2,1,1,1,2,2,3,3,4,1,4,2,2,2,1,1,2,2,2,4,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,4,1,4,3,1,3,3,2,5,0,1,3,3,4,5,1,1,4,0,1,4,0,2,230,242,3,35
1,230,243,2,8,1,5,1,3,7,2,4,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,4,1,2,3,2,1,1,2,1,2,1,2,2,1,2,2,2,2,5,2,2,1,2,2,3,2,1,1,3,3,2,2,3,3,2,3,2,2,2,3,2,2,2,230,243,3,12
1,230,244,2,10,4,3,4,5,5,2,4,4,1,1,1,2,3,4,3,4,1,4,4,1,2,2,1,1,2,3,3,1,2,2,3,2,1,2,2,2,1,1,2,1,1,2,2,2,5,5,4,1,3,1,1,4,1,1,1,0,0,2,1,3,3,3,1,4,3,3,2,1,2,230,244,3,38
1,230,245,1,8,4,1,2,3,4,2,3,4,1,1,4,2,2,2,3,2,1,1,2,1,2,2,1,1,1,2,4,2,1,5,2,2,2,1,1,2,2,1,2,1,2,1,2,2,5,5,2,1,4,1,5,5,3,4,5,2,2,2,2,5,5,3,0,5,0,1,0,2,2,230,245,16,43
1,230,246,1,9,3,4,1,5,7,2,4,4,3,1,2,2,1,2,3,4,1,2,2,2,2,1,1,1,1,1,4,3,2,2,3,2,2,2,2,2,1,1,2,1,1,2,1,2,5,2,2,1,2,0,0,0,0,1,3,2,2,2,2,1,2,1,1,2,2,2,2,0,2,230,246,6,23
1,230,247,1,9,4,4,5,5,10,1,2,2,1,1,2,2,1,2,2,2,1,3,2,1,2,2,1,1,1,1,4,2,1,2,3,2,2,1,2,1,1,2,1,1,2,2,2,2,5,2,1,1,3,1,1,2,3,3,5,2,2,3,3,4,5,3,1,5,0,1,2,0,2,230,247,6,34
1,230,248,2,5,4,4,1,3,4,2,2,4,1,1,2,2,2,4,3,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,1,3,3,4,2,2,1,2,2,1,2,3,2,2,1,1,3,2,1,1,1,2,230,248,6,25
1,230,249,3,6,4,4,1,5,4,2,4,4,1,1,2,2,2,4,3,3,1,4,4,2,1,2,1,2,1,2,1,1,1,2,5,2,1,1,1,2,2,1,2,1,2,2,2,2,5,5,4,3,3,1,1,3,3,2,5,3,1,3,2,3,2,1,2,5,0,0,4,0,2,230,249,6,15
1,230,250,3,7,4,1,4,5,3,2,4,5,2,2,2,2,1,2,1,3,2,4,2,1,1,2,1,2,1,1,1,3,2,3,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,2,1,3,2,2,2,1,3,2,2,2,1,1,1,1,1,1,1,1,2,0,2,230,250,7,47
