S0230.CARD.,S0230.DECK.,S0230.BALLOT.,S0230.Q1.,S0230.Q2.,S0230.Q3.,S0230.Q4.,S0230.Q5.,S0230.Q6.,S0230.Q7.,S0230.Q8.,S0230.Q9.,S0230.Q10.,S0230.Q11.,S0230.Q12.,S0230.Q13.,S0230.Q14.,S0230.Q15.,S0230.Q16.,S0230.Q18.,S0230.Q19.,S0230.Q20.,S0230.Q21.,S0230.Q22.,S0230.Q23.,S0230.Q24A.,S0230.Q24B.,S0230.Q24C.,S0230.Q24D.,S0230.Q24E.,S0230.Q25.,S0230.Q26.,S0230.Q27.,S0230.Q28.,S0230.Q29.,S0230.Q30.,S0230.Q31.,S0230.Q31..1,S0230.Q31..2,S0230.Q31..3,S0230.Q31..4,S0230.Q31..5,S0230.Q31..6,S0230.Q31..7,S0230.Q31..8,S0230.Q31..9,S0230.Q31..10,S0230.Q31..11,S0230.Q31..12,S0230.V31A.,S0230.Q32.,S0230.Q33.,S0230.Q35.,S0230.Q36.,S0230.Q37.,S0230.Q38.,S0230.Q39.,S0230.Q40.,S0230.Q41.,S0230.Q42.,S0230.Q43.,S0230.Q44.,S0230.Q45.,S0230.Q46.,S0230.Q47.,S0230.Q48.,S0230.Q49.,S0230.Q50.,S0230.Q51A.,S0230.Q51B.,S0230.Q51C.,S0230.Q52.,S0230.Q55.,S0230.CARD..1,S0230.DECK..1,S0230.BALLOT..1,S0230.V56.,S0230.V57.
1,230,336,3,9,3,2,2,4,3,2,4,5,1,1,2,1,2,3,2,3,1,4,2,1,2,2,1,1,1,1,4,1,2,5,3,2,2,2,2,2,1,1,2,1,2,1,1,2,5,2,2,1,1,2,3,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,230,336,4,7
1,230,337,3,9,4,6,3,4,8,2,2,1,1,1,2,1,2,3,2,3,1,1,2,2,2,2,1,1,1,2,2,2,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,3,3,1,1,2,1,4,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,230,337,4,22
1,230,338,2,9,1,6,3,3,9,2,4,4,1,1,2,1,1,4,3,3,1,3,3,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,2,1,1,2,1,3,2,1,1,3,1,1,2,1,3,0,1,1,2,2,1,2,0,2,230,338,3,4
1,230,339,2,8,4,5,5,5,7,2,3,2,1,1,2,1,2,3,2,3,1,3,1,1,1,1,2,2,0,1,4,2,1,2,3,2,1,2,2,2,1,1,1,2,1,2,2,2,5,2,3,1,2,1,2,2,1,1,1,1,1,3,3,1,4,3,1,1,2,1,2,2,2,230,339,3,18
1,230,340,1,10,4,2,4,3,7,2,1,2,1,1,2,1,3,4,3,4,1,2,2,2,2,2,1,1,1,1,4,2,1,4,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,3,3,1,3,1,2,2,3,2,5,2,3,0,2,2,5,3,1,1,1,1,2,2,2,230,340,3,22
1,230,341,3,9,5,4,3,3,7,1,2,3,1,1,2,1,2,3,2,2,1,2,1,2,2,1,2,2,2,2,3,2,1,2,3,2,1,1,2,2,1,2,2,1,1,2,2,2,5,2,3,1,4,1,3,1,1,1,2,1,2,2,1,2,2,1,1,4,3,3,1,2,2,230,341,3,7
1,230,342,3,9,3,6,3,4,7,2,4,3,1,1,2,1,1,3,3,3,1,2,2,1,2,2,1,1,1,1,4,2,1,4,3,2,1,1,1,2,2,1,2,1,2,2,2,2,5,1,2,1,3,2,3,2,1,1,1,2,2,2,2,3,2,1,2,1,2,1,2,2,2,230,342,3,5
1,230,343,3,9,3,6,2,4,8,3,3,2,1,1,2,1,2,3,2,2,1,2,2,2,2,2,1,1,1,2,4,2,1,1,5,2,1,2,1,2,1,2,2,1,1,2,2,2,5,5,3,1,2,2,1,2,2,1,1,3,1,3,3,3,2,2,1,3,2,1,2,2,2,230,343,3,10
1,230,344,3,9,4,5,4,5,9,0,1,4,1,1,2,1,1,2,2,3,1,1,4,1,1,2,1,2,1,1,4,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,4,3,1,4,0,3,2,1,2,1,2,2,2,2,1,4,1,1,4,4,3,2,2,2,230,344,3,24
1,230,345,2,9,3,5,2,3,7,2,4,4,1,1,2,1,2,4,3,3,1,4,1,2,2,2,1,1,1,2,4,3,2,2,3,2,1,2,2,2,1,1,2,1,1,2,2,2,5,2,4,1,4,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,230,345,8,18
1,230,346,2,8,3,7,3,4,7,2,2,2,1,1,2,1,2,3,2,3,2,2,2,2,2,2,1,1,1,2,4,1,2,1,3,2,1,2,2,1,1,2,1,1,2,2,2,2,5,5,4,1,2,2,3,2,3,2,5,2,2,2,2,3,2,3,2,3,2,1,2,2,2,230,346,8,13
1,230,347,2,10,4,4,3,3,5,2,3,1,1,1,2,1,2,3,1,2,1,3,2,0,0,0,0,1,0,2,4,1,2,2,5,2,1,2,2,1,1,2,1,2,2,2,1,2,5,5,2,1,2,1,2,2,1,2,5,2,2,2,2,2,2,3,1,3,2,1,1,2,2,230,347,8,35
1,230,348,4,9,3,4,1,2,9,2,3,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,4,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,2,1,1,1,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,230,348,8,20
1,230,349,4,10,1,7,1,3,7,2,4,2,1,1,2,1,2,2,2,3,1,4,2,1,2,2,1,1,1,2,4,1,2,2,3,1,2,1,2,2,2,1,2,1,2,2,1,2,5,2,2,1,1,2,3,2,1,1,5,2,2,2,2,3,2,2,0,3,3,2,2,0,2,230,349,8,30
1,230,350,2,0,1,0,1,3,2,1,2,4,1,1,2,1,2,4,2,2,1,3,2,1,2,1,1,2,2,3,3,1,2,3,2,1,1,2,2,2,2,1,2,1,1,2,2,2,5,2,2,1,1,2,2,2,1,1,3,2,3,3,1,2,1,1,2,1,1,1,2,0,2,230,350,8,37
1,230,351,1,6,2,3,2,3,1,3,2,1,1,1,2,1,1,1,1,3,1,3,2,1,0,1,1,1,1,1,4,1,2,4,3,1,1,2,2,2,1,2,2,1,1,2,2,2,5,1,0,1,1,2,4,1,2,1,2,2,2,1,1,1,2,3,2,2,1,2,2,2,2,230,351,8,48
1,230,352,1,9,2,5,4,4,7,2,4,2,1,1,2,1,3,5,3,4,2,2,2,2,1,2,1,1,2,2,4,1,1,4,1,2,1,1,2,1,1,2,2,1,2,2,2,2,5,0,3,1,2,1,0,2,1,1,1,1,2,3,3,3,2,3,2,3,2,2,2,2,2,230,352,8,43
1,230,353,2,6,3,5,2,5,3,2,3,2,1,1,2,1,3,3,2,2,1,2,2,2,1,1,1,2,1,1,4,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,5,2,2,1,1,2,2,1,2,2,3,3,1,3,3,3,2,1,2,2,2,2,4,2,2,230,353,8,11
1,230,354,3,10,2,4,1,2,6,1,4,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,4,2,1,4,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,1,1,1,3,1,2,4,0,0,5,1,3,0,0,2,2,1,1,0,0,0,0,0,2,230,354,8,24
1,230,355,3,11,3,6,4,3,3,2,3,4,1,1,2,1,4,5,3,4,1,4,4,2,2,2,1,2,1,1,4,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,5,5,4,1,4,0,0,0,0,2,5,2,2,3,3,3,2,2,1,3,2,1,4,0,2,230,355,8,2
1,230,356,3,7,3,7,2,2,5,2,2,1,1,1,2,1,2,4,2,3,1,1,2,2,2,2,1,1,1,1,0,2,1,3,3,2,1,2,2,2,2,1,1,1,2,2,1,2,5,2,1,1,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,230,356,8,1
1,230,357,3,9,4,5,2,2,3,1,2,2,1,1,2,1,2,4,2,3,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,5,1,2,1,2,1,2,4,1,1,1,1,1,3,1,4,3,1,2,1,1,1,2,1,2,230,357,8,27
1,230,358,2,7,5,5,2,3,3,2,2,2,1,1,2,1,2,3,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,3,2,2,1,2,2,2,1,2,2,1,1,2,1,2,5,5,4,1,1,2,3,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,230,358,9,55
1,230,359,2,9,4,2,1,4,6,1,3,4,1,1,2,1,2,4,3,3,1,3,2,1,2,2,1,1,1,1,4,1,2,4,2,2,1,2,2,1,1,1,1,2,2,2,2,2,5,5,4,1,1,1,1,1,1,3,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,230,359,9,31
1,230,360,4,9,3,1,2,4,10,1,3,2,1,2,2,1,0,2,1,2,1,1,2,1,2,2,1,1,1,1,4,2,1,4,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,1,1,1,1,1,3,1,2,1,3,3,2,3,1,1,2,1,1,1,1,1,1,2,2,230,360,9,27
1,230,361,4,9,1,1,1,3,5,2,2,5,2,1,2,1,2,3,3,2,1,3,2,2,2,2,1,2,2,2,3,3,2,3,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,0,2,2,2,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,2,230,361,9,26
1,230,362,4,10,4,1,3,4,5,1,1,5,1,1,2,1,3,3,2,4,1,2,2,1,0,0,0,1,0,2,4,1,2,3,5,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,1,4,1,3,3,5,2,2,3,2,2,3,1,0,0,0,0,0,0,2,230,362,9,33
1,230,363,5,9,2,1,4,5,9,2,1,3,1,1,2,1,2,4,3,3,1,1,2,1,2,2,1,0,1,2,2,1,2,5,5,2,1,1,2,2,2,1,2,1,2,2,1,2,5,5,4,1,1,2,0,1,1,0,1,0,3,2,0,2,2,1,0,3,2,1,2,2,2,230,363,9,7
1,230,364,1,5,3,1,2,5,2,2,3,1,1,1,2,1,2,2,2,3,1,4,2,1,1,2,1,1,2,2,2,1,2,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,2,3,2,1,2,2,1,1,1,2,2,2,3,2,2,1,1,3,3,3,2,2,2,230,364,9,22
1,230,365,1,7,3,5,2,4,8,1,4,2,1,1,2,1,2,1,2,3,1,3,3,1,1,2,1,2,2,2,2,1,1,3,3,2,1,2,2,1,2,2,1,2,1,2,1,2,5,4,3,3,1,1,4,1,1,1,1,1,1,2,2,3,2,1,2,1,1,1,2,0,2,230,365,9,1
1,230,366,1,9,4,6,2,3,2,2,3,2,1,1,2,1,3,3,2,3,2,2,2,1,2,2,1,1,1,1,2,1,2,3,3,2,1,2,2,2,1,1,1,2,2,2,1,2,5,5,4,1,1,2,3,1,2,1,4,2,2,3,2,1,1,1,2,1,1,2,1,2,2,230,366,9,42
1,230,367,1,9,1,4,3,5,1,2,3,1,1,1,2,1,2,2,2,3,1,4,2,2,1,2,1,1,2,2,2,1,0,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,0,2,3,2,1,2,2,1,1,1,2,2,2,3,3,2,1,1,3,3,3,3,0,2,230,367,9,57
1,230,368,1,10,2,2,1,3,7,2,4,1,1,1,2,1,4,1,3,3,1,4,4,2,0,0,0,0,0,3,4,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,3,1,1,1,5,0,3,4,5,1,1,3,3,5,4,3,2,0,4,3,2,0,2,230,368,9,17
1,230,369,2,6,3,2,2,4,7,1,2,2,1,1,2,1,3,2,2,2,1,3,1,1,2,2,1,1,1,2,3,2,1,4,2,2,1,2,1,1,1,2,2,2,2,1,2,2,5,1,1,1,2,1,1,3,3,2,5,3,2,2,1,3,2,3,0,4,3,1,4,0,2,230,369,9,37
1,230,370,3,9,2,6,2,4,10,2,3,2,1,1,2,1,2,3,2,3,1,2,2,0,2,2,1,1,1,1,4,1,2,3,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,1,1,1,1,1,3,2,2,1,3,1,2,2,1,1,2,2,2,1,1,1,2,2,2,230,370,9,21
1,230,371,3,10,4,1,2,3,3,2,4,2,1,1,2,1,2,4,3,2,1,4,2,1,2,2,1,1,2,2,3,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,2,2,5,5,2,4,5,0,0,0,0,5,5,3,1,0,0,0,0,0,2,230,371,9,16
1,230,372,3,10,4,2,5,3,5,1,2,2,1,1,2,1,2,3,1,2,1,2,3,1,1,2,1,1,2,3,3,1,2,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,1,2,1,1,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,230,372,9,36
1,230,373,0,9,1,4,1,3,7,2,4,2,3,1,2,1,3,2,1,1,1,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,5,1,2,2,1,0,0,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,0,2,230,373,9,8
1,230,374,1,3,4,4,3,4,5,2,4,3,1,1,2,1,2,2,3,3,1,2,2,2,2,2,1,1,1,2,4,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,5,1,1,1,3,1,2,1,1,3,2,1,2,3,2,2,2,1,2,3,2,1,1,0,2,230,374,9,52
1,230,375,1,4,4,2,4,5,9,2,4,5,1,1,2,1,2,4,3,2,1,4,3,2,1,2,1,2,1,2,3,1,2,5,5,2,1,2,2,1,2,2,2,1,1,1,2,2,5,5,4,1,2,3,2,2,1,1,5,3,2,3,3,3,2,3,1,3,2,3,2,2,2,230,375,9,28
1,230,376,3,7,5,1,5,4,9,3,1,2,1,1,2,1,2,2,2,3,1,2,2,1,2,1,1,1,1,1,4,3,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,5,5,4,1,2,2,5,5,2,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,2,230,376,9,15
1,230,377,3,9,3,6,2,5,3,2,2,3,1,1,2,1,3,4,2,3,1,4,2,1,2,2,1,1,2,2,0,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,1,1,1,4,1,1,1,1,2,1,3,2,1,1,2,1,1,1,1,2,0,2,230,377,9,41
1,230,378,3,9,4,6,2,5,5,1,2,3,1,1,2,1,2,4,2,2,1,3,3,1,2,1,1,2,2,2,0,3,2,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,3,5,4,1,2,2,3,2,1,1,2,2,2,2,2,3,2,1,1,2,2,1,2,0,2,230,378,9,20
1,230,379,2,11,4,3,2,3,5,2,3,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,4,3,2,4,2,2,1,2,2,2,1,1,2,1,2,2,2,2,4,5,4,2,0,1,2,2,2,1,3,3,3,2,1,1,2,3,1,1,0,0,0,0,2,230,379,17,12
1,230,380,1,5,3,3,2,3,10,2,2,1,1,1,2,1,2,2,2,3,1,3,2,1,2,2,1,1,2,2,3,3,2,3,3,2,1,2,1,2,1,1,2,1,2,2,2,2,5,5,4,1,2,1,1,3,1,2,4,2,2,2,2,3,2,3,1,1,2,3,2,2,2,230,380,17,29
1,230,381,2,10,2,1,1,3,8,2,3,2,1,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,1,1,4,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,5,1,2,2,1,2,3,1,2,3,2,2,2,2,2,1,1,3,1,2,2,1,1,2,2,230,381,18,25
1,230,382,2,5,1,1,1,3,8,2,3,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,4,2,1,3,1,2,1,2,2,1,1,1,2,1,2,2,2,2,5,1,2,2,1,2,3,1,1,1,4,3,1,0,0,0,0,1,1,1,1,1,1,0,2,230,382,18,24
1,230,383,3,8,3,1,2,3,7,2,4,2,1,1,2,1,3,3,2,2,1,1,1,1,2,2,1,1,1,2,4,2,2,3,3,2,1,1,2,2,1,2,1,1,2,2,2,2,5,5,4,1,1,1,5,5,3,4,5,3,3,1,1,5,5,1,0,0,0,1,1,0,2,230,383,18,31
1,230,384,3,8,4,5,1,2,7,2,4,5,1,1,2,1,2,3,1,3,1,2,2,1,1,2,1,2,1,1,0,2,2,2,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,5,4,1,1,3,1,4,3,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1,2,230,384,18,5
1,230,385,2,9,2,7,2,3,3,2,4,2,1,1,2,1,2,2,2,3,1,3,3,1,2,2,1,2,1,2,4,3,2,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,230,385,19,12
1,230,386,2,9,1,1,1,3,7,2,3,4,1,1,2,1,3,4,3,4,1,4,2,1,2,1,1,1,2,2,4,3,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,2,4,1,1,2,5,5,0,4,1,2,2,1,2,5,5,3,1,5,0,0,0,0,2,230,386,20,27
1,230,387,2,8,3,0,1,5,7,2,4,2,1,1,2,1,2,2,2,2,1,2,2,2,1,0,0,0,0,2,2,3,2,4,1,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,1,1,2,1,1,1,2,2,2,2,1,3,2,1,1,2,2,1,1,0,2,230,387,20,38
1,230,388,1,9,2,1,1,3,3,2,2,4,1,1,2,1,2,5,3,4,1,3,3,0,0,0,0,0,0,1,0,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,230,388,20,25
1,230,389,3,10,1,5,1,2,2,1,3,4,1,1,2,1,2,4,3,2,1,4,1,2,1,1,1,1,2,3,2,3,2,3,5,2,1,2,2,1,1,2,2,1,2,2,2,2,4,5,4,2,2,1,2,2,2,2,5,2,2,3,1,3,2,1,2,5,4,2,4,2,2,230,389,20,53
1,230,390,3,9,3,1,2,3,2,1,3,2,3,3,2,1,2,3,2,2,1,4,2,1,2,2,1,1,1,2,4,1,2,2,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,2,2,1,1,1,1,2,2,3,2,2,2,2,3,5,3,1,5,0,1,2,0,2,230,390,20,35
1,230,391,2,7,5,2,1,4,3,3,2,4,2,1,2,1,3,5,3,1,0,2,2,2,2,2,1,2,1,2,2,1,1,3,3,2,1,1,1,2,1,2,1,2,2,2,2,2,5,2,1,1,4,1,2,1,2,3,4,2,2,3,3,3,2,1,1,3,2,2,2,2,2,230,391,21,15
1,230,392,4,9,3,1,3,2,2,2,3,2,1,1,2,1,2,3,2,2,1,3,2,1,2,2,1,1,2,2,2,2,1,3,3,2,1,2,2,2,2,1,1,1,2,2,1,2,5,2,2,1,2,2,1,2,1,2,2,2,2,2,1,3,2,1,1,3,2,1,2,2,2,230,392,21,31
1,230,393,5,9,5,6,1,1,7,2,4,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,4,2,1,3,2,2,1,2,2,2,1,2,1,1,2,2,1,2,5,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,5,0,3,1,2,2,230,393,21,24
1,230,394,5,9,5,1,1,1,3,2,4,2,1,1,2,1,3,3,2,2,1,2,2,1,2,2,1,2,1,1,4,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,5,2,2,1,1,1,1,1,3,3,5,2,2,2,1,2,1,1,1,2,1,1,1,0,2,230,394,21,22
1,230,395,1,5,3,2,2,3,4,2,4,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,4,1,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,5,5,4,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,230,395,21,5
1,230,396,1,9,4,1,2,2,3,2,4,3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,4,2,1,3,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,1,3,1,1,2,5,5,3,4,5,2,1,2,2,5,5,2,1,5,0,2,0,0,2,230,396,21,11
1,230,397,1,11,3,3,1,2,3,1,4,1,1,1,2,1,2,3,1,1,1,3,2,1,2,1,1,2,1,1,4,2,1,4,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,230,397,21,37
1,230,398,1,11,1,6,5,3,6,2,4,2,1,1,2,1,2,3,1,3,1,4,2,1,2,2,1,1,1,2,2,2,1,3,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,1,2,1,3,0,2,3,1,1,2,3,3,3,1,1,2,3,1,3,2,1,2,0,2,230,398,21,43
1,230,399,3,11,3,1,1,2,7,2,4,1,1,1,2,1,2,3,1,1,1,2,2,1,2,2,1,1,1,1,4,3,2,4,1,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,1,1,2,5,5,3,4,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2,230,399,21,20
1,230,400,3,6,4,1,3,3,4,2,4,3,1,1,2,1,3,4,3,3,1,3,2,1,2,2,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,4,1,1,3,2,2,3,3,5,2,2,2,1,2,5,1,1,5,0,3,1,2,2,230,400,21,36
1,230,401,2,9,3,4,2,2,3,1,4,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,4,1,2,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,2,1,2,1,2,2,1,2,2,3,2,2,2,2,1,2,1,1,2,3,1,2,0,2,230,401,22,41
1,230,402,2,8,4,4,3,3,7,1,3,2,1,1,2,1,2,3,2,3,2,0,2,2,2,2,1,1,2,2,4,1,2,3,3,2,1,1,2,2,1,2,1,1,2,2,2,2,5,5,4,1,1,2,2,3,1,2,2,1,2,3,3,2,2,1,1,3,2,1,1,2,2,230,402,22,39
1,230,403,3,7,4,5,2,2,7,2,4,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,4,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,5,1,1,1,1,3,2,4,1,2,5,2,1,1,1,2,4,1,1,3,2,1,2,1,2,230,403,22,49
1,230,404,2,6,4,2,1,3,3,1,4,2,1,1,2,1,2,2,2,2,2,4,2,1,2,1,1,2,1,2,4,0,1,3,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,1,1,1,3,1,4,1,1,1,2,2,2,3,3,2,2,1,2,3,3,1,1,2,2,230,404,13,13
1,230,405,2,7,3,2,5,5,7,2,4,1,1,1,2,1,3,3,1,2,1,3,3,1,2,1,2,2,2,2,4,2,1,3,2,2,1,1,2,2,1,2,1,1,2,2,2,2,5,1,1,1,2,3,2,2,1,1,1,2,2,2,3,2,2,2,1,1,2,1,1,2,2,230,405,13,53
1,230,406,2,2,4,2,1,2,4,2,4,1,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,4,1,2,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,1,1,1,2,2,1,2,1,1,2,3,2,3,2,1,1,2,1,1,2,2,2,230,406,13,19
1,230,407,4,9,4,2,1,2,3,1,3,2,1,1,2,1,1,3,2,3,1,4,2,1,2,2,1,1,1,2,0,3,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,5,5,4,1,1,2,3,2,1,1,1,2,2,2,2,3,2,1,2,1,2,1,2,0,2,230,407,13,47
1,230,408,4,10,3,2,2,2,1,3,3,1,1,1,2,1,4,2,2,3,1,3,2,1,2,2,1,2,1,2,4,3,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,5,0,4,1,1,1,3,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,0,2,230,408,13,41
1,230,409,4,10,3,0,5,2,4,1,1,1,1,1,2,1,2,2,3,1,1,4,3,0,2,2,1,2,2,2,4,3,2,3,3,2,1,1,2,2,1,1,2,1,2,2,2,2,5,0,4,2,4,1,5,5,3,4,5,3,3,0,0,5,0,2,0,4,4,2,0,0,2,230,409,13,7
1,230,410,5,9,5,7,1,2,0,2,4,1,1,1,2,1,1,1,1,3,1,2,1,1,2,2,1,1,1,2,4,1,1,4,2,2,1,2,2,2,1,2,1,1,2,1,2,2,5,1,1,1,4,1,4,1,1,1,1,1,1,3,3,2,1,1,1,3,2,2,2,0,2,230,410,13,61
1,230,411,2,3,3,2,1,5,2,2,4,2,1,1,2,1,2,2,2,2,1,3,1,1,2,2,1,1,1,2,3,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,2,1,1,2,3,2,1,1,1,1,3,3,3,2,2,1,1,2,1,1,1,1,2,230,411,13,4
1,230,412,2,3,3,2,2,5,9,2,2,2,1,1,2,1,2,3,2,2,1,3,2,1,2,1,2,1,1,2,4,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,5,4,2,0,1,4,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,2,230,412,13,33
1,230,413,2,3,3,2,5,4,7,1,4,5,1,1,2,1,2,2,2,2,1,4,1,1,2,1,1,2,2,2,4,3,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,5,2,2,2,2,1,3,2,1,1,5,2,2,2,2,3,2,1,1,3,2,1,2,2,2,230,413,13,25
1,230,414,2,4,4,2,5,3,8,1,2,1,1,2,2,1,2,2,2,2,1,3,2,1,2,2,1,1,2,2,2,3,2,2,5,2,2,2,2,1,1,2,1,1,2,1,2,2,5,2,4,2,3,1,3,2,1,3,5,2,1,2,3,2,3,2,1,1,2,3,2,2,2,230,414,13,11
1,230,415,2,4,4,2,2,3,2,1,4,2,1,1,2,1,2,3,2,2,1,3,2,0,2,2,1,1,1,2,4,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,5,2,4,1,1,2,3,1,1,1,2,1,2,2,3,2,2,1,1,3,2,2,1,2,2,230,415,13,57
1,230,416,4,7,5,1,1,1,3,2,4,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,4,1,2,4,2,2,1,2,2,2,2,1,2,1,2,1,1,2,5,5,4,1,1,1,2,1,1,1,5,2,2,2,1,3,5,3,2,1,1,1,1,0,2,230,416,15,41
1,230,417,4,10,4,2,1,2,7,2,2,1,1,1,2,1,2,3,1,2,1,2,2,1,2,2,1,1,1,2,4,2,1,4,2,2,1,1,1,1,1,2,2,2,2,2,2,2,5,1,1,2,2,3,2,2,1,1,1,2,2,3,1,2,2,1,1,2,2,3,2,2,2,230,417,15,29
1,230,418,5,6,5,7,1,2,5,2,3,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,0,2,1,4,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,1,1,1,1,1,2,1,2,2,4,2,2,2,2,1,1,1,2,2,2,1,2,2,2,230,418,15,47
1,230,419,5,7,4,2,1,2,0,2,4,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,4,3,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,5,5,4,1,1,2,4,1,1,1,5,2,2,2,2,2,1,2,1,1,1,1,1,2,2,230,419,15,28
1,230,420,2,4,4,1,1,3,7,2,3,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,3,2,1,2,3,2,1,2,1,2,1,2,2,1,2,1,2,2,5,1,1,1,2,3,1,3,3,3,5,3,1,2,2,4,4,3,1,5,4,3,2,1,2,230,420,15,40
