CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.42A.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.61C.,Q.61D.,Q.61E.,Q.61F.,Q.61G.,Q.61H.,CARD..1,DECK..1,BALLOT..1,Q.61I.,Q.61J.,Q.61K.,Q.61L.,Q.61M.,Q.61N.,Q.61O.,Q.61P.,Q.61Q.,Q.61R.,Q.61S.,Q.61T.,V.61U.,V.61V.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87A.,Q.87B.,Q.87C.,Q.87D.,Q.87E.,Q.87F.,Q.87G.,Q.88.,Q.89A.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,V.97.,V.98.,V.100.
1,91,142,4,5,1,1,3,4,2,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,9,142,3,3,3,3,3,3,3,1,3,3,3,3,1,0,2,1,1,5,2,1,3,1,1,1,1,2,2,2,2,4,4,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,5,1,1,3,3,1,3,5,2,1,2148
1,91,143,3,6,1,1,3,4,1,1,2,4,1,1,2,2,3,2,1,2,2,1,1,3,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,4,0,2,2,4,3,0,2,2,1,0,1,1,4,4,1,1,1,2,2,3,0,0,0,0,0,4,0,0,0,0,2,9,143,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,5,0,5,2,2,2,2,2,1,2,2,2,2,2,3,4,2,3,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1,3,3,2,2,7,5114
1,91,144,5,6,1,1,3,4,1,1,2,5,2,1,1,1,3,2,1,3,2,2,1,1,1,2,2,2,2,2,1,2,3,2,2,0,3,2,1,3,4,1,1,0,2,2,7,3,4,0,1,1,2,0,1,1,1,4,4,1,2,3,3,1,3,3,1,3,2,2,2,2,2,2,9,144,2,2,1,2,3,3,2,3,3,1,0,0,3,2,1,1,1,5,2,2,2,2,1,1,2,2,2,2,2,4,5,2,2,1,3,4,5,1,4,1,1,3,3,1,1,1,2,0,1,2,0,0,3,3,2,2,5,4131
1,91,145,4,7,1,1,3,4,2,1,3,3,2,1,2,2,3,2,1,1,1,1,1,4,1,2,2,2,2,1,1,2,2,1,1,1,1,2,3,2,2,1,3,1,2,2,3,3,2,2,2,1,1,1,4,4,4,4,4,4,2,3,3,2,2,3,1,2,3,2,3,3,2,2,9,145,2,1,2,2,2,1,2,2,3,2,3,2,3,0,1,1,1,3,2,2,2,1,4,3,2,2,2,2,2,4,2,1,4,1,3,4,1,1,4,1,1,3,3,1,1,3,1,5,1,1,3,3,1,1,5,2,7,5123
1,91,146,3,4,1,1,2,4,2,1,2,3,2,1,6,2,2,2,1,2,2,3,3,2,2,2,2,3,2,2,1,2,3,3,2,2,2,1,2,2,3,1,2,1,2,2,1,3,1,1,2,1,2,1,2,2,1,2,1,1,2,3,1,2,3,2,1,2,2,2,2,3,1,2,9,146,2,2,3,3,3,2,2,3,3,3,3,2,2,0,1,1,1,4,2,2,2,2,2,1,2,2,2,2,2,4,3,3,4,1,3,2,2,1,4,1,3,3,3,1,1,3,2,1,1,2,2,2,2,1,5,2,9,5424
1,91,147,3,9,1,1,2,4,2,1,3,3,3,3,3,2,3,2,3,2,1,2,1,4,2,3,2,3,2,3,2,2,2,3,1,0,2,1,2,1,3,1,2,1,1,2,2,1,0,2,2,1,1,1,2,3,1,2,2,1,1,2,3,2,2,3,3,2,2,2,3,3,3,2,9,147,2,2,3,3,3,2,3,2,2,2,3,2,11,0,1,1,1,3,2,2,3,1,2,3,2,2,2,2,3,3,3,1,4,1,3,2,1,1,3,1,1,1,3,1,1,3,2,2,1,2,3,1,1,1,5,2,1,2137
1,91,148,3,3,1,1,2,4,2,1,1,3,4,1,0,2,3,2,1,2,1,2,1,0,1,1,2,2,2,2,0,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,7,1,1,3,2,2,0,2,1,1,1,0,1,1,3,1,2,2,2,0,0,0,4,0,0,0,0,2,9,148,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,1,7,2,2,2,3,1,1,1,4,2,0,2,4,2,1,1,2,3,2,1,1,4,1,1,3,3,1,1,1,2,2,1,1,5,3,1,3,1,2,5,4113
1,91,149,3,4,1,1,3,4,2,2,2,3,2,2,3,2,3,2,3,2,2,2,2,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,7,1,4,2,3,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,3,3,2,2,2,3,3,2,9,149,1,2,1,2,2,1,2,2,3,1,2,2,4,0,2,2,1,3,2,1,3,1,1,1,1,2,3,2,2,3,3,1,4,3,2,1,1,1,3,1,2,1,1,1,1,2,1,1,2,2,2,2,1,3,1,2,4,3318
1,91,150,5,9,1,1,1,4,2,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,2,2,2,2,0,3,1,1,2,4,1,0,1,0,0,9,3,0,1,1,1,0,0,4,0,4,4,5,0,2,2,3,0,2,3,2,2,3,3,3,1,3,2,9,150,1,1,3,0,2,0,2,3,3,1,1,0,5,3,1,1,1,3,2,2,2,3,1,3,4,2,3,3,3,3,4,3,3,2,2,4,1,1,3,2,1,2,2,1,1,3,3,0,0,0,0,0,0,0,6,2,2,2314
1,91,151,4,8,2,3,3,4,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,9,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,2,2,3,3,2,2,2,2,9,151,2,3,3,1,3,1,1,3,3,1,3,2,4,0,1,1,1,3,2,2,3,3,2,2,2,2,3,2,2,4,3,2,1,1,3,4,1,1,4,1,1,3,3,1,1,1,1,2,1,3,3,2,1,3,2,2,9,5428
1,91,152,3,10,1,1,1,4,2,1,1,2,1,2,6,1,1,2,2,1,1,0,1,3,2,0,3,1,3,3,0,4,2,1,1,1,3,2,2,1,1,1,3,1,0,1,9,3,4,1,3,1,2,1,3,1,2,4,2,2,1,1,2,2,1,0,1,2,3,3,2,2,3,2,9,152,1,1,1,2,2,1,2,1,0,0,2,1,6,3,1,4,1,2,2,1,2,3,3,3,2,3,3,2,4,1,3,3,3,10,3,1,1,1,3,1,1,1,1,1,1,1,2,4,1,1,1,3,1,3,5,2,0,1156
1,91,153,5,6,1,1,2,4,2,1,1,3,2,1,1,1,2,2,1,2,1,2,1,3,1,3,3,3,3,2,1,2,2,1,1,1,3,1,2,2,4,1,1,1,1,2,1,3,2,2,1,1,2,1,2,2,1,3,1,1,3,1,3,3,1,3,2,3,3,3,3,3,2,2,9,153,1,2,3,2,3,3,1,2,3,1,3,3,3,0,1,1,1,3,2,2,2,1,2,2,1,2,4,4,4,4,4,3,4,1,3,4,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,5,2,9,5419
1,91,154,4,6,1,1,3,4,2,1,1,4,1,1,1,2,3,2,2,2,2,2,2,0,1,1,2,2,2,2,1,2,2,2,2,1,3,2,0,0,0,0,4,1,1,2,6,3,4,3,1,1,2,1,4,4,4,4,1,1,2,1,2,1,2,2,3,3,2,2,1,2,1,2,9,154,1,2,1,2,2,3,3,2,3,3,1,1,6,0,1,2,1,7,2,2,3,1,2,1,2,3,4,4,2,4,2,2,4,8,3,4,2,1,4,1,1,1,3,1,1,1,1,2,1,2,2,3,1,1,2,2,5,4128
1,91,155,4,5,1,1,2,4,2,1,2,3,1,2,1,2,3,2,2,2,2,1,2,4,2,2,3,2,3,3,2,1,2,2,1,1,1,1,3,2,2,1,1,1,1,2,3,3,1,2,3,1,1,1,1,3,1,1,1,1,3,1,2,3,2,2,2,2,2,2,3,3,3,2,9,155,2,3,3,2,3,2,2,2,3,3,3,3,11,0,1,2,1,4,2,2,3,2,3,2,2,2,1,2,2,3,2,2,4,1,3,2,1,2,4,1,1,2,2,1,1,2,0,2,1,2,4,2,2,1,2,2,8,5314
1,91,156,4,6,1,1,2,4,2,1,2,3,2,1,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,3,1,0,1,1,2,0,0,1,3,1,1,2,1,0,0,1,0,1,2,1,4,4,4,4,4,4,3,3,3,2,2,2,3,3,2,2,3,3,3,2,9,156,2,3,2,2,2,2,3,1,3,3,3,2,1,0,2,1,1,3,2,2,3,2,2,3,2,2,1,1,2,4,2,3,4,2,3,4,5,2,1,1,1,0,3,3,1,1,0,5,1,1,3,0,1,0,5,2,5,4105
1,91,157,3,8,1,1,3,4,2,2,2,2,2,1,1,2,3,2,2,2,2,1,2,4,2,2,2,2,2,3,1,2,3,1,1,1,3,1,2,1,2,1,4,1,2,2,1,3,4,2,3,1,2,1,4,4,2,4,4,2,3,2,3,2,2,3,3,2,3,1,2,3,2,2,9,157,1,1,3,2,3,1,1,1,3,1,3,3,6,0,1,1,2,3,2,2,3,1,2,1,2,3,1,1,2,3,4,2,1,1,3,2,1,2,4,1,1,1,3,1,1,3,1,2,1,2,1,3,1,1,2,2,2,2312
1,91,158,4,8,3,2,3,4,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,4,2,1,2,2,2,2,2,1,2,1,2,2,3,1,1,1,2,1,3,1,1,2,1,3,4,3,2,1,2,2,2,4,4,4,4,4,1,3,2,1,1,2,3,3,3,2,3,3,3,2,9,158,3,3,2,2,2,2,3,3,3,3,3,3,11,0,2,2,2,3,2,1,2,1,3,2,2,2,2,2,2,4,2,1,4,3,2,4,3,2,4,1,2,1,3,0,1,2,1,2,1,2,2,3,1,1,3,2,0,1130
1,91,159,3,6,1,1,3,4,2,2,2,3,5,1,3,1,3,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,4,1,2,1,2,1,3,1,1,1,4,1,1,1,9,3,4,2,1,1,2,1,2,4,4,2,4,1,2,1,2,1,3,2,3,1,2,2,2,3,3,2,9,159,1,2,2,1,2,2,3,1,3,1,2,3,5,0,1,2,1,4,2,2,2,1,2,1,1,2,2,2,3,3,2,2,4,1,2,4,1,2,4,1,1,2,1,1,1,1,3,5,1,2,2,2,1,3,2,2,7,5115
1,91,160,3,10,1,1,1,4,1,1,1,6,1,1,3,3,3,2,1,3,1,0,1,3,2,3,3,3,2,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,9,160,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,5,0,3,2,2,1,2,1,2,2,3,2,3,2,3,4,1,3,1,1,2,1,2,3,4,0,0,4,1,0,4,2,5,1,1,4,1,1,1,1,2,4,3334
1,91,161,4,7,1,1,1,4,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,3,1,1,2,3,1,2,2,1,1,2,1,1,2,7,3,4,2,1,1,2,1,2,2,2,4,4,2,2,1,1,2,2,3,3,3,3,3,3,3,3,2,9,161,3,3,3,3,3,3,3,3,3,3,3,3,11,0,1,1,1,3,2,2,3,1,1,1,1,3,2,2,2,4,4,1,3,1,2,4,1,2,4,1,1,2,1,1,1,1,2,1,1,1,3,2,1,3,2,2,0,1147
1,91,162,5,6,3,3,3,4,2,3,2,5,0,1,4,2,0,3,3,2,0,0,1,4,1,3,2,2,2,2,4,2,0,1,4,0,1,1,2,0,2,1,0,1,2,2,7,2,4,0,2,1,2,1,0,4,4,4,4,4,2,1,3,1,1,2,3,3,3,2,1,2,3,2,9,162,3,2,2,2,2,3,3,3,3,2,2,2,1,0,1,2,1,0,2,2,2,1,2,3,3,6,3,2,2,0,5,3,3,8,3,5,5,2,2,1,1,1,1,1,1,1,1,0,1,2,4,0,1,1,2,2,5,4111
1,91,163,4,9,1,1,3,4,2,2,2,3,5,2,2,3,4,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,3,1,1,1,3,1,2,2,1,1,2,1,1,2,1,3,0,1,2,1,1,1,2,2,4,2,4,1,2,2,2,1,3,2,2,1,2,1,2,3,1,2,9,163,1,2,2,2,2,2,1,2,3,2,3,1,6,0,2,2,1,4,1,2,3,1,2,3,2,2,3,2,2,3,2,3,3,2,3,1,1,2,3,1,1,2,2,1,1,1,2,1,1,2,2,3,1,3,2,2,4,3342
1,91,164,3,3,1,1,2,4,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,1,1,0,2,1,3,2,4,1,3,1,2,2,4,3,4,2,2,1,1,1,0,1,1,1,1,1,2,3,2,1,2,2,3,2,2,2,3,2,2,2,9,164,2,2,1,2,3,2,2,2,3,1,2,2,2,0,1,1,1,5,2,2,3,2,1,1,4,2,4,2,4,0,2,1,3,1,2,4,1,2,4,3,2,0,1,2,1,2,2,5,1,2,2,2,3,3,1,2,3,3114
1,91,165,3,9,1,1,3,4,2,1,2,5,2,1,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,3,1,2,2,1,1,1,1,1,2,1,1,1,1,9,3,4,1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,3,2,2,2,2,2,1,1,3,2,9,165,1,1,1,1,2,1,1,1,3,1,2,1,8,0,1,1,1,6,2,2,1,1,1,1,2,2,4,4,4,4,4,1,3,4,3,2,1,2,4,1,1,2,2,1,1,1,3,5,2,2,3,3,3,3,4,2,3,3120
1,91,166,4,0,1,1,3,4,2,1,1,3,2,1,2,2,3,2,2,2,2,2,1,4,1,3,2,2,2,2,1,2,3,1,2,2,1,3,1,2,0,1,4,1,1,2,1,3,4,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,3,3,3,3,3,3,3,2,9,166,3,1,2,2,3,2,1,3,3,1,3,3,3,0,1,1,1,2,2,2,3,1,2,2,2,3,4,3,4,4,4,1,2,1,3,4,1,2,2,1,1,2,1,1,1,2,2,5,2,2,3,3,1,2,2,2,9,5404
1,91,167,4,7,1,1,2,4,2,1,2,3,5,2,1,2,3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,1,2,0,3,1,3,1,1,1,3,1,2,2,1,3,4,2,2,1,2,1,4,3,2,3,4,2,3,2,3,2,2,3,1,1,2,2,3,3,2,2,9,167,1,1,3,3,3,3,0,2,2,0,3,3,4,2,1,1,1,3,2,2,2,1,2,2,1,4,4,4,4,4,3,1,4,3,3,2,5,2,4,1,1,3,3,1,1,2,2,1,2,1,1,3,1,3,5,2,0,1151
1,91,168,3,4,1,1,3,4,2,1,2,3,3,1,2,4,5,3,1,1,1,2,2,5,1,2,2,2,2,2,1,2,2,2,2,1,3,2,1,3,1,1,2,1,1,0,9,3,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,2,9,168,3,3,3,3,3,3,3,2,3,3,3,3,11,0,1,1,1,4,2,2,2,1,2,2,2,2,1,1,2,2,2,3,4,1,3,4,3,3,1,2,1,1,2,1,1,2,3,2,1,1,1,2,1,3,3,2,4,3353
1,91,169,3,9,1,1,1,4,3,0,2,3,4,3,6,2,1,2,2,2,3,2,1,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,3,1,2,2,1,1,1,1,9,0,4,1,1,2,1,1,2,3,4,3,3,3,2,2,2,0,0,2,2,2,2,2,2,2,2,2,9,169,2,2,2,2,2,2,2,2,2,2,2,0,11,1,0,5,0,1,2,2,2,1,1,1,2,3,3,1,2,3,2,1,1,1,3,2,2,3,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,6,2,4,3337
1,91,170,3,4,1,1,3,4,2,1,2,5,2,1,2,4,5,2,1,1,1,2,2,5,1,2,2,2,2,2,1,2,2,2,2,1,3,2,1,3,1,2,2,1,1,2,5,1,4,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,3,2,3,3,3,3,3,3,3,2,9,170,2,3,1,3,3,3,3,2,3,2,3,2,1,0,1,1,1,4,2,3,3,2,1,1,1,2,4,4,4,4,4,1,1,1,3,4,3,3,4,1,1,2,2,1,1,1,3,2,1,3,1,3,1,1,2,2,4,3349
1,91,171,3,5,1,1,3,4,2,1,3,3,1,1,3,3,4,2,3,1,1,2,2,4,2,3,1,2,2,2,1,3,2,1,2,0,3,1,2,3,2,1,2,1,2,2,4,1,0,3,1,1,2,2,4,4,4,1,1,1,2,2,2,2,3,0,0,0,4,0,0,0,0,2,9,171,1,1,0,0,0,1,0,1,0,0,0,0,4,10,1,2,1,7,2,2,1,1,2,2,1,2,4,4,4,3,2,3,4,10,3,1,3,4,4,2,1,3,3,1,1,1,3,2,1,1,1,2,3,3,5,2,6,4303
1,91,172,4,5,1,1,1,4,2,1,2,3,2,1,1,1,3,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,1,0,3,2,3,1,2,1,2,1,2,2,2,3,4,1,0,2,2,1,4,4,4,4,1,1,0,2,3,3,2,0,0,0,4,1,0,0,0,2,9,172,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2,1,4,3,2,3,1,2,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,4,1,1,3,3,1,1,1,1,1,1,2,3,3,1,3,5,3,5,4119
1,91,173,3,9,1,1,3,4,1,1,3,3,2,1,1,1,3,2,1,1,2,2,1,4,2,1,3,3,3,3,2,1,2,1,1,2,3,1,3,2,2,1,1,2,2,2,3,3,0,2,2,1,2,1,4,4,2,4,4,1,3,1,3,1,3,2,2,3,3,3,2,3,3,2,9,173,2,1,3,1,3,2,3,2,3,2,2,3,2,0,1,2,1,5,3,2,2,3,2,2,1,2,2,2,1,4,2,1,4,1,3,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,5,4114
1,91,174,4,8,3,2,3,4,2,1,1,2,3,1,1,2,2,2,1,2,1,1,1,4,2,1,3,3,2,3,1,1,2,2,2,1,3,1,3,3,2,1,3,1,1,2,1,3,4,3,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,3,1,2,3,3,3,2,3,2,9,174,1,1,2,3,1,2,2,1,3,1,1,2,6,0,2,2,1,8,3,2,2,1,1,1,1,1,4,4,4,4,2,1,1,1,3,4,2,1,4,1,0,2,2,0,1,2,3,5,1,2,1,3,1,3,2,3,0,1121
1,91,175,3,7,1,1,3,4,2,1,3,4,3,1,1,2,3,3,2,3,1,2,1,5,1,2,2,2,2,4,1,2,3,1,2,2,3,2,3,2,2,1,1,1,2,2,6,3,4,2,1,1,2,1,4,1,1,1,4,1,2,2,2,1,3,1,2,1,2,1,1,2,1,2,9,175,1,2,2,1,2,2,1,1,2,2,1,1,8,0,1,2,1,7,3,2,3,1,2,2,3,2,4,4,2,3,3,2,4,1,3,4,5,2,4,2,1,0,3,1,1,4,3,1,1,2,3,3,3,3,5,3,6,4312
1,91,176,4,10,1,0,7,4,2,0,3,3,2,1,4,1,3,3,2,1,1,3,1,2,2,1,3,3,2,1,3,2,2,3,2,2,1,2,2,1,2,2,1,0,0,2,9,3,0,1,1,1,1,1,1,1,2,1,1,1,2,3,3,1,1,1,1,2,4,1,0,0,2,2,9,176,0,2,0,0,0,0,0,0,0,0,0,0,3,10,0,1,1,4,2,3,1,1,3,3,1,3,4,4,2,3,4,1,3,1,2,1,1,2,1,2,2,2,1,1,1,3,2,1,1,2,0,2,0,1,2,3,7,5139
1,91,177,3,8,3,2,3,4,2,1,2,4,1,1,1,3,3,2,1,4,3,2,1,5,2,3,3,3,3,3,3,1,2,1,1,1,3,1,3,2,1,1,2,1,1,2,2,3,1,3,2,3,1,1,1,3,1,1,1,1,1,3,2,1,3,3,2,1,1,3,1,3,3,2,9,177,3,3,3,2,3,3,2,3,3,1,1,1,6,0,1,4,1,4,3,2,2,1,3,1,1,4,4,4,3,4,2,1,1,6,3,1,1,2,4,3,2,2,2,1,1,3,3,5,1,1,1,3,1,3,4,3,7,5118
1,91,178,3,9,4,3,3,4,1,3,2,5,3,1,1,1,2,3,1,1,1,2,2,5,1,2,2,1,2,2,4,1,2,1,2,1,3,1,2,1,0,1,2,1,1,2,9,3,0,1,2,2,2,2,4,4,1,4,1,1,3,2,3,1,3,3,3,2,2,3,3,2,3,2,9,178,1,3,2,3,2,3,3,3,3,1,1,1,4,0,1,1,1,4,1,3,1,1,2,1,3,2,4,4,4,3,2,1,1,4,3,4,3,3,4,1,1,0,4,1,1,4,1,2,1,2,3,2,1,3,5,3,6,4310
1,91,179,5,8,3,3,2,4,2,1,2,4,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,3,1,1,1,1,0,0,0,0,2,1,1,1,9,3,4,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,2,3,0,0,4,0,0,0,0,2,9,179,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,1,3,3,2,1,3,1,1,2,1,2,2,2,1,4,3,4,2,3,1,1,4,2,1,0,0,4,3,0,2,0,5,1,1,5,2,3,3,5,3,4,3344
1,91,180,3,7,1,1,3,4,2,1,3,4,4,1,2,1,4,1,1,1,1,2,1,5,2,2,2,1,2,2,0,4,0,0,4,0,0,0,0,0,0,0,4,1,2,2,7,3,4,2,2,2,0,1,1,1,4,1,1,1,3,2,3,1,1,3,3,3,3,3,2,3,3,2,9,180,3,2,3,3,3,2,3,2,2,2,3,2,11,0,1,2,1,7,3,2,3,2,1,1,3,2,4,4,4,4,4,2,3,1,1,4,5,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,3,4,3301
1,91,181,4,9,1,1,1,4,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,9,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,3,3,2,9,181,2,2,2,2,2,2,2,2,3,2,2,2,11,0,1,1,1,5,2,2,2,1,1,1,2,2,2,2,2,2,3,2,3,8,2,4,1,1,2,1,1,1,1,1,1,1,1,5,1,1,3,1,1,3,2,0,11,1203
1,91,182,5,9,1,1,4,4,1,0,3,5,1,1,4,2,4,2,2,3,3,2,2,5,1,1,3,3,3,3,2,2,2,2,2,3,3,1,3,3,4,1,2,1,1,2,2,3,3,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,2,9,182,3,3,1,3,3,3,1,3,3,3,3,3,2,0,1,1,1,5,2,2,2,1,3,3,2,6,4,4,4,2,2,4,5,1,2,2,3,2,1,1,1,2,3,1,1,2,3,0,1,2,1,2,1,3,3,0,11,4203
1,91,183,2,4,1,1,4,3,2,2,2,2,5,4,2,2,3,2,1,2,2,1,2,2,2,1,2,1,2,1,1,3,2,2,2,1,3,1,2,3,2,1,2,1,1,1,9,3,3,2,1,1,2,0,4,0,2,4,1,1,2,1,3,2,2,3,2,2,2,2,3,3,2,2,9,183,2,2,3,2,2,3,2,1,3,1,3,2,2,0,1,1,1,5,2,1,2,1,2,2,2,2,3,3,3,3,2,3,4,1,2,4,5,2,3,1,2,2,2,1,1,1,2,5,1,1,1,3,1,3,5,0,11,5217
1,91,184,3,10,1,1,6,3,1,1,3,3,3,2,2,3,3,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,1,2,1,1,1,1,4,1,2,1,1,2,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,9,184,3,2,3,2,3,3,1,2,3,2,3,3,1,0,1,1,1,6,2,2,2,1,3,2,2,3,4,3,5,4,3,1,3,2,3,2,3,3,4,3,1,3,3,1,1,3,1,5,1,2,2,3,1,1,3,0,11,5227
1,91,185,3,3,1,1,3,4,2,1,2,4,4,1,2,2,2,2,3,3,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,3,1,3,3,1,1,3,2,2,2,1,3,3,2,2,1,2,2,1,1,1,1,1,1,2,0,0,2,3,2,2,1,3,2,3,3,1,2,9,185,2,3,2,3,2,3,2,1,3,3,3,1,4,0,1,2,1,7,2,2,2,1,2,2,3,4,4,5,4,3,3,4,4,1,3,4,3,2,4,1,1,1,1,1,1,3,2,4,1,3,1,3,3,3,3,0,11,3205
1,91,186,3,6,3,2,2,4,2,1,4,4,1,0,4,1,3,2,4,3,4,2,2,4,1,1,1,1,3,2,2,1,2,2,2,1,3,2,3,0,0,1,4,1,2,2,7,3,3,2,2,1,1,2,1,1,1,4,1,1,2,2,3,1,2,0,0,1,4,0,0,0,0,2,9,186,1,0,1,0,0,0,0,0,0,0,0,0,3,10,1,1,2,7,2,2,2,1,0,2,3,2,4,5,3,1,2,1,5,2,3,4,1,1,1,4,0,0,4,0,0,4,1,1,0,2,2,4,3,2,5,0,11,4202
1,91,187,2,4,1,1,3,4,2,1,2,5,5,1,2,1,1,1,4,1,1,2,1,5,1,1,1,2,1,3,4,2,1,2,2,2,3,2,3,3,4,1,1,2,2,2,1,3,3,1,1,1,1,2,1,1,1,1,1,1,2,3,2,3,2,0,0,0,1,0,0,0,0,2,9,187,1,1,0,0,0,1,0,0,0,1,1,0,6,10,1,1,1,7,3,3,2,3,1,1,1,4,4,4,4,4,2,1,4,2,3,2,3,5,1,1,1,2,4,1,1,2,2,2,1,0,1,1,3,3,3,0,11,4206
1,91,188,4,4,1,1,4,4,2,1,2,3,3,1,2,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,3,3,3,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,3,3,2,1,3,3,3,3,2,2,9,188,3,3,1,1,1,3,1,3,3,1,1,2,6,0,1,1,1,7,3,2,3,3,2,2,2,2,2,1,2,2,1,1,2,1,3,4,3,3,4,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,0,11,5202
1,91,189,4,8,3,3,3,4,1,1,3,3,2,2,2,2,3,3,3,2,2,2,2,5,2,1,1,1,3,1,3,3,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,3,3,1,3,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,3,2,3,3,3,2,9,189,2,2,1,2,2,1,1,2,3,2,3,1,4,0,1,1,1,7,3,2,2,1,2,2,2,2,2,2,2,4,3,3,4,1,3,4,1,2,4,1,1,1,4,1,1,1,1,5,1,2,3,3,1,1,3,0,11,5213
