CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27C.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.35.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.64.,Q.65.,Q.69.,V.70.
1,134,271,3,4,3,1,4,1,3,4,2,3,1,4,3,4,2,2,4,4,4,4,3,1,1,1,3,1,3,3,4,4,4,1,3,1,1,3,3,3,3,1,3,4,3,3,3,3,0,3,1,5,4,4,2,2,4,4,2,2,1,1,1,1,1,2,1,1,4,2,2,2,1
1,134,272,1,4,3,2,4,1,1,4,2,3,3,4,3,4,4,3,4,3,3,4,2,1,1,3,4,1,3,3,4,4,2,3,4,3,3,3,3,3,3,1,3,2,1,1,1,1,1,4,6,4,3,2,3,1,4,2,2,1,2,2,3,3,2,2,1,1,1,2,1,2,9
1,134,273,1,4,3,1,4,1,3,4,2,4,2,2,2,3,3,2,3,3,3,2,2,1,1,2,4,1,2,2,2,4,4,2,3,3,2,2,3,3,2,1,1,2,1,2,2,2,1,3,3,4,3,2,2,2,5,3,2,1,2,4,2,3,2,2,2,2,3,2,1,3,10
1,134,274,1,4,1,1,3,1,1,4,2,2,2,1,2,2,2,2,2,2,3,2,3,1,1,1,2,1,2,2,2,4,4,3,4,3,2,2,3,3,2,1,1,2,1,3,1,1,1,4,3,3,2,1,3,1,2,1,2,2,2,2,2,1,2,2,1,1,3,2,2,3,9
1,134,275,3,4,3,1,4,1,3,4,2,3,1,1,1,2,3,1,1,2,2,1,2,1,1,3,4,1,2,2,2,4,4,3,4,3,2,2,3,3,2,1,1,2,3,1,1,1,1,2,4,2,0,1,3,4,0,2,2,3,0,2,1,1,0,0,1,1,2,2,2,2,10
1,134,276,1,3,2,1,4,1,1,4,2,3,3,4,3,4,3,3,3,2,4,1,2,1,1,3,4,3,3,2,1,4,1,3,4,3,3,2,3,3,2,2,3,2,3,3,3,3,1,5,3,3,2,3,2,2,4,3,2,2,1,3,3,2,3,3,2,2,2,2,2,2,3
1,134,277,1,4,3,1,4,1,1,4,2,3,0,4,3,4,4,3,4,4,4,4,2,1,1,3,3,2,4,2,3,1,2,4,4,3,3,2,3,3,4,1,1,3,3,3,3,2,3,4,6,4,4,1,2,2,3,3,2,2,1,1,2,1,2,2,3,3,4,2,1,3,6
1,134,278,2,4,3,1,4,1,1,4,2,4,2,3,2,3,3,3,3,2,3,2,3,1,1,2,4,1,2,2,1,4,1,4,4,3,2,2,1,1,3,2,1,1,3,3,2,1,3,3,0,3,3,2,3,2,2,2,2,3,1,2,2,2,2,2,2,3,3,2,2,3,1
1,134,279,3,5,3,1,4,3,1,4,2,2,1,1,2,2,2,1,2,3,2,1,2,2,4,1,3,2,2,1,4,4,1,2,3,3,2,2,1,1,2,1,1,2,2,1,2,3,3,2,3,2,3,1,1,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,1,3,11
1,134,280,1,3,1,1,3,3,1,4,2,3,3,4,3,5,2,3,3,3,2,2,4,1,1,2,3,1,4,2,2,1,1,3,4,3,2,2,2,1,1,1,2,4,1,1,2,1,0,0,6,0,3,1,1,0,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,11
1,134,281,1,4,3,1,4,3,1,4,2,4,2,2,2,4,3,2,3,3,2,1,2,1,1,2,2,1,2,1,3,3,2,4,4,3,3,2,2,2,2,1,2,3,3,3,1,2,3,3,2,4,4,1,1,1,3,1,1,1,1,2,1,1,1,2,2,2,3,2,3,2,1
1,134,282,4,5,3,1,2,1,1,4,2,1,1,1,2,3,2,2,4,2,2,2,3,1,1,1,1,3,2,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,5,3,3,2,2,1,3,3,2,1,1,1,1,1,2,2,1,1,3,2,2,2,1
1,134,283,1,4,3,1,4,3,2,4,2,4,2,3,3,3,3,3,4,0,4,3,2,1,1,3,4,1,4,2,4,4,1,3,4,3,3,2,3,3,4,0,3,2,3,3,3,3,3,4,0,4,3,4,2,0,3,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,1
1,134,284,1,5,3,1,4,1,1,4,2,2,2,3,2,5,3,2,4,2,3,2,3,1,1,1,4,3,4,2,4,4,4,3,4,3,3,3,3,3,2,2,3,2,2,3,1,2,0,3,3,4,3,3,3,3,3,2,2,2,2,4,2,3,3,3,3,3,2,2,1,3,11
1,134,285,1,4,3,1,4,3,2,4,2,3,3,3,2,4,4,3,4,3,4,4,3,1,1,3,3,1,3,2,4,1,2,4,5,1,1,3,1,3,3,1,3,3,3,3,3,3,3,5,4,4,3,2,3,2,4,4,2,2,1,2,2,3,2,2,2,2,4,2,1,2,6
1,134,286,1,5,3,1,4,1,1,4,2,2,2,3,2,5,3,2,3,3,3,2,4,1,1,2,3,1,2,2,2,4,1,3,5,2,2,3,1,3,3,1,3,1,2,1,2,1,1,2,4,3,3,2,1,3,4,3,2,2,2,2,2,1,2,2,2,2,4,2,1,2,8
1,134,287,1,3,2,1,4,1,2,4,2,2,2,2,2,4,3,2,3,3,3,1,4,1,1,2,4,0,2,1,2,4,4,2,4,3,2,3,1,3,3,1,3,2,3,3,1,2,1,4,1,4,3,2,2,3,5,3,2,2,1,1,2,1,2,2,2,1,3,2,2,2,4
1,134,288,1,4,1,1,3,5,2,4,2,4,1,4,3,3,2,1,3,3,3,2,2,1,1,2,3,3,4,1,3,4,4,2,4,3,2,3,1,3,3,1,3,2,3,3,3,2,3,5,2,4,4,2,2,4,4,2,2,2,1,6,2,3,2,1,1,1,2,2,2,2,5
1,134,289,1,4,2,1,3,0,3,4,3,4,0,4,2,2,4,3,3,4,4,4,1,1,1,2,4,2,4,1,4,4,4,2,3,1,1,3,1,1,3,2,3,2,0,3,1,2,2,3,3,3,3,3,2,2,3,1,2,2,2,2,2,1,2,2,1,1,3,2,2,3,4
1,134,290,1,3,2,1,4,6,1,4,2,2,2,3,3,4,2,2,4,2,4,2,2,1,1,3,3,1,3,3,4,4,4,4,4,3,2,3,3,3,3,2,3,1,3,3,2,3,3,5,5,5,3,3,2,3,3,2,2,2,2,1,2,1,2,2,1,1,3,2,2,2,3
1,134,291,3,4,3,1,0,2,2,4,2,2,3,4,2,2,2,2,4,3,3,3,1,1,1,3,3,2,2,2,2,4,2,3,5,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,0,3,2,3,2,3,3,2,2,2,2,4,3,2,2,2,3,1,4,2,1,2,2
1,134,292,3,5,3,2,4,1,2,4,2,3,2,3,2,3,3,2,3,3,3,2,2,1,1,1,2,1,2,2,2,4,4,2,3,2,2,2,1,3,2,1,1,1,1,1,1,2,2,2,3,4,3,1,3,2,3,2,2,3,3,4,3,2,3,2,2,2,3,2,2,2,10
1,134,293,1,3,3,1,3,1,3,4,2,4,1,2,2,5,3,1,2,2,2,2,2,1,1,2,1,1,2,2,2,4,1,3,4,2,1,1,3,3,3,2,2,4,3,2,1,2,1,2,3,3,3,3,1,1,5,2,3,2,2,4,2,1,2,3,2,2,2,2,2,3,10
1,134,294,1,3,2,1,4,1,2,4,2,3,0,3,2,4,3,2,3,2,3,2,2,1,1,2,1,2,3,3,3,4,4,3,4,3,3,2,3,3,2,2,3,2,3,3,3,3,2,5,1,5,3,3,2,3,4,4,2,1,2,3,3,2,3,2,3,2,3,2,3,3,3
1,134,295,1,5,3,1,5,5,2,4,2,3,3,3,3,4,4,3,3,3,4,2,2,1,1,3,1,2,4,4,3,4,4,4,4,3,3,2,3,3,2,2,3,2,3,3,2,2,3,3,5,3,3,3,2,3,3,3,2,2,4,2,1,1,0,0,2,1,2,2,1,3,8
1,134,296,2,4,3,2,4,1,2,4,2,1,2,1,1,4,4,2,4,2,2,1,4,1,1,1,2,1,3,3,4,3,0,3,4,2,1,2,1,3,3,1,2,1,3,3,1,2,3,2,0,3,3,2,1,2,4,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,6
1,134,297,1,5,3,1,4,0,1,4,2,3,2,4,3,4,4,3,4,2,4,4,2,1,1,3,2,1,1,2,4,4,4,2,4,2,3,2,1,3,3,1,2,2,2,3,1,3,3,5,0,5,4,3,2,1,2,3,1,2,2,2,2,1,2,2,1,1,3,2,2,3,9
1,134,298,1,3,2,2,4,1,1,4,2,4,2,2,2,4,2,1,4,4,4,1,2,1,1,1,4,3,2,1,1,4,2,2,3,3,2,2,1,3,1,1,3,1,3,3,3,2,2,4,6,3,3,2,1,2,3,2,2,2,1,2,3,1,2,2,3,3,3,2,2,3,5
1,134,299,1,3,3,2,4,1,1,4,2,3,2,2,2,2,3,2,4,3,4,1,4,1,1,3,3,1,2,2,1,1,2,3,4,3,3,2,1,1,2,1,1,2,2,1,2,2,1,4,0,2,2,3,2,2,4,3,2,2,3,4,3,1,1,2,1,2,3,2,2,3,8
1,134,300,1,5,3,3,4,1,1,4,2,4,1,2,2,3,2,1,2,3,1,1,3,1,1,1,3,2,2,1,1,4,4,3,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,4,3,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,9
1,134,301,1,4,3,1,4,3,1,4,2,3,3,3,2,3,2,2,3,2,3,0,2,1,1,1,2,2,4,0,3,4,4,3,3,3,2,2,3,3,2,4,2,2,3,3,3,3,3,2,1,2,4,2,3,2,2,2,2,2,3,3,3,2,3,3,2,1,3,2,1,2,6
1,134,302,1,4,3,1,4,1,2,4,1,2,2,2,2,3,2,1,1,3,2,1,4,1,1,1,1,2,2,1,2,4,1,3,4,2,2,2,1,2,2,1,1,2,1,1,1,2,1,3,3,3,3,2,1,2,3,2,2,2,1,2,2,1,2,2,1,1,3,2,2,3,2
1,134,303,4,5,3,1,4,0,1,4,2,2,2,2,1,1,2,1,1,1,2,2,3,1,1,2,1,1,4,2,3,4,4,4,4,2,2,2,1,2,2,1,1,1,1,1,3,2,1,2,4,4,2,2,1,1,2,2,0,0,1,2,2,1,2,2,2,2,2,2,2,2,10
1,134,304,1,3,2,1,4,6,1,4,2,3,2,4,3,3,3,2,4,2,3,1,4,1,1,3,4,3,1,1,0,4,4,2,5,3,2,5,1,3,1,1,3,2,3,3,2,3,1,3,2,2,4,3,2,3,4,3,2,2,1,1,3,1,2,1,2,1,2,2,2,2,4
1,134,305,4,5,3,3,3,6,1,4,0,3,3,4,3,4,4,3,4,4,4,3,1,4,1,3,3,1,3,2,4,4,2,4,4,3,3,5,3,3,3,2,3,1,3,1,1,3,1,5,5,5,4,4,2,3,4,4,2,2,3,2,3,2,3,2,3,1,4,1,1,3,8
1,134,306,1,5,3,2,4,6,3,4,2,3,2,4,2,4,3,1,4,2,4,4,1,1,1,3,3,1,3,3,4,4,4,5,5,3,3,5,3,3,3,2,3,3,2,2,1,2,1,4,5,2,4,4,3,3,4,4,2,2,1,2,3,2,2,2,3,3,4,2,1,3,8
1,134,307,1,3,3,1,4,3,1,4,2,3,3,3,2,4,4,3,4,4,4,1,1,1,1,1,3,1,2,2,4,4,4,4,4,3,3,5,1,2,3,3,3,2,1,3,1,3,1,4,1,1,4,4,2,2,3,3,3,2,2,2,2,1,2,2,1,2,3,2,1,3,8
1,134,308,1,3,3,1,4,1,1,4,2,3,2,4,3,4,4,3,4,1,4,3,1,3,1,3,3,1,3,2,4,4,4,5,5,3,3,5,3,3,4,3,3,2,2,3,1,3,2,5,5,5,3,4,2,3,4,3,2,1,3,2,3,2,3,2,1,3,4,2,3,2,8
1,134,309,1,3,3,1,4,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,3,1,1,1,2,1,2,1,2,4,4,2,3,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,3,3,2,3,3,1,2,2,2,3,2,4,2,3,2,3,2,1,1,2,2,3,9
1,134,310,2,4,3,1,3,3,2,4,2,2,1,2,1,2,2,1,2,3,2,1,3,1,1,2,3,3,3,2,2,3,2,3,3,3,3,2,1,3,2,1,2,2,3,2,3,3,3,3,4,2,2,4,2,1,3,2,2,2,1,1,2,1,1,1,1,1,3,2,1,2,1
1,134,311,3,4,3,2,3,1,2,4,2,2,2,2,1,1,2,1,2,3,2,2,4,2,2,1,3,2,2,2,2,4,1,3,4,2,2,2,1,3,1,1,1,4,2,3,2,1,2,2,3,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2
1,134,312,1,3,2,1,4,5,3,4,2,2,2,2,2,3,3,2,3,4,3,3,2,1,1,1,1,1,2,2,2,4,4,3,4,2,2,2,1,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,3,2,2,2,2,2,1,2,2,1,2,2,1,2,3,2,2,2,5
1,134,313,1,5,3,1,4,1,3,4,2,1,2,3,2,5,3,2,3,2,4,2,2,1,1,1,4,1,4,4,4,4,4,2,4,3,2,2,3,3,3,1,1,3,1,3,1,3,3,3,3,4,3,3,2,1,4,2,2,2,1,1,1,1,2,1,1,1,3,2,2,2,7
1,134,314,1,4,3,1,4,1,3,4,2,4,2,3,3,3,3,1,3,3,4,3,2,1,1,1,4,1,3,1,4,4,4,3,5,3,3,2,3,3,3,1,1,1,1,2,1,1,1,2,3,3,2,2,2,2,3,2,2,2,3,4,2,0,2,0,2,2,5,2,2,3,11
1,134,315,3,5,3,1,4,1,2,4,2,2,2,1,2,2,3,2,2,3,3,4,1,1,4,2,2,3,2,4,4,4,4,3,3,3,3,2,1,3,2,1,1,2,3,2,1,3,2,2,4,2,2,3,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,6
1,134,316,2,4,3,1,4,2,1,4,1,1,1,2,2,3,2,1,1,3,2,2,2,1,1,2,1,1,4,2,1,1,1,3,4,3,2,2,1,3,2,1,2,2,1,3,1,1,3,2,2,3,3,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2
1,134,317,1,5,3,2,4,1,1,4,2,1,2,1,2,5,2,1,2,2,3,2,3,1,1,1,4,3,2,2,2,1,1,3,4,2,1,2,1,3,3,1,1,1,1,3,1,1,1,2,5,3,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,9
1,134,318,3,4,3,1,3,1,1,4,2,1,1,1,1,1,3,2,4,3,2,1,4,1,1,1,3,1,2,2,1,2,1,4,5,1,2,2,1,3,3,1,1,2,3,3,3,1,2,2,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,6
1,134,319,1,4,3,1,4,6,1,4,1,2,2,2,2,4,2,2,3,3,3,2,4,3,4,2,4,1,4,2,4,4,1,3,2,2,2,2,1,3,3,1,1,4,3,3,1,2,3,5,2,4,3,3,3,2,5,2,3,2,1,1,2,1,2,2,1,1,3,2,2,3,2
1,134,320,1,2,1,1,2,1,1,4,1,2,2,3,1,1,3,3,2,3,3,1,4,1,1,3,3,2,2,4,4,4,4,3,3,3,2,2,1,3,3,1,1,2,1,2,1,1,1,3,3,3,3,2,1,2,1,2,2,2,1,2,1,3,2,1,2,1,1,2,2,1,9
1,134,321,4,5,3,1,3,1,1,4,2,2,2,2,1,3,3,2,3,3,2,1,3,1,1,1,1,1,2,1,1,4,1,3,5,3,2,2,1,3,3,1,1,3,1,1,1,1,1,2,5,4,2,4,1,1,1,2,1,1,1,2,1,1,2,2,1,1,3,2,2,2,10
1,134,322,1,3,2,1,5,1,2,4,2,2,2,2,2,3,2,1,2,3,4,1,3,2,1,3,3,1,1,2,3,4,4,4,5,3,2,2,1,3,3,1,1,4,3,3,3,2,1,3,3,4,2,4,1,1,1,2,2,2,1,2,1,1,1,1,2,1,4,2,2,3,3
1,134,323,1,3,3,1,4,1,2,4,2,3,3,4,3,4,4,3,4,4,4,4,2,1,1,1,2,1,2,2,1,4,4,3,3,3,3,2,1,3,3,1,1,2,1,3,1,3,3,3,2,3,4,4,3,2,3,2,2,2,1,4,2,3,2,2,1,3,4,2,4,2,2
1,134,324,1,4,3,1,4,5,2,4,2,1,1,4,2,3,2,1,2,2,3,1,2,1,1,1,4,1,3,2,4,4,4,2,3,2,2,2,1,1,1,1,1,3,2,1,1,2,1,2,3,2,2,2,1,1,4,1,2,2,1,1,2,1,2,0,1,1,1,2,2,3,9
1,134,325,1,4,3,1,4,1,2,4,2,2,3,3,2,3,3,2,3,4,3,4,2,0,1,3,2,1,2,2,3,4,2,3,4,3,3,3,1,3,2,1,2,1,1,1,1,1,3,3,2,3,3,4,2,1,2,1,2,2,0,1,2,1,2,2,1,2,4,2,4,2,8
1,134,326,1,4,3,1,4,1,1,4,2,2,2,2,2,2,3,3,2,3,3,1,3,1,1,2,2,1,4,4,2,4,4,2,3,3,3,2,3,3,2,1,1,2,2,1,2,2,1,3,1,2,3,3,3,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,8
1,134,327,3,5,3,1,3,1,2,4,2,2,2,2,1,2,2,1,2,3,2,1,3,1,1,2,1,1,2,1,1,4,1,3,4,2,3,2,1,1,2,1,1,1,1,1,1,1,2,2,4,2,2,2,1,1,2,2,2,3,1,2,2,1,2,2,1,1,2,2,2,3,10
1,134,328,1,2,2,1,2,3,2,4,2,1,1,2,2,2,2,1,2,3,2,2,2,1,1,2,2,2,2,2,3,4,4,2,4,3,3,2,1,1,2,1,1,3,3,3,2,1,3,2,3,2,2,2,1,1,2,2,2,2,1,2,2,1,2,0,2,1,1,2,2,3,6
1,134,329,1,3,3,1,4,1,2,4,2,1,1,2,3,5,2,1,4,4,0,0,0,0,0,0,0,0,4,1,2,2,0,3,4,3,3,2,1,1,2,1,1,3,3,3,2,3,1,4,3,2,2,4,1,2,3,2,2,2,1,4,1,1,2,2,1,2,2,2,2,3,6
1,134,330,1,3,2,1,4,5,3,4,3,2,2,2,2,3,2,1,2,3,2,1,4,1,1,2,2,3,2,2,1,1,1,3,4,3,3,2,1,1,2,1,1,2,3,2,2,1,2,3,4,3,3,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,3
1,134,331,1,3,4,2,2,1,2,4,2,1,2,2,2,5,2,3,3,3,4,1,4,1,1,1,2,1,2,0,3,4,1,3,3,2,2,2,0,0,3,2,3,2,0,3,1,2,3,2,0,4,2,4,2,1,2,2,1,1,1,2,2,2,1,1,1,1,3,2,1,3,7
1,134,332,1,4,3,1,3,1,3,4,2,2,1,1,1,2,1,2,2,3,2,1,1,1,2,1,2,3,2,1,2,1,2,3,4,3,2,2,1,3,1,1,1,1,2,3,3,2,3,2,3,2,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,1
1,134,333,1,2,2,1,4,1,2,4,2,3,3,4,3,5,2,1,2,2,2,2,2,1,1,1,2,1,3,1,4,4,4,3,4,3,2,2,1,3,1,1,1,1,2,1,2,1,3,2,5,3,3,2,3,2,4,2,2,2,2,6,2,2,2,3,2,2,2,2,2,3,8
1,134,334,3,5,3,1,4,1,3,4,2,4,3,1,1,3,2,1,2,3,4,1,2,1,1,1,2,3,2,4,3,4,4,2,4,2,3,2,1,3,1,1,1,1,2,1,2,2,1,1,3,3,3,3,2,2,3,2,2,2,2,4,2,3,2,2,2,2,3,2,1,3,10
1,134,335,4,5,3,1,5,2,1,4,2,2,2,2,2,4,3,1,3,2,0,0,0,0,0,0,0,0,4,0,1,3,1,3,4,2,3,2,1,3,1,1,1,1,1,2,2,3,3,5,0,4,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,3,2,2,3,2
1,134,336,1,5,2,3,4,1,2,4,2,2,1,3,1,4,3,2,4,3,3,1,2,1,1,1,1,1,1,1,2,4,4,2,3,3,3,2,1,3,1,1,1,1,3,3,3,3,3,2,5,2,4,3,1,1,4,2,1,1,1,1,2,1,2,2,1,2,1,2,1,3,5
1,134,337,3,4,3,1,4,1,1,4,2,2,2,2,1,3,3,2,3,2,4,1,3,1,1,2,3,1,3,4,3,2,1,3,4,3,3,3,3,3,2,1,2,3,3,2,3,2,3,3,3,3,3,4,1,2,3,2,2,2,1,4,2,1,2,2,2,2,1,1,2,2,6
1,134,338,3,4,3,1,4,3,1,4,2,2,2,4,3,2,2,1,2,3,2,2,3,1,1,2,2,3,3,2,3,3,1,3,4,2,3,2,1,2,3,1,2,1,1,2,3,1,1,4,3,3,2,1,1,2,3,2,2,2,1,1,1,1,1,2,1,1,3,2,2,2,6
1,134,339,1,4,2,1,4,3,2,4,2,2,2,4,3,4,4,3,4,4,4,4,4,1,1,1,4,2,3,4,3,4,4,3,4,3,2,2,2,2,3,1,2,3,3,3,3,2,3,4,3,4,3,4,2,3,5,1,2,2,1,1,1,1,2,2,1,1,4,2,2,2,3
1,134,340,3,5,3,4,4,1,1,4,2,2,2,2,1,2,3,2,3,3,3,2,2,1,1,2,2,1,2,2,2,4,4,3,4,3,3,2,2,2,3,1,2,2,2,1,1,2,1,2,3,3,2,1,3,1,1,2,1,2,2,2,2,3,2,1,1,1,2,2,2,2,9
1,134,341,1,5,3,1,4,5,1,4,2,4,2,1,2,3,3,1,3,3,3,2,2,3,2,1,4,1,2,1,3,4,4,3,4,3,3,2,1,3,1,1,1,2,2,2,1,1,1,2,3,2,2,1,3,2,3,1,2,2,2,2,2,1,2,2,1,1,3,2,2,3,10
1,134,342,1,3,2,3,3,1,1,4,1,1,1,3,3,1,2,1,2,2,1,4,4,1,1,1,1,1,2,2,1,4,1,3,3,3,2,1,1,1,2,1,3,4,3,2,1,3,3,1,3,3,4,4,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6
1,134,343,3,4,3,1,4,3,3,4,2,2,2,3,2,2,2,2,3,3,4,1,4,1,1,1,2,2,3,1,2,2,1,3,4,2,3,1,2,3,2,1,3,4,1,3,2,1,3,4,3,3,3,2,2,1,3,2,2,2,1,2,3,1,1,2,1,1,4,2,1,2,2
1,134,344,1,2,2,1,3,3,2,4,2,2,2,1,1,3,3,2,1,2,2,1,4,1,1,2,2,3,4,2,2,4,2,3,4,3,2,1,3,3,2,1,3,2,3,3,2,2,2,4,3,2,2,3,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,3,3,6
1,134,345,1,4,3,1,4,1,1,4,2,3,2,2,2,4,4,3,4,4,4,2,2,1,1,3,3,3,3,2,3,4,1,4,4,3,3,1,3,3,2,1,3,2,1,3,3,3,3,4,1,2,2,3,2,2,4,2,2,2,2,2,2,1,2,2,1,1,4,2,1,2,2
1,134,346,1,5,3,1,4,1,1,4,2,3,3,4,3,4,4,3,2,4,2,1,4,1,1,1,1,1,2,2,1,4,1,3,5,3,3,1,3,3,2,1,3,2,3,1,1,3,1,4,1,4,2,4,3,2,2,2,1,1,1,2,4,3,2,2,2,2,1,2,2,2,10
1,134,347,1,5,3,1,3,3,2,4,2,4,3,4,1,3,3,2,3,3,1,1,4,1,1,2,2,1,2,1,3,4,4,2,4,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,6,2,3,3,1,1,3,3,2,2,2,2,2,0,2,2,2,0,3,2,2,2,10
1,134,348,1,4,3,3,4,1,1,4,2,4,3,4,3,4,3,2,3,3,2,2,3,1,4,1,2,3,2,2,1,4,4,3,4,2,2,3,1,1,2,1,2,2,2,2,3,2,1,5,2,4,3,2,3,3,3,2,2,2,2,4,2,3,2,2,2,1,3,2,1,2,11
1,134,349,1,4,3,1,4,2,2,4,2,2,2,2,3,4,3,2,3,3,2,2,2,1,1,2,3,1,2,1,1,1,2,3,4,3,2,3,1,1,2,1,2,2,1,2,2,3,3,2,0,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,3,2
1,134,350,3,4,3,1,4,1,1,4,2,2,1,3,1,3,2,2,2,3,2,2,1,1,1,1,4,3,2,1,2,4,4,3,3,3,3,3,1,1,2,1,2,2,3,2,2,1,1,2,4,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,3,6
1,134,351,5,5,3,1,4,1,1,4,2,4,3,3,2,1,2,1,2,3,3,2,4,2,2,2,2,3,4,4,2,4,4,0,0,3,3,2,1,1,4,1,2,4,1,1,1,1,1,2,3,2,3,3,1,2,3,2,2,2,0,4,2,1,2,2,1,2,2,2,2,2,9
1,134,352,1,4,2,1,4,1,2,4,2,2,2,2,3,3,3,2,1,2,2,1,4,1,1,1,4,2,2,4,1,4,4,4,4,3,2,2,3,3,4,2,2,3,3,3,2,2,1,3,2,2,4,2,1,2,5,3,2,1,1,2,2,1,1,2,1,1,1,2,2,3,3
1,134,353,1,4,3,3,4,0,1,4,2,2,2,2,1,1,1,1,4,4,4,0,4,1,1,1,2,1,2,1,4,4,1,3,3,2,2,2,1,3,4,2,2,1,3,3,1,2,3,2,3,3,3,1,1,1,1,1,3,2,1,2,2,1,2,2,2,2,1,2,2,0,6
1,134,354,1,3,3,1,4,1,2,4,2,3,2,3,2,3,2,2,3,3,3,1,2,1,1,2,1,3,2,2,2,4,4,0,0,0,0,2,1,3,2,2,2,3,1,1,2,2,1,3,1,3,3,2,2,2,3,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,10
1,134,355,3,4,3,3,4,1,1,4,1,3,2,3,2,2,2,2,3,3,2,2,3,1,1,2,4,2,2,2,2,1,1,3,3,2,1,2,1,3,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,3,2,1,1,1,2,1,1,2,2,1,1,3,2,2,2,7
1,134,356,1,4,3,1,4,1,2,4,2,2,1,3,2,4,3,2,4,2,2,3,2,1,1,3,1,1,2,2,3,4,1,3,5,3,2,6,3,3,1,1,1,1,3,3,2,3,3,2,3,4,3,3,1,3,5,2,2,1,1,1,1,1,1,1,1,1,3,2,1,2,7
1,134,357,1,3,2,1,2,3,1,4,2,1,1,3,3,3,2,2,3,2,3,1,4,1,1,1,2,1,4,2,1,0,4,3,3,3,2,1,3,1,2,3,2,2,3,3,2,1,1,2,3,3,3,2,1,1,3,1,2,2,1,1,2,1,2,2,2,2,1,2,2,3,3
1,134,358,1,3,3,1,4,2,1,6,2,4,3,4,3,3,2,2,3,2,2,1,4,1,1,2,2,3,1,1,1,4,1,3,4,3,3,2,1,1,1,2,1,1,2,1,1,3,1,3,3,3,3,3,1,2,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,3,8
1,134,359,1,3,3,1,4,1,2,6,2,3,3,4,3,2,2,2,3,4,3,1,4,1,1,3,1,1,2,2,2,4,1,3,4,2,2,2,1,2,2,1,2,1,2,3,1,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,4,2,8
1,134,360,1,5,3,1,4,1,2,6,2,2,1,4,3,5,3,3,4,4,4,1,4,4,1,3,3,0,3,1,4,4,0,4,5,3,3,1,3,3,3,1,1,1,1,3,1,3,3,0,0,5,4,4,1,1,5,3,2,2,1,1,1,1,1,1,1,1,4,2,3,3,7
1,134,361,2,4,3,2,3,1,1,6,2,4,2,3,2,2,2,0,3,3,3,2,3,1,0,3,1,1,2,2,1,1,2,2,4,3,3,3,1,2,3,1,2,2,2,3,1,2,3,2,3,3,3,1,2,2,2,2,2,2,1,4,1,1,1,1,1,1,2,2,0,2,2
