CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11A.,Q.11B.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.28B..2,Q.28B..3,Q.28B..4,Q.28B..5,Q.28B..6,Q.28B..7,Q.28B..8,Q.28B..9,Q.28B..10,Q.29.,Q.30.,Q.31.,Q.32.,Q.32..1,Q.32..2,Q.32..3,Q.32..4,Q.32..5,Q.32..6,Q.32..7,Q.32..8,Q.32..9,Q.32..10,Q.32..11,Q.33A.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.43A.,Q.44A.,Q.45.,CARD..1,DECK..1,BALLOT..1,Q.46.,Q.47.,Q.48.,Q.48..1,Q.48..2,Q.48..3,Q.48..4,Q.48..5,Q.48..6,Q.48..7,Q.48..8,Q.48..9,Q.48..10,Q.48..11,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,V.57.,V.58.,V.59.
1,193,1064,1,9,6,2,6,2,2,2,2,3,2,2,2,1,2,2,3,3,2,4,5,2,2,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,5,3,3,1,3,2,193,1064,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,6,1169,2
1,193,1065,1,2,1,2,4,2,3,2,3,3,2,3,2,1,2,1,0,1,0,3,2,1,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,1,1,2,3,1,3,2,193,1065,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,5,3,3,1,5,1158,1
1,193,1066,2,11,1,5,11,3,1,2,2,3,1,2,2,1,2,1,5,3,2,1,1,1,3,3,1,1,3,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,1,2,7,3,3,1,3,2,193,1066,0,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,2,3,5,1,1,6,2154,3
1,193,1067,1,10,6,3,9,1,1,2,2,2,2,2,4,2,2,3,4,3,1,4,4,1,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,2,4,2,5,3,3,1,2,2,193,1067,3,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,5,3,1,5,2151,3
1,193,1068,1,4,6,1,4,3,2,3,1,2,2,1,2,1,3,3,0,2,0,4,3,2,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,2,2,1,0,7,1,3,1,2,2,193,1068,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,5,3,0,0,7,1139,2
1,193,1069,4,11,4,5,0,3,3,1,3,1,1,2,1,1,1,3,6,3,10,8,1,1,4,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,3,1,2,3,1,1,2,193,1069,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,0,1,7,1118,2
1,193,1070,3,10,4,2,4,0,1,1,2,4,2,2,1,1,1,3,1,1,3,2,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,2,5,1,3,1,1,2,193,1070,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,3,4,5,2,5,1225,1
1,193,1071,4,9,7,1,4,2,1,3,1,2,3,1,4,2,1,1,1,1,3,4,4,3,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,2,3,1,2,2,193,1071,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,5,3,4,2,5,1171,1
1,193,1072,1,6,3,2,4,2,1,2,2,1,1,2,3,3,1,3,3,3,2,9,4,4,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,2,1,2,7,3,3,1,2,2,193,1072,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,1,6,1175,2
1,193,1073,1,4,3,2,4,3,1,2,1,2,1,1,1,1,2,1,1,1,3,1,2,3,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,3,3,3,1,7,3,3,1,3,2,193,1073,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,5,1,3,1,5,1112,1
1,193,1074,2,9,3,5,14,1,3,1,1,3,1,2,2,1,1,2,7,2,3,2,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,1,3,1,1,2,7,4,3,1,1,2,193,1074,3,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,2,3,4,2,1,12,1160,2
1,193,1075,1,10,4,2,4,2,1,2,3,3,1,2,4,1,2,2,1,1,3,1,2,2,1,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,3,4,2,5,2,3,1,2,2,193,1075,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,5,2,3,1,5,1150,1
1,193,1076,1,8,4,2,4,2,4,1,2,3,2,2,2,1,2,2,1,1,3,1,2,3,4,3,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,3,2,3,7,3,3,1,2,2,193,1076,2,0,2,2,1,1,2,1,2,2,2,2,2,2,5,0,0,0,3,3,1,5,1103,1
1,193,1077,3,11,6,2,6,1,4,2,3,3,2,3,3,2,2,2,4,3,1,1,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3,3,2,1,4,2,2,1,3,2,193,1077,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,2,3,1,1,6,2120,3
1,193,1078,1,5,6,2,4,2,1,2,2,2,2,2,4,2,2,3,1,1,3,5,2,4,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,5,2,2,1,3,2,193,1078,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,3,5,2,7,1108,1
1,193,1079,1,10,2,2,4,1,1,1,2,2,2,1,2,1,1,3,1,1,3,3,4,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,7,2,2,1,3,2,193,1079,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,3,2,1,11,1137,1
1,193,1080,2,9,6,4,5,1,3,2,2,4,2,3,3,1,2,3,6,3,1,1,1,3,4,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,7,3,2,1,2,2,193,1080,3,2,1,2,1,2,2,2,2,1,2,2,2,2,5,2,2,2,5,2,1,3,2145,3
1,193,1081,1,10,7,2,4,3,4,2,3,2,2,3,4,1,2,4,1,1,3,2,3,3,2,3,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,3,3,2,2,7,2,2,1,1,2,193,1081,2,1,2,2,2,2,2,1,2,2,2,2,2,2,5,2,2,5,2,3,1,5,1183,1
1,193,1082,1,2,4,3,4,2,2,2,2,3,1,2,3,1,2,2,1,1,3,3,3,4,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,3,3,1,2,7,2,2,1,3,2,193,1082,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,5,2,4,2,5,1159,1
1,193,1083,3,9,4,1,3,1,2,2,2,3,1,1,2,3,2,2,5,3,1,1,8,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,4,1,7,1,2,1,1,2,193,1083,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,5,1,1,7,2127,3
1,193,1084,1,9,6,2,13,1,2,2,2,3,1,1,3,2,2,1,5,3,1,1,1,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,3,2,1,7,2,2,1,3,2,193,1084,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,5,1,1,9,2111,3
1,193,1085,3,6,8,2,4,2,2,2,2,3,2,2,3,1,3,2,0,2,0,3,7,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,0,0,0,1,0,2,2,1,3,2,193,1085,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,1,1,2,1176,2
1,193,1086,1,10,5,2,4,3,4,2,2,2,1,1,4,2,2,2,5,3,1,4,1,2,2,1,1,2,3,0,0,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,2,7,1,2,1,3,2,193,1086,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,2,2,1,7,2105,3
1,193,1087,1,10,3,4,4,1,1,2,0,2,1,2,4,2,2,3,1,1,3,2,2,3,0,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,1,1,2,7,1,2,1,2,2,193,1087,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,3,2,1,12,1115,1
1,193,1088,2,11,6,1,9,2,2,1,3,3,2,2,3,1,2,2,5,3,4,4,4,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,3,0,2,7,2,2,1,3,2,193,1088,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,3,2,2,2,1,2,1190,2
1,193,1089,1,11,5,3,5,1,1,2,2,2,2,3,4,3,2,3,5,3,1,2,1,3,1,1,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,2,2,2,2,2,1,2,2,2,2,0,2,0,2,2,1,2,2,7,2,2,1,2,2,193,1089,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,5,2,1,3,2140,3
1,193,1090,3,11,3,5,11,1,1,1,2,0,2,2,4,2,2,3,2,2,0,4,1,2,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,2,7,2,2,1,2,2,193,1090,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,4,1,3,3,1,0,5,2102,3
1,193,1091,1,5,5,3,11,1,1,2,2,2,2,2,4,1,2,2,5,3,1,1,1,2,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,3,1,1,2,1,1,2,1,3,2,193,1091,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,9,1105,2
1,193,1092,4,11,5,4,4,2,1,3,2,2,1,1,1,2,1,3,1,2,3,4,3,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,1,2,2,2,2,2,3,2,1,2,3,2,2,2,7,2,2,1,1,2,193,1092,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,5,5,2,6,1200,2
1,193,1093,4,11,5,1,9,1,1,1,2,2,2,2,3,1,2,3,4,3,1,2,4,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,2,1,1,1,2,2,2,2,1,2,2,193,1093,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,6,2135,3
1,193,1094,2,2,6,1,14,3,1,3,1,2,1,1,3,3,1,3,1,1,3,4,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,7,2,2,1,2,2,193,1094,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,5,2,6,1188,1
1,193,1095,3,8,5,4,10,2,1,3,1,1,1,1,4,2,3,3,6,3,4,6,2,1,2,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,3,1,2,7,2,2,1,0,2,193,1095,0,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,2,0,5,0,7,2139,3
1,193,1096,2,3,4,4,14,3,1,3,2,2,1,2,4,1,2,3,0,2,3,3,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,2,3,1,2,1,2,2,193,1096,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,5,5,1,5,1273,2
1,193,1097,1,5,5,6,4,1,2,2,1,2,2,2,2,2,1,0,1,2,0,5,2,3,2,1,3,1,1,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,0,3,1,1,5,2,2,1,0,2,193,1097,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,5,3,1,0,5,1134,2
1,193,1098,1,2,5,1,14,1,2,3,2,2,1,1,3,3,3,3,5,3,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,0,2,3,3,1,1,1,1,2,1,2,2,193,1098,3,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,2,2,5,1,1,5,2164,3
1,193,1099,1,9,1,4,14,1,3,1,3,2,3,2,1,2,2,1,5,3,10,4,10,2,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,3,2,7,1,2,1,1,2,193,1099,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,3,1,1,5,2114,3
1,193,1100,1,8,4,2,4,3,3,1,3,4,3,3,2,1,2,1,1,1,3,1,3,4,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,7,2,2,1,2,2,193,1100,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,5,2,3,0,6,1118,1
1,193,1101,1,6,4,4,5,2,2,2,2,4,1,2,2,1,3,1,1,1,3,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,4,1,2,1,2,2,193,1101,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,3,2,5,3,5,1,5,1254,1
1,193,1102,4,10,4,2,4,1,3,2,2,3,2,1,2,3,2,2,5,3,1,1,5,2,1,1,2,1,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,0,2,1,2,3,3,2,2,7,3,2,1,1,2,193,1102,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,3,3,3,3,1,1,3,2147,3
1,193,1103,4,7,6,6,9,2,1,3,1,2,2,2,4,2,2,3,5,3,3,4,2,1,1,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,0,0,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,7,2,2,1,1,2,193,1103,1,1,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,1,1,3,2,6,1192,2
1,193,1104,1,8,6,4,4,1,1,2,3,2,2,2,4,2,3,2,1,1,3,4,2,4,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,2,3,3,2,2,0,2,2,1,3,2,193,1104,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,4,5,2,6,1257,1
1,193,1105,1,9,5,3,4,3,1,2,1,3,3,2,1,1,2,3,1,1,3,2,3,4,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,5,1,2,1,1,2,193,1105,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,5,2,5,1,6,1259,1
1,193,1106,1,9,2,4,2,3,2,2,2,2,1,1,4,3,1,4,1,2,2,1,10,3,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,7,1,2,1,3,2,193,1106,3,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,7,1134,2
1,193,1107,2,8,6,1,2,2,1,3,2,4,1,1,4,3,2,3,1,2,5,3,5,4,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,7,1,2,1,3,2,193,1107,1,2,2,2,2,1,2,1,2,1,2,2,2,2,0,2,2,5,3,5,0,5,1142,2
1,193,1108,2,6,3,5,9,1,1,2,2,3,2,2,4,2,2,4,5,3,1,4,1,3,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,3,2,2,2,7,2,2,1,2,2,193,1108,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,1,1,6,1173,2
1,193,1109,1,10,1,3,5,2,2,2,2,3,1,2,3,1,2,4,2,2,4,6,2,3,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,3,2,2,7,1,2,1,3,2,193,1109,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,3,2,1,6,1209,2
1,193,1110,3,10,5,5,6,1,1,2,2,3,2,2,4,2,3,4,5,3,1,2,1,2,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,3,1,1,2,2,6,2,2,1,2,2,193,1110,3,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,2,1,3,2107,3
1,193,1111,4,7,5,4,4,1,2,2,2,3,1,2,2,2,2,4,5,3,10,4,1,3,1,1,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,3,1,1,1,2,7,1,2,1,1,2,193,1111,3,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,3,1,1,7,2144,3
1,193,1112,1,8,6,3,4,1,2,2,3,3,3,2,4,2,1,3,7,1,3,4,2,2,2,1,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,2,2,2,1,2,2,193,1112,2,2,2,1,1,1,2,2,2,1,2,2,2,2,5,2,2,4,4,3,1,12,1124,1
1,193,1113,1,5,5,6,14,1,3,1,3,3,3,3,1,1,2,1,2,3,1,8,1,1,4,2,2,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,3,2,1,4,3,1,2,2,1,3,2,193,1113,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,1,1,6,1144,2
1,193,1114,2,10,7,4,14,1,4,1,2,3,2,2,2,2,2,3,4,3,1,2,7,3,1,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,3,2,1,1,1,7,2,2,1,3,2,193,1114,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,2,1,3,2169,3
1,193,1115,2,3,5,5,1,1,1,2,2,2,2,2,3,1,1,3,5,3,3,1,2,1,5,2,1,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,7,2,2,1,2,2,193,1115,3,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,3,3,3,3,1,12,2136,3
1,193,1116,2,11,8,2,3,1,3,1,2,4,3,2,4,1,2,2,5,3,1,2,1,2,4,3,1,2,1,3,3,2,2,2,2,2,2,1,2,1,2,2,1,0,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,1,3,1,1,1,0,1,3,2,1,2,2,193,1116,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,3,4,3,1,1,4,2104,3
1,193,1117,1,3,5,1,6,1,4,2,2,3,2,2,3,0,2,4,4,3,1,1,1,2,0,2,1,3,3,1,0,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,2,2,2,2,2,2,1,1,2,0,3,2,3,2,3,0,0,1,3,2,1,1,2,193,1117,0,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,2,2,3,1,1,3,2132,3
1,193,1118,1,5,3,1,2,1,2,2,2,2,2,2,3,3,2,2,3,2,1,1,1,1,1,1,2,0,3,0,0,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,3,1,1,3,2,1,1,2,1,2,2,193,1118,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,5,1,1,7,1130,2
1,193,1119,1,5,5,2,4,3,1,1,2,2,2,2,3,2,2,4,1,1,3,1,3,2,1,1,3,1,3,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,2,2,2,1,1,2,193,1119,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,5,1,3,1,2,1105,1
1,193,1120,1,11,4,1,13,1,1,1,1,2,2,2,1,2,3,3,2,2,1,1,1,1,0,1,3,1,3,2,0,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,1,1,1,3,6,2,2,1,2,2,193,1120,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,1,1,1,1,2,1144,2
1,193,1121,1,10,4,2,4,2,1,1,2,3,1,2,4,3,2,3,3,2,1,6,1,1,1,1,3,1,3,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,0,3,3,2,4,2,6,2,2,1,2,2,193,1121,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,3,1,8,1101,2
1,193,1122,1,5,7,5,4,3,1,2,2,2,3,2,3,2,1,3,2,1,3,1,3,1,2,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,3,2,3,1,3,1,3,4,2,2,1,1,2,193,1122,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,5,2,3,1,5,1123,1
1,193,1123,2,4,5,4,8,1,2,2,2,3,2,2,4,2,3,3,3,3,4,1,1,3,1,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1,1,1,3,2,2,2,1,3,2,193,1123,1,1,2,2,2,2,2,2,2,1,2,2,2,2,5,3,2,4,4,1,1,11,1147,2
1,193,1124,1,3,4,3,4,2,0,2,2,1,1,2,3,2,2,3,2,2,0,2,3,3,2,1,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,3,2,2,3,2,7,1,2,1,3,2,193,1124,3,1,2,2,2,2,2,2,2,1,2,2,2,2,0,2,3,2,1,2,1,8,2107,3
1,193,1125,2,7,7,3,2,1,2,3,1,4,2,2,3,2,2,3,1,1,3,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,1,1,2,1,2,2,1,3,2,193,1125,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,1,12,1162,1
1,193,1126,4,9,6,5,1,3,1,1,2,3,2,2,4,1,2,2,5,3,4,1,3,4,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,3,3,1,2,2,3,2,1,3,2,193,1126,3,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,5,3,2,1,6,2104,3
1,193,1127,2,11,7,4,9,1,2,3,2,3,2,2,4,3,1,3,2,3,1,4,1,1,4,1,1,2,3,1,1,2,2,1,1,2,2,2,2,2,2,2,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,3,2,1,1,2,6,3,2,1,1,2,193,1127,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,4,1,3,4,2,1,4,2119,3
1,193,1128,4,9,3,0,4,0,2,3,1,1,3,1,1,2,1,3,0,3,1,3,7,3,4,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,1,2,7,3,2,1,1,2,193,1128,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,4,4,3,2,3,2105,3
1,193,1129,1,0,6,2,14,1,3,2,3,4,3,3,1,1,2,2,3,2,1,1,1,2,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,3,1,1,4,2,4,1,2,1,3,2,193,1129,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,2,2,2,1,1,5,1233,2
1,193,1130,4,7,6,5,6,1,4,2,2,2,2,2,4,2,1,3,2,2,4,1,1,1,1,3,2,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,1,1,1,1,6,2,2,1,3,2,193,1130,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,3,3,4,4,1,1,11,1161,2
