CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35H.,Q.35I.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.39H.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.0.,Q.64.,V.66.,V.67.,V.68.,V.69.
1,100,1525,5,3,4,9,9,1,40,1,2,7,0,0,4,3,2,3,3,3,2,1,3,1,1,2,8,3,2,4,3,1,2,1,1,2,4,5,4,4,3,1,3,3,3,3,4,1,1,1,1,1,1,1,0,2,1,1,2,2,2,3,2,3,3,3,2,2,100,1525,5,2,3,2,3,1,3,2,3,1,1,2,2,2,4,3,4,4,4,2,2,1,2,1,2,3,2,2,1,1,1,1,1,4,1,6,4,2,1,1,1,3,3,1,4,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,1,12,10,7,13
1,100,1526,5,3,4,1,5,3,30,1,2,7,1,0,2,2,1,1,2,3,2,6,2,1,2,2,8,2,2,1,3,2,2,1,1,0,2,4,3,3,4,1,3,3,3,3,4,1,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,3,1,3,2,2,100,1526,5,1,3,2,2,1,2,2,2,1,1,2,2,1,4,3,4,4,4,2,2,1,1,2,3,2,1,2,1,5,2,1,4,4,1,6,4,2,1,1,1,3,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,4,10,7,4,11
1,100,1527,5,3,4,10,10,1,84,1,3,7,1,7,1,3,1,1,2,1,2,3,1,1,2,2,0,1,2,1,4,1,2,2,2,2,2,4,4,2,3,1,4,2,2,2,1,1,1,2,1,1,1,3,3,2,1,1,3,1,2,3,2,4,3,0,2,2,100,1527,5,2,1,2,2,3,3,2,1,2,3,4,4,2,4,2,4,4,2,1,2,1,1,1,4,1,1,1,1,1,1,1,2,4,1,6,4,2,1,2,2,3,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,9,11,8,14
1,100,1528,5,4,4,3,3,3,85,1,1,1,3,1,2,2,1,2,2,2,2,6,2,2,1,1,8,2,1,1,3,2,2,2,2,6,4,4,4,4,3,1,2,3,3,2,3,1,1,2,1,1,1,2,1,1,1,2,1,3,2,2,3,3,3,2,2,2,100,1528,5,2,2,3,2,2,3,2,2,2,3,4,4,3,4,3,4,4,3,2,1,3,1,1,3,1,1,1,1,1,2,1,2,5,1,6,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,11,10,7,14
1,100,1529,5,4,4,10,9,3,70,1,2,1,2,7,1,1,1,2,1,2,2,6,3,2,1,2,8,2,2,2,3,2,2,1,2,2,2,3,3,2,3,3,4,3,2,1,4,1,3,3,3,1,1,2,0,3,2,5,1,1,2,2,2,3,3,3,2,2,100,1529,5,2,3,3,3,1,2,1,5,4,4,2,2,2,4,4,4,2,3,2,2,3,1,2,3,1,1,1,1,2,1,1,2,5,1,6,4,2,2,1,2,1,2,1,2,4,4,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,1,13,10,6,12
1,100,1530,5,6,4,3,5,3,83,1,1,7,0,0,2,2,1,2,2,2,2,4,3,1,2,2,8,2,2,1,0,2,2,2,1,5,2,2,2,2,2,2,4,3,2,2,1,1,1,2,2,1,1,2,3,3,3,2,3,3,2,2,2,3,3,3,2,2,100,1530,5,2,3,3,3,3,3,3,2,4,2,2,2,4,4,4,4,4,4,2,1,3,1,3,2,2,1,1,1,1,2,1,2,5,1,6,4,2,1,1,2,1,2,2,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,2,14,9,6,11
1,100,1531,5,3,4,9,2,4,20,1,0,3,2,1,2,2,3,1,1,2,2,6,3,1,1,2,8,1,1,2,3,2,2,1,2,6,2,2,2,2,3,1,1,3,3,3,0,1,1,1,1,1,1,2,3,1,1,1,1,1,3,2,2,3,3,2,2,2,100,1531,5,2,3,3,2,3,3,2,1,2,2,4,4,4,4,4,4,3,4,2,2,1,2,1,3,1,1,1,1,1,1,1,2,5,1,6,3,2,2,1,1,2,1,1,3,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,3,13,10,7,15
1,100,1532,5,4,4,8,2,2,60,1,2,7,1,0,1,2,1,2,2,3,2,6,3,2,1,2,8,3,2,4,0,1,2,2,1,2,2,2,4,4,2,1,1,3,3,1,4,1,1,2,3,1,1,1,3,2,2,1,1,1,3,2,2,3,3,2,2,2,100,1532,5,2,3,3,3,3,2,1,2,2,4,4,4,4,4,2,4,4,4,2,1,1,2,1,3,1,3,5,3,5,5,2,3,4,1,7,3,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,1,14,11,7,14
1,100,1533,5,5,4,9,6,2,30,1,2,2,3,1,1,1,2,1,2,3,2,6,3,1,1,2,8,2,2,2,3,2,2,2,2,1,2,4,4,3,2,1,1,3,3,2,1,1,1,1,1,1,1,2,3,3,1,1,1,1,2,3,3,3,3,2,2,2,100,1533,5,2,3,3,2,3,2,2,1,2,2,4,4,2,4,3,4,4,4,2,1,1,1,2,3,1,1,1,1,1,5,1,4,4,1,7,4,2,2,1,2,1,1,1,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,0,1,12,12,8,16
1,100,1534,5,6,4,9,2,2,87,1,3,2,2,7,1,1,1,1,4,2,1,6,2,1,1,2,8,1,2,4,3,1,1,1,1,6,2,5,5,4,2,3,1,3,3,2,1,1,1,1,1,1,1,2,3,2,1,1,3,3,2,3,2,4,3,2,1,2,100,1534,5,1,2,3,2,3,3,2,2,2,2,4,4,2,4,1,4,4,4,1,2,3,2,1,3,1,1,2,1,1,1,1,2,4,1,7,4,2,1,1,2,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,2,10,14,8,14
1,100,1535,5,6,4,4,6,4,23,1,1,1,2,7,1,3,1,1,1,2,2,6,3,3,1,2,8,0,0,2,5,3,2,1,1,6,3,5,5,5,3,1,1,2,3,2,1,1,1,2,1,1,1,2,3,2,1,2,1,1,2,2,1,2,2,3,2,2,100,1535,5,2,0,2,0,4,2,3,1,1,1,1,1,1,1,1,4,4,1,2,2,3,1,2,3,2,1,2,1,5,4,1,2,4,1,7,4,2,1,2,1,1,1,1,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0,3,9,4,3,16
1,100,1536,5,4,4,4,9,1,21,1,3,3,2,7,1,1,1,1,1,2,2,4,3,1,1,2,8,2,1,4,3,1,1,2,2,2,2,4,5,3,4,1,4,3,2,1,1,1,1,1,1,1,1,0,3,3,1,1,1,1,3,2,3,4,3,3,2,2,100,1536,5,2,3,3,3,1,3,1,1,2,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,7,4,2,1,1,2,3,2,1,1,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,3,14,15,9,15
1,100,1537,5,5,4,9,6,2,18,1,3,2,3,1,1,1,1,1,1,2,3,6,2,1,1,1,8,2,3,3,3,1,2,1,1,3,3,3,1,1,4,3,4,2,2,2,1,1,1,3,1,1,1,2,3,3,2,3,1,1,2,3,3,4,2,3,2,2,100,1537,5,1,3,3,2,1,3,1,1,4,4,4,4,4,4,4,4,4,2,1,2,3,2,1,2,3,1,1,1,5,5,1,3,4,1,7,4,2,1,1,2,3,1,2,1,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,13,13,8,15
1,100,1538,5,4,4,2,11,2,33,1,2,2,3,1,2,2,1,2,1,2,2,6,2,2,1,1,8,1,2,4,3,1,2,2,2,3,2,2,1,2,4,3,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,3,2,2,2,100,1538,5,2,1,2,2,2,2,2,2,2,2,1,3,4,3,4,4,4,4,2,2,1,2,1,3,1,1,2,2,2,3,2,2,4,1,7,4,2,1,1,2,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,2,8,11,7,16
1,100,1539,5,4,4,9,5,3,30,1,1,2,3,7,1,2,1,1,1,2,2,6,3,3,1,1,8,2,1,4,10,2,2,2,2,2,3,4,5,3,2,2,2,3,3,3,4,1,1,2,1,1,1,2,0,3,2,2,3,3,2,2,2,2,3,3,2,2,100,1539,5,2,2,3,3,1,2,1,2,2,2,3,4,4,0,3,4,4,1,1,1,1,1,2,3,1,2,4,1,3,1,1,3,4,1,7,4,2,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,12,8,5,14
1,100,1540,5,3,4,9,12,1,83,1,1,1,3,1,1,2,1,1,2,2,2,1,3,1,1,2,0,2,2,2,3,2,1,2,1,1,4,0,6,2,3,2,2,3,2,2,3,1,1,3,3,1,1,2,0,3,2,1,3,3,3,1,3,4,3,2,2,2,100,1540,5,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,2,0,1,2,4,3,1,1,1,1,5,1,4,4,1,7,3,2,1,2,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,2,9,12,8,14
1,100,1541,5,3,4,9,2,2,22,1,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,8,1,3,1,3,2,2,1,1,4,3,2,4,4,3,1,4,3,2,3,1,1,1,3,1,1,1,0,0,1,2,2,3,1,2,3,2,3,2,3,2,2,100,1541,5,1,3,3,3,3,2,1,3,3,4,4,4,4,4,3,4,4,3,2,2,1,1,1,2,2,1,2,2,1,1,1,2,4,1,7,4,2,1,1,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,15,9,6,14
1,100,1542,5,3,4,9,2,3,5,1,1,1,1,1,1,1,2,1,1,2,1,6,3,1,2,2,8,1,0,4,3,2,2,1,1,0,2,2,2,2,4,1,1,3,3,2,4,1,1,1,1,1,1,3,3,3,1,1,1,1,1,2,3,3,2,3,2,2,100,1542,5,1,1,3,1,2,3,3,5,2,4,4,4,4,4,4,4,3,4,2,1,1,2,1,2,1,1,5,1,5,5,1,4,4,1,7,4,2,1,1,2,3,2,2,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,2,9,9,5,12
1,100,1543,5,4,4,3,2,3,0,1,2,1,1,1,2,2,2,3,2,3,2,1,1,2,1,2,8,1,3,4,3,3,3,2,2,4,3,2,1,4,4,3,1,3,3,2,3,1,1,1,2,2,1,2,3,2,2,1,3,2,1,2,1,3,2,2,1,2,100,1543,5,2,2,1,1,2,1,3,2,2,1,3,4,2,4,3,4,4,2,2,2,1,1,2,3,1,2,1,1,1,1,1,3,4,1,7,3,2,1,2,2,2,2,3,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0,2,3,4,3,12
1,100,1544,5,4,4,4,8,3,23,1,2,2,3,2,1,1,1,1,2,2,2,6,3,1,1,1,8,2,2,4,3,2,2,1,2,2,2,2,2,4,4,2,3,3,2,3,4,1,1,1,1,1,1,1,1,0,1,5,2,1,3,3,3,3,3,3,2,2,100,1544,5,2,2,3,3,2,3,1,1,4,1,4,2,4,4,4,4,4,2,1,1,1,2,1,1,1,1,1,2,4,4,1,4,4,1,7,4,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,14,13,9,16
1,100,1545,5,6,4,6,4,2,30,1,3,2,1,1,1,2,2,1,1,1,2,3,1,2,1,2,8,1,2,2,3,2,2,2,2,1,3,3,3,3,4,2,2,3,2,2,1,1,1,3,1,1,1,1,3,3,2,2,2,1,2,2,2,3,3,2,1,2,100,1545,5,2,3,3,3,3,2,3,5,2,4,4,3,3,4,4,4,4,4,2,2,3,1,1,2,1,2,2,1,3,3,3,2,4,1,7,4,2,2,2,2,2,1,1,3,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,4,10,9,6,14
1,100,1546,5,4,4,9,1,1,21,1,3,3,2,1,1,2,2,1,1,3,2,2,2,1,1,2,8,1,2,2,3,2,2,1,1,2,3,4,4,3,2,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,3,2,2,100,1546,5,2,2,3,3,2,2,3,2,1,2,4,4,3,4,2,4,4,4,2,2,1,1,1,2,1,1,1,1,1,2,2,2,4,1,7,4,2,1,0,1,3,2,1,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,11,9,6,15
1,100,1547,5,6,4,9,6,2,28,1,2,2,1,2,1,2,2,1,2,2,2,6,3,3,1,2,2,2,2,2,3,0,4,1,1,3,2,2,2,2,2,3,2,3,3,3,1,1,1,1,3,1,1,1,3,3,1,2,2,2,2,2,3,4,3,3,2,2,100,1547,5,2,3,3,2,3,2,2,3,2,4,4,4,3,4,4,4,4,4,1,2,3,1,1,2,2,1,3,1,4,3,1,4,5,1,7,4,2,1,1,1,1,1,1,1,4,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,1,13,9,8,12
1,100,1548,5,5,4,11,8,2,60,1,1,1,1,1,4,3,1,2,3,1,1,4,3,2,1,1,1,2,1,4,4,2,3,2,2,2,2,3,3,2,2,1,1,3,3,1,2,1,1,1,1,3,1,2,0,3,1,5,1,1,2,1,2,3,2,3,2,2,100,1548,5,2,3,3,3,2,2,3,3,2,2,2,2,2,2,4,2,2,2,1,2,3,1,2,3,1,1,4,1,2,2,1,5,5,1,7,4,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,12,5,4,16
1,100,1549,5,4,4,9,2,3,24,1,2,2,1,2,2,3,2,1,2,2,1,3,2,2,1,1,8,1,3,4,0,2,3,2,1,0,4,2,2,2,2,3,4,3,3,1,1,1,1,3,3,1,1,3,3,3,2,1,3,1,1,2,3,3,2,2,2,2,100,1549,5,1,1,2,3,2,1,2,2,2,1,4,4,2,4,4,4,4,2,2,2,0,2,1,2,3,1,1,1,2,1,1,2,5,1,7,4,2,2,2,2,3,1,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,2,8,6,5,11
1,100,1550,5,4,4,7,2,2,28,2,2,3,2,7,2,2,1,1,2,2,2,1,3,1,2,1,8,1,3,2,11,2,2,2,2,3,2,4,4,2,3,3,1,3,3,2,4,1,1,1,1,1,1,2,3,2,1,1,2,1,1,1,2,3,2,2,2,2,100,1550,5,2,3,3,1,1,1,2,2,3,2,3,4,2,4,3,4,4,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,5,1,7,3,2,1,1,2,1,2,2,1,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,3,8,6,3,13
1,100,1551,5,3,4,0,6,2,40,1,2,1,2,7,4,1,1,1,1,1,1,4,3,1,2,1,8,1,2,4,5,2,2,1,1,4,4,4,5,4,2,1,1,3,2,3,4,1,1,1,2,2,1,2,0,3,2,1,1,3,2,3,1,4,3,2,2,2,100,1551,5,2,2,0,0,4,0,2,2,1,1,4,4,1,4,1,4,4,4,2,2,3,1,2,2,2,1,5,1,1,1,1,4,5,1,7,4,2,3,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,0,4,9,11,7,13
1,100,1552,5,5,4,8,5,3,10,2,1,1,2,7,1,3,1,1,2,1,2,4,3,3,1,1,1,2,1,1,5,3,2,2,2,1,2,5,4,4,1,1,1,3,3,2,3,1,1,2,3,1,1,1,3,3,3,2,3,3,2,2,3,2,2,2,2,2,100,1552,5,1,2,3,2,2,3,1,2,2,3,3,4,3,4,4,4,4,3,1,1,1,1,3,5,2,2,3,3,4,2,1,4,2,3,4,4,1,1,1,2,1,2,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,3,12,6,5,14
1,100,1553,5,3,4,3,10,1,20,1,2,2,1,2,1,2,2,1,1,2,3,6,1,1,1,2,8,1,2,1,5,3,2,1,1,3,2,2,2,2,3,1,4,3,3,3,1,1,1,1,1,1,1,2,3,2,1,1,3,3,2,2,2,3,3,2,2,2,100,1553,5,1,2,0,0,2,1,3,1,1,1,2,2,2,0,2,0,0,2,2,2,3,1,2,3,2,2,1,1,1,1,1,1,3,3,4,4,2,1,0,2,3,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,7,8,6,16
1,100,1554,5,6,4,13,2,2,24,1,1,7,0,0,0,3,1,2,2,3,2,6,1,1,1,0,8,1,3,1,3,3,3,2,1,6,2,2,1,2,4,2,3,3,2,1,1,1,1,1,3,2,1,2,0,2,1,2,3,1,3,1,2,2,3,3,2,2,100,1554,5,2,3,1,1,1,2,3,2,1,2,4,2,3,4,1,2,4,4,1,2,2,1,1,3,1,1,1,1,3,4,1,2,2,3,5,4,2,1,2,2,3,1,1,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,7,5,5,16
1,100,1555,5,4,4,2,2,3,25,1,1,7,0,7,1,3,2,2,1,2,2,6,1,1,1,1,8,1,0,4,3,3,2,1,1,3,1,4,2,3,4,3,3,3,3,2,4,0,1,1,1,1,1,3,3,3,1,1,3,1,1,2,1,2,1,2,1,2,100,1555,5,2,2,2,2,1,1,3,2,1,1,1,1,2,4,2,4,4,2,2,2,1,1,3,4,1,1,2,1,1,5,1,3,1,2,5,3,2,1,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,4,2,1,12
1,100,1556,5,4,4,9,9,1,75,1,3,2,1,1,3,2,2,2,3,3,1,6,1,2,1,2,8,2,3,1,4,2,3,2,2,2,2,2,2,2,1,1,4,3,3,1,4,1,1,3,3,1,1,3,1,1,1,1,1,1,1,2,2,3,3,2,3,2,100,1556,5,2,0,0,0,4,1,3,2,1,2,4,4,2,4,4,4,4,4,2,1,1,2,3,4,1,1,3,2,4,4,1,2,3,2,5,3,2,1,2,1,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,2,6,7,5,14
1,100,1557,5,4,4,9,9,1,30,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,0,1,2,2,3,2,2,1,1,2,2,2,2,2,3,2,4,2,2,3,4,1,1,1,1,1,1,0,0,0,1,1,2,2,2,2,3,4,2,2,2,2,100,1557,5,2,0,0,0,1,0,2,2,3,4,3,4,2,4,1,4,4,4,1,2,3,1,1,3,1,1,3,1,2,5,1,1,3,3,6,4,2,1,1,1,3,1,1,3,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,1,8,10,7,12
1,100,1558,5,3,4,9,10,2,84,1,2,2,2,1,1,2,1,1,2,2,3,3,1,1,2,2,0,1,1,4,3,2,2,1,1,3,1,2,2,2,4,2,3,3,3,2,1,1,1,4,0,1,4,0,0,2,1,1,3,1,1,3,1,1,2,2,2,2,100,1558,5,2,0,0,0,1,0,2,3,1,1,0,1,0,0,1,0,0,0,1,2,1,2,1,3,1,1,1,1,1,1,1,2,2,3,7,4,2,1,1,2,3,1,1,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,8,6,3,14
1,100,1559,5,4,4,9,2,2,30,1,4,7,3,1,2,2,2,1,1,2,0,4,1,1,1,0,0,0,2,4,3,0,1,1,1,3,2,3,6,4,4,0,0,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,3,3,3,3,3,4,3,2,2,2,100,1559,5,2,0,0,0,4,0,1,2,2,4,2,2,2,0,2,4,4,2,2,2,1,2,1,2,2,1,1,1,1,1,1,3,2,3,7,4,2,1,2,2,3,2,1,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,2,10,13,10,19
1,100,1560,5,6,4,13,2,3,24,1,1,7,0,3,2,1,1,2,1,2,1,6,3,1,1,2,8,2,2,2,3,3,3,1,1,4,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,0,1,1,0,2,1,1,1,1,2,2,3,3,3,1,1,2,100,1560,5,2,2,3,2,3,2,2,3,3,2,4,4,4,4,2,4,4,2,2,2,2,1,1,2,2,1,1,1,1,1,1,3,1,3,7,4,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,2,8,9,7,16
1,100,1561,5,4,4,4,11,1,30,1,2,2,1,2,1,1,2,1,1,2,1,6,1,1,1,1,0,1,2,2,11,1,2,1,1,1,3,2,2,2,3,1,3,3,2,2,4,1,1,3,1,1,1,2,3,1,1,2,1,1,3,2,2,2,3,3,2,2,100,1561,5,2,3,3,3,2,3,2,5,4,4,4,2,4,2,4,4,4,4,1,2,1,1,1,3,1,1,5,1,1,1,1,1,3,2,7,4,2,1,2,2,3,1,1,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,1,14,11,6,16
1,100,1562,5,3,4,6,2,2,20,1,3,2,2,1,1,2,2,2,2,2,3,6,2,2,2,1,1,1,2,2,3,2,2,2,2,1,3,3,2,5,2,3,2,3,2,2,1,1,1,3,1,1,1,2,0,3,2,1,1,1,2,2,1,2,1,1,1,2,100,1562,5,2,3,3,2,1,3,2,3,2,1,3,3,4,4,3,4,4,3,2,2,1,1,2,3,1,1,1,1,5,2,3,3,3,2,7,4,2,1,1,1,3,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0,3,8,5,2,15
1,100,1563,5,3,4,9,5,3,85,1,2,1,2,7,4,3,1,2,1,1,2,1,3,3,1,2,8,1,2,1,5,3,3,2,2,6,3,4,5,5,1,1,1,3,3,4,4,1,1,1,1,1,1,2,0,2,1,1,3,3,1,2,1,1,2,2,3,2,100,1563,5,2,2,3,2,1,1,3,3,1,1,2,1,2,2,4,4,4,3,1,2,1,2,1,4,2,1,3,3,3,1,1,2,4,3,8,4,2,1,1,1,1,1,2,3,1,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,2,6,2,2,14
1,100,1564,5,5,4,9,7,2,14,1,3,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,8,1,2,2,3,2,2,2,2,6,2,2,2,4,4,1,4,3,2,2,1,1,1,1,1,1,1,1,3,3,2,1,1,1,2,3,2,4,3,2,2,2,100,1564,5,2,3,3,2,2,3,2,1,1,2,4,4,4,4,2,4,4,2,2,2,1,2,2,3,3,3,1,1,5,2,2,2,4,3,8,4,2,1,1,1,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,12,11,8,14
1,100,1565,5,6,4,4,11,1,0,1,0,3,3,3,1,2,2,1,1,2,3,4,1,1,1,2,8,1,3,4,2,1,1,2,2,3,2,2,2,1,3,1,2,3,3,1,1,1,1,1,1,1,1,2,3,3,1,2,1,1,2,3,1,3,3,3,2,2,100,1565,5,2,2,3,2,1,2,2,2,1,2,3,4,4,4,4,4,4,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,4,2,8,4,2,1,1,2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,10,11,6,15
1,100,1566,5,4,4,9,6,2,60,1,3,7,0,7,4,3,2,2,3,3,2,1,3,1,2,1,0,2,2,2,4,3,2,1,1,0,4,5,5,5,1,1,1,0,0,1,4,1,1,1,1,1,1,2,1,3,2,5,1,1,1,2,1,3,2,2,1,2,100,1566,5,2,1,1,1,1,1,3,0,2,1,1,1,0,4,2,4,4,4,2,1,1,2,2,3,1,1,1,1,1,1,0,2,4,2,8,4,2,3,1,2,0,1,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,4,3,13
1,100,1567,5,3,4,9,5,3,16,1,3,4,1,6,2,1,1,2,2,2,3,1,2,2,1,2,4,1,1,2,11,2,2,1,1,1,3,3,3,3,4,3,3,3,2,3,1,1,0,1,1,1,1,1,3,0,1,1,1,1,3,3,3,3,3,3,2,2,100,1567,5,2,3,3,3,3,3,2,1,3,4,4,4,4,4,4,4,4,4,2,1,1,1,1,3,1,0,1,1,1,1,1,4,5,3,9,3,2,1,2,2,3,1,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,15,13,9,19
1,100,1568,5,4,4,9,10,1,40,1,1,7,3,7,1,2,2,1,1,3,2,1,1,3,1,2,8,1,3,4,4,2,2,2,1,3,3,2,1,3,4,1,4,3,3,3,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,3,3,2,1,2,100,1568,5,2,3,2,2,3,2,3,2,1,2,2,2,2,3,3,4,4,2,1,2,3,1,1,4,1,1,3,1,3,3,1,4,4,3,9,4,2,1,1,2,3,2,2,4,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,2,8,8,5,14
1,100,1569,5,4,4,3,2,2,0,1,1,3,2,2,1,2,1,1,2,2,2,6,3,1,1,2,8,2,2,1,4,2,3,2,0,2,2,4,4,4,2,1,1,3,3,2,1,1,1,1,3,1,1,2,3,2,2,2,3,3,1,2,2,3,1,3,2,2,100,1569,5,1,2,3,3,2,3,2,2,1,2,4,4,4,4,1,4,4,4,2,1,1,2,3,3,2,3,4,3,4,2,3,1,4,2,9,4,2,1,1,2,1,2,2,4,2,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,13,5,3,13
1,100,1570,5,6,4,4,2,3,30,1,2,2,1,2,1,1,1,1,1,2,2,1,1,3,1,2,8,1,2,4,3,1,2,1,1,3,3,3,4,3,3,3,4,3,3,2,4,1,2,2,0,1,1,0,0,0,2,1,2,2,2,3,3,3,3,3,2,2,100,1570,5,2,3,2,3,3,3,2,1,2,2,4,4,4,0,2,4,4,4,2,2,1,1,1,3,2,1,5,1,2,1,1,1,4,2,9,4,2,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,14,13,8,11
1,100,1571,5,3,4,10,10,3,14,1,1,1,2,7,3,2,2,3,2,1,1,2,2,1,2,1,1,1,3,1,4,3,2,1,1,2,4,4,4,4,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,100,1571,5,2,2,2,2,1,1,3,2,4,2,2,2,2,2,2,4,2,2,1,1,0,1,2,3,1,1,1,1,2,5,1,1,4,2,9,4,2,3,1,2,1,2,1,1,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,6,3,1,12
