CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.41.,Q.44.,Q.45.,Q.46.,Q.47A.,Q.47B.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.62.,Q.63.,Q.65.,Q.66A.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.66B.,Q.66B..1,Q.66B..2,Q.66B..3,Q.67.,Q.68.,Q.69.,Q.70.,Q.71A.,Q.71B.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.76.,Q.77A.,Q.77B.,Q.77C.,Q.78.,Q.81.,Q.82.,Q.83.,Q.84A.,Q.85A.,Q.85B.,V.87.,V.88.,V.89.,V.90.
1,115,67,2,6,11,5,6,3,2,8,8,3,0,12,1,4,1,9,1,1,2,1,1,2,2,3,2,1,1,1,1,1,1,2,4,3,2,3,3,3,2,1,3,2,2,1,3,3,3,2,2,3,2,2,3,2,1,4,1,1,2,3,3,4,2,2,2,115,67,2,0,0,0,0,2,2,2,4,1,1,1,3,2,3,3,2,1,1,1,1,3,2,3,3,2,2,1,18,73,1
1,115,68,2,3,10,4,7,1,1,7,7,2,3,14,2,4,4,4,2,2,2,2,2,1,2,2,2,2,2,1,4,6,10,2,3,2,1,3,4,4,1,3,2,4,3,1,3,3,2,2,2,4,2,1,3,1,2,3,2,1,1,4,2,3,2,2,2,115,68,2,0,0,0,0,1,1,3,4,2,2,3,3,2,3,3,2,1,1,1,1,3,3,2,3,3,1,1,10,19,4
1,115,69,2,2,10,5,7,3,1,6,8,2,5,14,2,4,4,4,1,1,1,2,2,2,2,2,2,2,1,1,3,3,1,1,4,2,1,2,3,4,1,2,2,4,2,1,3,4,4,3,4,4,2,1,3,3,2,3,2,1,1,2,1,4,2,2,2,115,69,2,0,0,0,0,2,1,3,2,2,2,5,3,1,3,3,4,1,1,1,1,3,4,1,1,2,2,1,31,2,2
1,115,70,2,3,8,4,7,3,2,8,0,2,5,19,2,4,18,4,1,2,2,2,3,3,4,2,2,3,2,1,4,5,1,1,3,3,1,3,5,4,4,2,2,3,4,0,0,1,5,5,4,5,2,1,3,1,2,2,2,2,0,0,0,3,3,2,2,115,70,2,0,0,0,0,3,0,0,0,1,1,8,3,0,3,2,4,2,1,1,0,2,5,3,3,3,2,1,11,122,1
1,115,71,2,3,9,5,5,3,1,6,8,2,4,10,2,4,5,9,2,1,3,1,2,2,2,1,1,1,1,1,1,4,1,2,3,2,1,3,4,4,1,1,4,4,2,1,3,3,2,2,4,4,1,4,3,1,1,3,2,4,1,2,1,4,2,2,2,115,71,2,0,0,0,0,4,1,3,2,1,2,6,3,2,3,3,2,1,1,1,2,3,5,3,1,1,1,1,33,9,2
1,115,72,2,1,8,5,5,4,1,6,6,2,5,10,2,4,8,9,1,2,1,0,2,1,4,2,2,3,1,1,3,3,1,1,4,2,3,3,3,3,2,1,4,5,1,1,3,3,3,3,3,3,2,3,4,1,2,3,3,1,1,3,4,4,3,1,2,115,72,2,1,1,2,1,1,4,1,4,1,2,11,3,5,4,4,2,1,2,2,1,1,3,3,1,2,1,1,32,16,2
1,115,73,2,5,11,1,2,5,1,8,1,3,6,27,2,4,2,8,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,3,3,2,1,0,0,2,1,3,3,3,3,3,4,2,3,3,1,1,3,2,1,1,6,2,3,2,2,2,115,73,2,0,0,0,0,3,1,1,4,1,1,2,3,1,3,3,1,2,1,2,1,3,5,3,1,3,3,1,38,16,1
1,115,74,2,1,10,4,4,2,1,6,6,3,0,44,2,4,3,8,1,1,2,2,1,2,2,1,1,1,1,1,4,5,9,2,4,2,1,3,3,3,1,4,1,3,4,1,3,1,3,4,3,3,3,4,3,1,2,3,3,2,1,2,4,4,3,1,2,115,74,2,1,1,2,2,3,2,0,2,2,2,5,3,2,3,3,1,1,1,1,1,3,1,3,3,2,1,1,34,9,2
1,115,75,2,3,10,5,2,5,1,6,6,3,8,41,2,4,4,1,1,1,1,2,2,2,2,1,1,1,1,1,4,1,7,2,3,3,1,2,4,3,1,1,4,5,1,2,1,1,3,2,3,4,2,4,3,2,2,4,2,2,1,2,2,4,2,2,2,115,75,2,0,0,0,0,3,2,2,4,2,2,2,3,2,3,1,1,1,1,1,1,3,1,3,1,2,1,1,31,6,2
1,115,76,2,4,10,4,8,2,1,8,7,4,6,24,2,4,6,4,2,1,2,2,2,2,2,2,2,2,3,1,3,3,1,2,2,3,2,3,4,3,2,1,3,2,2,1,3,3,2,3,4,4,2,1,3,1,3,3,2,1,1,6,1,4,2,2,2,115,76,2,0,0,0,0,3,2,2,2,1,2,2,3,2,3,3,2,1,2,2,2,3,4,2,1,3,3,1,35,3,1
1,115,77,2,6,10,5,1,3,2,11,11,3,0,24,2,4,6,9,1,1,3,2,2,2,2,1,1,1,2,1,1,2,9,2,1,2,1,2,3,2,2,1,2,2,1,1,3,3,2,2,2,2,2,2,2,2,1,3,4,4,2,3,3,4,1,2,2,115,77,2,0,0,0,0,3,4,1,2,1,1,9,1,1,3,2,1,1,1,1,1,3,1,3,3,2,3,1,18,23,5
1,115,78,2,5,10,5,2,5,2,7,8,1,6,25,2,4,24,2,1,2,3,2,3,2,2,3,2,2,2,2,4,3,9,2,3,3,2,3,5,4,2,2,3,4,3,1,3,1,4,4,3,4,2,4,4,2,1,3,1,1,2,2,5,3,3,2,2,115,78,2,0,0,0,0,3,2,3,4,1,2,3,3,2,3,2,3,1,2,2,1,3,3,2,2,3,1,1,10,92,4
1,115,79,2,4,10,4,2,3,1,6,8,1,6,26,2,4,5,4,1,2,1,2,2,3,3,3,3,2,2,3,3,1,9,2,3,2,2,2,4,3,1,2,3,4,4,2,1,3,4,4,4,4,2,2,3,2,3,3,2,4,1,3,2,4,3,2,2,115,79,2,0,0,0,0,2,2,1,4,1,2,4,3,2,3,2,2,1,1,1,2,3,3,2,2,3,3,1,30,2,2
1,115,80,2,4,10,4,2,5,2,7,7,1,6,27,1,4,9,4,1,1,1,3,2,2,1,3,3,3,2,1,4,1,1,2,4,3,1,3,5,3,1,1,4,2,4,1,3,3,2,2,2,2,1,4,2,1,1,3,1,1,1,1,3,4,2,2,2,115,80,2,0,0,0,0,2,2,1,4,2,2,2,3,1,2,3,1,2,1,1,1,3,1,2,1,2,2,1,18,45,4
1,115,81,2,3,9,4,3,2,1,7,3,1,6,24,2,4,24,3,2,2,1,2,2,3,2,3,2,2,1,1,4,5,1,2,4,3,1,2,3,3,1,1,2,6,2,2,1,1,3,2,3,3,1,1,3,2,2,3,1,1,3,2,4,2,2,2,2,115,81,2,0,0,0,0,3,3,4,4,1,1,3,3,1,2,3,2,2,2,2,2,3,3,1,2,1,1,1,10,97,4
1,115,82,2,4,9,5,3,1,1,7,7,1,6,24,2,4,24,9,2,1,2,1,1,2,1,1,1,1,1,1,1,1,10,1,2,1,1,2,3,4,1,1,1,6,2,1,2,3,1,1,1,1,2,1,3,1,1,4,1,1,2,6,1,1,1,2,2,115,82,2,0,0,0,0,3,1,3,4,1,2,6,1,1,2,3,1,1,1,1,1,3,2,2,1,2,2,1,10,9,4
1,115,83,2,1,3,5,2,1,1,9,9,3,7,33,2,4,7,6,1,1,2,1,1,1,1,1,2,1,1,1,1,1,8,0,4,2,0,2,3,3,1,1,4,3,3,1,3,3,1,1,1,1,3,1,3,1,1,4,2,4,1,3,0,4,0,2,2,115,83,2,0,0,0,0,3,1,2,2,2,1,6,1,1,1,3,2,1,1,1,1,3,1,3,1,2,2,1,18,12,2
1,115,84,2,1,5,5,2,5,2,8,8,3,0,48,2,4,1,4,2,1,1,3,3,1,4,1,1,2,1,1,3,1,1,1,1,1,1,2,3,4,1,1,4,6,3,1,3,1,3,4,4,4,4,4,1,4,2,1,2,2,1,4,2,3,3,1,2,115,84,2,2,2,1,1,3,2,1,4,1,1,7,3,1,2,3,1,1,1,1,1,2,2,2,1,2,1,1,35,4,1
1,115,85,2,4,5,5,3,5,1,8,8,3,6,24,2,4,4,1,2,3,1,3,3,1,4,1,0,3,2,1,4,5,9,2,4,3,6,0,0,0,4,4,4,5,4,1,3,1,5,5,5,5,1,4,5,4,2,0,2,4,1,5,2,4,3,2,2,115,85,2,0,0,0,0,0,0,0,0,2,1,11,2,4,3,3,3,2,2,2,1,3,4,2,1,1,1,1,36,8,1
1,115,86,2,2,6,4,2,3,1,6,8,3,0,44,2,4,4,2,1,2,3,1,2,2,2,1,1,2,1,1,4,1,1,2,4,3,1,2,3,4,1,1,4,6,1,1,2,3,3,2,3,4,2,4,3,2,2,3,2,1,1,2,2,4,3,1,2,115,86,2,1,1,2,2,2,2,1,4,2,1,9,3,1,3,3,1,1,1,1,1,3,2,2,1,2,1,1,31,12,2
1,115,87,2,5,6,4,3,5,1,1,1,3,9,46,1,4,13,4,1,1,3,2,2,3,2,1,1,2,3,1,3,3,2,2,1,2,1,2,3,2,1,1,2,2,2,1,3,3,1,2,2,2,2,1,2,2,2,3,1,1,2,6,2,3,1,2,2,115,87,2,0,0,0,0,3,2,1,4,1,1,7,3,1,3,3,1,1,1,1,1,3,3,2,1,2,1,1,18,5,5
1,115,88,2,4,6,5,3,2,1,7,8,1,6,24,2,4,24,6,2,1,1,2,2,3,2,1,1,2,1,1,4,3,1,2,4,3,2,3,2,4,1,2,2,3,2,1,3,3,2,2,2,2,2,1,3,1,3,4,1,1,1,1,1,2,2,2,2,115,88,2,0,0,0,0,1,1,1,4,1,2,7,1,1,1,3,1,1,1,1,1,3,4,2,3,3,1,1,10,96,4
1,115,89,2,1,6,2,8,2,1,6,6,1,6,27,2,4,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,9,2,1,1,1,2,5,3,2,1,3,1,1,2,2,4,1,1,2,1,2,4,3,2,2,1,2,1,0,0,1,3,3,1,2,115,89,2,1,2,2,2,3,2,2,3,1,2,5,2,2,3,1,2,1,1,1,1,3,2,1,3,2,1,1,33,1,2
1,115,90,2,5,7,5,2,3,1,8,8,4,6,24,2,4,6,5,2,1,3,2,2,2,1,2,2,2,3,1,4,2,1,1,3,2,2,3,2,2,1,4,4,3,3,1,3,3,3,3,3,3,2,3,3,1,2,3,1,1,1,6,1,4,1,2,2,115,90,2,0,0,0,0,1,1,2,4,1,1,2,3,2,3,3,1,1,1,1,1,2,2,2,1,2,3,1,36,9,1
1,115,91,2,3,7,5,8,4,1,6,7,4,6,24,2,4,4,4,1,1,1,2,2,2,3,1,2,2,2,1,3,3,7,2,3,3,2,2,4,4,1,1,2,1,3,1,3,3,3,3,2,4,3,4,2,2,2,4,1,1,1,2,2,4,2,2,2,115,91,2,0,0,0,0,3,1,2,4,1,2,7,1,1,1,3,3,2,1,1,1,3,3,1,3,2,3,1,31,5,2
1,115,92,2,4,7,5,2,3,1,8,8,3,6,26,2,4,15,9,1,2,1,3,2,1,3,2,2,2,1,1,4,3,1,1,2,2,6,3,4,4,5,4,2,3,2,1,3,2,3,4,3,4,3,4,3,3,2,3,2,4,1,1,1,2,0,2,2,115,92,2,0,0,0,0,3,2,1,4,2,2,11,3,5,4,4,4,1,1,1,1,1,2,3,1,3,1,1,11,11,1
1,115,93,2,2,7,5,2,5,1,7,8,1,6,26,1,4,13,1,0,3,1,3,3,1,4,3,0,3,1,4,3,5,9,2,4,3,6,0,5,2,2,3,4,3,4,1,3,1,5,5,5,5,4,4,2,3,2,4,2,4,1,3,4,4,0,2,2,115,93,2,0,2,1,1,0,0,0,0,1,1,4,3,1,3,3,4,2,2,2,2,3,1,2,1,2,1,1,18,52,4
1,115,94,2,2,5,4,3,3,1,7,1,2,4,14,1,4,4,4,1,3,1,3,3,3,3,3,4,3,2,1,3,6,4,2,3,2,1,3,3,2,2,4,4,6,2,1,3,1,2,5,4,5,3,3,3,3,1,3,1,3,1,2,2,4,2,2,2,115,94,2,0,0,0,0,3,2,1,4,1,1,11,1,1,3,1,4,2,2,2,2,3,4,3,2,3,1,1,18,17,4
1,115,95,2,1,5,3,2,3,1,7,8,2,4,15,1,4,11,2,1,3,1,2,3,1,4,1,2,3,2,1,3,3,4,2,4,3,6,1,4,4,5,2,4,3,2,1,3,1,4,5,4,4,4,3,5,2,3,3,2,4,1,2,2,4,2,2,2,115,95,2,0,0,0,0,0,0,0,0,2,1,11,3,5,4,4,4,2,2,2,2,3,3,2,1,2,1,1,18,48,4
1,115,96,2,2,5,5,3,2,1,7,8,2,4,17,1,4,13,4,1,2,1,3,3,1,3,3,3,3,2,1,3,3,1,2,4,3,1,3,3,3,2,1,1,3,1,1,3,3,3,2,3,4,3,3,1,2,2,4,2,1,1,2,4,4,1,2,2,115,96,2,0,0,0,0,0,1,2,3,2,2,6,3,1,3,2,2,1,1,1,2,3,2,2,1,3,3,1,18,47,4
1,115,97,2,4,6,5,2,5,1,7,6,4,3,15,2,4,8,9,1,2,2,2,2,2,2,1,2,2,1,1,4,2,10,2,3,2,2,1,3,4,1,1,3,6,3,1,3,3,4,4,2,4,2,3,3,2,1,3,2,3,3,6,2,2,2,2,2,115,97,2,0,0,0,0,2,1,3,4,1,2,3,1,1,1,3,3,1,1,1,1,2,3,3,3,1,0,1,10,94,4
1,115,98,2,3,7,5,2,5,2,7,8,4,4,14,1,4,7,3,1,2,1,1,2,2,2,3,2,2,1,1,4,3,1,2,2,2,1,3,3,2,2,2,4,6,0,1,3,1,4,4,4,4,4,4,5,3,2,4,2,4,1,2,5,4,3,2,2,115,98,2,0,0,0,0,2,2,1,4,2,2,2,3,2,3,3,2,1,1,1,2,3,2,1,1,3,3,1,18,44,4
1,115,99,2,2,7,4,4,1,2,7,0,2,4,12,2,4,11,4,2,3,1,1,2,2,5,3,2,2,2,3,2,1,2,1,4,2,2,3,5,4,1,1,4,3,4,2,1,3,2,2,2,4,3,4,4,2,1,3,2,4,1,3,2,4,1,2,2,115,99,2,0,0,0,0,1,2,1,3,1,2,7,3,1,2,2,2,2,1,1,1,3,1,3,3,1,1,1,10,80,4
1,115,100,2,1,7,5,4,1,2,6,8,2,5,13,1,4,3,8,1,3,1,2,3,3,3,2,3,2,2,1,2,2,1,1,3,3,2,1,3,3,1,1,2,5,3,2,1,1,3,4,4,5,3,1,4,1,2,3,3,2,1,2,4,4,1,2,2,115,100,2,0,0,0,0,2,3,1,4,1,1,3,3,2,3,3,2,2,1,2,1,3,3,3,2,1,1,1,18,68,2
1,115,101,2,3,7,3,9,1,2,8,8,2,5,13,2,4,12,8,2,1,1,2,2,2,5,3,2,3,2,1,2,6,9,2,3,2,1,3,3,4,2,1,4,3,1,1,3,1,2,3,4,3,3,1,0,2,1,3,1,1,1,6,2,4,1,0,2,115,101,2,0,0,0,0,3,0,1,4,2,2,0,3,5,4,4,2,1,1,1,1,1,2,3,1,3,3,1,38,15,1
1,115,102,2,3,7,5,9,5,2,6,4,2,5,21,2,4,9,9,2,2,1,3,3,2,4,2,1,3,2,1,4,5,9,2,4,3,6,3,5,4,4,1,4,3,4,1,3,1,4,5,5,5,3,4,5,4,2,3,2,3,1,2,1,4,2,1,2,115,102,2,1,2,1,2,2,1,1,2,2,2,11,3,5,4,4,3,2,1,1,1,3,5,3,1,1,2,1,10,124,2
1,115,103,2,3,7,5,3,1,1,6,6,4,6,22,2,4,4,6,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,3,2,1,3,3,2,2,2,2,1,3,2,2,1,4,4,4,4,2,4,3,2,2,3,1,1,1,2,5,4,2,2,2,115,103,2,0,0,0,0,3,1,1,2,1,2,4,3,1,2,1,3,1,1,1,1,3,3,2,1,2,1,1,31,4,2
1,115,104,2,4,4,5,2,5,1,8,8,4,5,13,2,4,13,4,1,1,2,3,2,3,3,4,2,2,3,1,4,3,9,2,3,2,1,2,5,4,2,2,2,3,3,1,3,1,2,4,4,4,1,3,5,4,2,3,1,1,2,6,4,2,2,2,2,115,104,2,0,0,0,0,2,1,1,4,2,1,8,2,1,2,3,2,1,1,1,1,3,5,3,3,2,1,1,38,13,1
1,115,105,2,4,4,5,2,3,1,9,9,4,6,23,2,4,8,2,1,1,3,3,3,1,5,3,1,2,1,1,3,3,9,2,3,1,1,1,4,3,2,1,4,6,3,1,3,1,3,2,1,2,2,4,3,2,1,3,1,1,1,6,1,2,2,2,2,115,105,2,0,0,0,0,3,2,3,4,2,2,4,3,2,3,1,2,1,1,1,1,3,3,2,3,3,1,1,35,2,2
1,115,106,2,3,5,3,2,1,1,1,11,2,3,13,2,4,5,6,2,1,2,2,2,2,2,2,2,2,1,1,3,2,9,1,3,2,1,2,3,4,2,1,2,2,3,1,1,2,2,2,3,5,2,4,3,2,2,3,1,1,6,0,3,4,2,2,2,115,106,2,0,0,0,0,3,2,3,2,1,1,2,3,2,3,2,1,1,1,1,1,3,3,3,2,3,3,1,36,3,2
1,115,107,2,3,5,5,2,3,1,6,8,5,0,22,2,4,6,2,1,1,2,2,2,2,3,3,2,2,1,1,4,3,2,2,4,1,1,3,5,3,3,1,4,3,3,1,3,1,5,3,5,5,3,4,1,1,2,2,2,2,1,1,1,4,3,1,2,115,107,2,1,1,1,2,1,1,3,2,1,1,6,3,2,3,3,1,1,1,1,1,3,3,2,1,2,2,1,30,5,2
1,115,108,2,4,6,4,3,2,1,6,6,1,6,22,2,4,4,4,1,1,3,2,2,2,1,2,2,2,1,1,3,3,9,2,3,3,1,2,3,4,1,1,3,6,3,1,3,3,3,3,3,3,2,4,3,2,1,1,1,2,1,2,1,4,2,1,2,115,108,2,0,1,0,0,3,1,1,4,2,2,8,3,1,3,3,3,2,2,2,1,3,3,3,1,2,1,1,31,15,2
1,115,109,2,1,2,5,2,5,2,7,7,4,4,3,2,4,3,1,2,1,2,0,3,2,2,1,1,2,2,1,4,4,2,1,4,3,1,2,3,4,1,3,4,5,4,1,3,3,1,2,2,3,1,4,3,2,2,3,3,3,1,3,4,2,2,2,2,115,109,2,0,0,0,0,2,4,4,3,2,2,7,3,1,3,3,1,1,1,1,1,3,4,3,2,1,1,1,10,54,4
1,115,110,2,3,2,5,1,5,1,6,1,2,2,5,2,4,4,1,1,2,1,3,3,1,3,2,4,2,2,1,4,5,5,2,4,2,1,1,2,1,1,1,4,4,2,1,3,2,3,3,3,3,3,4,3,2,1,1,2,4,1,2,2,4,2,2,2,115,110,2,0,0,0,0,4,4,4,3,1,2,0,1,2,3,2,1,1,1,1,1,3,3,1,2,3,3,1,34,7,2
1,115,111,2,2,3,5,3,4,1,8,8,4,5,10,1,4,9,6,1,1,1,2,2,2,5,1,4,2,2,1,3,6,1,2,3,3,1,2,3,2,1,1,4,6,1,1,3,1,2,2,2,2,3,1,5,2,2,3,1,1,2,6,2,4,3,2,2,115,111,2,0,0,0,0,3,2,2,4,1,1,7,3,2,3,2,4,1,2,2,2,3,4,3,1,2,2,1,18,0,1
1,115,112,2,1,3,4,4,1,1,7,4,2,3,3,2,4,3,6,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,3,5,3,1,1,2,6,2,1,3,4,1,1,1,1,2,4,3,1,1,3,2,4,1,3,1,2,2,2,2,115,112,2,0,0,0,0,3,3,3,4,1,2,6,3,1,2,3,1,2,1,1,1,3,1,2,1,3,1,1,10,62,4
1,115,113,2,1,4,2,2,4,1,6,6,2,3,9,2,4,4,3,1,1,3,2,2,2,1,3,1,2,3,1,3,1,6,1,2,2,1,3,3,1,1,1,2,2,1,2,2,3,4,4,5,5,4,1,3,3,3,4,2,3,1,2,1,4,1,2,2,115,113,2,0,0,0,0,3,1,3,2,1,2,6,3,1,3,3,4,1,2,2,1,3,2,1,3,3,3,1,31,17,2
1,115,114,2,1,4,5,2,5,1,7,7,4,4,1,1,4,8,4,1,3,1,3,3,3,3,3,3,3,2,1,4,2,1,2,4,3,1,3,5,2,4,1,4,4,3,2,1,1,2,2,4,4,1,4,3,3,2,4,4,1,1,2,4,4,3,1,2,115,114,2,1,1,2,2,2,1,1,4,2,2,3,3,4,3,3,3,2,2,2,1,3,3,1,1,2,2,1,18,41,4
1,115,115,2,3,5,3,3,1,1,6,8,2,5,9,2,4,5,4,2,1,1,1,3,2,2,1,1,2,3,1,4,4,9,2,3,2,1,2,3,4,2,1,3,6,2,2,1,3,2,2,2,3,1,1,3,2,1,3,4,4,1,2,1,4,2,2,2,115,115,2,0,0,0,0,3,2,3,1,1,2,7,3,2,3,3,2,1,1,2,2,3,3,2,1,3,3,1,33,12,2
1,115,116,2,3,5,3,3,3,1,8,8,4,2,3,2,4,2,3,1,2,2,1,2,2,5,4,2,1,1,1,4,6,1,2,4,2,2,3,3,3,2,2,1,2,2,1,3,2,5,5,5,5,4,1,3,2,3,3,5,4,1,1,1,4,2,2,2,115,116,2,0,0,0,0,2,3,1,4,1,1,6,3,2,3,3,1,1,1,1,1,3,4,2,1,3,1,1,36,4,1
1,115,117,2,2,5,5,3,2,1,6,8,2,4,8,2,4,5,9,2,2,1,1,2,3,1,1,1,1,1,1,2,2,6,2,3,2,1,3,3,4,1,1,3,6,1,1,3,2,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,3,1,2,2,115,117,2,0,0,0,0,3,1,3,2,1,2,7,3,2,3,3,2,1,1,1,1,3,3,2,1,3,1,1,33,17,2
1,115,118,2,3,6,4,2,4,1,6,8,2,4,9,2,4,3,4,1,2,1,1,3,2,3,1,1,2,1,1,4,4,1,1,3,2,1,3,2,4,2,2,3,6,3,1,3,2,2,2,2,3,3,1,3,1,2,2,2,1,1,1,1,4,2,1,2,115,118,2,1,2,2,2,3,3,3,4,1,2,3,3,2,3,3,2,1,1,1,1,3,2,1,1,3,3,1,30,9,2
1,115,119,2,4,7,5,2,4,1,8,1,2,5,9,1,4,8,3,1,2,3,2,2,1,3,2,3,2,2,1,2,3,9,2,3,2,1,2,4,4,2,2,2,5,1,1,3,3,3,3,3,3,2,1,4,1,1,3,1,1,1,6,1,4,2,2,2,115,119,2,0,0,0,0,3,0,0,0,2,2,6,3,2,3,3,2,2,1,1,1,3,1,2,2,3,1,1,18,6,1
1,115,120,2,1,7,4,2,5,2,1,2,2,2,3,2,4,1,2,2,3,3,3,3,2,4,2,2,2,2,1,4,4,2,2,3,2,2,3,3,3,3,2,4,5,3,1,3,1,3,4,4,4,2,3,5,2,2,3,3,3,1,3,2,4,3,2,2,115,120,2,0,0,0,0,2,2,3,4,2,2,1,3,4,3,3,2,1,2,1,1,3,1,3,1,3,3,1,38,12,5
1,115,121,2,1,2,5,5,1,1,8,9,3,8,25,1,4,4,4,1,2,1,3,3,2,3,3,2,3,1,1,2,5,9,1,4,1,6,3,4,4,5,2,4,6,4,1,3,1,4,5,5,5,2,4,3,4,1,3,3,3,4,3,2,4,3,1,2,115,121,2,2,2,1,2,2,1,1,4,2,1,1,3,1,3,3,4,2,2,2,1,3,4,2,1,2,1,1,18,70,1
1,115,122,2,1,6,5,5,3,1,6,6,3,9,43,2,4,6,3,1,2,1,3,3,1,5,2,2,3,2,1,4,4,7,2,4,3,2,2,4,0,1,1,4,6,4,3,4,2,2,4,4,4,3,3,3,2,2,3,1,2,1,3,3,3,3,1,2,115,122,2,1,1,1,1,2,2,1,2,2,2,3,3,2,3,3,3,2,1,1,1,3,3,2,1,2,1,1,5,49,2
1,115,123,2,2,6,3,5,3,1,6,8,3,6,28,2,4,4,8,1,1,1,3,2,2,3,1,1,2,1,1,3,2,6,2,4,2,1,2,4,4,1,1,4,3,2,2,1,3,3,3,3,4,3,4,3,2,2,1,2,3,1,6,1,4,2,2,2,115,123,2,0,0,0,0,4,1,3,4,1,2,5,3,1,2,2,2,1,1,1,1,3,3,1,1,3,3,1,31,18,2
1,115,124,2,2,6,4,6,1,1,7,10,1,6,24,2,4,15,6,1,2,1,3,3,1,4,3,3,3,2,1,4,4,9,1,4,3,6,3,3,3,1,3,4,5,4,1,3,1,2,4,4,5,4,4,4,2,2,4,2,3,1,6,2,3,3,1,2,115,124,2,1,1,2,1,3,2,1,1,2,2,11,3,2,3,3,4,1,1,1,1,3,1,1,1,3,1,1,10,52,4
1,115,125,2,1,1,5,7,2,1,6,4,3,0,44,2,4,6,9,2,2,1,1,2,1,2,3,3,2,1,1,1,2,6,1,4,2,1,2,3,2,5,1,2,1,4,1,3,3,2,2,1,2,2,1,3,1,2,4,3,2,5,3,1,3,1,1,2,115,125,2,1,1,2,2,3,2,3,2,1,1,3,3,2,3,3,1,1,1,1,1,3,3,2,1,3,3,1,5,48,2
1,115,126,2,3,6,4,5,1,1,7,8,2,4,16,1,4,13,1,1,2,1,2,3,1,3,1,3,2,3,1,4,3,5,2,3,2,2,3,3,2,2,2,4,6,2,1,3,1,4,5,5,5,3,4,3,3,2,3,2,1,1,2,1,4,3,2,2,115,126,2,0,0,0,0,2,1,1,4,2,2,3,3,1,3,3,3,2,2,2,2,3,4,2,1,2,1,1,18,34,4
1,115,127,2,3,7,3,5,1,1,5,5,1,5,23,1,4,4,9,1,1,2,2,2,2,1,1,2,2,1,1,4,6,1,1,3,2,1,3,3,2,1,2,1,1,1,2,1,0,2,2,2,2,2,4,2,2,1,4,1,1,6,5,2,4,3,2,2,115,127,2,0,0,0,0,4,1,2,2,1,1,3,3,1,2,2,1,1,1,1,1,3,2,3,1,3,3,1,18,20,2
1,115,128,2,2,5,5,5,2,1,1,7,2,3,13,2,4,1,1,1,1,2,3,2,2,5,1,1,2,2,1,3,4,1,2,3,2,1,2,4,4,1,1,3,2,3,1,3,3,3,3,3,2,1,4,5,1,2,3,1,1,6,0,2,4,3,2,2,115,128,2,0,0,0,0,1,4,2,2,1,1,11,3,5,4,4,1,1,1,1,1,3,1,1,1,3,1,1,36,10,2
1,115,129,2,3,6,5,5,1,1,6,7,2,6,22,2,4,5,6,2,2,1,2,2,2,3,3,2,2,2,4,4,2,1,1,3,2,2,3,4,4,1,2,2,3,2,1,2,1,4,3,3,4,2,3,3,2,2,3,2,4,1,2,1,4,2,2,2,115,129,2,0,0,0,0,2,2,3,4,1,1,3,3,2,3,3,3,1,1,1,1,3,1,2,1,2,2,1,30,3,2
1,115,130,2,3,5,4,6,4,1,8,8,4,6,23,2,4,1,4,2,2,1,3,3,2,2,1,1,3,1,1,4,3,7,2,4,3,1,3,3,4,1,3,4,2,1,1,3,4,4,4,4,5,3,4,3,2,3,4,1,1,3,6,2,2,1,2,2,115,130,2,0,0,0,0,3,1,2,4,2,2,6,3,2,3,3,4,1,1,2,1,3,4,3,1,1,1,1,38,2,1
1,115,131,2,2,5,1,7,1,2,9,9,2,5,18,2,4,12,9,1,1,2,1,3,3,4,1,1,3,3,4,1,5,9,1,3,2,1,1,4,4,2,2,4,4,1,1,3,1,2,1,1,1,4,1,3,3,1,1,3,3,1,6,2,4,2,1,2,115,131,2,2,2,1,1,2,2,1,4,1,1,8,3,1,2,3,2,1,1,1,1,1,1,2,1,3,3,1,38,4,2
1,115,132,2,4,6,3,7,1,2,7,7,2,3,15,1,4,5,4,1,1,1,2,2,2,1,2,2,2,3,1,1,2,4,1,2,2,1,2,3,2,1,1,3,4,1,1,3,3,2,2,2,2,2,2,3,1,2,4,1,1,1,2,1,4,1,2,2,115,132,2,0,0,0,0,3,2,0,4,2,1,2,3,3,3,3,1,1,1,1,1,3,3,1,1,2,2,1,18,18,4
