CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.29C.,Q.30A.,Q.30C.,Q.30D.,Q.31.,Q.32A.,Q.32B.,Q.36.,Q.37A.,Q.37B.,Q.37C.,Q.38A.,Q.38C.,Q.38D.,Q.39.,Q.40A.,Q.40B.,Q.33A.,Q.34.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52B.,CARD..1,DECK..1,BALLOT..1,Q.52C.,Q.52D.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63A.,Q.63B.,Q.63C.,Q.63D.,Q.63E.,Q.63F.,Q.63G.,Q.63H.,V.65.,V.66.,V.67.,V.68.
1,213,1980,4,3,2,7,7,2,2,1,1,69,13,2,1,1,1,2,3,2,2,2,2,6,2,10,1,3,98,3,3,1,3,4,1,1,1,3,12,12,9,9,9,9,9,9,9,9,99,99,4,3,2,4,3,3,2,2,4,1,1,1,1,2,213,1980,3,1,2,4,1,1,1,1,1,2,1,2,2,3,3,3,2,2,1,1,3,13,2,2
1,213,1981,4,3,1,7,8,1,3,1,1,85,3,1,1,2,4,1,3,3,1,3,2,8,1,3,1,2,3,2,3,1,3,3,1,1,1,3,11,12,9,9,9,9,9,9,9,9,99,99,2,6,1,6,3,4,6,2,4,2,1,1,3,2,213,1981,2,2,3,1,1,2,2,3,6,1,2,4,1,2,2,2,2,2,2,2,1,23,1,2
1,213,1982,4,3,1,8,6,1,3,1,2,92,3,1,1,3,4,1,5,1,1,5,2,5,1,4,2,3,3,2,3,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,4,2,3,1,1,4,2,4,2,3,2,213,1982,4,1,1,5,1,4,3,1,6,4,3,5,2,3,3,3,3,1,2,1,1,10,1,2
1,213,1983,4,3,1,8,6,2,3,1,1,85,3,2,1,3,3,1,5,3,3,4,2,4,1,4,2,4,3,2,2,2,2,5,1,1,1,3,11,11,9,9,9,9,9,9,9,9,99,99,4,4,2,3,3,4,2,1,4,2,1,3,2,2,213,1983,3,3,2,1,2,4,1,1,5,3,3,4,3,3,3,3,2,2,3,2,1,27,1,2
1,213,1984,4,3,3,8,6,1,3,1,1,63,1,1,2,1,1,3,3,2,2,2,2,2,1,2,2,3,1,2,3,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,3,1,1,3,2,6,2,3,2,3,1,1,2,213,1984,1,2,1,4,1,4,1,3,5,5,4,6,2,2,3,3,2,2,2,1,1,2,1,1
1,213,1985,2,4,1,6,6,1,3,1,2,90,2,2,5,3,4,2,3,2,2,3,2,4,1,1,2,3,2,1,1,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,6,1,1,2,3,2,1,3,2,3,1,2,2,213,1985,4,1,2,1,2,4,2,1,5,3,2,4,2,3,2,3,2,1,2,1,1,11,2,2
1,213,1986,3,4,1,6,6,1,2,1,1,94,3,1,1,1,2,3,3,2,1,1,2,4,1,4,2,2,3,1,3,1,1,1,1,4,7,2,12,12,9,9,9,9,9,9,9,9,99,99,4,3,1,3,3,2,2,2,4,1,3,1,1,2,213,1986,1,2,2,1,1,1,1,1,5,1,2,1,3,4,2,3,3,1,1,1,1,23,1,2
1,213,1987,4,4,1,6,6,1,2,1,1,95,2,2,1,1,2,2,5,2,2,2,2,6,1,2,1,3,2,1,3,1,2,4,3,2,2,2,1,1,9,9,9,9,9,9,9,9,99,99,4,4,1,4,3,3,6,1,4,1,2,2,3,2,213,1987,1,3,3,1,1,1,2,1,1,1,1,2,2,3,2,3,2,2,3,2,1,23,1,2
1,213,1988,4,4,1,6,6,2,3,1,2,56,2,2,1,1,2,2,3,2,2,3,2,5,1,1,1,3,2,1,3,1,2,5,1,1,1,2,11,12,9,9,9,9,9,9,9,9,99,99,4,2,2,3,3,3,2,2,2,1,2,2,2,2,213,1988,3,2,2,1,1,1,2,2,3,2,2,4,2,3,1,2,1,2,2,2,1,23,1,2
1,213,1989,4,4,1,6,6,3,2,1,3,85,3,2,1,1,5,1,3,2,1,5,2,5,1,9,2,3,3,1,3,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,4,3,3,3,2,6,1,4,2,2,2,2,2,213,1989,2,3,2,1,1,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,1,10,1,2
1,213,1990,4,4,1,6,6,1,2,1,1,73,3,2,1,1,2,2,3,2,1,1,2,5,1,1,1,3,3,1,3,1,1,1,1,1,7,2,1,12,9,9,9,9,9,9,9,9,99,99,2,3,1,6,3,2,3,3,4,1,3,2,2,2,213,1990,1,2,1,4,1,1,1,1,6,3,3,4,2,3,2,3,2,1,1,1,1,27,1,2
1,213,1991,4,4,1,6,6,1,2,1,1,74,3,2,1,1,2,2,3,2,2,1,2,6,1,9,2,3,3,1,3,1,2,3,1,1,1,2,12,12,9,9,9,9,9,9,9,9,99,99,2,2,1,4,2,3,2,2,4,1,4,1,1,2,213,1991,1,2,1,3,1,1,1,1,1,2,2,4,2,4,2,4,1,2,1,1,1,2,1,1
1,213,1992,4,4,1,6,6,2,3,3,2,82,3,2,1,2,3,1,2,2,2,1,2,4,1,9,1,3,3,2,2,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,3,1,3,2,3,2,1,2,2,1,2,2,2,213,1992,2,2,2,1,2,2,4,1,6,2,2,1,2,3,2,2,1,3,2,2,1,11,1,1
1,213,1993,4,4,2,6,6,1,3,1,3,70,1,2,2,2,3,1,2,3,1,4,2,5,1,3,2,1,1,2,2,1,2,3,2,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,1,3,1,4,3,3,6,3,4,2,4,2,1,2,213,1993,3,1,2,5,2,2,1,1,2,2,2,3,2,3,2,2,2,2,2,1,1,24,2,2
1,213,1994,3,4,1,6,7,4,3,1,2,70,3,1,1,1,1,2,2,1,1,4,2,6,1,3,1,3,3,3,6,2,2,5,1,4,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,3,3,4,3,3,2,2,3,2,2,1,2,2,213,1994,3,2,2,5,1,1,1,1,6,2,1,2,2,3,2,1,1,2,2,1,1,27,1,2
1,213,1995,4,4,1,6,7,1,3,1,1,95,2,1,2,1,1,2,3,2,2,2,2,6,1,4,2,3,2,1,3,1,1,1,2,2,2,3,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,2,3,3,3,2,4,1,3,1,1,2,213,1995,2,2,2,1,1,4,4,1,1,2,2,2,2,3,2,3,2,2,1,1,1,11,2,2
1,213,1996,4,4,2,6,7,1,2,1,1,86,1,1,1,1,1,2,3,1,2,1,2,5,3,9,1,3,3,1,2,1,1,1,1,1,1,3,12,12,9,9,9,9,9,9,9,9,99,99,2,4,1,3,3,2,4,2,4,1,4,2,2,2,213,1996,3,2,2,6,1,1,3,1,1,1,1,1,2,3,3,3,3,1,1,1,1,10,1,2
1,213,1997,4,4,2,6,7,1,3,1,3,80,3,1,1,1,2,2,3,1,1,1,2,6,1,3,1,3,3,1,2,1,1,1,1,1,1,3,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,4,3,1,4,1,3,1,4,1,1,2,213,1997,2,4,1,3,1,1,1,1,1,1,1,1,3,3,2,3,3,1,2,1,1,27,1,2
1,213,1998,4,4,2,6,8,2,3,3,2,59,3,1,1,2,2,1,5,3,1,3,2,7,2,3,1,3,2,2,2,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,2,1,4,3,3,4,2,4,1,3,2,3,2,213,1998,2,3,4,5,1,2,2,1,3,2,2,2,4,1,2,2,2,2,2,2,1,23,1,1
1,213,1999,4,4,2,6,8,1,1,1,1,85,2,1,1,1,1,2,3,1,1,2,2,8,1,7,1,3,1,1,3,2,3,3,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,2,2,1,5,2,3,2,2,2,1,4,1,3,2,213,1999,2,1,2,4,1,1,2,1,5,1,1,1,2,3,3,2,2,2,2,1,1,27,1,2
1,213,2000,4,4,2,6,8,1,3,1,1,76,2,2,1,1,2,1,3,2,2,3,2,8,1,3,1,3,1,2,3,1,1,1,1,4,7,3,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,6,3,3,2,2,1,1,3,1,1,2,213,2000,1,1,2,4,1,2,1,1,1,2,2,2,1,3,2,3,2,2,2,1,1,23,1,2
1,213,2001,3,4,1,7,6,1,3,1,2,81,3,3,7,3,4,1,5,3,2,4,2,5,1,9,2,3,1,2,1,1,2,3,3,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,4,4,1,4,2,5,2,1,2,3,4,2,3,2,213,2001,3,3,1,1,3,3,3,2,2,4,3,5,1,2,1,1,1,3,3,3,1,24,2,2
1,213,2002,4,4,1,7,6,1,1,1,1,98,3,1,1,1,3,1,1,5,1,4,2,5,3,3,4,5,98,3,5,1,1,1,1,4,1,4,12,12,9,9,9,9,9,9,9,9,99,99,1,2,11,4,2,3,6,2,1,1,1,2,3,2,213,2002,3,2,2,5,1,1,4,2,2,2,2,2,1,3,2,3,3,2,1,1,1,10,1,2
1,213,2003,4,4,3,7,6,1,3,3,1,61,3,3,1,2,3,3,1,2,2,3,2,5,1,10,1,3,3,3,3,1,1,1,1,1,1,2,12,11,9,9,9,9,9,9,9,9,99,99,4,4,1,3,2,3,2,1,3,2,4,2,2,2,213,2003,2,3,2,5,2,2,4,1,5,3,2,4,1,2,2,2,2,2,2,2,1,27,1,2
1,213,2004,4,4,2,8,6,1,3,1,3,76,3,1,1,1,1,3,1,2,1,1,2,4,1,1,2,3,3,1,3,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,3,3,3,6,1,3,2,2,2,2,2,213,2004,3,3,2,4,4,2,4,1,6,2,1,2,2,3,2,2,2,2,2,2,1,10,1,2
1,213,2005,4,5,2,7,7,2,2,1,1,90,1,1,1,1,1,2,3,2,2,1,2,8,1,7,1,3,2,1,3,1,1,6,1,1,7,2,11,12,9,9,9,9,9,9,9,9,99,99,2,3,2,5,3,2,4,2,4,1,4,3,2,2,213,2005,2,2,1,3,1,1,1,1,2,2,2,4,2,3,3,3,2,1,2,1,1,23,1,2
1,213,2006,4,5,3,7,7,1,3,1,2,82,2,1,1,1,1,2,3,2,2,3,2,8,1,3,1,3,2,3,3,2,2,5,3,4,5,2,1,12,9,9,9,9,9,9,9,9,99,99,2,4,1,5,3,3,2,1,4,2,3,1,2,2,213,2006,1,2,2,3,1,1,2,2,2,2,2,4,3,3,3,2,2,1,2,1,1,27,1,2
1,213,2007,4,5,3,8,6,2,3,1,2,67,16,4,2,3,4,1,2,4,1,4,2,4,2,3,1,3,3,3,1,2,1,1,1,1,1,4,11,11,9,9,9,9,9,9,9,9,99,99,4,4,2,2,2,5,1,1,4,2,3,2,3,2,213,2007,3,3,2,5,2,3,4,2,1,3,3,5,2,3,3,1,1,2,3,3,3,21,2,2
1,213,2008,2,6,1,6,6,1,3,1,2,72,3,4,1,2,4,1,5,3,1,2,2,6,1,2,2,3,2,2,2,1,1,1,1,4,1,2,11,12,9,9,9,9,9,9,9,9,99,99,4,4,1,4,3,2,2,1,4,3,3,1,3,2,213,2008,1,2,2,4,2,2,1,1,4,2,3,3,1,3,2,1,1,3,3,2,1,27,1,2
1,213,2009,4,6,2,6,6,1,3,3,2,60,2,2,1,1,1,2,3,2,1,2,2,7,1,7,1,3,2,1,3,1,2,5,1,1,1,2,12,12,9,9,9,9,9,9,9,9,99,99,4,4,1,5,3,3,6,1,4,1,4,2,2,2,213,2009,1,2,2,5,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,1,23,1,2
1,213,2010,4,6,2,6,8,1,2,3,1,95,2,1,1,1,1,2,3,2,1,2,2,7,2,7,1,3,2,1,3,1,1,1,1,4,1,2,11,1,9,9,9,9,9,9,9,9,99,99,4,3,1,2,3,2,2,2,4,2,3,1,2,2,213,2010,1,3,2,5,1,4,1,1,3,2,2,4,2,4,2,3,3,1,1,1,1,23,1,2
1,213,2011,4,6,2,6,8,1,2,1,1,68,2,1,1,1,1,2,1,2,1,3,2,8,2,7,1,3,2,3,3,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,2,4,1,5,3,3,6,2,4,1,3,2,2,2,213,2011,2,2,2,4,2,2,1,1,6,3,2,2,3,3,3,3,2,2,1,1,1,10,1,2
1,213,2012,4,6,1,7,6,1,3,1,2,62,2,1,1,2,2,3,3,2,1,2,2,7,1,7,1,3,2,1,3,1,2,5,1,1,1,3,11,12,9,9,9,9,9,9,9,9,99,99,4,4,1,4,5,2,2,2,2,2,3,4,2,2,213,2012,2,2,1,1,1,1,1,1,3,2,2,2,2,2,3,2,2,2,2,2,1,27,1,2
1,213,2013,4,6,1,7,8,2,1,1,1,98,3,1,1,1,1,2,3,1,1,1,2,3,1,1,2,3,3,1,3,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,1,3,2,6,2,4,2,2,2,2,2,213,2013,3,2,2,1,1,4,2,1,6,2,1,2,3,3,2,3,2,2,2,2,1,6,1,2
1,213,2014,1,0,1,3,8,1,2,1,3,80,14,1,99,1,1,2,3,1,2,2,2,4,1,2,2,3,14,4,1,2,1,1,1,4,7,5,1,12,9,9,9,9,9,9,9,9,99,99,2,3,2,1,1,3,6,2,3,2,1,2,2,2,213,2014,3,3,2,1,2,4,1,1,6,2,2,3,3,3,2,3,2,1,2,2,3,28,2,2
1,213,2015,2,0,1,2,8,3,3,3,2,88,18,1,1,1,1,1,3,1,1,1,2,2,1,1,2,3,15,2,2,2,2,3,1,4,7,6,12,12,9,9,9,9,9,9,9,9,99,99,5,7,11,7,5,6,7,4,5,4,5,4,4,2,213,2015,4,4,5,6,4,5,5,3,6,5,4,6,4,5,4,4,4,4,4,4,3,26,1,2
1,213,2016,2,0,4,9,5,9,3,4,4,98,22,3,99,2,4,3,3,6,1,6,2,0,3,1,2,2,98,2,6,1,1,6,2,3,2,2,12,12,9,9,9,9,9,9,9,9,99,99,2,2,11,2,2,2,2,2,5,4,1,1,4,2,213,2016,2,4,3,4,1,5,4,3,2,5,4,5,4,5,4,2,3,2,4,2,3,14,1,2
1,213,2017,1,3,3,6,3,2,2,1,1,61,31,2,1,2,3,1,3,3,1,3,2,8,2,3,1,3,16,3,3,1,2,4,3,2,3,4,5,5,9,9,9,9,9,9,9,9,99,99,2,6,2,1,3,2,4,3,3,1,2,2,2,2,213,2017,1,1,3,5,1,1,1,2,5,2,1,2,3,3,3,3,3,1,2,1,3,26,1,2
1,213,2018,1,2,2,6,4,3,3,1,1,40,3,4,2,2,4,1,2,4,2,1,2,3,2,10,1,3,11,2,1,2,2,6,1,4,1,5,11,11,9,9,9,9,9,9,9,9,99,99,4,1,2,2,2,5,2,2,4,2,2,1,2,2,213,2018,3,2,2,2,3,3,2,2,2,3,3,2,2,3,2,3,3,2,2,2,1,8,2,1
1,213,2019,1,2,1,5,4,2,2,2,1,43,3,2,1,1,5,3,3,5,1,2,2,2,2,4,2,1,11,2,2,1,1,1,1,1,6,2,11,11,9,9,9,9,9,9,9,9,99,99,1,6,2,1,3,2,6,3,4,2,4,1,1,2,213,2019,1,1,5,1,4,1,1,1,1,1,1,1,1,4,1,2,1,2,2,2,1,23,1,1
1,213,2020,1,6,1,1,9,2,2,1,1,59,21,1,2,1,5,3,3,2,1,1,2,4,1,7,1,3,23,3,1,2,2,3,1,1,1,1,12,12,9,9,9,9,9,9,9,9,99,99,2,5,2,2,3,2,5,2,4,1,3,2,2,2,213,2020,1,2,2,1,3,1,1,1,1,2,2,1,2,3,2,3,2,2,2,1,2,29,2,1
1,213,2021,1,1,1,5,9,1,1,1,1,1,21,1,2,1,2,1,1,1,2,1,2,5,2,0,1,3,41,1,2,2,1,1,1,1,1,2,1,1,9,9,9,9,9,9,9,9,99,99,1,1,1,2,1,2,4,3,4,1,3,1,1,2,213,2021,2,1,2,1,2,1,1,1,3,2,1,1,2,3,3,3,3,1,1,1,2,16,2,1
1,213,2022,1,2,1,6,2,1,4,3,2,3,21,3,1,2,3,1,1,3,2,2,2,8,2,2,2,2,41,2,6,3,4,6,4,4,7,6,12,12,9,9,9,9,9,9,9,9,99,99,1,3,11,3,1,3,2,2,4,3,3,2,2,2,213,2022,3,3,4,1,3,3,5,1,1,2,2,1,1,2,2,1,1,3,2,2,2,4,2,1
1,213,2023,1,2,1,5,4,3,4,3,3,28,21,4,3,3,3,1,2,3,1,3,2,3,2,7,1,1,23,2,2,2,2,3,1,4,7,1,1,12,9,9,9,9,9,9,9,9,99,99,3,3,3,2,2,5,6,1,4,1,1,1,1,2,213,2023,1,1,1,2,2,1,4,2,4,1,1,1,3,2,1,2,2,3,3,3,2,29,2,1
1,213,2024,1,2,3,4,3,1,3,3,3,67,21,4,2,3,5,1,2,3,1,2,2,3,1,7,1,3,23,3,2,2,2,4,1,4,7,1,1,12,9,9,9,9,9,9,9,9,99,99,4,2,11,2,2,4,2,2,2,2,2,1,1,2,213,2024,2,1,1,1,1,1,4,3,4,2,2,1,2,3,2,1,1,2,2,3,2,29,2,1
1,213,2025,1,4,3,7,4,2,4,2,2,47,31,4,1,3,4,1,5,4,1,4,2,5,2,4,2,3,12,2,2,2,3,5,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,5,1,2,3,5,3,1,4,2,4,3,3,2,213,2025,1,1,2,5,1,1,4,1,1,3,3,4,1,2,1,3,1,3,2,2,3,3,1,1
1,213,2026,1,2,2,6,2,1,3,2,2,98,11,3,10,1,5,3,4,4,3,3,2,4,2,6,2,2,11,2,4,2,3,5,2,3,4,4,12,6,9,9,9,9,9,9,9,9,99,99,4,4,4,3,2,3,2,2,3,2,2,2,2,2,213,2026,2,1,4,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,3,2,3,13,2,2
1,213,2027,1,2,1,3,9,2,4,2,2,98,13,4,1,3,4,1,2,4,1,4,2,8,2,2,1,3,18,3,1,1,2,5,1,1,7,5,12,12,9,9,9,9,9,9,9,9,99,99,4,3,2,5,3,5,2,1,2,3,2,1,2,2,213,2027,3,3,2,4,3,2,4,2,6,3,3,5,1,1,2,1,1,2,3,3,3,13,2,2
1,213,2028,1,3,1,1,9,2,5,2,2,86,31,4,1,1,3,2,3,2,1,4,2,7,1,7,1,3,23,1,2,2,1,4,1,1,7,2,11,12,9,9,9,9,9,9,9,9,99,99,4,4,2,4,2,5,1,1,4,2,2,2,2,2,213,2028,2,2,2,1,2,2,3,1,4,2,2,2,1,2,1,1,1,3,2,3,3,20,1,2
1,213,2029,1,3,1,2,4,1,4,2,2,51,13,3,1,4,5,4,6,3,1,5,2,7,3,4,2,1,13,2,2,3,1,6,4,4,7,6,12,12,9,9,9,9,9,9,9,9,99,99,4,7,11,4,5,4,6,1,2,1,3,2,2,2,213,2029,3,2,4,6,4,2,4,3,4,5,3,4,2,2,1,1,1,3,3,3,3,13,2,2
1,213,2030,1,5,6,2,4,1,3,2,2,98,12,2,1,2,3,1,3,2,1,2,2,4,2,6,1,2,23,1,2,1,1,1,1,1,1,2,1,1,9,9,9,9,9,9,9,9,99,99,2,4,1,4,3,3,2,3,2,3,2,1,1,2,213,2030,1,2,1,1,1,2,1,1,4,1,3,3,1,2,1,2,1,2,2,2,3,25,1,2
1,213,2031,1,1,1,4,4,3,3,2,2,98,18,3,1,2,3,1,4,3,2,2,2,5,2,7,1,3,15,3,2,3,1,1,1,1,1,5,2,2,9,9,9,9,9,9,9,9,99,99,2,3,2,2,3,3,3,2,3,1,4,4,2,2,213,2031,2,3,2,1,1,1,1,1,1,2,2,1,2,4,3,3,3,1,2,2,3,18,1,1
1,213,2032,1,3,1,5,4,4,5,2,2,23,13,3,1,2,4,1,2,3,2,4,2,3,2,6,1,3,13,2,4,1,1,1,1,1,1,2,11,12,9,9,9,9,9,9,9,9,99,99,2,5,4,3,3,3,2,2,4,2,2,2,3,2,213,2032,3,1,3,4,2,1,1,1,2,2,2,2,1,3,1,1,1,2,2,2,3,20,1,2
1,213,2033,1,4,1,5,9,2,4,2,2,68,15,3,7,3,5,1,4,3,1,2,2,6,2,7,2,3,21,1,1,1,1,1,1,1,1,4,1,12,9,9,9,9,9,9,9,9,99,99,4,6,4,1,3,3,5,1,2,1,1,1,1,2,213,2033,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,3,20,1,2
1,213,2034,1,3,2,3,3,3,5,3,2,98,18,1,1,1,3,1,2,5,2,2,2,6,1,3,1,3,11,2,2,1,1,1,4,1,7,3,11,11,9,9,9,9,9,9,9,9,99,99,4,6,3,4,2,4,3,2,2,2,1,2,2,2,213,2034,2,3,4,4,2,2,3,2,3,2,2,3,2,2,2,1,1,2,2,1,3,14,1,2
1,213,2035,1,3,3,4,9,4,5,2,2,59,31,3,1,2,4,3,2,3,1,3,2,6,2,2,2,3,21,2,2,1,1,1,1,1,1,4,5,5,9,9,9,9,9,9,9,9,99,99,4,6,6,1,2,5,3,1,3,3,1,2,2,2,213,2035,3,1,4,5,2,2,4,2,3,3,3,4,1,1,1,1,1,3,3,3,3,26,1,2
1,213,2036,1,3,3,4,2,3,3,1,2,86,13,3,1,3,4,1,3,3,3,4,2,4,1,9,2,3,12,2,2,1,1,1,1,4,1,4,11,12,9,9,9,9,9,9,9,9,99,99,4,6,1,3,3,3,6,1,2,3,2,2,2,2,213,2036,3,3,2,5,3,2,1,1,2,3,3,2,2,2,2,1,1,3,2,3,3,7,1,2
1,213,2037,1,3,3,4,9,2,2,1,1,55,15,4,1,2,1,2,3,4,2,4,2,6,2,4,1,1,13,4,5,3,4,5,1,4,7,2,12,12,9,9,9,9,9,9,9,9,99,99,2,3,2,4,2,5,2,2,4,2,2,1,1,2,213,2037,1,2,1,3,2,2,2,1,5,2,1,2,2,3,2,3,2,1,2,1,3,20,1,1
1,213,2038,1,5,3,5,9,3,3,3,3,65,13,3,1,1,4,3,1,2,1,6,2,5,1,2,2,3,16,1,2,2,1,6,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,3,3,4,2,5,1,1,3,2,1,1,2,2,213,2038,2,3,2,1,3,2,3,1,3,1,1,1,1,2,2,2,1,3,2,3,3,7,1,2
1,213,2039,1,4,3,1,4,3,4,2,2,98,18,3,99,1,1,2,1,1,1,1,2,3,1,7,1,3,11,2,2,1,1,1,1,1,7,6,12,12,9,9,9,9,9,9,9,9,99,99,4,5,3,3,1,2,5,1,2,2,3,1,1,2,213,2039,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,3,1,1,3,3,20,1,2
1,213,2040,1,6,3,5,4,1,3,2,2,99,18,3,99,3,4,3,3,3,3,2,2,4,2,7,1,3,11,2,2,1,2,6,1,1,1,5,12,12,9,9,9,9,9,9,9,9,99,99,4,4,11,7,5,6,7,4,5,4,5,4,4,2,213,2040,4,4,5,6,4,5,5,3,6,5,4,6,4,5,4,4,4,4,4,4,3,26,1,2
1,213,2041,1,6,3,5,4,1,4,2,2,98,18,3,99,3,4,3,3,3,1,2,2,4,2,4,1,3,11,2,2,1,1,1,1,1,1,5,12,12,9,9,9,9,9,9,9,9,99,99,4,4,11,7,5,6,7,4,5,4,5,4,4,2,213,2041,4,4,5,6,4,5,5,3,6,5,4,6,4,5,4,4,4,4,4,4,3,26,1,2
1,213,2042,1,2,3,3,3,3,5,2,2,98,12,4,10,3,4,2,3,3,3,4,2,3,2,4,2,3,21,2,5,2,2,5,1,1,4,5,12,12,9,9,9,9,9,9,9,9,99,99,4,1,3,3,2,5,6,3,1,3,2,3,3,2,213,2042,3,3,4,5,3,4,4,2,4,4,3,5,3,4,3,3,3,3,3,3,3,22,2,1
1,213,2043,5,3,2,6,9,2,5,2,2,75,15,4,10,3,4,2,4,2,2,1,2,4,1,7,2,2,15,2,1,1,3,2,1,4,1,6,12,12,9,9,9,9,9,9,9,9,99,99,4,5,3,3,2,4,5,2,3,2,1,2,2,2,213,2043,1,3,2,5,2,1,3,1,5,2,2,2,1,2,2,1,2,3,3,3,3,17,2,2
1,213,2044,5,0,3,1,9,1,5,2,2,91,21,4,99,3,2,2,3,3,4,6,2,8,3,0,2,3,21,3,2,1,1,1,1,4,1,4,12,12,9,9,9,9,9,9,9,9,99,99,5,7,11,2,5,6,1,4,2,2,1,1,4,2,213,2044,1,2,4,5,2,3,5,2,4,2,3,5,4,5,4,2,1,2,4,4,1,10,1,2
1,213,2045,5,0,6,9,9,3,3,2,2,98,15,3,1,1,3,2,2,2,1,4,2,6,1,4,1,3,13,1,5,2,2,3,1,4,2,2,1,12,9,9,9,9,9,9,9,9,99,99,5,6,3,5,2,3,2,2,4,2,1,1,1,2,213,2045,3,3,2,1,2,2,4,1,3,5,1,3,3,4,3,3,3,1,2,1,3,20,1,2
1,213,2046,2,3,1,1,9,1,4,1,2,54,3,3,1,1,1,2,3,1,1,1,2,7,2,4,4,3,3,2,3,1,4,5,1,1,7,3,2,2,9,9,9,9,9,9,9,9,99,99,4,4,1,4,3,3,1,1,3,2,4,2,2,2,213,2046,3,3,1,4,2,2,4,2,2,2,1,5,3,4,3,3,2,2,3,2,1,23,1,2
1,213,2047,2,5,1,4,2,1,3,1,2,93,2,4,1,3,2,2,3,1,2,3,2,5,1,3,1,1,2,2,3,1,1,3,1,4,7,6,12,12,9,9,9,9,9,9,9,9,99,99,4,4,11,4,3,3,2,1,3,2,3,2,1,2,213,2047,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,3,2,2,3,1,27,1,2
1,213,2048,2,4,1,4,3,1,5,2,2,36,3,2,1,1,5,2,4,3,3,3,2,7,2,2,1,3,3,1,3,1,1,6,1,4,1,2,1,1,9,9,9,9,9,9,9,9,99,99,4,4,1,5,3,3,2,1,1,3,4,2,2,2,213,2048,2,3,2,6,2,2,1,1,2,2,2,2,1,2,1,4,1,3,3,2,1,23,1,2
1,213,2049,3,2,3,5,9,2,4,1,2,45,3,2,2,1,2,3,2,2,3,1,2,3,2,1,1,3,3,3,1,2,1,1,3,2,5,1,1,1,9,9,9,9,9,9,9,9,99,99,4,2,1,2,2,3,5,1,1,2,3,1,1,2,213,2049,1,1,1,1,2,2,4,1,2,2,3,5,1,1,1,2,2,3,3,3,1,8,2,1
1,213,2050,3,3,1,6,1,1,2,1,1,57,1,1,2,1,3,2,3,1,2,4,2,7,2,1,2,3,2,1,2,2,2,1,3,3,6,1,1,11,9,9,9,9,9,9,9,9,99,99,2,3,1,2,3,1,6,3,4,2,2,2,3,2,213,2050,3,2,1,1,1,4,1,1,5,1,3,4,3,2,3,3,2,2,1,2,1,24,2,2
1,213,2051,3,2,1,6,4,1,3,1,1,29,3,2,2,1,2,3,2,4,2,1,2,5,2,1,1,1,1,1,2,1,1,1,2,2,7,1,1,11,9,9,9,9,9,9,9,9,99,99,1,3,1,3,2,5,2,3,4,2,3,2,2,2,213,2051,3,2,2,4,2,2,1,1,5,4,3,5,3,4,1,2,2,2,2,1,1,24,2,2
