CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.29C.,Q.30A.,Q.30C.,Q.30D.,Q.31.,Q.32A.,Q.32B.,Q.36.,Q.37A.,Q.37B.,Q.37C.,Q.38A.,Q.38C.,Q.38D.,Q.39.,Q.40A.,Q.40B.,Q.33A.,Q.34.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52B.,CARD..1,DECK..1,BALLOT..1,Q.52C.,Q.52D.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63A.,Q.63B.,Q.63C.,Q.63D.,Q.63E.,Q.63F.,Q.63G.,Q.63H.,V.65.,V.66.,V.67.,V.68.
1,213,71,3,2,2,6,5,1,3,1,1,46,2,2,1,2,2,1,2,2,2,4,2,6,2,1,3,4,1,1,2,1,1,1,3,2,2,1,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,4,2,5,2,1,1,3,4,2,3,2,213,71,3,2,2,5,2,3,2,1,6,3,2,4,3,2,2,1,1,3,3,3,1,11,1,1
1,213,72,4,2,1,6,5,1,3,1,2,79,2,2,2,2,2,1,2,3,1,4,2,3,1,1,3,2,1,2,2,1,1,1,2,2,2,1,1,11,9,9,9,9,9,9,9,9,99,99,4,3,1,2,2,4,1,1,3,1,3,2,1,2,213,72,1,2,2,4,3,3,4,2,2,3,3,5,3,2,2,3,2,2,2,2,1,11,2,2
1,213,73,4,2,1,6,5,1,3,1,1,89,1,2,2,2,3,1,2,3,3,4,2,3,1,4,3,3,1,2,4,2,1,1,2,1,1,1,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,2,2,4,1,1,4,2,3,1,1,2,213,73,1,3,1,1,3,3,4,2,3,3,3,5,2,3,1,2,1,2,2,3,1,11,2,2
1,213,74,4,2,1,6,5,1,3,1,1,74,1,2,2,3,2,3,3,3,2,4,2,3,1,2,3,3,1,1,1,1,2,5,2,1,4,6,1,11,9,9,9,9,9,9,9,9,99,99,2,1,1,1,2,4,2,2,2,2,3,2,2,2,213,74,2,3,2,1,3,3,4,2,3,3,2,3,3,3,2,2,2,2,2,1,1,11,2,2
1,213,75,4,2,1,6,5,1,2,1,1,51,1,1,2,1,3,1,2,3,3,2,2,3,2,4,3,3,1,2,4,2,1,4,2,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,4,3,1,2,2,5,2,1,2,2,3,1,1,2,213,75,2,3,2,5,2,3,4,1,2,2,3,4,2,2,3,2,2,2,2,3,1,11,2,2
1,213,76,4,2,1,6,5,1,3,1,2,97,2,1,2,2,2,1,3,2,2,2,2,3,1,1,3,3,1,1,4,1,1,1,2,4,7,1,1,1,9,9,9,9,9,9,9,9,99,99,4,6,1,3,2,3,2,1,2,1,4,1,1,2,213,76,2,2,1,1,2,2,4,2,2,2,3,3,3,3,2,2,2,2,2,2,1,11,2,2
1,213,77,4,2,1,6,5,1,1,1,3,74,2,2,2,1,1,2,3,2,1,4,2,3,2,1,3,3,1,1,1,1,1,1,3,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,3,3,1,1,3,3,2,2,4,1,1,1,2,2,213,77,2,2,2,1,2,2,3,3,3,4,2,5,2,3,2,3,2,2,2,2,1,11,2,2
1,213,78,4,2,1,6,5,1,2,1,1,70,2,2,2,2,2,2,2,2,2,4,2,3,1,2,3,3,1,1,1,2,2,4,2,1,1,1,1,11,9,9,9,9,9,9,9,9,99,99,3,2,1,2,2,3,2,2,3,2,3,1,1,2,213,78,3,2,2,1,2,2,3,1,5,3,2,4,3,3,2,3,2,2,1,1,1,11,2,2
1,213,79,4,2,1,6,5,1,2,1,1,75,2,3,2,2,2,1,3,3,1,4,2,3,1,1,3,3,1,2,4,1,1,1,2,2,2,2,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,1,2,5,2,1,1,2,1,3,2,2,213,79,3,1,3,4,2,2,3,2,2,3,2,4,3,3,2,3,1,2,3,2,1,11,2,2
1,213,80,4,2,1,6,5,1,3,1,3,61,2,3,2,1,3,1,3,3,3,3,2,3,1,9,3,3,1,2,2,2,1,1,1,1,1,1,11,11,9,9,9,9,9,9,9,9,99,99,2,6,1,1,2,3,6,2,3,2,3,2,2,2,213,80,3,3,2,1,2,2,4,1,5,2,2,3,2,3,2,2,2,2,2,2,1,11,2,2
1,213,81,4,2,1,6,5,1,1,1,1,65,2,3,2,2,2,3,3,2,2,2,2,3,1,2,3,5,1,2,2,1,1,1,2,4,7,1,12,12,9,9,9,9,9,9,9,9,99,99,2,4,1,2,3,4,2,2,2,1,4,1,1,2,213,81,3,2,2,4,1,1,1,1,6,2,3,1,2,3,3,2,1,2,1,2,1,11,2,1
1,213,82,4,2,1,6,5,1,2,1,1,86,3,3,2,1,3,1,2,2,2,4,2,3,1,1,3,3,1,2,1,1,2,5,2,3,3,1,1,11,9,9,9,9,9,9,9,9,99,99,4,2,1,2,3,3,4,3,2,2,2,1,2,2,213,82,3,1,2,4,2,3,4,2,3,3,2,2,2,3,3,2,2,1,2,1,1,11,2,1
1,213,83,4,2,1,6,5,1,3,1,2,84,2,1,2,1,3,1,2,2,2,2,2,3,1,4,3,3,1,1,2,1,1,1,2,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,2,3,1,2,3,3,1,1,1,2,4,2,2,2,213,83,3,3,2,1,2,3,3,1,3,3,2,4,2,4,2,3,2,2,3,2,1,11,2,1
1,213,84,4,2,1,6,5,1,2,1,1,98,2,3,2,2,5,1,3,3,2,3,2,3,1,4,3,3,1,2,1,1,1,1,2,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,4,3,1,2,1,2,4,2,4,1,3,1,1,2,213,84,1,1,2,1,2,2,3,1,4,2,2,3,2,2,2,2,2,2,1,1,1,11,2,1
1,213,85,4,2,1,6,5,1,3,1,3,94,2,3,1,1,2,2,2,2,3,2,2,3,2,1,3,3,1,1,2,1,1,6,1,1,1,2,1,1,9,9,9,9,9,9,9,9,99,99,2,3,1,2,2,3,3,2,3,1,3,2,2,2,213,85,1,1,2,1,2,2,3,1,5,2,2,2,3,3,3,2,2,1,2,2,1,11,1,1
1,213,86,4,2,1,6,5,1,2,1,1,80,3,1,1,2,2,1,3,2,2,3,2,3,1,1,3,3,1,2,5,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,1,3,3,6,1,4,1,3,2,2,2,213,86,2,1,2,1,1,4,3,2,1,1,2,2,2,3,2,3,3,2,2,2,1,11,1,1
1,213,87,4,2,1,6,5,1,4,3,2,61,3,1,2,3,2,2,3,5,2,3,2,3,2,1,3,3,1,1,2,2,1,1,2,2,3,1,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,1,2,4,6,1,2,3,3,2,3,2,213,87,3,2,2,5,2,2,4,2,2,2,3,4,2,2,2,2,1,2,2,2,1,11,2,2
1,213,88,4,2,1,6,5,1,3,1,1,70,3,2,2,2,3,1,3,3,2,3,2,3,2,1,3,3,1,2,2,1,1,1,2,3,6,1,1,1,9,9,9,9,9,9,9,9,99,99,4,4,1,1,3,3,6,1,4,1,3,1,2,2,213,88,3,1,2,1,1,4,4,2,5,3,2,4,2,2,2,2,2,2,1,1,1,11,2,2
1,213,89,4,2,1,6,5,1,3,1,1,68,2,2,2,1,3,3,3,2,2,3,2,3,1,1,3,3,1,1,2,1,1,1,2,1,1,1,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,2,3,3,6,2,4,2,3,2,1,2,213,89,2,1,2,1,1,4,3,1,5,1,3,3,2,3,1,2,2,2,2,2,1,11,2,2
1,213,90,4,2,1,6,5,1,3,1,2,70,3,1,2,1,3,3,3,2,2,4,2,3,1,2,3,3,1,1,1,1,1,1,2,4,7,1,1,1,9,9,9,9,9,9,9,9,99,99,4,2,1,2,2,3,2,2,3,1,3,2,1,2,213,90,2,2,1,1,2,2,2,1,1,3,2,5,2,3,2,1,1,2,2,2,1,11,2,2
1,213,91,4,2,1,6,5,1,2,1,1,68,3,3,2,2,3,1,2,4,2,4,2,3,1,2,3,3,1,2,1,2,1,1,2,1,1,1,11,11,9,9,9,9,9,9,9,9,99,99,3,3,1,1,2,4,2,2,4,2,2,2,2,2,213,91,1,2,1,1,2,2,3,1,5,3,3,5,2,3,1,1,1,2,3,3,1,11,2,2
1,213,92,4,2,1,6,5,1,2,1,1,76,3,1,2,1,1,2,1,2,2,3,2,3,1,1,3,3,1,1,3,1,1,1,2,2,3,1,1,1,9,9,9,9,9,9,9,9,99,99,2,3,1,2,2,3,2,2,4,1,3,2,2,2,213,92,3,2,1,4,2,2,4,2,5,4,3,5,2,3,3,3,3,1,1,2,1,11,2,2
1,213,93,4,2,1,6,5,1,2,1,1,76,3,2,2,2,3,1,3,2,2,4,2,3,1,2,3,2,1,2,4,1,1,1,2,4,7,1,1,11,9,9,9,9,9,9,9,9,99,99,2,3,1,2,2,2,2,3,3,1,3,1,1,2,213,93,3,2,1,1,2,2,1,1,5,2,3,4,2,3,3,3,3,1,1,1,1,11,2,2
1,213,94,4,2,1,6,5,1,3,1,2,53,3,2,2,2,5,3,3,5,1,4,2,3,1,9,3,3,1,1,1,1,1,1,2,1,1,1,1,1,9,9,9,9,9,9,9,9,99,99,4,4,1,1,2,5,2,1,2,2,3,2,2,2,213,94,3,2,2,1,2,2,1,1,5,2,3,3,1,3,2,2,2,2,1,1,1,11,2,2
1,213,95,4,2,1,6,5,1,2,1,3,55,3,2,2,3,4,1,2,4,2,2,2,3,1,9,3,3,1,2,2,1,1,1,2,3,6,1,12,12,9,9,9,9,9,9,9,9,99,99,3,3,1,2,2,3,2,2,3,2,1,2,2,2,213,95,2,2,2,1,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,1,11,2,2
1,213,96,4,2,1,6,5,1,2,1,1,63,2,2,2,2,5,1,3,2,2,4,2,4,1,2,3,1,1,2,1,1,1,1,2,1,1,1,12,12,9,9,9,9,9,9,9,9,99,99,2,3,1,2,2,4,2,2,3,2,1,2,2,2,213,96,2,2,2,1,2,2,4,2,1,3,2,5,2,4,1,2,2,1,3,2,1,11,2,2
1,213,97,4,2,1,6,5,1,3,1,2,73,2,1,2,2,4,1,3,3,3,3,2,4,1,1,3,2,1,2,2,2,1,1,2,2,3,3,11,11,9,9,9,9,9,9,9,9,99,99,2,6,1,1,3,3,2,1,3,2,3,1,1,2,213,97,1,1,2,1,1,2,4,1,5,2,3,4,1,2,1,2,1,2,2,2,1,11,2,2
1,213,98,4,2,1,6,5,1,3,1,1,80,2,2,1,2,4,1,3,5,2,1,2,5,2,1,3,1,1,2,2,1,1,1,1,1,1,2,11,12,9,9,9,9,9,9,9,9,99,99,3,5,1,4,2,3,2,2,4,2,2,1,1,2,213,98,1,2,4,5,1,2,2,1,2,3,3,5,1,3,3,2,2,1,2,2,1,10,1,2
1,213,99,4,2,1,6,5,1,3,1,2,88,2,1,4,1,2,1,3,2,3,4,2,4,1,1,3,3,1,2,1,1,1,1,3,3,7,1,1,11,9,9,9,9,9,9,9,9,99,99,4,2,1,3,2,4,2,2,2,2,2,1,1,2,213,99,2,2,2,4,2,2,3,2,2,3,3,2,1,3,2,2,2,2,2,3,1,11,2,2
1,213,100,4,2,1,6,5,1,3,1,1,75,2,1,99,1,2,1,3,2,2,3,2,4,1,1,3,3,1,1,2,1,1,1,3,2,4,1,1,1,9,9,9,9,9,9,9,9,99,99,3,4,1,2,2,3,3,2,4,1,4,1,1,2,213,100,1,1,2,1,2,2,2,2,2,2,2,5,1,2,2,3,2,2,2,2,1,11,2,2
1,213,101,4,2,1,6,5,1,2,1,1,77,2,2,1,2,3,1,5,3,1,3,2,4,1,1,3,3,1,2,2,1,1,1,1,1,1,2,11,12,9,9,9,9,9,9,9,9,99,99,4,1,1,3,2,4,2,1,4,1,1,2,2,2,213,101,2,2,4,5,2,2,1,1,5,2,3,1,3,3,1,2,1,1,3,3,1,10,1,2
1,213,102,4,2,1,6,5,1,2,1,1,95,2,1,10,1,2,2,4,2,2,2,2,4,2,4,3,3,1,1,1,1,2,3,3,3,7,1,1,11,9,9,9,9,9,9,9,9,99,99,4,6,1,2,2,2,2,1,2,1,3,1,1,2,213,102,1,1,2,1,1,2,3,2,5,2,1,3,1,3,3,2,1,2,2,1,1,11,2,2
1,213,103,4,2,1,6,5,1,2,1,1,98,2,2,2,1,2,1,2,2,3,4,2,4,1,1,3,3,1,2,2,1,1,6,2,4,6,1,1,11,9,9,9,9,9,9,9,9,99,99,2,2,1,3,2,4,2,1,1,2,4,1,2,2,213,103,2,1,2,1,2,2,4,2,3,3,3,4,3,3,1,2,1,3,2,2,1,11,2,2
1,213,104,4,1,1,6,5,1,3,1,3,77,2,3,2,3,3,1,2,2,2,3,2,3,1,2,3,3,1,1,2,2,1,6,2,4,7,1,1,12,9,9,9,9,9,9,9,9,99,99,4,3,1,1,2,4,1,1,4,2,4,2,2,2,213,104,3,2,2,1,3,3,4,1,5,3,3,4,2,2,2,2,2,2,2,2,1,11,2,2
1,213,105,4,2,1,7,5,1,2,1,3,47,2,1,2,1,1,2,3,1,2,4,2,6,2,2,3,3,1,1,5,1,1,1,2,2,2,1,1,1,9,9,9,9,9,9,9,9,99,99,4,4,1,3,2,3,2,1,2,1,3,1,1,2,213,105,3,1,1,1,2,2,4,2,2,3,3,4,3,4,3,3,3,1,1,1,1,11,2,2
1,213,106,4,2,1,7,5,1,3,1,2,81,2,3,1,1,4,1,4,4,2,4,2,5,1,1,3,4,1,1,4,1,1,1,3,2,2,4,2,12,9,9,9,9,9,9,9,9,99,99,4,1,1,4,2,4,2,1,4,2,3,1,1,2,213,106,1,2,2,1,2,2,3,2,6,2,2,1,2,3,1,2,2,2,1,2,1,10,1,2
1,213,107,4,2,1,7,5,1,3,1,1,77,2,2,2,2,2,1,3,5,2,3,2,4,1,2,3,2,1,2,2,1,1,1,2,3,6,1,1,11,9,9,9,9,9,9,9,9,99,99,3,3,1,2,2,4,1,2,2,2,3,1,3,2,213,107,3,2,2,4,2,2,4,2,5,2,3,4,2,4,3,2,2,1,1,1,1,11,2,2
1,213,108,4,2,1,7,5,1,5,1,2,69,3,4,10,3,4,1,2,4,1,4,2,5,2,4,3,4,1,2,1,1,1,1,1,1,1,5,11,11,9,9,9,9,9,9,9,9,99,99,3,3,1,3,2,5,1,2,4,3,4,2,3,2,213,108,3,3,2,5,3,2,4,2,2,3,3,5,1,2,1,1,1,2,1,2,1,11,2,2
1,213,109,4,2,1,7,5,1,1,1,1,57,3,1,2,2,2,1,2,3,2,4,2,6,1,9,3,2,1,1,4,1,1,1,2,1,1,1,1,11,9,9,9,9,9,9,9,9,99,99,1,6,1,2,2,5,1,2,1,2,4,2,2,2,213,109,3,2,1,5,3,2,4,2,2,3,3,5,2,2,3,2,1,2,2,1,1,11,2,2
1,213,110,4,2,1,7,5,1,4,1,2,84,3,1,2,1,2,3,2,3,1,3,2,6,1,1,3,2,1,1,1,2,1,3,2,3,1,1,11,11,9,9,9,9,9,9,9,9,99,99,2,6,1,3,2,4,2,1,1,2,3,1,1,2,213,110,3,1,2,1,2,2,1,1,1,2,3,4,1,3,1,1,1,2,2,2,1,11,2,2
1,213,111,4,2,1,7,5,1,2,1,1,90,3,3,2,2,2,1,2,2,2,2,2,4,1,6,3,4,1,1,2,1,1,1,2,1,5,1,1,11,9,9,9,9,9,9,9,9,99,99,4,6,1,2,2,3,2,2,3,1,3,1,2,2,213,111,2,1,1,4,1,2,2,2,5,2,1,4,1,3,3,2,2,2,2,2,1,11,2,2
1,213,112,4,2,1,7,5,1,3,1,1,70,3,3,2,3,3,1,3,3,3,4,2,4,2,1,3,3,1,2,2,1,1,1,2,3,7,1,1,11,9,9,9,9,9,9,9,9,99,99,3,4,1,2,3,4,2,2,4,2,4,2,2,2,213,112,3,1,1,4,1,2,1,1,5,3,3,4,1,3,1,2,1,2,2,1,1,11,2,2
1,213,113,4,2,1,7,5,1,3,1,1,56,1,1,2,2,2,1,5,5,3,5,2,2,1,9,3,3,1,4,1,2,1,6,2,4,7,1,1,12,9,9,9,9,9,9,9,9,99,99,3,3,1,1,2,3,6,2,4,2,3,1,1,2,213,113,1,2,1,1,2,3,4,2,1,2,3,4,2,2,2,2,1,2,2,2,1,11,2,2
1,213,114,4,2,2,7,5,1,2,1,1,83,2,1,1,2,2,3,2,2,2,4,2,5,1,1,3,3,1,2,2,1,2,5,1,2,1,2,11,11,9,9,9,9,9,9,9,9,99,99,2,2,1,4,2,4,2,2,4,1,3,2,2,2,213,114,3,3,3,5,2,2,4,2,2,2,2,3,1,3,2,2,2,3,2,2,1,10,1,2
1,213,115,4,2,2,7,5,1,3,1,1,65,2,1,2,1,2,3,4,3,2,5,2,4,1,1,3,2,1,1,1,1,1,1,3,3,6,3,1,11,9,9,9,9,9,9,9,9,99,99,3,2,1,2,2,4,2,1,1,1,2,2,2,2,213,115,2,2,2,3,3,2,1,1,5,2,2,4,1,3,1,2,1,2,2,1,1,11,2,2
1,213,116,4,2,2,7,5,1,3,1,2,95,1,5,2,4,6,4,6,6,4,6,2,4,2,1,3,3,1,4,1,2,2,4,2,3,6,1,1,11,9,9,9,9,9,9,9,9,99,99,4,1,1,3,2,5,1,1,1,3,4,2,3,2,213,116,3,2,2,3,3,3,2,2,2,4,2,5,1,2,2,2,1,3,2,1,1,11,2,2
1,213,117,4,2,3,7,5,2,3,1,3,89,3,1,1,2,3,1,2,5,1,4,2,5,1,2,3,3,1,1,5,1,1,1,3,2,4,2,2,2,9,9,9,9,9,9,9,9,99,99,4,3,1,3,2,3,2,2,4,2,3,2,3,2,213,117,2,1,3,5,2,2,1,1,5,1,3,3,2,2,1,2,2,3,2,2,1,10,1,2
1,213,118,4,2,1,7,5,1,2,3,2,84,3,2,2,1,3,1,5,5,1,3,2,3,2,4,3,3,1,2,1,1,1,1,2,1,1,6,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,1,3,2,6,1,4,1,3,2,2,2,213,118,3,3,2,1,2,4,2,2,5,2,2,4,2,4,2,2,2,2,2,1,1,11,2,2
1,213,119,4,2,1,7,5,1,3,1,1,86,3,1,2,1,2,1,3,2,1,2,2,3,1,1,3,3,1,1,1,2,1,1,2,1,1,1,1,11,9,9,9,9,9,9,9,9,99,99,4,3,1,1,3,2,3,2,3,1,3,1,1,2,213,119,2,1,1,4,1,1,4,1,5,2,1,2,1,3,2,3,2,2,2,2,1,11,2,2
1,213,120,4,2,1,7,5,1,1,1,1,90,2,4,2,3,3,1,4,4,2,4,2,3,1,2,3,2,1,2,1,1,1,1,2,3,6,1,1,11,9,9,9,9,9,9,9,9,99,99,1,4,1,2,2,5,2,3,2,2,3,2,2,2,213,120,3,3,2,1,3,3,3,2,3,4,3,5,3,4,3,3,3,2,2,2,1,11,2,2
1,213,121,4,2,1,7,5,1,2,1,1,95,1,1,2,2,2,2,3,3,2,4,2,3,2,1,3,1,1,2,1,1,1,1,2,2,7,1,1,11,9,9,9,9,9,9,9,9,99,99,0,2,1,2,2,4,2,2,4,1,3,2,2,2,213,121,3,2,2,4,1,1,4,2,2,5,4,6,1,3,3,2,2,2,1,1,1,11,2,1
1,213,122,4,2,1,7,5,1,4,1,3,62,3,2,2,3,3,3,4,3,3,4,2,4,1,2,3,3,1,1,2,1,1,1,2,3,7,1,11,11,9,9,9,9,9,9,9,9,99,99,4,3,1,2,2,4,2,1,1,2,2,2,3,2,213,122,2,1,2,4,2,3,3,2,5,3,3,5,1,3,2,2,2,2,3,2,1,11,2,2
1,213,123,4,2,1,7,5,1,3,1,2,70,3,2,1,1,1,3,3,2,1,2,2,5,1,2,3,3,1,2,5,3,2,4,3,2,3,1,2,1,9,9,9,9,9,9,9,9,99,99,4,3,1,4,1,2,1,2,1,1,4,2,2,2,213,123,2,2,3,4,1,1,1,1,1,2,3,3,2,4,3,3,1,2,1,1,1,10,1,2
1,213,124,2,2,2,7,5,1,3,3,3,98,3,2,1,2,2,1,3,2,1,2,2,4,2,9,3,3,1,1,5,1,1,6,1,1,7,2,1,1,9,9,9,9,9,9,9,9,99,99,4,6,1,3,3,2,7,1,4,2,3,4,1,2,213,124,1,4,2,3,4,1,4,1,6,2,3,2,1,3,1,1,1,2,1,2,1,10,1,2
1,213,125,3,2,2,7,5,1,3,1,1,55,1,1,2,1,3,3,5,2,1,4,2,3,2,2,3,3,1,1,2,1,1,1,2,4,7,1,1,12,9,9,9,9,9,9,9,9,99,99,4,4,1,2,2,3,2,2,2,1,3,2,3,2,213,125,3,2,2,4,4,4,1,1,5,3,3,5,1,2,2,1,1,2,3,2,1,11,2,2
1,213,126,4,1,1,7,5,1,2,1,2,98,2,2,1,1,3,2,1,2,2,2,2,5,2,2,3,2,1,2,2,1,1,1,3,2,5,3,4,1,9,9,9,9,9,9,9,9,99,99,4,4,1,2,3,3,2,1,2,2,1,2,1,2,213,126,2,3,4,1,2,2,4,2,2,1,3,5,2,3,2,2,2,2,2,2,1,10,1,2
1,213,127,4,2,1,8,5,1,2,1,2,72,2,1,2,2,2,1,3,2,2,4,2,3,1,1,3,3,1,2,4,1,1,1,2,4,7,1,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,2,1,4,3,1,4,2,4,2,3,2,213,127,1,2,2,5,2,3,3,2,5,3,3,5,2,5,2,1,1,2,2,2,1,11,2,2
1,213,128,4,2,1,6,5,2,2,1,1,84,3,3,1,3,3,1,3,3,2,1,2,5,2,2,3,3,1,2,2,1,2,5,3,3,6,2,1,12,9,9,9,9,9,9,9,9,99,99,2,3,2,2,2,3,2,2,4,1,3,2,3,2,213,128,2,3,4,5,1,2,1,2,2,1,1,2,1,3,3,3,3,1,2,1,1,10,1,1
1,213,129,4,2,1,6,5,1,2,1,1,60,3,2,1,2,2,1,3,5,2,4,2,5,2,2,3,3,1,2,2,1,1,6,3,2,4,2,1,1,9,9,9,9,9,9,9,9,99,99,4,4,1,3,2,3,2,2,3,2,4,1,1,2,213,129,3,1,2,1,1,2,2,1,5,3,2,4,2,3,3,2,2,1,1,2,1,11,1,1
1,213,130,4,2,1,6,5,1,3,1,3,91,3,2,1,1,2,4,3,5,3,2,2,5,2,1,3,3,1,2,2,1,1,1,1,1,1,3,11,11,9,9,9,9,9,9,9,9,99,99,4,4,1,4,2,4,2,1,4,2,3,2,2,2,213,130,2,1,2,4,2,2,3,1,5,2,2,3,1,3,1,2,2,2,2,2,1,10,1,1
1,213,131,4,2,1,6,5,1,3,1,1,70,3,2,1,2,2,3,3,2,2,3,2,5,2,2,3,3,1,3,2,1,2,4,1,1,1,5,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,3,2,3,2,1,2,2,1,2,3,2,213,131,3,1,2,1,2,2,4,1,5,3,2,2,2,2,1,2,2,2,2,2,1,11,1,1
1,213,132,4,2,1,6,5,1,2,1,1,67,2,1,1,1,1,2,3,1,1,1,2,4,1,1,3,3,1,1,2,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,2,1,2,3,2,6,2,3,1,3,2,2,2,213,132,2,1,1,1,1,4,2,1,1,2,1,2,2,3,2,2,2,2,2,2,1,11,1,1
1,213,133,4,2,1,6,5,1,2,1,1,60,2,2,1,1,2,3,3,2,2,3,2,6,1,2,3,2,1,2,2,1,3,3,3,2,5,1,1,1,9,9,9,9,9,9,9,9,99,99,2,3,1,3,3,3,2,1,2,1,3,2,2,2,213,133,1,1,2,1,1,2,1,1,5,2,1,2,1,3,3,2,1,1,2,1,1,11,1,1
1,213,134,4,2,1,6,5,1,2,1,2,83,2,1,1,1,2,1,3,2,2,4,2,5,1,2,3,3,1,2,2,1,1,1,1,1,1,3,11,11,9,9,9,9,9,9,9,9,99,99,4,3,1,4,2,5,2,2,4,2,1,1,2,2,213,134,3,2,2,1,3,2,4,1,5,3,2,3,1,2,2,1,1,2,1,2,1,11,1,1
1,213,135,4,2,1,6,5,1,2,1,1,80,3,3,1,3,2,3,3,3,2,2,2,4,1,2,3,3,1,4,6,1,1,1,1,1,1,2,12,1,9,9,9,9,9,9,9,9,99,99,4,6,1,2,3,3,4,1,3,1,3,4,4,2,213,135,4,4,1,1,4,1,4,1,5,1,2,1,1,3,3,2,1,1,2,2,1,10,1,2
1,213,136,4,2,1,6,5,1,2,1,1,77,2,3,2,3,3,1,5,4,1,4,2,6,1,1,3,2,1,2,1,1,1,1,3,3,6,1,1,11,9,9,9,9,9,9,9,9,99,99,2,3,1,1,2,4,1,2,4,2,4,2,3,2,213,136,1,2,3,1,3,3,1,2,6,3,2,4,2,4,3,3,2,2,2,2,1,11,2,2
1,213,137,4,2,1,6,5,1,2,1,3,75,2,2,1,1,2,2,3,2,2,4,2,5,1,1,3,1,1,2,2,1,2,5,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,6,1,4,5,5,7,1,4,2,4,3,2,2,213,137,3,2,4,5,3,3,3,1,6,3,2,3,2,3,1,2,2,2,2,3,1,10,1,2
1,213,138,4,2,1,6,5,1,2,1,1,76,2,1,2,1,1,1,3,2,2,4,2,4,1,2,3,3,1,1,3,1,1,1,2,2,7,1,1,1,9,9,9,9,9,9,9,9,99,99,4,3,1,2,2,5,1,1,3,1,4,2,2,2,213,138,3,2,2,1,3,3,2,2,6,4,3,4,1,3,3,2,2,1,1,1,1,11,2,2
1,213,139,4,2,1,6,5,1,4,1,1,89,1,5,1,1,2,2,3,5,2,2,2,6,2,2,3,4,1,2,2,1,1,1,3,2,2,2,1,1,9,9,9,9,9,9,9,9,99,99,4,6,1,3,2,4,7,1,5,2,1,3,2,2,213,139,3,3,4,5,3,3,4,1,5,2,2,4,2,3,2,2,2,3,3,3,1,10,1,2
1,213,140,4,2,1,6,5,1,3,1,3,98,1,2,2,1,2,3,2,2,3,2,2,5,2,2,3,1,1,1,1,2,1,1,2,2,2,1,3,11,9,9,9,9,9,9,9,9,99,99,4,5,1,3,2,4,1,1,2,2,3,1,3,2,213,140,3,3,3,4,2,3,4,2,6,4,3,4,1,2,2,2,1,2,2,2,1,11,2,2
1,213,141,4,2,1,6,5,1,4,1,2,72,3,3,1,1,2,1,2,3,2,4,2,5,2,1,3,3,1,2,2,1,1,1,3,2,2,2,1,1,9,9,9,9,9,9,9,9,99,99,4,6,1,3,2,5,1,1,1,1,1,2,2,2,213,141,3,3,4,5,2,3,4,2,2,4,3,5,1,2,2,1,1,1,2,2,1,10,1,2
1,213,142,4,2,1,6,5,1,3,3,1,85,3,1,1,2,3,1,3,2,2,3,2,5,1,1,3,3,1,2,2,1,1,1,1,1,1,2,11,11,9,9,9,9,9,9,9,9,99,99,4,3,1,4,3,3,1,1,2,2,1,2,2,2,213,142,3,2,3,5,2,3,1,1,5,3,3,4,1,2,2,1,2,3,2,2,1,10,1,2
1,213,143,4,2,1,6,5,1,2,1,3,70,3,1,2,2,5,1,3,2,2,4,2,4,1,1,3,3,1,2,6,1,1,1,2,2,7,2,1,11,9,9,9,9,9,9,9,9,99,99,4,4,1,2,2,5,1,1,3,2,3,1,1,2,213,143,4,1,2,1,3,3,4,2,5,2,3,4,2,3,2,3,1,2,2,2,1,11,2,2
