CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.51.,Q.52.,Q.53.,Q.53..1,Q.53..2,Q.53..3,Q.53..4,Q.53..5,Q.53..6,Q.53..7,Q.53..8,Q.53..9,Q.53..10,Q.53..11,Q.53..12,Q.53..13,V.54.,V.55.,V.56.,V.57.
1,210,272,2,7,6,6,4,2,1,4,1,5,7,7,3,2,1,3,1,2,2,2,1,1,2,2,2,3,4,4,4,3,4,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,18
1,210,273,3,7,5,5,4,2,2,4,1,5,7,7,3,1,2,3,2,2,2,3,2,3,3,2,3,2,4,4,4,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,5,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,19
1,210,274,4,4,5,6,4,1,3,5,2,7,7,7,3,5,1,3,1,4,2,3,2,3,2,2,2,1,5,1,4,1,1,1,2,2,1,2,2,2,1,2,3,2,1,1,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,20
1,210,275,3,6,3,6,3,1,3,5,2,7,7,7,3,5,4,2,1,5,4,3,2,3,2,2,5,2,6,1,5,5,1,2,4,2,3,2,3,1,1,2,1,3,1,1,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,21
1,210,276,1,6,2,5,3,2,1,4,1,5,7,7,3,3,1,2,1,3,3,1,1,2,1,1,1,1,4,4,4,4,1,1,2,2,3,2,2,1,1,1,2,1,3,3,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,22
1,210,277,1,8,5,2,5,1,3,5,1,6,7,7,3,4,1,3,1,4,4,2,1,1,3,1,1,4,6,6,1,5,1,1,3,1,3,2,1,1,1,2,1,1,2,2,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,23
1,210,278,3,9,5,5,5,1,3,5,1,5,7,7,3,4,3,3,1,5,0,2,1,3,3,2,2,1,4,4,1,4,2,1,3,3,3,2,2,1,3,2,1,2,2,2,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,24
1,210,279,0,8,5,0,3,2,1,2,0,7,7,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,25
1,210,280,3,9,1,6,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,26
1,210,281,4,10,3,5,4,1,3,5,1,5,6,5,3,2,1,2,1,3,3,2,2,3,1,2,2,1,4,4,4,4,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,1,27
1,210,282,7,9,3,5,5,2,2,1,2,7,7,7,3,2,1,3,1,2,2,2,1,3,2,2,2,1,6,6,5,5,7,0,4,4,5,2,4,1,2,2,1,5,4,1,1,1,5,4,0,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,6,1,28
1,210,283,1,5,5,2,2,1,3,5,1,5,7,7,3,4,3,1,1,4,3,2,3,2,2,2,2,1,6,6,4,4,7,1,2,4,5,4,3,1,3,2,3,3,2,2,1,2,5,4,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,6,1,29
1,210,284,3,8,8,5,4,1,3,5,1,5,6,6,3,2,3,2,1,4,2,1,1,3,2,2,3,2,2,4,1,3,2,1,3,1,3,2,2,1,1,2,4,1,0,2,1,2,5,4,3,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,6,1,30
1,210,285,3,10,8,5,5,2,1,4,1,5,7,7,3,2,1,3,2,4,4,3,2,2,1,3,2,1,4,4,4,4,2,1,2,2,1,3,2,2,3,1,3,2,1,1,1,1,5,4,3,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,6,1,31
1,210,286,6,8,7,2,5,2,2,4,1,6,7,7,3,2,2,3,1,0,3,3,2,0,2,1,0,2,4,1,4,4,1,1,1,1,2,2,2,1,2,3,1,3,4,4,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,32
1,210,287,3,6,6,6,2,1,3,5,1,5,7,7,3,4,2,1,1,5,3,2,2,2,1,2,3,1,4,1,4,3,2,1,1,2,2,3,3,2,1,1,2,2,3,3,1,1,5,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,6,1,33
1,210,288,3,8,7,5,3,1,3,5,1,5,7,7,3,3,3,1,3,4,4,3,2,2,1,4,4,3,6,6,4,4,1,2,2,2,5,2,2,1,2,3,2,3,4,4,2,4,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,34
1,210,289,3,8,5,3,5,2,1,1,1,5,7,7,3,1,3,3,1,5,4,3,2,3,1,5,4,1,4,4,4,4,2,2,4,1,1,4,2,1,4,2,2,2,3,3,1,3,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,35
1,210,290,5,8,8,5,5,2,0,4,1,5,7,6,3,4,3,1,2,5,4,1,2,2,2,4,4,1,4,3,4,4,3,1,2,2,3,1,2,4,3,1,3,1,1,1,1,1,5,4,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,1,36
1,210,291,4,9,8,5,5,1,3,5,1,5,7,7,3,3,2,3,1,2,2,2,1,2,1,3,2,1,4,4,1,2,7,1,2,2,2,3,2,1,1,1,2,2,1,1,1,1,5,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,1,37
1,210,292,2,7,5,2,5,1,3,5,1,5,5,5,3,2,4,3,1,0,0,3,3,3,2,5,2,1,6,6,5,3,1,1,4,1,5,4,2,1,1,3,2,2,4,4,1,3,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,38
1,210,293,3,9,3,6,2,3,3,4,1,5,7,6,3,2,2,3,1,1,1,2,1,3,3,2,2,1,6,3,5,5,7,1,4,2,5,4,2,5,1,2,2,2,1,4,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,39
1,210,294,3,10,0,0,2,2,1,3,1,5,7,7,3,2,1,3,1,3,1,1,2,1,2,5,5,1,6,6,5,1,7,1,2,2,5,1,4,1,1,2,1,5,2,2,1,3,5,4,3,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,6,1,40
1,210,295,1,8,7,5,4,1,3,5,1,5,7,7,3,4,4,3,3,5,4,2,1,2,2,5,4,1,4,4,4,3,1,1,2,3,2,3,2,2,1,2,4,2,1,1,1,3,5,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,1,41
1,210,296,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,42
1,210,297,1,8,6,5,3,3,3,4,1,6,7,7,3,5,3,3,2,4,3,2,3,3,2,5,3,1,6,6,4,4,7,2,2,2,5,2,2,1,2,2,2,2,4,1,1,2,5,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,43
1,210,298,2,8,2,5,4,1,3,5,1,6,7,7,3,0,3,3,1,4,4,2,1,3,1,1,4,1,4,4,4,4,1,1,3,3,3,1,1,1,3,2,1,1,2,2,1,2,5,4,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,44
1,210,299,3,6,4,6,2,1,3,5,1,7,7,7,3,3,2,2,1,4,2,2,1,2,3,2,4,4,4,1,4,1,5,1,2,1,3,3,2,1,1,2,1,1,2,2,1,1,5,4,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,6,1,45
1,210,300,2,6,2,5,2,2,1,1,1,5,7,7,3,3,3,3,4,5,4,2,2,2,2,4,4,1,6,6,5,4,1,2,3,1,2,1,2,2,1,1,4,4,2,2,1,1,5,4,3,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,6,1,47
1,210,301,3,3,2,6,3,1,3,5,2,6,7,5,3,5,3,1,1,5,0,1,1,3,3,3,2,1,4,2,4,4,3,2,1,1,3,2,2,1,1,1,2,1,1,1,1,1,5,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,48
1,210,302,3,10,1,6,2,2,1,2,1,5,7,7,3,1,1,3,1,5,2,1,1,3,1,1,2,1,1,3,5,2,1,2,1,1,1,2,4,1,2,1,1,1,3,3,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,49
1,210,303,2,5,4,5,5,1,3,5,1,5,7,7,3,4,0,3,1,5,4,2,2,2,4,4,4,1,1,1,4,4,2,0,3,2,3,2,2,1,1,2,1,2,1,1,1,3,5,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,1,50
1,210,304,1,8,6,5,1,1,3,5,1,5,7,7,3,5,1,3,1,2,2,0,3,3,2,5,5,0,6,6,5,5,7,0,4,4,5,4,2,1,4,3,1,1,4,4,2,4,5,4,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,1,51
1,210,305,2,8,3,5,1,1,3,5,2,7,7,7,3,1,2,3,1,4,4,2,1,4,1,2,2,3,6,6,1,4,7,0,3,3,2,2,4,1,3,1,1,1,1,1,1,2,5,4,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,6,1,52
1,210,306,0,8,1,0,2,2,0,0,1,6,7,5,3,1,0,3,1,3,0,2,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,53
1,210,307,3,6,2,6,2,1,3,5,2,6,7,7,3,2,1,3,1,5,3,2,2,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,56
1,210,308,1,9,0,5,5,2,1,4,1,5,7,7,3,2,0,3,1,2,2,2,1,3,2,1,2,2,6,1,2,5,2,0,1,1,5,2,2,1,2,1,1,1,1,1,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,57
1,210,309,0,0,0,0,4,1,3,5,1,5,0,0,3,1,1,2,1,3,0,0,1,3,4,1,0,2,6,6,5,5,7,0,3,3,5,4,4,1,1,2,1,2,1,1,1,1,5,4,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,6,1,58
1,210,310,3,5,3,5,2,1,3,5,1,6,7,6,3,1,1,3,1,5,4,3,3,1,3,2,4,6,6,6,4,4,1,0,3,3,4,2,3,1,3,2,4,1,3,3,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,1,59
1,210,311,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,60
1,210,312,3,7,6,3,3,2,2,1,1,7,6,5,12,5,2,3,3,4,3,2,1,3,2,2,2,1,4,4,4,4,1,2,3,2,1,2,3,3,3,3,2,2,1,1,1,2,5,4,3,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,7,1,0
1,210,313,3,7,7,3,5,1,3,5,1,7,6,5,12,2,2,3,2,3,2,3,1,2,3,5,2,1,4,1,4,4,1,1,3,3,1,3,2,1,3,2,2,2,2,2,1,1,5,4,0,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,7,1,1
1,210,314,4,8,5,1,3,2,1,1,1,5,6,6,12,1,2,2,1,4,3,1,1,3,2,2,2,2,4,1,4,4,1,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,5,4,7,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,7,1,2
1,210,315,6,7,6,3,4,1,3,5,1,7,6,5,12,1,1,2,1,3,2,1,1,1,1,2,3,3,4,1,4,4,1,1,2,2,1,2,3,3,3,2,3,1,1,1,1,2,5,4,3,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,7,1,3
1,210,316,4,8,5,3,5,2,2,1,1,7,6,5,12,2,3,3,1,5,4,2,1,3,1,1,2,2,4,5,4,3,1,2,2,2,3,1,2,4,3,2,1,2,1,1,1,2,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,1,4
1,210,317,4,8,6,3,5,1,3,5,1,6,6,5,12,1,1,3,1,2,2,2,3,1,3,2,2,2,5,5,5,4,7,2,2,2,1,2,2,1,4,2,2,2,1,1,1,2,5,4,6,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,7,1,5
1,210,318,4,9,5,3,2,2,1,4,1,7,6,6,12,2,2,3,2,4,3,2,2,2,3,2,3,1,4,4,5,5,1,1,4,2,5,1,3,2,3,2,2,2,2,2,2,4,5,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7,1,6
1,210,319,5,8,5,3,4,1,3,5,1,6,6,6,12,1,1,3,2,4,3,2,2,1,2,2,2,2,5,5,4,4,2,2,3,3,1,3,2,2,2,2,4,2,2,2,1,2,5,4,3,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,7,1,7
1,210,320,5,9,5,3,5,3,3,4,1,7,6,5,12,2,3,3,2,4,3,2,1,3,3,2,3,2,4,4,4,3,1,1,2,2,2,3,2,3,3,1,2,2,1,1,1,2,5,4,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,7,1,8
1,210,321,5,8,4,3,4,1,3,5,2,7,6,5,12,2,1,3,1,4,4,3,2,3,3,1,2,1,5,5,2,3,3,1,2,2,5,4,2,2,3,1,1,3,1,1,1,2,5,4,3,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,7,1,9
1,210,322,4,8,4,9,1,2,2,1,2,7,6,5,12,2,2,3,2,2,2,2,1,3,2,1,3,2,4,6,5,5,1,2,4,2,5,1,2,2,2,2,2,2,1,1,1,2,5,4,4,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,7,1,10
1,210,323,3,9,6,3,5,1,3,5,1,7,6,6,12,4,3,2,4,4,4,2,1,2,1,4,4,1,4,4,4,4,4,1,2,2,1,2,2,3,2,2,2,1,1,1,1,2,5,4,4,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,7,1,11
1,210,324,2,6,6,3,5,2,2,4,1,5,4,3,12,1,1,3,1,2,2,2,1,2,1,2,3,5,4,5,4,4,1,1,2,1,1,1,3,2,1,2,0,2,2,2,1,2,5,4,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,7,1,12
1,210,325,0,9,4,3,5,2,2,4,1,6,6,5,12,1,1,3,1,2,2,2,1,3,3,2,2,2,2,1,2,1,4,1,2,2,1,1,3,1,2,2,2,3,1,1,1,1,5,4,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,7,1,13
1,210,326,3,3,4,3,3,1,3,5,2,7,6,5,12,5,2,1,3,3,2,1,1,1,1,2,5,2,3,1,1,1,1,1,1,1,2,2,3,2,1,2,2,3,2,2,1,3,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,1,14
1,210,327,3,8,7,3,3,1,3,5,2,7,6,6,12,4,2,1,3,4,3,1,1,3,1,2,2,3,4,5,4,4,2,1,3,2,2,2,2,2,1,2,2,2,1,1,1,1,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,1,15
1,210,328,4,7,5,3,4,2,1,1,2,5,6,6,12,2,1,3,1,2,2,1,1,4,1,5,4,2,5,5,4,4,7,2,4,2,1,1,2,2,3,2,3,2,2,2,1,3,5,4,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,7,1,16
1,210,329,6,4,7,3,3,1,3,5,1,5,2,2,7,4,1,3,2,3,2,1,1,3,1,1,2,4,4,4,4,4,3,2,2,2,1,1,3,2,1,0,3,3,2,2,1,2,5,4,3,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,3,2,0
1,210,330,3,4,6,2,2,1,3,5,1,4,2,1,7,2,4,2,2,4,2,1,3,3,2,1,1,4,4,5,1,3,3,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,5,4,6,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,3,2,1
1,210,331,2,1,4,5,2,1,3,5,2,4,3,1,7,3,2,0,2,4,3,1,2,3,1,1,3,0,6,6,4,5,5,0,2,1,5,4,3,3,2,2,4,1,2,2,1,2,5,4,8,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2
1,210,332,3,8,7,2,3,2,1,2,1,4,2,1,7,5,3,2,4,4,2,1,2,2,2,2,2,5,4,5,3,3,5,1,2,2,1,2,2,2,2,2,4,2,2,2,1,2,5,4,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,3,2,3
1,210,333,5,9,6,2,3,2,1,4,1,5,2,1,7,1,1,1,2,1,1,1,2,1,1,1,5,6,4,4,4,4,3,1,2,2,3,2,2,1,1,2,1,2,2,2,1,1,5,4,3,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,3,2,4
1,210,334,5,9,3,1,4,1,3,5,1,6,1,1,7,2,1,1,1,3,1,1,1,3,1,1,1,4,2,2,1,1,1,2,1,2,3,2,3,1,2,2,1,1,1,1,1,2,5,4,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,5
1,210,335,6,8,6,2,4,2,2,4,1,6,2,1,7,1,4,1,2,4,2,3,1,3,1,2,5,5,4,4,1,2,5,1,4,2,2,4,3,2,1,2,2,2,1,1,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,6
1,210,336,3,10,3,0,4,1,3,5,1,5,2,1,7,1,1,1,1,1,1,2,1,3,1,1,1,5,2,2,1,0,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,7
1,210,337,5,8,5,1,5,2,2,1,2,7,2,1,7,4,4,1,3,3,4,2,2,3,1,3,4,6,4,5,2,2,3,2,4,2,3,1,0,4,1,2,4,0,1,1,1,3,5,4,3,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,3,2,8
1,210,338,3,4,7,8,4,1,3,5,1,5,2,2,7,2,4,2,2,3,3,1,2,3,2,2,2,5,4,1,4,3,2,1,2,2,2,3,2,2,2,1,3,2,1,1,1,2,5,4,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,3,2,9
1,210,339,3,9,7,2,3,2,1,1,1,4,2,2,7,2,2,3,2,3,2,2,2,3,1,2,2,3,4,1,4,3,5,1,2,2,1,1,3,1,3,1,3,2,2,2,1,1,5,4,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,10
1,210,340,5,8,6,5,3,2,2,1,1,6,1,1,7,2,4,2,2,2,2,3,1,3,3,3,5,5,4,5,4,1,7,2,2,2,2,1,3,1,1,3,3,3,2,2,1,2,5,4,3,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,3,2,11
1,210,341,2,9,4,2,5,2,2,4,1,4,3,2,7,3,1,3,1,2,2,2,1,3,3,1,1,6,6,5,1,1,2,1,1,1,2,3,1,1,2,3,2,2,2,2,1,1,5,4,3,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,3,2,12
1,210,342,6,2,7,7,4,1,3,5,2,4,2,2,7,2,4,1,2,2,3,1,1,1,1,1,5,6,4,3,4,3,5,2,2,2,1,3,2,1,1,2,1,2,2,2,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,13
1,210,343,4,9,4,2,3,2,1,4,1,5,2,1,7,2,1,3,2,2,2,3,1,3,3,2,5,3,2,4,4,4,7,0,2,1,1,1,3,1,2,2,2,2,1,1,2,4,5,4,8,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,14
1,210,344,4,8,3,2,4,1,3,5,1,7,2,2,7,1,1,1,1,1,1,3,1,1,1,1,5,4,1,1,1,5,4,2,3,2,2,2,3,1,2,2,2,1,2,2,1,3,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,15
1,210,345,2,2,4,6,1,1,3,5,1,4,2,2,7,1,3,0,2,0,2,0,1,4,1,1,1,0,6,6,5,5,2,0,4,2,5,4,3,1,4,2,4,3,2,2,1,3,5,4,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,16
1,210,346,1,4,4,6,1,1,3,5,1,5,2,2,7,1,3,0,4,0,2,2,1,4,1,1,1,0,6,6,5,5,2,0,4,2,5,4,3,1,4,2,4,3,2,2,1,1,5,4,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,17
1,210,347,3,9,4,2,1,2,1,3,1,4,2,2,7,3,4,3,4,1,1,2,2,3,1,2,2,2,2,2,2,2,4,1,1,2,3,2,2,2,1,2,2,2,2,2,1,1,5,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,18
1,210,348,1,5,7,1,5,2,2,1,2,5,2,1,7,3,3,1,4,0,4,2,1,2,1,0,1,6,2,6,4,4,0,0,2,1,1,2,2,1,2,2,3,1,2,2,1,1,5,4,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,3,2,19
1,210,349,4,3,7,2,5,1,3,5,1,5,2,2,7,2,2,3,2,4,2,1,1,3,2,2,2,6,4,5,4,4,3,2,2,2,1,3,3,3,1,2,4,2,1,1,1,2,5,4,3,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,3,2,20
1,210,350,3,5,7,3,4,1,3,5,1,5,2,2,7,2,4,2,3,0,0,1,2,3,2,2,2,4,4,1,4,4,7,1,2,2,2,2,2,1,2,2,3,2,1,1,1,2,5,4,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,3,2,21
1,210,351,4,9,5,2,5,2,1,4,1,5,5,5,11,4,3,2,3,4,4,2,2,3,2,3,2,4,4,2,1,2,5,1,3,2,3,2,3,3,2,1,3,2,2,2,1,1,2,3,3,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,8,2,0
1,210,352,2,6,6,9,5,1,3,5,1,5,5,5,11,3,1,3,2,4,4,2,2,3,2,1,3,2,4,1,4,1,4,1,4,4,1,4,2,2,3,3,2,2,2,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,1
1,210,353,0,10,3,5,4,2,1,4,2,5,5,5,11,2,2,3,1,2,2,2,2,3,3,1,1,3,5,4,3,3,5,1,2,1,2,3,2,2,2,1,2,2,3,3,1,1,2,1,3,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,8,2,2
1,210,354,3,3,4,3,2,1,3,5,1,5,5,5,5,2,4,3,2,3,2,1,3,3,1,2,5,4,4,4,4,1,5,2,2,2,2,1,3,2,2,2,2,2,1,1,1,3,1,5,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,8,2,3
1,210,355,3,3,6,4,4,1,3,5,1,4,5,5,11,2,2,2,2,4,2,2,2,3,2,2,2,3,4,5,4,3,3,2,2,2,1,2,2,2,3,2,3,2,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,2,4
1,210,356,4,6,7,1,3,1,3,5,1,5,5,3,11,2,1,1,2,1,2,1,1,1,1,2,1,4,4,5,4,3,5,2,2,2,2,3,2,1,1,2,1,1,1,1,1,2,2,3,3,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,8,2,5
1,210,357,4,9,5,3,5,1,3,5,1,4,5,5,11,2,3,3,3,5,4,2,2,3,2,2,4,3,4,1,2,2,3,2,2,2,2,4,3,3,3,2,3,2,2,2,1,2,2,3,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,8,2,6
1,210,358,2,3,6,9,5,1,3,5,1,5,5,5,11,3,3,1,2,4,4,1,2,2,2,1,1,4,4,4,1,4,7,1,2,2,2,3,2,2,3,2,2,1,1,1,1,1,4,5,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,7
1,210,359,3,6,5,2,3,2,1,4,1,5,5,5,11,2,1,1,1,3,4,1,1,3,2,3,4,4,5,2,4,1,3,1,1,2,2,1,3,1,1,2,3,2,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,8,2,8
1,210,360,3,10,6,8,4,2,1,4,1,5,5,5,11,2,1,2,4,5,2,2,2,3,1,2,3,3,4,5,4,4,3,1,2,2,1,2,2,2,3,2,2,2,2,2,1,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,9
1,210,361,1,4,5,3,2,1,3,5,1,5,5,5,11,2,2,3,3,5,3,2,1,3,1,2,2,4,4,5,4,4,3,2,2,2,2,1,3,1,1,2,3,2,1,2,1,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,10
1,210,362,4,3,5,4,4,1,3,5,1,4,5,5,11,2,4,2,2,4,3,3,2,3,2,2,2,3,4,1,4,5,7,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,11
1,210,363,1,8,4,3,5,2,1,1,1,4,5,2,11,2,2,3,2,5,2,2,2,3,3,1,2,3,5,4,2,3,3,2,2,2,2,1,3,2,1,2,2,1,2,2,1,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,12
1,210,364,4,8,7,3,4,2,2,4,1,5,5,5,11,2,4,3,2,2,2,2,3,3,2,2,2,5,4,5,4,5,3,1,2,2,5,4,2,2,3,2,2,1,1,1,1,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,13
1,210,365,4,8,5,4,4,1,3,5,1,4,5,5,11,2,2,3,2,4,3,2,2,2,2,2,3,2,4,4,1,1,1,1,2,2,1,4,3,3,2,2,2,3,1,1,2,4,2,5,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,14
1,210,366,3,10,4,9,5,2,1,4,1,5,5,5,11,2,3,3,3,5,3,2,2,3,3,3,3,2,4,5,4,4,4,1,2,2,1,2,3,4,3,2,3,3,2,2,1,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,15
1,210,367,2,7,5,2,4,2,1,4,1,4,5,2,11,2,0,2,3,4,3,0,1,2,3,5,2,4,4,4,1,3,3,1,2,2,2,2,3,1,1,1,4,4,0,0,1,2,1,5,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,16
