CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.8D.,Q.8E.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.9E.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,V.16.,V.17.
1,122,1661,1,2,2,2,2,9,3,1,1,1,1,1,1,1,9,1,1,1,5,6,1,1,3,2,9,4648
1,122,1662,1,1,3,2,2,3,3,1,4,3,2,4,3,2,2,2,3,2,1,4,1,1,2,2,9,3807
1,122,1663,1,1,3,2,2,1,3,1,3,3,3,3,3,3,3,4,3,3,1,1,2,1,1,2,9,4661
1,122,1664,1,1,1,1,2,1,3,1,2,1,2,3,1,1,1,3,1,1,1,1,1,1,1,2,1,2447
1,122,1665,1,1,1,1,2,1,3,1,1,1,2,3,1,1,1,1,1,1,5,6,1,1,2,2,1,2444
1,122,1666,1,2,1,1,2,9,3,1,1,1,1,1,1,1,1,1,1,1,5,6,2,2,3,2,1,6944
1,122,1667,1,2,2,1,2,1,3,1,3,2,2,3,2,2,2,2,2,2,1,3,1,1,3,2,1,5058
1,122,1668,1,1,3,1,1,9,1,2,3,4,4,3,3,2,2,2,2,2,1,1,1,1,3,2,1,2114
1,122,1669,1,1,3,1,1,12,1,2,3,2,2,4,2,3,2,8,2,2,1,3,1,1,4,2,1,1734
1,122,1670,1,4,3,1,1,2,1,2,3,3,1,3,3,2,2,2,2,2,1,4,1,1,4,2,1,5105
1,122,1671,1,4,3,1,1,9,1,2,3,4,1,1,4,2,2,1,2,3,1,4,1,1,4,2,1,5029
1,122,1672,1,1,3,1,1,1,1,2,3,4,1,3,3,2,2,2,2,2,1,2,2,2,4,2,1,1749
1,122,1673,1,1,3,1,1,11,1,2,2,3,3,2,2,3,2,10,2,3,1,4,1,5,4,2,1,3919
1,122,1674,1,2,3,1,1,8,1,2,2,1,2,1,3,2,1,2,2,2,1,5,1,1,3,2,1,2859
1,122,1675,1,2,3,1,1,1,1,2,2,3,1,1,3,2,5,1,2,3,1,1,1,1,4,1,1,1932
1,122,1676,1,1,3,1,1,2,1,2,2,3,2,2,3,3,2,2,3,2,1,3,1,2,4,2,1,5161
1,122,1677,1,2,3,1,1,11,1,2,2,3,4,4,4,3,3,3,3,3,4,3,1,1,3,1,1,2911
1,122,1678,1,1,3,2,1,1,1,2,3,3,1,2,3,2,2,2,1,1,2,4,1,1,4,2,1,3911
1,122,1679,1,1,3,2,1,1,1,2,3,3,3,4,4,3,3,3,2,3,1,1,1,1,2,2,1,8375
1,122,1680,1,1,3,2,1,2,1,2,2,2,2,2,2,3,7,11,2,2,2,2,1,1,2,2,1,6908
1,122,1681,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,4,2,1,4677
1,122,1682,1,1,1,1,1,9,1,2,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,3334
1,122,1683,1,1,1,1,1,9,1,2,1,4,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,3348
1,122,1684,1,1,2,1,1,9,1,2,1,3,3,3,4,2,1,2,1,1,1,1,1,2,4,2,1,4324
1,122,1685,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,4,2,1,3377
1,122,1686,1,1,2,1,1,9,1,2,1,3,3,2,1,1,2,2,2,1,1,4,1,1,3,2,1,2181
1,122,1687,1,1,2,1,1,9,1,2,1,3,3,2,1,1,2,2,2,1,1,4,1,1,3,2,1,2181
1,122,1688,1,1,2,1,1,2,1,2,4,3,3,4,3,2,2,2,2,2,1,3,1,1,4,2,1,2119
1,122,1689,1,1,2,1,1,9,1,2,3,1,1,3,3,2,2,2,2,2,3,3,1,1,4,2,1,1703
1,122,1690,1,1,1,2,1,1,1,2,3,2,4,4,5,2,3,1,1,1,3,1,1,1,5,0,1,0
1,122,1691,1,1,1,2,1,9,1,2,1,1,1,1,3,1,1,1,1,2,5,6,2,2,2,2,1,5467
1,122,1692,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,10,1,1,1,6,1,1,2,2,1,4611
1,122,1693,1,1,3,1,1,9,2,2,2,3,1,2,2,1,2,2,1,2,1,4,1,1,3,2,1,3361
1,122,1694,1,2,3,1,1,9,2,2,1,2,3,1,2,2,2,2,2,2,1,1,1,1,4,2,1,6924
1,122,1695,1,2,3,1,1,8,2,2,1,2,1,1,1,4,2,9,1,1,2,5,1,1,4,2,1,2449
1,122,1696,1,1,3,1,1,1,2,2,4,3,3,2,3,2,5,4,2,2,2,4,1,1,4,2,1,1754
1,122,1697,1,1,3,1,1,2,2,2,4,3,1,4,3,2,2,2,2,2,1,1,1,2,4,2,1,2017
1,122,1698,1,1,3,1,1,1,2,2,4,4,3,2,4,2,2,3,1,2,5,2,1,1,4,1,1,4862
1,122,1699,1,1,3,1,1,2,2,2,3,3,3,4,3,2,2,2,2,2,2,2,1,1,4,1,1,6754
1,122,1700,1,1,3,1,1,9,2,2,2,3,1,2,1,2,2,2,2,2,1,1,1,1,5,2,1,2435
1,122,1701,1,1,3,1,1,10,2,2,2,3,3,3,3,4,9,9,5,4,5,6,4,5,5,2,1,1917
1,122,1702,1,1,3,2,1,9,2,2,3,3,3,3,3,2,2,2,2,2,1,3,2,2,3,2,1,4800
1,122,1703,1,2,3,2,1,5,2,2,2,1,1,1,2,1,3,3,3,3,2,1,1,2,2,2,1,1928
1,122,1704,1,1,3,2,1,9,2,2,2,1,2,3,3,2,1,2,2,1,2,2,2,2,4,2,1,3961
1,122,1705,1,1,3,2,1,9,2,2,2,3,3,3,2,3,2,2,2,2,2,3,1,1,2,2,1,2152
1,122,1706,1,1,3,2,1,9,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,1,4,2,1,1665
1,122,1707,1,2,3,2,1,5,2,2,2,5,2,2,2,2,2,2,2,4,1,1,1,2,4,2,1,5127
1,122,1708,1,1,3,5,1,9,2,2,1,1,2,1,1,1,1,1,1,1,5,4,2,2,4,2,9,6946
1,122,1709,1,1,1,1,1,9,2,2,1,1,1,1,1,4,2,2,1,1,5,1,2,1,4,2,1,2182
1,122,1710,1,1,1,1,1,2,2,2,4,4,4,3,4,4,9,9,5,4,5,6,4,5,5,2,1,1908
1,122,1711,1,1,1,1,1,9,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,2,1,2116
1,122,1712,1,2,1,1,1,9,2,2,3,1,3,3,2,2,1,2,2,1,1,1,1,1,4,2,1,4330
1,122,1713,1,2,1,1,1,9,2,2,2,1,1,3,2,2,2,2,2,2,1,1,1,1,4,2,1,3314
1,122,1714,1,1,1,1,1,9,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,1,4333
1,122,1715,1,1,2,1,1,9,2,2,1,1,1,1,1,2,2,1,2,2,5,6,1,1,4,2,1,1964
1,122,1716,1,1,2,1,1,9,2,2,1,2,1,3,3,1,2,7,2,2,1,4,2,2,3,2,1,4652
1,122,1717,1,1,2,1,1,2,2,2,4,2,3,3,4,2,2,2,2,2,1,4,1,2,3,2,1,3867
1,122,1718,1,1,2,1,1,9,2,2,3,3,4,3,3,2,2,2,2,2,1,3,1,1,4,2,1,3946
1,122,1719,1,1,2,1,1,9,2,2,3,3,4,3,3,3,4,8,3,3,1,4,1,1,4,2,1,3854
1,122,1720,1,2,2,1,1,9,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,4,2,1,5806
1,122,1721,1,2,2,1,1,9,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,2,2,1,1922
1,122,1722,1,1,1,2,1,9,2,2,3,3,4,3,3,2,1,2,2,2,1,1,1,1,4,2,1,1663
1,122,1723,1,2,1,2,1,9,2,2,3,1,3,2,2,1,3,3,2,3,2,1,2,2,2,2,1,2649
1,122,1724,1,1,1,2,1,2,2,2,3,1,1,3,2,1,1,2,3,1,1,2,2,2,2,2,1,2445
1,122,1725,1,1,1,2,1,9,2,2,1,4,4,3,3,2,2,2,2,2,2,1,1,1,4,2,1,2185
1,122,1726,1,1,2,2,1,9,2,2,3,4,4,3,3,2,2,2,1,4,5,6,4,2,4,2,1,3938
1,122,1727,1,1,2,2,1,1,2,2,3,3,3,3,3,1,1,2,2,2,1,4,1,1,4,2,1,2112
1,122,1728,1,1,2,2,1,9,2,2,3,4,3,4,3,2,3,2,2,2,1,4,1,1,4,1,1,5641
1,122,1729,1,1,2,2,1,9,2,2,3,3,3,3,3,2,2,2,2,2,1,4,1,1,3,2,1,2441
1,122,1730,1,1,2,2,1,9,2,2,1,1,1,1,1,1,2,1,1,1,5,6,1,1,2,2,1,2412
1,122,1731,1,2,3,1,1,11,4,2,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,2,1,1251
1,122,1732,1,1,1,2,1,9,4,2,3,2,2,3,2,2,3,2,1,2,1,1,2,2,1,1,1,2624
1,122,1733,1,1,2,1,1,9,3,2,2,4,3,2,2,2,2,2,2,2,1,2,1,1,3,2,1,2436
1,122,1734,1,1,1,2,1,9,3,2,1,4,4,3,3,2,2,2,2,2,2,3,1,1,4,2,1,2184
1,122,1735,1,1,1,1,1,10,5,2,2,3,3,3,3,4,9,9,5,4,5,6,4,5,5,2,1,1918
1,122,1736,1,1,1,2,1,1,5,2,1,2,1,3,3,1,2,7,2,2,1,4,2,2,3,2,1,4652
1,122,1737,1,1,2,1,1,9,5,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1736
1,122,1738,1,2,3,1,1,9,1,1,2,1,3,3,1,1,1,3,1,1,1,1,1,1,1,2,1,4309
1,122,1739,1,2,3,1,1,9,1,1,3,3,2,5,3,2,2,2,2,2,1,1,1,1,4,2,1,6732
1,122,1740,1,1,3,1,1,9,1,1,1,3,3,2,3,1,2,2,1,2,1,1,1,1,4,2,1,3362
1,122,1741,1,2,1,2,1,9,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,9,3381
1,122,1742,1,1,1,2,1,9,1,1,3,2,2,3,3,3,4,7,3,2,1,3,1,2,3,1,9,4807
1,122,1743,1,2,3,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,1,9,3845
1,122,1744,1,1,1,1,1,9,1,1,2,2,2,2,2,2,2,9,2,2,2,1,1,1,3,2,1,3866
1,122,1745,1,1,1,1,1,9,1,1,2,1,2,3,3,2,2,3,2,2,3,4,1,1,4,2,1,2136
1,122,1746,1,2,1,1,1,9,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,4,2,1,3937
1,122,1747,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,6017
1,122,1748,1,1,1,1,1,9,1,1,1,3,2,3,2,2,2,3,2,1,1,1,1,1,1,2,1,2111
1,122,1749,1,1,2,1,1,9,1,1,2,2,3,3,2,2,2,2,1,1,4,4,1,1,4,2,1,4660
1,122,1750,1,1,2,1,1,9,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,5119
1,122,1751,1,1,3,1,1,9,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,4,2,1,5139
1,122,1752,1,1,3,1,1,9,2,1,3,3,2,2,3,2,2,9,2,1,2,6,1,2,4,2,1,2186
1,122,1753,1,1,3,1,1,9,2,1,3,5,3,3,3,3,3,10,3,3,1,4,1,2,3,2,1,1941
1,122,1754,1,1,2,2,1,9,2,1,4,3,1,3,3,2,2,3,2,2,1,2,1,1,4,2,9,3914
1,122,1755,1,1,3,2,1,9,2,1,3,2,3,3,3,3,2,12,3,1,1,2,1,2,4,1,9,6639
1,122,1756,1,1,3,2,1,9,2,1,3,2,2,3,4,2,2,2,2,2,1,4,1,1,4,2,9,1719
1,122,1757,1,1,2,2,1,9,2,1,3,4,3,3,4,2,2,2,2,2,1,1,1,1,3,2,9,1762
1,122,1758,1,1,3,2,1,9,2,1,1,1,1,1,1,1,1,1,1,1,5,6,2,2,4,2,9,5421
1,122,1759,1,1,2,1,1,9,2,1,3,2,1,3,3,3,5,6,3,1,5,6,1,1,2,2,1,5025
1,122,1760,1,1,2,1,1,9,2,1,3,3,3,4,2,2,2,2,2,2,1,1,1,1,4,2,1,4322
1,122,1761,1,1,2,1,1,9,2,1,1,4,3,3,2,2,3,2,2,1,2,4,1,2,2,2,1,5150
1,122,1762,1,4,1,2,1,9,4,1,2,2,2,3,3,2,9,9,5,4,5,6,4,5,5,2,9,8340
1,122,1763,1,1,3,1,1,9,3,1,3,1,1,2,2,3,1,2,2,1,1,2,1,1,2,2,1,3359
1,122,1764,1,2,1,1,1,9,3,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,4,2,1,4335
1,122,1765,1,1,2,1,1,9,3,1,3,1,2,4,3,3,3,3,3,1,2,1,3,1,2,2,1,1746
1,122,1766,1,1,3,4,1,9,3,1,3,3,1,3,3,1,2,3,3,2,1,4,1,2,4,2,9,3316
1,122,1767,1,1,4,1,2,9,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,4,2,1,5382
1,122,1768,1,1,4,1,2,1,2,2,2,2,2,3,3,2,3,3,3,4,5,4,1,1,3,1,1,3953
1,122,1769,1,1,4,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,1,5040
1,122,1770,1,1,4,2,2,1,2,2,2,2,2,3,3,3,2,5,3,1,1,1,1,2,4,2,1,3912
1,122,1771,1,1,4,2,2,2,2,2,2,2,2,1,2,3,1,1,2,2,2,2,2,2,3,1,1,3818
1,122,1772,1,1,4,2,2,1,2,2,2,2,5,3,3,2,2,2,2,2,1,3,1,1,4,2,1,3301
1,122,1773,1,1,4,2,2,3,2,2,2,1,1,2,2,2,3,7,1,1,4,6,1,1,4,2,1,7242
1,122,1774,1,1,4,2,2,1,2,2,2,3,2,1,3,2,2,2,2,1,1,4,1,1,4,2,1,1631
1,122,1775,1,1,4,2,2,1,2,2,2,2,1,3,2,2,2,3,5,2,1,4,2,1,3,2,1,5372
1,122,1776,1,2,4,2,2,1,2,2,2,2,4,3,3,2,3,3,2,2,1,4,1,1,4,2,1,3906
1,122,1777,1,1,5,1,2,1,2,2,2,2,1,1,1,1,2,7,1,2,1,4,1,1,2,2,1,8356
1,122,1778,1,2,5,1,2,1,2,2,2,2,1,2,2,2,11,2,2,2,2,2,2,2,4,2,1,5437
1,122,1779,1,1,4,2,2,12,4,2,2,1,1,1,1,1,7,11,2,2,1,3,2,2,2,2,1,1910
1,122,1780,1,2,4,1,2,1,3,2,2,3,3,3,2,2,2,4,2,2,1,4,1,1,4,2,1,2415
1,122,1781,1,2,4,2,2,12,3,2,2,2,1,1,2,1,1,5,1,1,2,1,1,2,4,2,1,3332
1,122,1782,1,1,5,2,2,10,3,2,2,3,3,3,3,2,2,2,2,2,1,6,1,2,3,2,1,2109
1,122,1783,1,1,4,2,2,1,5,2,2,1,2,3,3,2,4,2,2,1,1,1,1,2,3,2,1,6943
1,122,1784,1,2,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,5,6,1,1,4,1,1,4614
1,122,1785,1,1,4,1,1,8,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,4,2,1,2403
1,122,1786,1,2,4,1,1,1,2,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,4,2,1,3813
1,122,1787,1,1,5,1,1,3,2,2,2,3,3,3,2,2,4,2,1,1,3,3,1,2,4,2,1,5148
1,122,1788,1,1,5,1,1,11,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,1,4,2,1,2605
1,122,1789,1,1,4,2,1,1,2,2,2,3,2,3,3,2,6,2,3,2,1,3,1,1,2,2,1,1963
1,122,1790,1,1,4,2,1,1,2,2,2,2,2,3,4,2,2,2,2,2,1,1,2,2,3,2,1,3306
1,122,1791,1,1,4,1,1,2,3,2,2,1,1,3,3,3,1,2,2,3,1,4,3,1,4,1,1,3347
1,122,1792,1,1,4,1,1,1,1,2,2,2,2,3,3,2,4,2,2,2,2,4,1,1,2,2,1,1704
1,122,1793,1,1,4,1,1,1,1,2,2,3,2,3,3,2,2,2,2,2,1,1,1,1,4,1,1,2657
1,122,1794,1,1,4,1,1,9,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,4,2,1,5800
1,122,1795,1,1,4,1,1,9,1,1,2,1,1,1,2,1,2,1,2,2,1,3,1,1,4,2,1,3325
1,122,1796,1,1,4,1,2,1,2,1,2,1,1,1,2,2,2,1,3,2,1,5,1,1,4,1,1,6145
1,122,1797,1,1,4,2,2,8,3,1,2,3,3,3,3,2,4,3,2,2,2,3,1,1,3,2,9,2402
1,122,1798,1,1,4,1,2,2,2,2,1,1,1,2,1,1,1,2,1,3,1,6,1,1,3,2,1,5341
1,122,1799,1,1,4,2,2,8,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,4,2,1,5349
1,122,1800,1,4,4,2,2,1,2,2,1,3,3,2,2,2,2,2,3,1,1,2,2,2,3,2,1,6927
1,122,1801,1,1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,5327
1,122,1802,1,1,4,2,2,9,2,2,1,2,3,3,3,1,2,2,2,2,1,4,2,2,3,2,1,2608
1,122,1803,1,2,4,2,2,9,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,4,2,1,6018
1,122,1804,1,1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,5,6,1,1,4,2,1,5343
1,122,1805,1,2,4,2,2,8,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,4,2,1,5351
1,122,1806,1,1,4,2,2,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,5342
1,122,1807,1,1,4,2,2,9,2,2,1,1,3,2,1,2,2,2,2,1,2,3,1,1,4,2,1,2140
1,122,1808,1,1,5,1,2,8,2,2,1,2,1,3,1,1,2,2,1,2,1,1,1,1,4,2,1,2408
1,122,1809,1,1,6,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,4,4,1,4,1,1,4183
1,122,1810,1,1,5,2,2,9,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,4,1,1,2617
1,122,1811,1,1,5,2,2,8,2,2,1,3,1,1,2,1,2,2,3,3,1,4,1,1,3,1,1,2060
1,122,1812,1,1,4,2,2,9,3,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,4,2,1,5379
1,122,1813,1,1,4,1,1,8,2,2,1,1,1,1,1,1,2,1,1,1,5,6,1,1,4,2,1,1206
1,122,1814,1,1,4,1,1,1,2,2,1,3,3,3,1,1,2,2,1,1,1,1,1,1,4,2,1,1906
1,122,1815,1,1,4,1,1,9,2,2,1,2,1,1,1,1,2,1,1,1,5,6,1,1,4,2,1,3836
1,122,1816,1,1,4,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,5,6,1,1,4,2,1,5142
1,122,1817,1,2,4,1,1,1,2,2,1,3,2,1,2,1,2,2,1,2,1,1,1,1,4,2,1,5141
1,122,1818,1,2,5,2,1,1,2,2,1,1,1,1,1,2,2,2,2,3,1,1,2,5,4,1,1,1435
1,122,1819,1,1,4,2,1,9,2,2,1,1,2,2,1,1,1,12,1,1,5,3,1,1,4,2,1,2139
1,122,1820,1,1,4,2,2,2,2,1,1,3,2,3,3,1,2,2,1,3,1,4,2,2,2,2,9,6029
1,122,1821,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,9,7248
1,122,1822,1,1,4,2,2,9,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,2,9,1623
1,122,1823,1,1,4,2,2,9,3,1,1,2,1,2,1,2,2,3,1,1,1,4,1,2,4,2,9,3801
1,122,1824,1,2,4,1,2,9,1,1,1,2,1,1,1,1,2,1,1,1,5,6,1,1,3,2,1,5640
1,122,1825,1,1,4,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1287
1,122,1826,1,1,4,1,2,9,2,2,4,3,3,4,3,2,2,12,2,3,1,1,1,1,4,1,1,3875
1,122,1827,1,2,4,1,2,9,2,2,4,3,3,4,3,2,2,2,2,3,1,2,1,1,3,2,1,3350
1,122,1828,1,2,4,2,2,1,2,2,4,3,2,3,2,2,2,2,2,2,2,4,1,2,4,2,1,1667
1,122,1829,1,1,4,2,2,9,2,2,4,2,2,3,4,2,3,2,2,2,1,4,1,1,4,2,1,1707
1,122,1830,1,1,5,2,2,9,2,2,4,3,3,3,4,2,2,6,2,1,2,2,1,1,4,2,1,1909
1,122,1831,1,1,4,1,2,9,1,2,4,3,2,3,3,2,2,2,2,2,3,3,1,2,4,2,1,4337
1,122,1832,1,2,4,2,2,10,1,2,4,3,3,3,3,3,5,3,2,3,2,3,2,1,3,1,1,1608
1,122,1833,1,1,4,1,1,2,2,2,4,2,2,3,4,2,2,11,2,2,1,3,1,2,4,1,1,3803
1,122,1834,1,1,5,1,1,2,2,2,4,4,1,2,4,2,2,3,2,2,4,2,2,2,3,2,1,5309
1,122,1835,1,1,5,1,1,10,1,2,4,3,3,4,4,2,2,2,2,2,1,2,1,1,3,2,1,1782
1,122,1836,1,1,4,1,1,10,1,2,4,3,3,4,3,3,7,6,1,2,4,1,1,2,2,1,1,8380
1,122,1837,1,1,4,1,1,9,2,1,4,4,4,4,4,2,3,2,3,2,2,6,1,1,2,2,1,2156
1,122,1838,1,1,4,4,2,2,2,2,3,4,4,4,3,2,4,2,2,2,3,3,1,2,4,2,9,3369
1,122,1839,1,1,4,1,2,1,2,2,3,3,3,3,3,2,2,2,2,3,1,4,2,2,3,1,1,6022
1,122,1840,1,1,4,1,2,1,2,2,3,4,2,2,3,2,2,11,2,2,1,1,1,1,4,2,1,1729
1,122,1841,1,1,4,1,2,12,2,2,3,2,1,2,2,2,2,2,2,3,2,1,1,1,4,1,1,5648
1,122,1842,1,2,4,1,2,9,2,2,3,3,1,3,3,2,2,3,2,2,4,4,1,1,4,2,1,1721
1,122,1843,1,1,4,1,2,1,2,2,3,2,1,3,2,1,2,4,1,1,1,1,1,2,3,2,1,3940
1,122,1844,1,1,4,2,2,1,2,2,3,2,1,3,3,3,2,2,2,2,2,4,1,1,3,1,1,1756
1,122,1845,1,1,4,2,2,1,2,2,3,2,2,2,1,1,2,3,1,1,1,1,1,1,4,2,1,5414
1,122,1846,1,1,4,2,2,9,2,2,3,3,3,4,4,2,3,6,2,2,1,4,1,2,2,2,1,5011
1,122,1847,1,1,4,2,2,8,2,2,3,4,2,1,3,2,5,11,2,2,2,5,1,1,4,1,1,2450
1,122,1848,1,1,4,2,2,9,2,2,3,4,3,3,3,3,4,11,2,2,1,4,1,1,3,2,1,1942
1,122,1849,1,1,4,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,1,4,1,2,3,1,1,6942
1,122,1850,1,1,4,2,2,1,3,2,3,2,3,3,3,3,3,3,3,3,1,2,3,4,1,0,1,3382
1,122,1851,1,1,6,1,2,8,1,2,3,2,2,2,3,3,9,4,0,2,2,1,4,1,1,0,1,1923
1,122,1852,1,2,6,1,2,11,1,2,3,3,2,3,2,2,4,2,2,3,4,3,1,2,3,2,1,4301
1,122,1853,1,1,5,2,2,1,1,2,3,2,3,3,2,4,6,11,3,1,1,1,1,1,2,2,1,5104
1,122,1854,1,4,5,1,2,11,1,2,3,3,3,2,3,2,2,2,2,1,1,4,1,1,4,2,1,3910
1,122,1855,1,2,4,1,2,1,1,2,3,3,2,3,3,2,2,2,2,3,1,2,1,1,4,1,1,6709
1,122,1856,1,1,4,1,1,9,2,2,3,3,1,2,3,2,2,2,2,2,1,1,1,1,4,2,1,1652
1,122,1857,1,2,4,1,1,11,2,2,3,3,1,1,1,1,2,1,1,2,1,1,2,1,3,2,1,3909
1,122,1858,1,1,4,1,1,9,2,2,3,3,3,4,3,2,3,2,2,1,1,1,1,1,2,2,1,4861
1,122,1859,1,1,5,1,1,8,2,2,3,3,2,3,3,2,1,11,2,2,1,1,1,2,2,1,1,5462
1,122,1860,1,1,6,1,1,2,2,2,3,3,2,2,3,2,2,2,3,2,1,1,1,1,4,2,1,5417
1,122,1861,1,2,4,2,1,1,2,2,3,3,1,1,2,1,2,1,1,2,1,6,1,1,4,2,1,3366
1,122,1862,1,2,4,2,1,9,3,2,3,4,1,4,4,3,2,3,3,3,4,5,2,1,4,2,1,5009
1,122,1863,1,1,4,1,1,2,1,1,3,3,2,2,3,2,2,2,2,2,3,2,1,1,3,1,1,3821
1,122,1864,1,1,4,1,1,9,1,1,3,4,4,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1741
1,122,1865,1,2,4,1,2,1,2,1,3,1,2,2,3,2,1,2,2,2,1,4,1,1,4,1,1,1628
1,122,1866,1,1,6,2,2,2,2,1,3,4,3,3,3,3,2,3,3,3,1,1,1,4,1,1,9,6907
1,122,1867,1,1,4,2,2,9,2,1,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,9,8605
1,122,1868,1,1,4,2,2,9,2,1,3,2,2,3,2,2,2,2,2,2,1,3,2,2,4,2,9,5027
1,122,1869,1,1,4,2,2,9,2,1,3,1,2,3,1,1,1,2,2,2,1,4,1,1,3,2,9,1283
1,122,1870,1,1,4,2,2,1,2,1,3,3,2,3,3,2,11,11,2,3,1,4,1,2,4,1,9,6736
1,122,1871,1,2,4,2,2,9,3,1,3,2,2,2,3,2,2,2,2,2,1,5,1,1,4,1,9,2878
1,122,1872,2,2,1,1,3,9,1,2,1,1,1,1,1,1,1,1,1,1,5,6,1,5,3,2,9,5822
1,122,1873,2,1,2,1,3,9,1,2,3,2,1,3,2,2,2,2,2,1,1,3,1,1,2,2,9,1601
1,122,1874,2,1,2,1,3,9,1,2,4,4,4,4,3,2,2,2,3,3,1,2,1,1,1,2,9,1763
1,122,1875,2,1,3,1,3,9,1,2,2,3,1,1,1,2,2,2,2,2,2,3,1,1,4,2,9,2014
1,122,1876,1,1,3,1,3,9,1,2,3,3,4,3,4,2,2,3,3,2,1,4,2,3,4,2,9,3837
1,122,1877,1,1,3,1,3,9,1,2,2,3,2,3,3,2,2,2,2,2,1,4,1,1,2,2,9,6734
1,122,1878,1,1,1,2,3,9,1,2,1,4,4,4,3,1,1,1,1,1,5,6,1,1,4,2,2,4653
1,122,1879,1,2,1,2,3,9,1,2,1,3,1,1,1,1,2,1,1,2,5,4,1,1,4,2,2,4644
1,122,1880,1,2,1,2,3,9,1,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,3,2,2,3355
1,122,1881,1,1,1,2,3,9,1,2,1,2,5,2,1,1,1,2,1,1,1,4,2,2,4,2,2,4345
1,122,1882,1,1,1,2,3,9,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,3,2,2,2646
1,122,1883,1,1,2,2,3,9,1,2,3,1,3,3,3,2,2,2,2,2,1,1,1,1,3,2,2,1727
1,122,1884,1,1,2,2,3,9,1,2,1,4,4,4,4,2,2,2,2,3,1,1,2,2,2,2,2,3384
1,122,1885,1,1,2,2,3,9,1,2,1,2,1,1,3,1,2,1,2,2,1,5,1,1,4,2,2,5101
1,122,1886,1,2,3,2,3,9,1,2,1,1,3,3,2,1,2,2,2,2,1,4,1,1,3,2,2,1115
1,122,1887,1,1,3,2,3,9,1,2,1,5,5,5,5,1,1,1,1,1,5,6,1,1,4,2,2,1157
1,122,1888,1,2,3,2,3,9,1,2,1,1,1,1,1,1,1,1,1,1,5,6,1,2,4,2,2,4673
1,122,1889,1,1,3,2,3,9,1,2,3,3,3,3,3,2,2,2,2,2,1,1,1,2,3,2,2,1924
1,122,1890,1,1,3,2,3,9,1,2,3,1,1,3,3,3,1,7,2,1,2,2,1,2,3,2,2,7222
