CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.18.,Q.19.,Q.20.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.26..1,Q.26..2,Q.26..3,Q.26..4,Q.26..5,Q.26..6,Q.26..7,Q.26..8,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40.,Q.40F.,Q.40G.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.51..1,Q.51..2,Q.51..3,Q.51..4,Q.51..5,CARD..1,DECK..1,BALLOT..1,X.,X..1,X..2,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69A.,Q.69B.,Q.69C.,Q.69D.,Q.69E.,V.71.
1,146,190,3,5,5,2,3,1,1,2,5,2,1,3,2,2,3,2,2,4,2,2,1,2,2,1,1,2,1,2,2,2,1,3,3,1,1,2,3,3,1,1,4,2,1,2,1,2,1,2,2,2,3,3,3,3,2,1,5,6,3,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,190,2,22,1,3,4,4,6,1,1,3,1,32,5,2,2,1,4,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,191,3,9,1,7,5,1,1,1,5,2,1,3,1,1,3,2,3,4,2,2,1,1,1,1,1,1,1,1,2,2,1,3,3,1,1,4,3,3,2,3,0,2,1,2,1,2,2,1,0,1,1,3,1,3,1,1,5,6,1,2,2,2,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,191,2,22,0,0,0,0,0,1,4,4,3,32,5,2,2,1,4,3,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,192,4,9,4,6,1,4,2,1,5,2,1,3,2,2,3,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,4,4,4,6,6,3,3,2,3,0,1,1,2,1,2,0,1,1,1,3,3,3,3,1,3,4,0,1,2,3,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,192,2,21,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,3,2,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,193,4,10,3,0,2,4,2,1,4,4,3,3,0,2,0,1,1,4,1,2,0,1,1,1,2,1,1,2,2,2,2,4,4,4,6,6,3,3,3,4,5,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,6,1,2,4,1,2,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,193,2,22,2,3,1,0,0,2,1,3,1,10,3,2,2,1,4,0,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,194,5,9,6,5,2,5,2,1,6,3,3,3,2,2,3,4,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,4,4,4,6,6,2,0,3,4,4,1,1,2,1,2,1,1,2,2,1,3,3,3,1,3,4,6,1,2,2,1,2,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,194,2,22,3,3,2,1,1,1,1,3,1,13,3,0,0,0,0,0,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,195,2,7,6,7,3,1,1,1,5,2,1,3,2,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,4,4,4,6,6,4,4,2,3,5,2,1,2,1,2,2,1,2,1,3,3,1,3,1,1,5,6,3,2,3,1,2,1,1,2,2,1,1,2,2,146,195,2,2,2,4,3,4,1,0,1,1,3,1,1,3,3,2,2,1,5,2,2,2,2,1,1,2
1,146,196,5,8,5,5,2,1,1,1,6,6,5,3,1,3,3,2,3,4,1,1,1,1,2,1,1,2,1,2,2,2,1,2,3,1,1,5,1,2,2,3,5,2,1,1,1,1,2,1,1,1,1,3,1,1,1,3,3,6,1,2,3,1,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,196,2,22,3,2,4,1,0,2,3,4,1,23,3,1,2,4,5,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,197,3,7,5,5,5,1,1,1,5,6,5,3,2,3,1,2,3,4,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,5,4,4,2,2,5,1,1,2,1,2,1,1,1,2,1,3,1,3,1,3,4,6,1,2,4,1,3,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,197,2,22,4,3,4,1,1,2,1,3,1,11,4,2,2,2,4,3,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,198,2,7,1,5,2,1,1,1,5,2,1,3,2,1,2,2,3,3,2,3,1,1,1,1,1,2,1,2,2,2,2,4,4,4,6,6,3,3,2,2,0,2,1,2,1,2,0,1,1,1,1,3,3,3,1,1,5,6,1,1,2,1,1,1,1,1,2,1,2,2,2,146,198,2,2,2,1,3,4,1,1,1,2,4,1,1,0,0,2,2,3,4,3,2,2,1,1,1,2
1,146,199,4,7,6,3,5,1,1,1,6,1,1,3,2,2,3,4,3,1,3,1,1,1,2,2,2,2,2,2,2,2,1,1,3,1,5,1,1,2,1,1,5,2,1,2,1,1,1,1,1,2,3,3,3,3,3,3,6,7,1,1,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,199,1,22,4,3,2,1,1,1,4,4,3,11,4,2,2,2,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,200,1,7,3,7,4,1,1,0,0,0,0,0,0,2,3,4,3,4,1,2,1,1,2,2,1,2,1,2,2,2,1,3,3,1,1,5,4,4,2,3,3,1,1,2,2,0,1,1,1,1,1,3,3,3,3,1,5,6,1,2,4,1,1,1,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,200,2,22,1,1,4,1,1,1,1,3,1,11,4,2,2,1,5,3,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,201,5,10,5,5,5,5,4,2,6,6,5,3,3,2,3,3,2,4,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,5,3,3,3,4,5,2,1,2,1,2,2,1,1,2,1,3,3,3,1,3,4,6,1,2,4,1,1,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,201,2,22,3,3,2,1,1,3,1,3,1,11,4,2,2,1,5,2,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,202,3,6,4,3,5,5,2,1,5,4,4,3,3,2,3,2,2,4,1,1,1,1,2,2,1,2,2,2,2,2,2,4,4,4,6,6,3,3,3,4,0,1,1,2,1,2,1,1,1,1,1,3,1,1,2,3,3,4,1,1,4,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,202,2,22,3,2,3,1,1,0,1,3,1,11,4,2,2,1,0,3,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,203,3,7,6,7,5,4,4,1,4,3,3,3,3,2,3,3,3,4,3,4,1,1,2,2,1,2,1,2,2,2,2,4,4,4,6,6,2,3,1,1,2,2,1,2,1,2,2,1,1,2,3,3,3,1,1,3,3,6,1,1,4,1,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,203,2,22,1,3,1,1,1,2,1,3,1,11,4,2,2,3,5,3,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,204,7,10,5,7,4,5,2,2,6,6,5,3,2,1,1,1,1,4,1,2,1,1,2,1,1,1,1,1,2,2,1,3,3,1,4,2,3,2,2,1,4,2,1,2,2,2,2,1,2,2,3,1,1,1,1,1,3,6,1,1,4,1,2,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,204,2,22,2,3,1,1,1,1,1,3,1,13,3,2,2,1,4,3,2,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,205,4,9,5,5,5,1,1,1,5,2,1,3,2,1,3,2,2,4,1,2,1,1,2,1,1,1,1,2,2,2,2,4,4,4,6,6,3,0,2,3,4,2,1,2,2,2,2,1,2,2,3,0,0,0,0,0,6,7,2,1,4,1,3,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,205,2,22,3,3,4,1,5,1,1,3,2,13,3,2,2,2,3,2,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,206,5,5,6,7,5,1,1,2,6,2,1,3,2,1,3,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,3,3,1,2,4,1,3,2,3,4,1,1,2,1,2,1,1,1,1,2,3,3,3,1,1,5,6,1,2,3,1,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,206,2,22,2,2,1,2,6,1,3,4,1,11,4,2,1,1,4,3,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,207,1,4,6,2,4,4,3,1,4,2,1,3,2,2,3,3,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,3,3,1,3,2,3,2,3,4,4,2,1,2,2,2,1,1,2,2,2,3,3,3,1,1,5,6,2,2,2,1,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,207,2,22,3,3,4,2,8,2,1,3,1,11,4,2,2,2,4,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,208,3,9,5,2,5,1,1,1,5,2,1,3,2,2,3,1,2,4,1,2,1,2,2,2,2,2,2,1,2,2,1,2,3,1,1,4,3,3,3,4,5,2,1,2,1,2,1,1,1,1,1,3,3,3,3,3,6,7,1,2,4,1,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,208,2,22,1,3,2,2,8,1,1,3,1,10,0,2,2,1,4,3,2,0,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,209,1,4,5,7,3,1,1,1,3,2,1,3,2,0,3,1,1,4,3,4,1,1,2,2,2,2,2,2,2,2,1,2,0,1,1,5,2,2,1,0,5,1,1,1,1,1,2,1,1,1,1,1,0,1,2,1,2,0,0,0,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,209,2,21,0,0,0,0,0,1,4,4,3,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,210,4,10,7,9,4,4,2,1,4,3,3,3,2,3,2,4,2,4,1,1,1,1,2,1,1,2,1,2,2,2,1,1,3,1,1,5,3,3,1,3,2,1,1,2,1,2,1,1,2,2,1,3,3,1,2,1,1,6,0,0,0,0,0,0,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,210,2,22,0,3,4,2,3,2,1,3,1,11,4,2,2,3,4,3,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,211,2,5,5,0,2,1,1,1,4,3,3,3,2,1,3,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,3,1,1,5,3,3,2,3,5,2,1,2,1,2,0,2,1,2,1,3,1,3,3,1,5,6,1,2,2,1,2,1,2,2,2,1,2,2,2,146,211,2,2,2,1,3,4,2,3,1,1,3,1,1,0,3,2,2,1,4,3,2,2,1,1,1,2
1,146,212,4,9,6,2,5,1,1,1,6,6,5,3,2,3,2,2,3,4,1,2,1,2,1,1,1,1,1,2,2,2,1,3,3,1,1,4,1,2,2,3,2,1,1,2,1,1,1,1,2,2,1,3,1,1,1,3,3,6,1,2,4,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,212,2,22,2,3,4,2,3,2,1,3,1,23,1,2,2,4,4,3,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,213,1,2,5,7,4,1,1,1,4,3,1,3,3,2,3,4,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,1,1,5,3,3,1,3,6,2,1,2,1,2,1,1,2,2,3,3,2,1,3,1,5,6,3,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,213,2,22,1,3,2,3,6,1,4,4,3,0,0,1,1,2,4,3,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,214,3,7,4,7,4,5,2,1,5,2,1,3,3,3,3,2,2,4,1,2,1,2,2,2,2,2,2,1,2,2,2,4,4,4,6,6,4,4,2,3,2,1,1,1,2,1,2,1,1,2,1,3,3,3,3,1,5,6,3,2,2,1,2,3,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,214,2,22,2,3,2,4,3,1,2,4,2,20,2,2,1,3,2,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,215,2,9,2,6,5,1,1,1,5,2,1,3,1,3,3,4,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,3,3,1,5,2,1,3,3,4,6,2,1,2,1,2,1,1,1,1,2,3,3,3,1,3,4,6,3,2,3,3,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,215,1,22,2,3,4,4,3,1,3,4,2,11,4,2,2,2,1,4,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,216,1,6,6,4,5,4,4,1,4,2,1,3,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,3,1,1,5,3,3,2,3,4,1,1,2,1,2,2,1,2,2,2,3,3,3,3,1,5,6,1,2,3,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,216,2,22,4,3,4,1,1,2,1,3,1,11,4,2,1,1,4,3,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,217,3,7,2,5,4,5,2,1,5,2,1,3,1,3,3,3,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,3,3,1,1,5,3,3,2,3,5,2,1,2,1,2,2,1,2,1,3,3,3,3,1,3,4,6,3,2,1,2,2,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,217,2,22,2,3,2,1,3,2,1,3,1,11,4,2,2,3,1,4,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,218,2,7,4,7,4,1,1,0,0,0,0,0,0,1,1,4,1,3,1,2,1,2,2,1,2,2,2,2,2,2,1,3,3,2,1,5,3,0,0,0,0,0,0,2,1,2,1,2,2,1,3,3,3,3,1,1,4,6,3,2,3,1,1,1,2,2,1,2,2,2,2,146,218,2,2,2,4,2,2,1,1,1,1,3,1,1,3,3,2,2,1,4,2,2,2,2,1,1,2
1,146,219,4,9,6,9,4,1,1,1,6,4,3,3,3,2,3,2,1,3,1,1,1,2,2,2,1,2,2,2,2,2,1,3,3,1,1,5,1,3,1,1,4,2,1,2,1,2,1,1,2,2,1,2,3,1,2,3,0,6,1,1,2,1,1,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,219,2,22,2,1,2,1,1,2,1,3,1,0,0,2,2,3,2,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,220,1,11,3,3,5,4,3,1,4,3,2,3,0,2,1,1,1,4,1,1,1,2,2,1,1,1,1,2,2,2,1,3,3,1,1,5,3,3,3,4,3,1,2,1,2,2,1,1,1,1,1,0,1,1,1,1,4,6,1,2,4,1,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,220,2,22,3,2,1,1,1,1,1,3,1,11,4,2,2,1,4,3,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,221,2,6,4,6,3,1,1,1,5,4,1,3,2,2,3,2,1,3,1,1,1,1,1,2,1,1,1,2,2,2,1,3,3,1,1,5,3,3,1,3,5,1,1,2,2,2,1,1,2,2,1,3,1,3,3,1,5,6,1,2,4,1,1,1,1,2,1,1,2,1,2,146,221,2,2,2,2,3,4,1,1,1,1,3,1,1,1,4,2,2,1,5,3,2,1,2,1,2,2
1,146,222,3,9,3,5,4,4,2,1,5,2,1,3,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,5,3,2,3,3,0,1,1,2,2,2,2,1,1,1,1,3,3,3,3,3,6,7,1,2,2,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,222,1,22,0,3,4,1,1,1,1,3,1,11,4,2,2,1,5,3,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,223,3,5,4,7,4,1,1,1,4,3,3,3,2,2,3,2,1,4,1,2,1,2,2,2,1,2,2,2,2,2,2,4,4,4,6,6,3,2,2,3,4,1,1,2,1,2,0,1,2,2,3,3,3,3,1,1,4,6,1,1,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,223,1,22,1,3,2,1,1,2,1,3,1,13,3,2,2,1,5,3,2,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,224,2,10,6,5,5,1,1,1,5,6,5,3,2,1,3,2,2,4,1,2,1,2,1,1,1,2,1,2,2,2,1,3,3,1,1,5,4,0,2,2,3,2,1,2,0,2,1,1,2,2,1,3,1,3,1,1,5,6,1,1,4,1,2,1,2,1,1,1,1,1,2,146,224,2,2,2,2,2,2,1,1,1,1,3,1,1,0,1,3,2,1,4,3,2,1,2,1,0,2
1,146,225,5,9,7,7,4,4,2,1,5,4,3,3,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,2,5,1,2,3,4,0,2,1,2,1,2,2,1,1,2,3,3,3,1,3,1,3,6,1,2,2,1,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,225,2,22,0,3,1,1,1,2,1,3,1,11,4,2,2,1,4,3,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,226,1,8,1,5,2,1,1,1,5,3,3,3,3,2,3,4,2,4,1,2,1,2,2,2,1,2,2,1,2,2,1,0,3,1,2,3,3,3,1,3,0,2,1,2,2,1,2,1,2,2,1,3,3,3,3,3,6,7,1,2,4,1,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,226,2,22,1,3,2,1,1,1,1,3,1,11,4,2,2,4,5,3,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,227,2,10,4,3,5,1,1,1,4,3,3,3,3,2,3,4,2,4,1,2,1,1,1,1,1,1,1,2,2,2,2,4,4,4,6,6,3,3,3,4,6,1,1,1,1,2,2,1,2,2,1,3,3,1,1,3,3,6,1,2,4,1,2,1,1,2,2,1,1,1,2,146,227,2,2,2,1,2,2,1,1,2,1,3,1,1,1,4,2,2,1,5,3,2,1,1,1,2,2
1,146,228,2,10,6,3,5,5,2,1,5,4,3,3,2,2,3,2,2,4,1,2,1,2,2,2,2,1,2,2,2,2,2,4,4,4,6,6,3,3,2,3,2,2,1,2,1,2,1,1,2,1,2,3,3,3,2,3,0,0,2,1,4,1,2,1,2,2,2,1,2,2,2,146,228,2,2,2,3,3,4,1,1,2,2,4,1,1,1,4,2,2,1,3,3,2,1,1,1,1,2
1,146,229,5,7,7,4,5,1,1,1,5,3,3,3,2,2,2,1,2,3,1,2,1,2,2,1,1,2,2,2,2,2,2,4,4,4,6,6,4,4,3,4,4,1,1,2,1,2,1,2,2,2,3,3,3,3,1,3,4,6,2,2,3,1,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,229,2,22,3,2,2,1,1,2,1,3,1,15,3,2,2,1,4,3,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,230,1,7,4,7,3,1,1,1,4,3,3,3,2,2,2,3,1,4,1,2,1,2,2,2,2,2,1,2,2,2,2,4,4,4,6,6,4,4,2,3,3,1,1,2,2,1,1,1,2,2,2,3,1,3,0,3,2,0,2,2,3,1,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,230,2,22,1,3,2,1,1,2,1,3,1,11,4,2,2,3,4,2,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,231,2,9,5,6,4,4,2,1,4,4,2,3,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,5,1,2,1,2,5,1,1,2,2,2,1,1,2,2,1,3,3,3,1,1,0,6,1,2,2,1,2,1,2,1,1,1,2,1,2,146,231,2,2,2,3,3,4,1,0,0,0,0,0,0,0,0,2,2,1,5,3,2,1,2,1,2,2
1,146,232,3,8,6,7,3,4,4,2,4,3,3,3,2,2,3,4,2,4,2,2,1,2,2,1,1,1,1,2,2,2,2,4,4,4,6,6,4,4,3,4,4,1,1,2,1,2,2,1,2,2,3,3,3,3,3,3,6,7,1,1,4,1,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,232,2,22,3,3,4,1,0,1,1,3,1,13,1,2,2,1,5,3,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,233,1,3,5,5,5,1,1,2,6,2,1,3,2,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,3,1,4,4,3,3,1,1,5,1,1,2,1,2,2,1,2,1,2,3,3,3,3,1,5,6,2,3,2,1,3,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,233,2,22,2,3,2,2,0,1,1,3,1,11,4,2,1,3,2,4,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,234,2,9,4,7,5,1,1,1,5,4,4,3,1,3,3,1,1,4,1,1,1,1,2,1,2,1,1,2,2,2,1,1,3,2,1,5,4,4,1,2,4,1,1,2,1,2,1,1,1,1,3,3,3,1,1,3,0,6,1,2,4,1,2,1,1,2,1,1,1,1,2,146,234,2,2,2,3,3,2,2,4,1,1,3,1,1,3,1,2,2,1,5,3,1,1,1,1,1,2
1,146,235,2,6,5,0,3,1,1,1,6,3,3,3,3,3,3,3,2,4,2,2,1,2,2,2,2,1,2,2,2,2,2,4,4,4,6,6,3,0,3,4,0,2,1,2,1,2,1,1,1,1,1,0,3,0,1,1,4,6,2,1,2,2,2,1,2,2,2,1,2,2,2,146,235,2,2,2,2,2,2,2,3,1,3,4,1,3,2,5,2,2,1,4,3,2,2,2,2,1,2
1,146,236,2,5,5,5,4,4,3,2,5,6,5,3,3,2,3,1,1,4,1,2,1,2,2,2,2,2,2,1,2,2,1,3,3,1,1,5,3,2,2,3,5,2,1,1,1,2,1,2,2,2,1,3,3,1,1,3,3,6,1,2,4,1,1,1,1,2,2,2,2,2,2,146,236,2,2,2,3,3,1,2,0,3,1,1,1,1,3,1,2,2,3,3,4,2,1,2,1,1,2
1,146,237,1,4,5,5,4,1,1,1,4,2,1,3,1,3,3,2,3,4,2,1,1,1,1,1,1,2,1,2,2,2,1,3,3,2,4,5,3,3,1,2,0,0,1,2,1,2,2,1,2,2,2,3,3,3,3,1,5,6,1,2,3,2,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
