CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.18.,Q.19.,Q.20.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.26..1,Q.26..2,Q.26..3,Q.26..4,Q.26..5,Q.26..6,Q.26..7,Q.26..8,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40.,Q.40F.,Q.40G.,Q.41.,Q.42A.,Q.42B.,Q.42C.,Q.42D.,Q.42E.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.51..1,Q.51..2,Q.51..3,Q.51..4,Q.51..5,CARD..1,DECK..1,BALLOT..1,X.,X..1,X..2,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69A.,Q.69B.,Q.69C.,Q.69D.,Q.69E.,V.71.
1,146,93,1,5,0,6,5,1,1,1,4,5,3,1,1,3,3,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,1,3,3,1,1,5,1,2,1,3,0,2,1,1,1,2,1,2,2,1,1,2,1,3,3,3,2,2,1,2,1,3,4,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,93,2,21,1,3,4,4,2,4,3,4,2,20,3,1,1,1,4,1,1,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,94,1,9,5,6,4,5,3,1,5,5,3,1,2,2,1,3,2,4,3,2,1,1,2,1,2,1,1,2,2,2,1,1,3,1,2,5,2,2,2,2,5,1,1,2,2,2,1,1,1,1,1,3,3,3,3,3,6,7,1,1,3,3,2,2,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,94,2,22,2,3,4,4,4,1,4,4,3,32,5,0,2,3,4,3,1,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,95,2,3,4,5,3,1,1,1,4,4,2,1,1,1,3,3,2,4,3,2,1,2,2,1,1,2,1,2,2,2,1,2,3,1,5,2,3,2,1,2,5,2,1,2,1,2,2,1,1,1,2,3,3,3,3,1,5,6,2,2,4,1,1,1,2,2,1,1,2,1,2,146,95,2,2,2,4,3,4,4,3,4,2,4,1,3,2,5,3,2,1,4,2,1,1,2,1,2,4
1,146,96,2,9,7,3,5,4,3,1,4,4,2,1,2,3,2,4,2,4,1,2,1,1,1,1,1,1,1,1,2,2,1,3,3,1,5,1,3,2,1,2,4,2,1,2,1,2,2,1,2,2,3,3,1,3,3,2,2,6,3,2,4,3,3,1,1,1,1,1,2,2,2,146,96,2,2,2,1,3,4,4,3,1,4,4,3,3,2,5,3,2,1,3,0,2,1,2,2,1,4
1,146,97,3,6,5,5,5,1,1,1,4,4,2,1,3,2,3,2,2,3,2,3,1,2,2,2,2,1,2,2,2,2,1,2,3,1,1,5,3,2,2,2,4,2,1,2,1,1,1,1,2,1,1,1,1,3,3,3,1,6,2,2,2,3,3,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,97,2,22,1,3,0,4,3,1,4,4,3,0,0,2,2,3,2,4,2,2,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,98,1,9,3,5,4,1,1,1,4,4,3,1,2,2,2,3,2,4,1,1,1,2,2,1,1,2,1,2,2,2,1,2,3,2,2,5,3,2,1,2,4,1,1,1,1,2,1,1,2,2,1,3,2,1,3,3,3,0,2,0,2,3,2,2,2,2,2,2,2,2,2,146,98,1,2,2,5,2,4,4,2,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,0,0,4
1,146,99,4,5,4,6,3,5,3,1,4,4,2,1,2,2,2,4,2,4,3,2,1,2,2,1,1,1,1,1,2,2,1,3,3,1,1,5,4,4,2,1,5,1,2,2,1,1,1,1,0,1,2,3,1,3,3,3,2,6,2,1,3,2,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,99,2,22,1,3,0,4,2,1,4,4,3,32,5,2,2,3,5,3,2,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,100,2,0,1,0,2,1,3,1,4,4,3,1,2,2,1,1,1,2,2,4,1,1,2,2,2,2,2,2,2,2,1,1,2,1,4,2,3,2,2,2,1,2,1,2,1,2,0,2,1,1,1,3,3,3,3,3,6,7,1,0,1,2,4,4,1,2,2,2,2,2,2,146,100,2,2,2,1,3,3,4,2,4,4,4,3,3,2,5,2,2,1,2,2,1,2,1,1,1,4
1,146,101,4,9,3,6,4,1,1,1,4,4,3,1,2,2,3,3,2,4,1,2,1,1,1,1,2,2,2,2,2,2,1,1,3,1,1,5,3,3,1,3,2,2,1,2,1,2,0,2,1,2,3,3,1,3,3,3,0,0,2,0,4,3,2,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,101,2,22,5,3,0,4,0,0,4,4,3,32,5,0,2,2,5,2,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,102,1,5,5,5,4,4,2,0,4,4,2,1,3,2,3,3,2,3,3,2,1,2,2,2,2,2,2,1,2,2,1,3,3,1,2,5,4,4,2,2,4,2,2,2,1,2,2,1,1,1,2,3,3,3,3,3,6,7,2,1,3,3,2,2,2,2,2,2,2,2,2,146,102,1,2,2,2,3,4,4,0,0,4,4,3,3,2,5,4,2,3,3,3,1,2,1,2,1,4
1,146,103,3,5,4,6,3,1,1,1,4,4,2,1,2,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,2,2,1,3,3,1,1,1,3,3,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,3,1,3,6,1,2,4,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,103,2,22,4,3,2,0,0,1,2,4,2,11,4,1,1,1,2,2,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,104,1,0,2,5,4,1,3,1,4,4,2,1,2,2,1,2,2,4,2,2,1,1,2,1,1,2,1,2,2,2,1,2,3,1,1,5,3,2,2,2,2,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,2,6,1,2,3,2,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,104,2,22,1,0,0,1,1,1,4,4,3,32,5,3,1,1,4,3,1,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,105,3,9,6,2,5,5,2,1,6,4,2,1,2,2,1,2,1,4,1,1,1,2,2,2,1,1,1,2,2,2,2,4,4,4,6,6,3,3,2,3,0,1,1,2,1,2,1,2,2,1,3,1,3,1,3,1,1,6,3,2,3,3,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,105,2,22,4,3,2,1,1,4,2,4,1,32,5,2,1,1,4,1,0,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,106,3,9,5,2,5,1,1,1,4,4,3,1,2,2,3,4,2,4,2,2,1,1,1,1,1,1,1,2,2,2,2,4,4,4,6,6,4,0,3,4,1,1,1,2,1,2,2,1,1,2,2,3,1,3,3,3,2,6,2,2,4,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,106,2,22,3,3,4,1,1,2,4,4,3,32,5,4,2,1,4,2,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,107,7,7,5,6,4,4,3,1,5,5,3,1,1,3,3,4,2,4,1,2,1,2,2,2,1,1,1,2,2,2,1,3,3,1,1,5,3,3,2,3,0,2,1,2,1,2,1,1,1,2,1,3,1,3,3,3,2,6,1,2,4,1,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,107,2,22,1,3,4,1,1,4,4,4,3,32,5,2,2,3,2,3,2,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,108,3,8,4,6,4,4,3,1,4,4,2,1,2,1,1,4,3,4,1,2,1,2,2,2,1,2,1,2,2,2,1,3,3,1,1,5,3,3,2,3,5,1,1,2,1,2,0,1,1,2,2,3,3,3,3,3,6,7,1,2,4,1,2,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,108,2,22,1,3,0,1,4,0,3,4,1,32,5,2,2,1,3,3,2,0,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,109,1,7,3,5,2,1,1,1,5,5,2,1,2,2,3,4,2,3,2,2,1,1,2,2,1,2,1,1,2,2,1,2,3,1,2,4,3,2,2,3,5,1,1,2,1,1,2,1,1,2,1,3,3,3,3,3,6,7,1,2,2,2,2,1,1,2,2,1,2,2,2,146,109,1,2,2,3,2,2,2,6,2,4,4,3,3,2,5,2,2,2,2,3,2,2,1,1,2,4
1,146,110,2,11,2,5,2,2,4,1,4,4,2,1,2,2,1,4,2,2,2,0,0,1,2,1,1,2,1,2,2,2,1,0,3,1,1,5,3,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,146,110,2,2,1,0,0,0,0,0,1,1,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4
1,146,111,2,0,5,0,5,1,1,1,4,4,3,1,2,1,3,2,2,4,1,0,1,2,2,2,1,2,2,2,2,2,1,3,3,1,1,5,3,3,1,3,2,2,1,1,0,0,1,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,146,111,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1,146,112,3,11,0,6,4,1,1,1,5,4,3,1,0,2,0,0,0,4,1,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,1,5,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,112,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,113,2,6,4,6,3,1,1,1,4,4,2,1,1,2,1,1,2,4,1,1,1,1,2,2,2,1,1,2,2,2,1,2,3,1,1,5,3,3,2,3,0,1,1,2,1,2,1,1,1,2,3,3,3,3,3,3,6,7,3,2,4,2,2,1,2,2,2,2,1,2,2,146,113,2,2,2,3,2,2,4,4,1,1,3,1,3,2,5,2,2,1,4,3,2,1,2,1,1,4
1,146,114,2,8,1,0,1,1,1,1,0,5,3,1,0,1,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,146,114,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,146,115,3,9,5,5,1,1,3,1,4,4,3,1,2,2,1,2,1,4,3,1,1,1,2,2,1,2,1,1,2,2,1,2,3,1,2,5,3,2,1,2,2,1,1,2,1,2,1,1,1,1,2,3,1,1,3,1,3,6,1,2,3,1,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,115,2,22,1,3,2,2,0,2,4,4,3,32,5,3,2,1,5,2,1,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,116,1,9,5,3,4,1,1,1,5,4,2,1,2,2,2,3,2,3,2,2,2,2,2,1,1,1,2,2,2,2,1,0,3,0,1,4,3,2,1,2,0,2,1,2,2,2,1,1,1,2,2,0,0,0,0,0,6,7,2,2,4,2,3,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,116,2,22,1,2,2,2,4,3,4,4,3,32,5,3,2,0,3,3,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,117,2,5,4,5,5,5,2,1,4,4,3,1,2,1,3,3,3,4,3,2,1,1,2,1,1,1,2,1,2,2,1,3,3,1,1,5,3,3,2,2,0,1,1,2,1,0,2,1,1,1,1,0,1,0,0,1,2,0,1,1,4,3,1,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,117,1,22,0,3,4,2,4,1,1,3,1,32,5,2,2,1,4,4,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,118,7,9,5,2,5,4,2,1,5,4,3,1,3,2,3,4,2,4,3,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,1,3,1,1,1,1,6,2,1,2,1,2,1,1,2,2,2,1,2,2,2,3,1,2,3,1,4,3,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,118,1,22,3,1,2,3,6,1,4,4,3,32,5,3,1,2,2,3,2,1,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,119,1,11,5,1,4,4,4,1,5,4,2,1,2,3,3,2,1,4,3,2,1,1,2,1,1,1,1,1,2,2,1,3,3,1,2,4,3,1,1,2,6,1,2,2,1,2,2,1,1,2,1,3,3,3,3,3,6,7,2,1,4,3,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,119,2,22,5,3,4,3,2,2,3,4,1,32,5,4,1,1,5,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,120,1,8,5,6,4,5,2,1,4,5,3,1,1,2,3,2,2,4,2,1,1,1,2,1,1,1,1,1,2,2,1,1,3,1,1,5,3,3,1,3,1,2,1,2,1,2,1,1,1,1,1,3,1,3,0,1,2,6,1,2,3,3,2,1,1,1,2,1,2,2,2,146,120,1,2,2,1,3,4,3,2,1,4,4,3,3,2,5,2,2,1,4,3,1,1,2,2,1,4
1,146,121,1,5,3,6,4,4,4,1,4,3,2,1,2,2,2,2,2,3,1,2,1,2,2,2,2,2,2,1,2,2,1,3,3,1,2,5,3,2,2,2,4,1,2,2,1,2,1,1,1,1,1,3,1,3,3,3,2,6,1,1,3,1,2,1,2,2,2,2,2,2,2,146,121,1,2,2,0,2,2,3,4,2,4,4,3,3,2,5,2,2,1,5,2,2,2,2,1,2,4
1,146,122,2,7,6,6,5,1,1,1,5,3,2,1,2,1,3,3,2,4,1,1,1,2,2,1,1,2,1,1,2,2,1,3,3,1,2,5,4,4,1,3,4,2,1,2,1,2,2,1,1,1,1,3,3,3,1,3,4,6,1,1,3,2,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,122,1,22,1,2,1,4,3,1,4,4,3,32,5,4,1,1,4,3,2,0,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,123,5,0,6,5,2,5,2,1,5,4,2,1,3,2,1,2,3,4,2,2,1,1,1,1,1,1,1,1,2,2,1,3,3,1,1,5,3,3,2,3,0,1,1,2,1,1,0,2,2,2,2,3,3,3,3,3,6,7,2,1,3,1,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,123,2,22,4,3,4,4,3,3,2,4,0,32,5,2,1,1,4,3,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,124,2,6,2,5,1,1,1,1,4,4,2,1,2,2,3,2,3,4,2,2,1,1,2,2,1,2,1,2,2,2,1,2,3,1,1,4,3,3,1,2,2,2,1,2,1,2,2,1,2,2,1,3,1,1,3,3,2,6,1,1,4,3,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,124,1,22,2,3,2,4,0,0,4,4,3,32,5,2,2,3,1,2,2,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,125,1,8,5,6,1,1,1,1,4,4,2,1,2,3,2,1,2,3,1,3,1,1,2,2,1,2,1,2,2,2,1,2,3,1,3,5,3,2,1,1,2,2,1,2,1,1,1,1,1,1,3,3,1,1,3,2,2,6,1,1,2,3,3,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,125,2,22,2,2,2,4,2,1,3,4,2,32,5,4,2,3,5,3,2,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,126,1,5,5,3,5,1,1,2,5,4,2,1,2,2,2,3,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,3,1,4,5,4,4,1,1,0,1,1,2,1,1,2,1,2,1,2,1,1,3,3,1,1,6,3,1,2,2,1,2,2,2,2,1,2,2,2,146,126,1,2,2,0,1,1,4,2,0,4,4,3,3,2,5,1,2,1,3,3,2,2,2,1,1,4
1,146,127,6,9,4,6,4,1,1,1,4,4,2,1,2,1,1,1,3,4,1,2,1,1,2,1,1,1,1,2,2,2,1,3,3,1,1,5,3,2,2,2,2,2,1,2,1,2,1,1,2,2,2,3,3,3,3,3,6,7,2,2,4,2,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,127,2,22,2,3,4,4,3,1,1,3,1,32,5,2,2,1,5,3,2,2,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,128,1,6,6,3,5,1,1,1,4,4,2,1,3,2,2,3,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,3,3,1,1,5,4,4,2,2,5,1,2,1,1,2,1,2,1,2,1,3,3,3,3,3,6,7,1,2,1,2,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,128,2,22,1,3,1,4,4,4,4,4,3,32,5,4,2,1,5,2,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,129,2,3,2,5,2,1,1,2,4,4,2,1,2,3,3,3,2,3,3,2,3,1,2,2,1,2,1,1,2,2,1,1,3,1,2,2,3,2,1,2,2,2,1,2,2,1,0,1,1,2,2,3,1,3,3,1,5,6,1,2,2,3,2,1,2,2,2,1,2,1,2,146,129,2,2,2,1,3,2,4,4,4,3,4,2,3,2,5,3,2,3,5,3,2,1,1,1,2,4
1,146,130,1,2,6,2,5,1,1,1,3,4,2,1,2,2,2,2,2,3,1,1,1,2,1,2,1,1,1,2,2,2,1,2,3,1,1,5,1,3,2,3,5,1,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,1,1,3,1,2,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,130,2,22,3,2,1,1,4,1,2,4,2,32,5,3,1,1,5,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,131,5,9,7,6,5,4,2,1,4,4,2,1,2,2,2,3,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,3,3,1,1,5,3,3,1,1,4,2,1,2,1,2,2,1,2,1,2,3,3,3,3,3,6,7,2,1,2,2,2,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,131,2,12,5,3,4,1,1,3,4,4,3,32,5,2,1,3,3,3,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,132,1,9,0,5,2,1,1,2,5,4,3,1,1,2,1,1,1,4,2,1,1,1,1,2,2,1,1,2,2,2,1,2,3,1,1,5,3,2,2,3,2,1,1,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,1,1,4,1,1,1,1,2,2,2,1,2,2,146,132,1,2,2,1,0,1,1,1,4,1,1,1,3,2,5,2,2,1,2,3,2,2,2,1,1,4
1,146,133,4,5,7,5,3,1,1,1,4,5,2,1,1,2,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1,2,1,3,3,1,1,5,4,4,2,3,1,1,1,2,1,2,2,1,1,2,1,3,2,3,3,3,2,0,1,1,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,133,1,22,1,1,2,1,1,1,1,3,2,32,5,2,2,1,5,2,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,134,1,7,6,5,4,1,1,2,6,5,3,1,2,2,0,4,2,4,3,1,1,2,2,1,1,1,1,1,2,2,1,3,3,1,1,5,3,2,2,3,4,2,1,2,0,2,1,1,2,2,2,1,1,1,1,3,3,6,1,2,4,3,1,1,2,2,2,1,1,2,2,146,134,1,2,2,0,2,0,1,1,2,1,3,1,3,2,5,2,2,1,5,3,2,1,2,1,2,4
1,146,135,2,9,5,0,4,1,1,2,6,4,3,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,5,3,2,1,2,2,1,1,2,2,1,1,1,2,2,2,3,3,1,3,3,3,6,1,1,2,1,2,1,1,1,1,1,1,1,2,146,135,2,2,2,4,3,1,1,1,2,1,3,1,3,2,5,2,2,1,4,2,2,1,2,1,1,4
1,146,136,3,8,4,6,2,4,5,1,5,4,3,1,2,2,1,2,3,4,2,2,1,2,2,2,1,2,1,2,2,2,1,2,3,1,1,5,3,3,2,2,0,1,1,2,1,2,0,1,1,1,1,3,1,3,3,1,5,6,1,2,4,3,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,136,2,22,3,3,4,1,1,2,4,4,3,32,5,3,2,1,4,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,137,1,5,3,6,5,1,1,1,4,4,2,1,2,2,3,3,2,3,1,2,1,1,2,1,1,1,1,2,2,2,1,1,3,2,1,2,3,3,1,1,0,2,1,2,1,2,1,1,1,2,2,3,1,3,3,2,2,6,1,1,2,1,3,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,137,2,22,1,3,2,2,3,2,2,4,2,32,5,2,1,3,4,3,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,138,0,7,5,5,2,5,2,1,5,4,2,1,2,2,3,2,1,4,2,2,1,2,2,2,2,2,1,2,2,2,1,2,3,1,1,5,3,2,2,3,5,1,1,2,1,2,1,1,2,1,1,3,1,3,3,3,2,6,1,1,4,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,138,2,22,4,2,1,2,2,1,4,4,3,32,5,2,1,1,2,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,139,2,5,3,2,5,1,1,1,4,4,2,1,2,3,3,3,2,4,2,2,1,2,2,2,2,2,1,2,2,2,1,2,3,1,1,5,3,2,1,3,5,2,1,2,1,2,1,1,1,1,1,1,3,3,3,1,5,6,1,1,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,139,1,22,1,0,1,2,0,1,4,4,3,32,5,3,1,1,5,3,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,140,6,7,5,6,5,4,3,1,4,4,2,1,3,3,2,2,3,4,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,2,1,5,3,3,1,2,5,2,1,2,1,2,1,1,2,1,2,0,1,0,0,0,0,0,1,1,3,1,2,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,140,2,22,1,3,2,2,4,1,2,4,2,32,5,2,2,1,4,3,2,2,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,146,141,2,6,4,6,1,1,1,1,3,4,2,1,2,3,1,1,1,4,1,2,1,2,1,2,2,2,2,2,2,2,1,0,3,1,1,5,3,3,2,3,5,1,1,1,1,2,1,1,2,2,1,1,1,1,3,3,2,6,1,1,4,1,2,1,2,2,1,1,2,2,2,146,141,2,2,2,2,2,2,2,0,4,4,4,3,3,2,5,4,2,1,4,2,2,1,2,1,1,4
1,146,142,2,6,6,6,2,1,1,1,4,4,2,1,3,3,3,2,2,4,2,1,1,2,2,1,2,2,2,2,2,2,1,3,3,2,1,5,3,3,2,3,2,1,1,2,2,2,1,0,1,2,2,3,1,1,3,1,2,6,1,2,3,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
