CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.6C.,Q.6D.,Q.6E.,Q.6F.,Q.6G.,Q.6H.,Q.6I.,Q.6J.,Q.6K.,Q.6L.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,V.9A.,Q.10.,Q.11.,Q.12.,V.13.,V.14.
1,189,654,3,2,3,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,5,4,2,2,1
1,189,655,3,2,1,3,2,1,4,3,1,3,3,1,1,2,2,4,4,1,2,2,1,1,3,5,4,2,0,1
1,189,656,3,2,1,0,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,4,5,4,2,0,1
1,189,657,3,2,2,3,3,1,2,2,1,2,2,3,1,3,2,4,1,1,2,1,2,2,2,5,4,2,2,1
1,189,658,3,2,1,3,3,1,2,3,3,2,2,1,1,1,3,2,2,1,1,1,2,2,2,5,5,2,3,1
1,189,659,3,2,2,2,2,1,3,3,1,2,2,3,1,1,3,3,1,1,2,2,2,3,3,5,5,2,0,1
1,189,660,3,2,5,3,2,1,2,0,1,0,2,0,1,0,0,2,1,1,1,1,2,2,1,7,5,2,0,1
1,189,661,3,2,2,3,2,1,4,4,1,1,4,4,1,1,4,4,1,3,1,2,2,1,4,5,5,2,0,1
1,189,662,3,2,2,3,2,1,3,1,1,1,1,3,1,1,3,1,1,1,1,2,2,1,3,5,5,2,0,1
1,189,663,3,2,1,2,2,1,3,3,1,3,3,3,1,1,4,3,1,1,2,2,2,1,3,5,5,2,0,1
1,189,664,3,2,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,2,1,3,5,5,2,3,1
1,189,665,3,2,1,3,2,3,2,2,1,1,3,3,1,3,2,2,3,1,2,2,2,1,4,5,5,2,0,1
1,189,666,3,2,1,3,2,1,2,2,1,3,3,3,1,1,2,2,1,1,3,1,1,2,2,5,5,2,2,1
1,189,667,3,2,2,3,2,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,2,2,2,5,5,2,0,1
1,189,668,3,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,3,2,2,2,1,5,5,2,3,1
1,189,669,3,2,3,2,2,1,2,3,1,3,3,3,1,1,3,3,1,1,2,2,0,2,2,7,5,2,0,1
1,189,670,3,2,2,3,2,1,2,1,1,1,1,1,1,1,3,3,1,1,2,1,2,3,3,5,5,2,0,1
1,189,671,3,2,1,3,2,1,2,3,1,3,3,3,1,1,2,2,3,1,2,2,1,3,1,5,5,1,1,1
1,189,672,3,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,3,5,5,2,3,1
1,189,673,3,2,2,3,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,5,5,1,3,2
1,189,674,3,2,1,2,2,3,3,1,1,1,1,3,1,3,3,3,3,1,2,2,2,3,4,5,5,1,0,2
1,189,675,3,2,3,3,2,1,2,2,1,1,1,3,1,1,3,2,1,1,1,2,2,2,2,5,5,1,2,2
1,189,676,3,2,3,3,3,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,5,5,2,2,2
1,189,677,4,2,3,1,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,4,5,7,2,3,1
1,189,678,4,2,2,3,3,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,5,7,2,0,2
1,189,679,4,2,2,3,2,1,2,3,1,1,1,3,3,3,2,2,3,1,3,1,1,1,4,5,7,2,3,2
1,189,680,4,2,2,3,3,1,2,2,1,3,2,2,1,1,2,2,3,1,2,1,2,2,1,5,7,2,1,2
1,189,681,4,2,1,3,3,1,2,3,1,2,2,2,1,3,2,2,1,1,2,2,2,2,2,5,7,2,2,2
1,189,682,4,2,1,3,3,1,2,3,1,2,2,1,1,1,2,3,3,1,2,0,0,2,4,5,7,2,2,2
1,189,683,4,2,1,3,3,1,2,3,1,1,3,2,1,2,2,2,1,1,2,2,2,2,2,5,7,1,3,2
1,189,684,4,2,1,3,3,1,2,2,1,2,2,1,1,1,2,2,1,1,4,2,1,2,1,5,7,1,0,2
1,189,685,4,2,1,2,2,1,2,3,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,5,7,2,2,2
1,189,686,4,2,2,2,3,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,5,8,2,3,1
1,189,687,4,2,3,3,3,1,2,2,1,1,1,1,1,1,2,2,1,1,3,2,1,2,1,5,8,2,2,2
1,189,688,4,2,2,3,3,1,2,1,2,1,2,2,1,1,2,2,3,1,1,1,1,1,3,5,6,2,3,1
1,189,689,4,2,1,3,2,1,0,0,1,0,0,0,1,1,0,0,1,1,3,0,0,1,4,5,6,2,0,1
1,189,690,4,2,2,3,2,1,3,1,1,3,3,0,1,1,3,4,3,1,2,1,2,1,3,5,6,2,3,1
1,189,691,4,2,2,3,2,1,2,2,1,2,2,1,1,1,2,3,1,1,1,2,2,2,1,5,6,2,3,1
1,189,692,4,2,1,3,3,1,2,3,1,3,3,3,1,1,2,3,3,1,4,1,1,2,2,5,6,2,2,1
1,189,693,4,2,2,3,3,1,3,3,1,1,1,3,1,1,2,3,3,2,2,2,2,1,3,5,6,2,1,2
1,189,694,4,2,2,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,3,5,6,2,0,2
1,189,695,4,2,1,3,3,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,5,6,1,0,2
1,189,696,4,2,2,1,2,1,2,3,1,3,3,3,1,1,2,2,1,0,1,2,2,2,1,5,6,1,0,2
1,189,697,4,2,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,0,0,4,0,6,2,0,2
1,189,698,4,2,1,3,2,1,3,3,1,2,2,1,1,2,2,3,1,1,1,2,1,1,3,5,6,1,3,2
1,189,699,4,2,2,3,2,1,2,1,1,2,2,1,1,1,2,2,3,1,1,1,2,2,2,5,6,1,0,2
1,189,700,4,2,1,3,3,1,2,2,1,2,2,1,1,1,2,2,1,1,4,2,1,2,2,5,6,1,2,2
1,189,701,4,2,1,3,2,1,3,3,1,3,3,1,1,1,2,2,3,1,2,0,2,2,2,5,6,2,1,2
1,189,702,4,2,2,3,3,1,2,3,1,1,3,1,1,1,2,2,1,1,2,2,1,2,1,5,6,1,2,2
1,189,703,4,2,1,3,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,5,6,2,2,2
1,189,704,4,2,1,3,2,1,2,3,1,3,3,1,1,3,3,2,3,1,2,2,1,3,4,5,6,2,3,2
1,189,705,4,2,1,3,3,1,2,3,1,2,2,1,1,1,3,2,1,1,3,2,2,2,2,5,6,1,3,2
1,189,706,4,2,1,3,3,1,0,2,2,2,2,1,1,1,2,1,1,1,4,2,1,2,1,5,6,1,3,2
1,189,707,4,2,1,3,3,1,2,2,1,3,4,1,1,1,4,2,1,1,1,2,2,2,2,5,6,2,2,2
1,189,708,4,2,2,3,3,1,2,2,1,2,2,2,1,1,2,2,3,1,2,2,2,2,1,5,6,2,1,2
1,189,709,4,2,3,3,3,1,2,2,1,3,3,1,1,1,2,2,1,1,2,2,1,2,2,5,0,2,3,1
1,189,710,4,2,3,3,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,3,5,1,2,0,2
1,189,711,4,2,1,3,3,1,2,3,1,3,2,3,1,1,3,2,3,1,2,2,2,2,2,5,4,2,0,1
1,189,712,4,2,2,3,3,1,2,1,1,2,2,3,1,2,2,2,1,1,0,0,0,0,4,0,4,2,0,2
1,189,713,4,2,3,2,2,1,3,1,3,3,3,1,1,3,3,3,3,1,2,2,1,1,3,5,5,2,0,1
1,189,714,4,2,1,3,2,1,3,3,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,5,5,2,0,1
1,189,715,4,2,2,2,2,1,2,3,1,1,3,1,1,1,3,3,1,1,2,2,2,3,4,5,5,2,0,1
1,189,716,4,2,3,3,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,3,5,5,1,0,2
1,189,717,4,2,1,3,2,1,1,1,1,3,3,1,1,1,2,2,2,1,1,1,2,1,4,5,5,2,3,2
1,189,718,4,2,2,3,3,1,2,1,1,2,2,2,1,3,2,2,1,1,1,1,1,2,1,5,5,2,3,2
1,189,719,4,2,3,2,2,1,2,3,1,3,3,3,1,1,3,2,3,1,3,2,1,2,2,5,5,2,3,2
1,189,720,4,2,1,3,3,1,2,1,1,2,2,1,1,1,1,3,1,1,1,2,1,2,2,5,5,2,2,2
1,189,721,4,2,3,3,3,1,0,1,1,1,2,3,1,1,4,2,2,1,2,1,2,2,2,5,5,2,2,2
1,189,722,4,2,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,5,2,3,2
1,189,723,4,2,3,2,2,1,3,3,1,1,3,3,1,1,3,3,1,1,1,2,2,1,3,5,5,1,0,2
1,189,724,4,2,3,2,2,1,0,1,1,1,1,0,1,1,0,0,0,1,2,2,2,1,4,5,5,2,0,2
1,189,725,4,2,1,3,3,1,3,3,1,1,3,1,1,3,3,3,3,1,1,3,1,2,2,5,5,2,3,2
1,189,726,4,2,1,3,3,1,2,2,1,3,2,2,1,3,2,2,1,1,2,1,1,2,1,5,5,2,2,2
1,189,727,4,2,1,3,3,1,3,3,1,1,1,3,1,1,2,3,1,1,1,2,1,2,1,5,5,2,1,2
1,189,728,5,2,3,3,2,1,2,2,1,3,3,3,1,1,3,2,3,1,2,0,1,2,2,5,6,1,2,2
1,189,729,5,2,2,2,2,1,3,3,3,3,3,1,1,1,1,3,3,1,2,2,2,3,3,5,4,2,0,2
1,189,730,5,2,3,4,2,1,2,0,1,1,2,2,1,1,2,2,1,1,2,2,2,2,4,5,5,1,0,2
1,189,731,1,3,5,2,2,1,2,2,1,1,2,3,1,1,4,4,1,1,2,2,2,2,1,5,6,1,0,2
1,189,732,1,3,5,1,2,1,1,2,1,3,4,1,1,1,3,4,1,3,2,2,2,1,3,5,7,1,3,2
1,189,733,1,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2,3,4,5,3,2,0,2
1,189,734,1,3,2,3,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,0,0,1,4,5,5,1,0,2
1,189,735,1,3,3,2,2,1,1,1,1,3,2,3,1,1,3,3,3,1,2,1,2,1,3,5,5,1,0,2
1,189,736,2,3,1,3,2,1,2,3,1,2,0,3,1,3,2,3,1,1,1,1,2,2,1,5,6,1,0,2
1,189,737,2,3,2,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,3,2,1,3,3,5,6,1,0,2
1,189,738,2,3,1,3,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,3,5,6,1,0,2
1,189,739,2,3,2,3,2,1,2,0,1,2,2,1,1,2,2,2,3,1,2,2,2,2,1,5,6,1,2,2
1,189,740,2,3,1,3,2,1,2,3,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,5,6,1,1,2
1,189,741,2,3,3,3,2,1,4,2,3,2,2,1,1,4,4,4,3,1,3,2,2,2,2,5,6,1,3,2
1,189,742,2,3,3,1,3,1,3,3,1,1,1,1,1,1,3,2,1,1,2,2,2,2,2,5,7,1,2,2
1,189,743,2,3,5,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,4,5,7,1,0,2
1,189,744,2,3,3,0,2,1,1,3,1,3,3,1,1,1,4,1,1,1,2,0,0,2,2,5,7,2,0,2
1,189,745,2,3,3,3,0,2,2,2,1,1,1,3,3,1,3,2,2,1,3,2,2,2,1,5,7,1,3,2
1,189,746,2,3,2,3,2,1,2,2,1,2,2,2,1,1,2,2,1,1,5,3,3,2,4,5,7,1,0,2
1,189,747,2,3,2,3,2,3,3,1,1,1,1,3,1,1,3,4,4,1,3,2,1,2,2,5,7,2,3,2
1,189,748,2,3,4,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,3,2,1,2,1,5,8,1,3,2
1,189,749,2,3,5,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,4,5,6,1,0,2
1,189,750,2,3,1,3,2,1,3,3,1,3,3,3,1,3,4,2,2,1,1,2,2,1,3,5,6,1,0,2
1,189,751,2,3,1,2,2,1,3,3,1,3,3,1,1,4,4,4,1,1,2,2,2,1,4,5,6,1,3,2
1,189,752,2,3,1,3,3,1,2,3,1,2,2,1,1,3,3,4,3,1,2,1,2,1,3,5,6,1,2,2
1,189,753,2,3,1,2,2,1,2,2,1,1,2,2,1,1,2,2,3,1,0,0,0,0,4,0,6,1,2,2
1,189,754,2,3,1,3,0,1,2,1,1,2,2,1,1,3,2,2,4,3,1,2,2,1,3,5,6,1,3,2
1,189,755,2,3,3,2,2,1,3,1,1,3,3,3,3,1,3,1,1,1,1,2,2,1,4,5,4,2,0,1
1,189,756,2,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,5,5,1,1,2
1,189,757,2,3,2,3,2,1,2,3,1,3,3,3,1,1,3,2,1,1,2,2,2,3,3,5,5,1,3,2
1,189,758,2,3,4,1,2,1,3,2,1,2,2,1,1,1,1,4,1,3,2,2,2,1,3,5,5,1,0,2
1,189,759,2,3,3,2,2,1,2,2,1,2,2,3,1,3,2,3,3,1,2,2,2,2,2,5,5,1,1,2
1,189,760,3,3,1,3,3,1,2,3,3,1,2,3,1,1,2,2,1,1,2,2,2,2,2,5,6,1,3,2
1,189,761,3,3,1,3,1,1,3,3,1,1,3,1,1,1,2,2,1,1,1,1,2,2,2,5,6,1,2,2
1,189,762,3,3,1,3,3,1,2,3,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,5,6,1,2,2
1,189,763,3,3,1,2,3,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,5,6,1,0,2
1,189,764,3,3,2,3,2,1,2,2,1,3,3,3,1,3,3,2,1,1,2,2,2,2,2,5,6,1,0,2
1,189,765,3,3,1,3,2,1,2,1,1,1,1,2,1,1,2,2,1,1,0,2,1,2,2,5,6,1,2,2
1,189,766,3,3,1,3,2,1,2,2,3,3,3,3,1,1,3,2,1,1,3,2,1,2,2,5,6,1,2,2
1,189,767,3,3,1,3,3,1,3,1,1,2,2,1,1,1,2,2,3,1,2,1,2,3,3,5,6,1,3,2
1,189,768,3,3,5,3,3,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,5,6,1,3,2
1,189,769,3,3,2,3,2,1,2,2,2,2,2,2,1,2,2,2,1,3,3,2,2,2,2,5,7,2,2,1
1,189,770,3,3,3,3,0,1,2,2,1,3,2,1,1,1,2,2,1,3,4,1,1,2,1,5,7,2,0,1
1,189,771,3,3,5,2,2,1,3,3,1,1,1,1,1,2,2,2,1,1,4,2,2,2,4,5,7,2,0,1
1,189,772,3,3,1,3,3,1,2,2,3,1,1,3,1,1,1,1,3,1,3,2,2,2,1,5,7,2,0,1
1,189,773,3,3,3,2,2,1,3,3,1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,5,7,2,3,1
1,189,774,3,3,2,3,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,3,5,7,2,3,1
1,189,775,3,3,3,3,2,1,3,1,1,1,4,1,1,1,2,3,3,1,1,2,2,3,3,5,7,2,3,1
1,189,776,3,3,3,2,2,1,2,2,1,2,2,1,1,1,4,2,1,1,1,1,1,1,3,5,7,1,0,2
1,189,777,3,3,2,3,3,1,0,4,1,1,1,1,1,1,3,3,1,1,2,1,2,1,3,5,7,1,3,2
1,189,778,3,3,3,2,3,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,3,5,7,1,3,2
1,189,779,3,3,2,3,3,1,3,1,1,2,2,3,1,1,3,1,1,1,2,2,1,1,4,5,7,1,3,2
1,189,780,3,3,3,3,2,1,2,2,1,2,2,1,1,1,2,2,3,1,2,2,1,1,4,5,7,1,3,2
1,189,781,3,3,3,3,2,1,3,3,1,2,2,3,1,1,3,3,3,1,2,2,1,1,3,5,7,1,2,2
1,189,782,3,3,1,3,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,3,4,5,7,1,0,2
1,189,783,3,3,2,3,2,1,2,2,1,2,2,3,1,1,2,2,3,1,2,2,2,2,4,5,7,1,0,2
1,189,784,3,3,1,3,3,1,2,3,1,1,3,3,1,1,3,2,1,1,1,1,2,2,1,5,8,2,2,1
1,189,785,3,3,2,4,2,3,2,3,3,1,1,1,1,1,4,4,1,1,2,0,2,1,3,5,6,2,0,1
1,189,786,3,3,2,3,2,1,2,3,3,2,2,3,1,1,3,2,2,1,3,2,2,1,4,5,6,2,0,1
1,189,787,3,3,3,3,2,1,3,3,3,3,3,3,1,1,3,3,3,1,1,2,2,2,2,5,6,2,0,1
1,189,788,3,3,3,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,5,6,2,2,1
1,189,789,3,3,2,3,2,1,2,2,1,3,3,1,1,1,2,2,1,1,1,1,2,1,4,5,6,2,3,1
1,189,790,3,3,2,3,2,1,2,2,1,3,3,1,1,3,3,2,1,1,2,2,2,1,3,5,6,2,0,1
1,189,791,3,3,1,3,2,1,2,3,1,1,1,1,1,1,3,3,3,1,0,0,0,0,4,0,6,2,3,1
1,189,792,3,3,1,3,3,1,2,3,3,2,2,1,1,2,2,2,1,1,2,2,2,1,3,5,6,2,0,1
1,189,793,3,3,1,3,2,1,3,3,1,1,1,2,1,3,3,4,3,1,2,2,2,2,2,5,6,2,0,1
1,189,794,3,3,1,2,2,3,2,2,1,3,2,2,1,4,4,2,3,1,2,2,1,2,2,5,6,2,3,1
1,189,795,3,3,1,3,3,1,2,2,1,3,2,2,1,1,2,2,3,1,2,2,1,2,2,5,6,2,3,1
1,189,796,3,3,1,3,2,1,2,2,1,3,3,3,1,2,2,2,1,1,2,0,2,2,3,5,6,2,3,1
1,189,797,3,3,1,3,2,3,2,2,1,3,3,3,1,1,3,2,3,1,2,2,1,3,3,5,6,2,3,1
1,189,798,3,3,1,3,2,1,2,2,1,3,3,3,1,1,2,2,1,1,2,2,2,3,4,5,6,2,3,1
1,189,799,3,3,2,3,2,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,3,3,5,6,2,3,1
1,189,800,3,3,3,2,3,1,2,2,1,1,3,3,1,1,2,2,1,1,1,2,1,1,4,5,6,2,3,1
1,189,801,3,3,1,2,2,1,2,3,1,2,2,3,1,1,2,2,3,1,1,2,2,1,4,5,6,2,2,1
1,189,802,3,3,2,3,3,1,3,1,1,2,2,1,1,3,3,2,2,1,1,0,2,1,4,5,6,1,0,2
1,189,803,3,3,1,3,2,1,2,2,1,0,0,1,1,1,0,1,1,1,1,3,2,1,3,5,6,1,3,2
1,189,804,3,3,2,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,5,0,0,0,1
1,189,805,3,3,3,2,2,1,1,1,1,3,3,1,1,1,3,3,1,1,1,0,0,0,4,0,0,0,0,1
1,189,806,3,3,3,2,2,1,1,1,1,4,4,1,1,1,1,1,1,3,2,2,2,3,3,5,1,2,0,1
1,189,807,3,3,1,3,0,1,2,2,1,2,2,1,1,1,2,2,1,1,1,0,0,2,4,5,2,2,0,1
1,189,808,3,3,3,3,2,1,1,0,1,1,0,0,1,1,0,0,1,0,1,2,2,1,4,5,2,2,0,1
1,189,809,3,3,5,3,0,1,0,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,4,0,3,2,0,2
1,189,810,3,3,2,3,2,1,1,3,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,5,4,1,3,1
1,189,811,3,3,3,0,2,1,1,3,1,3,3,1,1,1,1,3,3,1,1,2,2,2,4,5,4,2,0,1
1,189,812,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,4,5,4,2,3,1
1,189,813,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,4,2,3,1
1,189,814,3,3,3,3,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,3,4,5,4,2,0,1
1,189,815,3,3,3,0,2,3,2,2,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,5,4,2,0,2
1,189,816,3,3,3,3,2,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,3,7,5,2,0,1
1,189,817,3,3,5,3,2,1,2,2,1,1,1,2,1,1,2,2,3,3,3,1,2,2,2,7,5,2,2,1
1,189,818,3,3,3,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,3,2,2,2,4,5,5,2,0,1
1,189,819,3,3,1,3,3,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,5,5,2,1,1
1,189,820,3,3,3,2,2,1,2,3,1,1,3,3,1,3,2,2,3,1,2,2,2,2,4,5,5,2,0,1
1,189,821,3,3,2,3,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,3,5,5,2,0,1
1,189,822,3,3,2,3,2,1,3,3,1,3,3,3,1,1,3,2,1,1,1,0,2,2,2,5,5,0,2,1
1,189,823,3,3,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,3,5,5,2,2,1
1,189,824,3,3,3,2,3,3,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,3,3,5,5,2,0,1
1,189,825,3,3,3,2,2,1,4,2,1,1,4,1,1,1,3,4,1,1,2,2,2,1,4,5,5,2,0,1
1,189,826,3,3,2,3,2,1,2,2,1,3,3,3,1,1,2,2,1,1,1,1,2,1,3,5,5,2,1,1
1,189,827,3,3,3,1,2,1,3,3,1,3,3,1,1,3,2,3,1,3,2,2,2,3,4,5,5,2,0,1
1,189,828,3,3,2,3,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,3,4,5,5,2,0,1
1,189,829,3,3,2,2,2,1,2,3,3,3,3,1,1,3,3,2,1,1,0,0,0,0,4,0,5,2,0,1
1,189,830,3,3,3,2,3,1,2,2,1,1,2,2,1,1,2,2,1,3,3,2,2,2,2,5,5,1,1,1
1,189,831,3,3,1,3,0,0,3,3,1,2,2,3,1,1,3,2,1,1,3,2,2,3,4,5,5,2,0,1
1,189,832,3,3,3,3,3,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,3,5,5,1,3,1
1,189,833,3,3,1,3,2,1,2,3,1,2,2,1,1,1,3,3,3,1,2,2,2,2,1,5,5,1,0,2
1,189,834,3,3,2,3,3,1,2,3,1,3,3,3,1,1,2,2,1,1,2,1,1,2,2,5,5,1,1,2
1,189,835,3,3,3,3,2,1,4,0,1,3,3,1,1,1,3,4,1,1,1,1,2,1,4,5,5,1,0,2
1,189,836,3,3,3,3,3,1,2,2,1,2,2,2,1,1,2,2,1,1,4,2,1,2,2,5,5,1,2,2
1,189,837,4,3,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,6,2,0,2
1,189,838,4,3,5,2,2,1,2,2,1,3,3,2,1,3,3,3,1,1,3,2,2,2,1,5,6,2,2,2
1,189,839,4,3,2,3,2,1,3,2,1,3,3,3,1,1,3,2,1,1,2,2,2,2,4,5,6,1,0,2
1,189,840,4,3,2,3,2,1,2,3,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,5,6,2,3,2
1,189,841,4,3,1,3,2,1,3,2,1,2,2,3,1,1,1,2,1,2,2,1,2,2,3,5,6,2,2,2
1,189,842,4,3,3,3,3,1,3,1,1,2,2,1,1,1,2,2,1,1,1,2,2,3,4,5,6,2,0,2
1,189,843,4,3,2,3,2,1,2,1,1,3,3,1,1,1,2,2,1,1,1,1,2,3,3,5,6,2,0,2
1,189,844,4,3,3,3,3,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,5,6,2,2,2
1,189,845,4,3,1,3,3,1,2,2,1,3,3,1,1,1,2,2,2,1,1,2,2,2,1,5,7,2,0,1
1,189,846,4,3,2,3,2,1,0,0,1,0,0,0,1,1,0,0,3,1,1,2,2,1,3,5,7,1,3,2
1,189,847,4,3,3,3,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,5,7,1,3,2
1,189,848,4,3,1,3,3,1,2,2,4,3,4,2,1,1,2,2,1,1,2,2,2,2,2,5,7,2,2,2
1,189,849,4,3,1,3,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,4,5,7,2,0,2
1,189,850,4,3,2,3,3,1,2,3,1,2,2,2,1,3,2,2,1,1,1,1,2,2,2,5,7,2,3,2
1,189,851,4,3,3,0,2,1,3,2,1,3,4,4,1,1,2,2,1,1,3,2,2,2,1,5,7,2,3,2
1,189,852,4,3,3,3,3,3,2,1,1,2,2,2,1,1,2,3,1,2,2,2,1,1,3,5,8,2,3,2
1,189,853,4,3,4,1,1,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,2,4,5,6,2,3,1
1,189,854,4,3,2,2,0,1,2,2,1,3,3,3,1,3,3,3,1,1,1,2,2,2,2,5,6,2,2,1
1,189,855,4,3,1,3,2,1,2,3,3,3,3,3,1,1,3,2,1,1,2,2,1,2,1,5,6,2,0,1
1,189,856,4,3,3,3,2,1,3,3,3,3,3,1,1,3,4,3,3,1,1,2,2,2,2,5,6,2,3,1
1,189,857,4,3,2,3,2,1,4,3,1,1,3,3,1,3,3,3,3,1,2,1,2,3,3,5,6,2,0,1
1,189,858,4,3,3,3,2,1,2,2,1,3,3,3,1,1,2,4,3,1,3,2,1,3,3,5,6,2,3,1
1,189,859,4,3,1,3,2,1,2,3,1,2,2,1,1,1,2,2,1,1,1,2,1,1,3,5,6,2,2,2
1,189,860,4,3,2,3,3,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,4,5,6,0,3,2
1,189,861,4,3,5,3,2,1,4,1,1,2,2,1,1,3,3,4,1,1,1,2,2,1,4,5,2,2,0,2
1,189,862,4,3,2,3,2,1,2,2,1,4,4,2,1,1,4,4,4,1,2,2,2,3,4,5,4,2,0,1
1,189,863,4,3,3,3,0,1,1,2,1,1,2,1,1,1,2,1,1,1,1,0,0,1,4,5,4,2,0,2
1,189,864,4,3,2,0,2,3,3,3,1,3,3,3,1,1,3,3,1,1,2,0,0,3,4,5,4,1,0,2
1,189,865,4,3,3,2,2,1,3,2,1,1,3,1,1,1,3,3,1,1,3,2,2,2,2,5,5,2,0,1
1,189,866,4,3,2,3,3,1,2,2,1,2,0,1,1,1,0,2,1,1,3,2,1,2,2,5,5,2,1,1
1,189,867,4,3,3,3,2,1,2,2,1,0,2,2,1,1,2,2,1,1,1,0,2,0,4,5,5,2,3,2
1,189,868,4,3,1,3,2,1,3,1,1,2,2,3,1,1,1,3,1,1,1,1,2,1,4,5,5,2,0,2
1,189,869,4,3,1,3,3,1,3,1,1,1,2,1,1,1,4,1,1,1,2,2,2,1,3,5,5,2,3,2
1,189,870,4,3,3,2,2,1,2,1,1,2,2,1,1,1,2,2,1,3,2,2,2,3,3,5,5,2,2,2
1,189,871,4,3,1,3,2,4,4,1,1,3,3,1,1,1,3,1,1,1,2,2,1,3,3,5,5,2,0,2
1,189,872,4,3,3,3,3,1,2,3,1,2,2,1,1,3,3,2,1,1,3,1,2,2,2,5,5,0,3,2
1,189,873,4,3,1,3,3,1,2,2,1,2,2,3,1,1,2,2,3,1,2,2,2,2,1,5,5,1,1,2
1,189,874,5,3,3,3,3,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,3,3,5,6,1,0,2
1,189,875,5,3,2,3,2,1,2,2,1,1,1,1,1,3,4,2,1,1,4,1,1,2,2,5,8,2,0,1
