CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.56..1,Q.56..2,Q.57.,Q.58.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.59.,Q.63.,Q.64A.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.70..1,Q.70..2,Q.70..3,Q.70..4,Q.70..5,Q.70..6,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72E.,Q.72F.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.77..1,Q.77..2,Q.77..3,Q.77..4,Q.77..5,Q.77..6,Q.77..7,Q.77..8,Q.77..9,Q.77..10,Q.77..11,Q.77..12,Q.77..13,Q.77..14,Q.77..15,Q.78.,Q.79.,Q.80.,Q.81.,Q.82A.,Q.82B.,Q.83A.,Q.83B.,Q.83B..1,Q.83B..2,Q.83B..3,Q.83B..4,Q.83B..5,Q.83B..6,Q.83B..7,Q.83B..8,Q.83B..9,Q.83B..10,Q.83B..11,Q.83B..12,Q.83B..13,Q.83B..14,Q.83B..15,Q.83B..16,Q.83B..17,CARD..2,DECK..2,BALLOT..2,NA.2,X.,X..1,X..2,X..3,Q.84.,V.86.,V.87.,V.88.,V.89.
1,115,938,1,2,6,1,5,4,1,8,8,2,5,14,1,3,12,7,2,1,3,2,2,3,3,1,1,1,1,1,4,3,1,1,4,3,4,2,3,1,2,3,2,4,2,2,1,3,3,3,4,3,0,1,2,3,2,2,2,1,3,1,2,2,2,115,938,1,2,1,1,1,4,4,1,5,2,2,1,2,2,2,2,6,1,2,1,1,1,1,2,2,1,3,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5,3,1,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,938,1,2,2,2,2,4,1,20,8,1
1,115,939,1,1,6,5,3,5,1,8,8,3,8,35,1,3,3,4,2,3,1,1,2,3,4,3,2,1,1,1,3,6,1,1,3,1,2,2,1,4,4,3,3,3,2,3,1,2,11,3,11,3,3,1,1,2,1,2,3,1,1,1,3,1,2,115,939,1,2,3,3,1,2,1,4,5,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,3,2,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9,5,2,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,939,1,2,2,2,2,3,1,20,27,1
1,115,940,1,5,7,5,1,5,1,9,1,3,8,34,1,3,6,4,1,2,1,3,3,1,4,2,2,3,1,1,4,3,2,2,4,1,5,3,3,1,4,3,3,1,2,2,1,3,2,3,4,2,2,1,3,3,3,2,2,1,3,3,3,1,2,115,940,1,2,2,1,1,1,3,4,5,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,940,1,2,2,2,2,4,1,28,20,2
1,115,941,1,2,7,5,2,3,1,3,3,1,6,19,1,3,12,2,2,2,3,2,3,2,4,2,3,3,2,1,1,2,1,2,2,2,4,4,4,1,4,3,4,4,2,4,1,3,2,3,4,3,3,1,2,3,2,2,2,3,2,3,3,3,2,115,941,1,3,1,1,1,2,3,4,5,2,2,2,1,2,2,2,5,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5,5,1,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,941,1,2,2,2,2,2,1,21,41,5
1,115,942,1,1,7,4,2,3,1,4,4,1,7,24,2,3,1,4,1,1,2,3,2,2,3,2,2,2,3,1,4,3,1,2,4,1,4,3,3,3,4,2,4,3,1,3,2,1,3,2,5,3,3,1,2,3,1,2,2,3,3,3,1,1,2,115,942,1,2,2,2,1,1,1,4,5,2,2,2,1,2,2,2,5,1,2,1,1,2,1,2,1,1,3,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,5,5,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,942,1,2,2,2,2,4,1,24,2,3
1,115,943,1,5,7,5,5,4,1,4,4,5,8,25,2,3,1,3,1,2,2,3,3,1,3,2,1,3,2,1,4,5,1,2,4,2,5,2,4,4,4,4,4,3,2,1,2,2,5,3,7,3,1,1,2,3,2,2,2,1,1,1,3,1,2,115,943,1,2,2,2,1,1,1,4,5,2,2,2,1,2,2,2,4,1,1,2,1,2,1,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,115,943,1,2,2,2,2,2,1,24,4,3
1,115,944,1,2,4,5,2,4,1,7,8,4,3,14,1,3,10,4,2,1,2,3,1,2,3,3,1,2,3,1,3,6,9,2,1,1,5,4,2,4,4,3,2,2,2,2,2,1,2,2,11,2,2,1,4,3,1,3,3,3,3,3,2,2,2,115,944,1,2,1,2,3,1,2,0,5,2,2,2,1,2,2,2,6,1,1,1,1,3,1,3,1,3,4,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,4,6,1,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,944,1,1,2,2,2,2,1,19,4,4
1,115,945,1,1,4,1,2,2,1,7,8,3,7,30,1,3,9,9,1,2,1,2,2,1,3,1,2,2,1,1,3,4,1,2,4,2,2,3,2,2,2,2,2,1,1,1,1,1,5,1,7,3,1,2,3,5,1,1,2,1,2,1,3,1,2,115,945,1,2,1,1,3,0,1,4,5,2,2,2,2,2,2,1,6,1,1,1,1,1,1,1,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,945,1,2,2,1,2,4,1,19,1,4
1,115,946,1,3,8,4,1,3,1,6,8,3,6,26,2,4,5,6,1,2,1,2,1,2,5,1,2,1,1,4,1,3,1,2,3,3,2,1,2,2,5,3,2,4,1,3,1,3,5,3,8,2,1,1,3,3,3,2,3,3,1,3,3,3,2,115,946,1,3,3,3,1,1,1,4,5,2,2,2,1,2,2,2,6,1,1,2,2,1,1,1,2,2,4,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,6,10,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,946,1,2,2,2,2,3,1,34,9,2
1,115,947,1,4,8,5,5,4,1,6,8,3,7,21,2,4,5,5,2,1,2,2,2,2,2,2,1,2,1,1,3,2,9,2,4,2,4,3,3,2,2,2,3,4,2,2,2,3,3,2,4,2,3,1,3,3,2,2,2,1,1,1,3,3,2,115,947,1,3,3,3,1,1,1,4,5,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,4,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,947,1,2,2,2,2,3,1,30,11,2
1,115,948,1,3,8,5,6,1,1,6,4,4,6,24,2,4,1,3,1,1,3,1,1,2,4,2,2,1,1,1,4,5,2,2,4,3,4,3,3,1,5,1,3,4,2,4,1,2,2,2,3,3,3,1,3,5,2,2,2,1,1,1,3,1,2,115,948,1,3,3,3,1,1,1,1,5,2,2,2,1,2,2,2,5,1,1,1,1,1,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,10,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,948,1,2,2,2,2,4,1,32,2,2
1,115,949,1,3,8,5,1,4,1,5,8,1,6,26,2,4,2,1,1,2,1,2,2,3,5,3,2,3,2,1,4,5,2,2,3,2,4,3,1,4,4,3,2,3,2,1,1,3,4,2,6,3,3,1,4,2,1,2,3,3,2,1,3,2,2,115,949,1,3,3,3,2,1,1,4,5,2,2,2,1,1,1,2,4,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,8,1,11,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,949,1,2,2,2,2,2,1,32,7,2
1,115,950,1,2,8,5,5,5,1,6,8,1,6,22,1,4,2,4,1,2,1,1,2,2,4,2,1,1,3,1,3,2,9,2,2,1,3,4,2,2,4,1,3,4,2,3,1,3,3,3,4,3,3,1,3,3,2,2,2,3,3,3,2,1,2,115,950,1,3,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,1,1,2,1,2,2,1,2,2,4,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,4,8,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,115,950,1,2,2,2,2,3,1,18,80,2
1,115,951,1,1,8,5,3,1,1,6,1,4,6,21,2,4,1,4,1,3,1,2,2,2,5,1,3,2,1,1,4,5,9,2,4,2,4,4,1,2,4,1,3,4,1,1,1,3,4,3,5,3,3,1,2,3,2,2,2,1,1,1,3,2,2,115,951,1,3,2,1,3,1,0,2,4,2,2,2,2,2,2,1,6,1,1,1,1,1,1,1,3,2,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,11,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,951,1,2,2,2,2,3,1,32,11,2
1,115,952,1,4,8,5,2,4,1,8,7,3,5,14,1,4,10,3,1,3,1,2,3,1,4,2,2,3,1,1,2,1,1,2,3,2,3,3,1,3,4,3,4,3,2,2,1,3,2,1,4,3,2,1,3,4,1,1,2,3,3,3,2,2,2,115,952,1,3,2,1,1,0,0,3,5,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,3,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,4,6,1,5,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,952,1,2,2,2,2,2,1,18,59,1
1,115,953,1,4,8,5,3,5,1,8,8,2,5,19,1,4,1,3,1,2,1,2,2,2,2,2,1,3,2,1,3,4,1,2,3,2,3,2,2,2,5,2,2,3,2,2,1,3,2,3,4,2,1,1,1,3,2,1,2,3,3,3,1,1,2,115,953,1,2,2,1,1,1,1,3,5,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,10,2,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,953,1,2,2,2,2,3,1,18,66,1
1,115,954,1,5,8,5,6,5,1,8,8,4,6,20,2,4,2,4,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,4,1,3,2,3,4,3,3,3,3,2,4,1,3,11,2,11,3,3,1,2,2,1,2,2,1,3,1,3,2,2,115,954,1,3,3,3,2,1,3,3,5,2,2,2,2,2,2,1,6,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,4,3,1,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,954,1,2,2,2,2,2,1,35,6,1
1,115,955,1,4,8,4,6,4,1,8,8,2,6,22,1,4,16,3,1,1,2,2,1,2,2,2,2,2,2,1,4,3,4,2,3,2,2,1,1,4,3,3,3,3,2,3,2,1,11,3,7,3,1,2,1,1,2,2,2,2,3,3,3,2,2,115,955,1,2,2,1,1,1,2,4,4,2,2,2,1,2,2,2,6,1,2,1,1,1,1,1,3,2,3,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,7,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,955,1,2,2,2,2,4,1,18,89,1
1,115,956,1,3,9,5,8,1,1,5,8,3,8,30,2,4,3,3,1,1,1,3,3,2,2,1,1,2,1,1,4,5,9,2,4,0,4,3,2,1,4,1,2,4,2,3,1,3,3,3,4,3,3,1,2,3,1,1,2,3,3,1,3,2,2,115,956,1,4,2,1,1,1,4,4,5,2,2,2,1,2,2,2,6,1,1,2,1,1,1,2,1,2,4,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,10,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,956,1,2,2,2,2,3,1,33,1,2
1,115,957,1,3,9,5,2,5,1,6,3,1,6,23,2,4,5,5,2,1,1,1,2,2,2,2,1,1,1,1,3,3,9,1,3,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,5,2,2,1,2,3,2,2,2,3,3,1,3,3,2,115,957,1,3,3,3,1,1,1,4,5,2,2,2,1,2,2,2,1,1,0,2,2,2,1,2,3,3,4,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,10,1,2,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,115,957,1,2,2,2,2,4,1,33,2,2
1,115,958,1,3,9,5,2,5,1,7,8,1,6,24,1,4,12,2,1,2,1,3,3,3,3,2,2,3,3,4,4,3,4,2,4,3,3,2,2,4,4,1,4,3,2,3,2,1,1,3,2,2,3,1,2,3,2,2,2,3,3,3,2,1,2,115,958,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,5,1,2,2,1,1,1,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,6,2,3,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,958,1,2,2,2,2,4,1,18,41,4
1,115,959,1,3,9,3,9,2,1,6,1,1,7,24,2,4,5,5,1,1,3,2,3,2,1,3,2,2,1,1,3,3,1,2,3,2,3,1,2,1,2,3,2,4,1,3,1,3,5,2,5,2,1,1,1,2,2,1,2,2,3,3,2,3,2,115,959,1,3,1,2,1,0,0,0,0,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,3,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,7,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,115,959,1,2,2,2,2,3,1,30,7,2
1,115,960,1,5,9,1,3,5,1,7,7,3,7,29,1,4,12,2,1,1,3,3,3,2,3,2,1,1,3,1,4,5,4,2,4,3,1,2,2,2,2,2,2,3,2,4,1,3,2,2,2,2,1,1,1,2,1,1,2,3,3,1,1,1,2,115,960,1,2,2,1,1,1,1,2,5,2,2,2,1,2,2,2,5,1,2,2,1,1,1,1,2,4,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,5,1,4,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,960,1,2,2,2,2,1,1,18,43,4
1,115,961,1,3,9,4,4,3,3,6,6,2,5,18,2,4,5,4,1,1,1,2,2,2,2,2,1,2,1,1,2,3,9,1,2,1,1,2,2,4,3,4,2,3,2,2,2,1,2,1,4,1,2,1,2,3,1,3,3,1,3,3,3,3,2,115,961,1,3,3,3,3,2,2,3,5,2,2,2,1,2,2,2,6,1,1,1,1,1,1,1,2,3,4,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,9,7,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,115,961,1,2,2,2,2,4,1,35,9,2
1,115,962,1,3,9,5,2,5,1,7,8,4,5,20,2,4,6,4,1,1,3,2,2,2,2,1,1,1,3,1,3,3,9,2,2,2,1,1,3,1,3,3,2,4,2,1,1,3,2,2,4,3,3,1,3,3,1,2,3,3,3,3,3,3,2,115,962,1,4,2,1,1,1,2,4,5,2,2,2,1,2,2,2,6,1,1,2,1,1,1,1,2,2,4,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,4,1,4,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,962,1,2,2,2,2,2,1,10,65,4
1,115,963,1,4,9,4,2,5,1,6,6,1,6,25,2,4,4,4,1,1,2,2,2,2,2,2,1,2,3,1,2,3,1,2,4,3,4,2,2,2,3,3,3,3,2,2,1,3,3,2,4,2,0,1,3,3,2,1,3,3,0,1,3,3,2,115,963,1,3,3,3,1,1,1,4,5,1,2,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,10,1,11,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,963,1,2,2,2,2,2,1,31,17,2
1,115,964,1,3,9,4,5,2,1,6,6,1,6,22,2,4,1,6,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,3,4,1,2,4,2,3,2,1,3,3,5,3,2,1,4,5,1,2,2,3,3,3,3,2,2,115,964,1,3,1,2,2,1,1,4,5,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,4,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,5,4,1,11,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,115,964,1,2,2,2,2,4,1,10,87,2
1,115,965,1,3,9,4,7,1,1,6,8,2,6,21,2,4,4,5,1,1,3,2,2,2,3,1,1,2,1,1,2,1,7,2,2,2,2,2,3,4,3,2,2,3,2,2,2,2,3,3,5,3,3,1,2,3,2,2,2,3,3,3,3,2,2,115,965,1,3,3,3,1,1,2,4,5,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,4,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,8,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,965,1,2,2,2,2,3,1,30,19,2
1,115,966,1,3,9,4,6,1,1,6,8,1,6,25,2,4,4,3,1,1,1,2,2,2,2,3,1,1,3,1,2,5,9,1,2,3,3,2,3,2,2,2,3,3,2,2,2,1,2,2,2,2,3,1,2,3,2,2,2,3,3,3,2,3,2,115,966,1,3,3,3,3,1,4,4,5,2,2,2,1,2,2,2,6,1,2,1,1,1,1,3,2,3,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,10,1,11,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,115,966,1,2,2,2,2,3,1,31,1,2
1,115,967,1,3,9,4,4,1,1,7,9,6,4,14,2,4,12,2,1,1,1,3,2,3,3,1,1,2,2,1,4,3,9,2,3,2,4,3,2,1,3,3,3,4,2,2,1,1,3,2,4,3,1,1,2,3,3,1,2,2,3,3,3,1,2,115,967,1,2,2,1,2,4,3,4,2,2,1,2,2,2,2,2,3,1,1,1,1,1,1,2,2,2,4,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,5,5,1,10,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,967,1,2,2,2,2,3,1,10,104,4
1,115,968,1,3,9,4,2,3,1,6,8,1,5,22,2,4,9,3,1,1,1,2,1,2,2,2,1,2,1,1,3,3,1,2,1,1,2,2,2,2,3,2,3,4,2,3,2,1,3,2,2,1,2,1,2,3,6,1,2,3,3,3,3,4,2,115,968,1,5,2,1,1,1,1,4,5,2,1,2,2,2,2,2,4,1,1,1,1,2,2,1,1,3,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,5,5,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,968,1,2,2,2,2,1,1,10,17,2
1,115,969,1,4,9,5,2,5,1,6,8,1,6,23,2,4,4,3,1,2,1,2,2,3,3,1,2,2,1,1,3,3,7,2,3,1,4,2,1,2,2,3,2,4,2,2,1,3,11,3,11,3,1,1,4,2,1,2,2,3,1,1,2,3,2,115,969,1,3,3,3,1,1,1,4,5,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,3,3,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,3,7,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,969,1,2,2,2,2,2,1,31,4,2
1,115,970,1,1,9,5,6,5,3,6,6,3,7,21,1,4,6,4,1,1,2,2,3,3,2,3,3,3,2,1,4,4,1,2,2,3,4,4,1,4,4,3,2,4,2,2,1,3,9,3,4,2,3,1,2,3,6,1,3,3,3,3,2,1,2,115,970,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,1,1,2,2,2,2,1,2,2,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,4,4,1,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,970,1,2,2,2,2,2,1,18,72,2
1,115,971,1,2,9,1,5,1,1,6,8,1,7,23,2,4,5,2,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,5,1,1,4,2,2,1,3,2,1,3,2,1,1,2,4,1,1,2,1,1,1,3,2,2,115,971,1,3,1,1,1,4,4,0,5,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,4,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,4,9,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,971,1,2,2,2,2,2,1,33,6,2
1,115,972,1,2,9,5,1,5,1,7,11,2,4,15,1,4,12,3,1,2,1,2,3,1,2,2,2,1,2,1,3,2,1,2,3,2,5,2,1,3,4,2,4,2,2,1,2,1,2,3,3,3,2,1,3,4,3,1,2,3,3,3,2,1,2,115,972,1,2,2,1,2,2,1,4,5,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,1,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,972,1,2,2,2,2,4,1,18,39,4
1,115,973,1,2,9,5,2,5,1,7,8,2,3,14,2,4,13,2,2,2,1,2,2,3,2,1,1,2,1,1,3,2,2,2,3,3,2,2,2,2,4,3,2,2,2,2,1,3,2,2,3,2,3,1,2,2,2,2,3,3,3,3,3,1,2,115,973,1,2,2,1,2,1,1,4,5,2,2,2,1,2,2,2,5,1,1,1,1,1,1,1,1,2,4,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,5,4,1,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,973,1,2,2,2,2,2,1,10,117,4
1,115,974,1,1,9,3,2,5,1,6,4,2,5,14,2,4,5,4,1,1,1,1,2,2,5,1,1,1,1,1,4,3,6,2,3,1,2,3,2,2,3,3,2,3,2,2,1,3,11,3,11,3,2,1,3,5,1,1,2,1,2,1,3,3,2,115,974,1,3,1,1,3,0,3,0,4,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,3,4,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,5,5,1,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,974,1,2,2,2,2,5,1,30,17,2
1,115,975,1,1,9,2,1,4,1,7,8,2,3,14,2,4,4,2,1,3,3,3,3,1,5,2,2,3,2,3,4,3,9,2,2,2,4,3,1,2,4,4,4,4,1,3,1,3,2,3,5,3,1,1,2,3,2,3,2,3,2,1,1,2,2,115,975,1,2,2,1,2,0,4,1,2,2,2,2,1,2,2,2,5,2,1,2,1,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,2,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,975,1,2,2,2,2,4,1,10,23,4
1,115,976,1,1,9,5,2,4,1,6,8,1,6,24,2,4,5,4,1,2,1,1,2,1,3,1,1,1,2,1,3,1,1,2,3,1,1,1,2,2,4,1,2,3,2,2,2,3,3,3,5,3,2,1,2,3,1,2,2,3,3,3,3,2,2,115,976,1,3,2,1,1,1,1,4,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,10,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,976,1,2,2,2,2,2,1,34,4,2
1,115,977,1,1,9,5,1,5,1,6,8,1,6,25,2,4,4,3,2,1,3,3,2,2,3,1,1,2,2,1,4,5,9,2,4,2,4,3,3,4,5,1,1,4,2,4,1,3,1,1,6,3,1,1,3,2,2,3,2,3,1,3,3,3,2,115,977,1,3,3,3,2,3,3,4,4,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,7,5,1,11,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,977,1,2,2,2,2,4,1,31,15,2
1,115,978,1,5,9,5,9,4,1,8,8,2,5,10,1,4,8,2,1,1,3,2,2,2,2,2,2,2,1,1,1,4,9,2,2,2,2,2,1,2,4,3,3,3,2,4,1,3,5,3,8,3,1,1,2,3,2,1,2,2,3,1,3,1,2,115,978,1,2,1,1,1,1,1,4,5,2,2,2,1,2,2,2,6,1,1,2,1,2,1,1,2,2,4,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,5,1,5,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,978,1,2,2,2,2,2,1,18,2,1
1,115,979,1,3,9,4,2,4,1,8,8,2,5,3,1,4,2,4,1,1,2,3,2,2,3,2,1,1,1,1,3,6,9,1,4,2,4,1,1,3,3,1,4,3,2,1,2,3,4,3,8,3,3,1,4,1,2,3,2,1,2,1,3,2,2,115,979,1,3,2,1,2,1,1,4,5,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,3,4,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,8,9,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,979,1,2,2,2,2,3,1,18,5,1
1,115,980,1,5,9,5,7,5,1,8,8,3,6,16,2,4,14,3,2,1,2,2,2,2,2,2,2,1,1,1,4,3,1,2,2,2,4,2,2,2,4,3,2,3,2,3,1,3,4,3,5,3,2,1,2,3,1,2,2,3,3,3,3,1,2,115,980,1,2,3,3,1,1,1,4,0,2,2,2,1,2,2,2,4,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,8,4,2,11,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,115,980,1,2,2,2,2,3,1,38,4,1
