CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.56..1,Q.56..2,Q.57.,Q.58.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.59.,Q.63.,Q.64A.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.70..1,Q.70..2,Q.70..3,Q.70..4,Q.70..5,Q.70..6,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72E.,Q.72F.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.77..1,Q.77..2,Q.77..3,Q.77..4,Q.77..5,Q.77..6,Q.77..7,Q.77..8,Q.77..9,Q.77..10,Q.77..11,Q.77..12,Q.77..13,Q.77..14,Q.77..15,Q.78.,Q.79.,Q.80.,Q.81.,Q.82A.,Q.82B.,Q.83A.,Q.83B.,Q.83B..1,Q.83B..2,Q.83B..3,Q.83B..4,Q.83B..5,Q.83B..6,Q.83B..7,Q.83B..8,Q.83B..9,Q.83B..10,Q.83B..11,Q.83B..12,Q.83B..13,Q.83B..14,Q.83B..15,Q.83B..16,Q.83B..17,CARD..2,DECK..2,BALLOT..2,NA.2,X.,X..1,X..2,X..3,Q.84.,V.86.,V.87.,V.88.,V.89.
1,115,41,1,5,5,6,4,2,1,8,8,3,8,24,1,1,24,3,2,1,2,1,2,1,2,1,2,2,1,4,4,2,9,2,4,3,4,1,1,1,5,3,2,2,2,2,1,3,4,3,5,3,3,1,2,3,2,1,2,3,3,3,2,1,2,115,41,1,2,3,3,1,1,1,4,5,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,3,4,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,4,5,1,4,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,41,1,2,2,2,2,4,1,10,72,1
1,115,42,1,5,5,6,3,4,1,8,8,3,8,29,1,1,26,2,1,1,3,2,2,2,1,1,1,2,1,1,3,3,9,1,4,2,3,1,2,1,3,3,2,0,2,2,1,3,2,2,4,3,2,1,1,1,2,1,2,3,3,2,2,2,2,115,42,1,2,2,1,1,2,1,4,5,2,2,2,1,2,2,2,5,1,1,2,1,1,1,2,2,1,4,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,3,5,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,42,1,2,2,1,2,4,1,4,51,1
1,115,43,1,1,5,6,5,1,1,8,8,2,4,8,1,1,2,3,1,3,1,2,2,1,4,2,1,3,2,1,1,6,1,2,2,1,4,3,3,3,3,3,4,3,2,1,2,2,2,2,3,3,3,1,2,3,6,2,2,1,1,1,3,2,2,115,43,1,3,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,3,1,2,2,2,3,1,2,1,4,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,0,4,1,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,43,1,2,2,2,2,3,1,4,21,1
1,115,44,1,1,5,6,2,4,1,8,8,4,5,12,1,1,8,4,2,1,2,1,2,1,2,2,2,2,1,1,3,2,1,2,4,2,5,2,2,1,4,2,4,4,2,1,1,3,4,3,5,3,1,1,2,3,2,1,2,3,3,3,3,2,2,115,44,1,2,2,1,2,1,1,4,5,2,2,2,1,2,2,2,3,1,2,2,1,1,1,1,2,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,4,1,5,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,44,1,2,2,2,2,2,1,11,71,1
1,115,45,1,2,5,6,3,2,1,8,8,4,6,22,1,1,22,3,1,1,2,2,2,3,2,2,3,2,3,1,1,2,1,1,2,2,4,2,2,1,4,2,3,3,2,2,1,3,2,2,3,2,3,1,1,4,2,3,3,3,2,2,3,1,2,115,45,1,2,2,1,1,1,1,4,5,2,1,2,2,2,2,2,4,1,2,1,1,1,1,2,1,5,4,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,4,2,4,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,45,1,2,2,2,2,4,1,10,134,1
1,115,46,1,2,5,6,2,3,1,8,11,4,6,23,1,1,9,3,1,1,3,3,2,2,3,3,3,2,1,1,3,2,1,2,2,2,0,4,4,1,2,3,3,3,2,1,1,3,3,3,7,3,2,1,2,3,2,1,2,1,3,1,3,1,2,115,46,1,2,2,1,1,1,1,4,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,115,46,1,2,2,2,2,3,1,11,20,1
1,115,47,1,5,5,6,5,2,1,4,4,5,8,25,1,1,12,4,2,1,3,3,2,2,2,2,1,2,2,1,4,5,9,2,3,3,1,2,2,2,4,4,2,4,2,4,2,1,3,3,6,3,1,1,2,4,1,3,2,3,3,1,1,3,2,115,47,1,2,3,3,1,1,1,4,5,1,2,2,2,2,2,2,6,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,6,1,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,47,1,2,2,2,2,2,1,17,28,3
1,115,48,1,4,5,6,2,1,1,6,8,3,8,34,1,1,12,2,1,1,1,3,3,2,3,2,2,3,1,1,4,3,1,2,4,3,4,3,2,1,4,3,3,3,2,1,2,1,3,3,5,3,1,2,3,2,3,2,2,1,1,3,3,2,2,115,48,1,4,2,1,1,1,1,4,5,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,3,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,10,6,2,11,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,48,1,2,2,2,2,3,1,15,22,2
1,115,49,1,4,5,6,3,4,1,7,8,2,4,16,1,1,3,2,2,1,1,2,3,3,2,2,1,2,1,1,4,4,9,2,4,1,4,3,1,3,2,2,4,4,2,4,1,3,4,3,7,2,3,1,3,3,2,2,2,1,1,1,3,1,2,115,49,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,5,7,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,49,1,2,2,2,2,3,1,8,81,4
1,115,50,1,4,5,6,3,4,1,7,11,2,4,16,1,1,1,3,1,2,1,2,2,2,1,2,1,2,1,1,4,2,2,2,4,3,3,1,2,4,4,2,3,3,2,3,1,3,1,2,3,1,2,1,2,3,1,2,2,3,1,1,3,1,2,115,50,1,2,1,1,1,1,1,4,5,2,2,2,1,2,2,2,6,1,2,1,1,1,1,2,1,3,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,5,6,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,50,1,2,2,2,2,2,1,8,1,4
1,115,51,1,3,5,6,3,1,1,7,11,4,5,14,1,1,7,4,2,1,3,2,1,1,3,2,2,2,1,1,2,2,7,2,2,2,3,2,1,4,3,3,2,4,2,1,1,3,2,3,5,3,2,1,2,3,2,2,2,3,3,3,3,1,2,115,51,1,3,1,1,2,1,1,4,4,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,7,4,1,3,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,51,1,2,2,2,2,2,1,12,23,4
1,115,52,1,3,5,6,6,3,1,6,8,2,4,8,1,1,8,6,1,1,3,2,2,2,2,2,0,1,1,1,3,5,7,1,3,1,4,2,3,4,3,1,2,4,2,1,1,3,3,3,4,3,2,1,4,3,3,2,3,3,3,3,3,2,2,115,52,1,3,1,2,1,1,1,4,5,2,2,2,1,2,2,2,3,1,1,2,2,1,1,1,2,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,4,5,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,115,52,1,2,2,2,2,5,1,10,90,2
1,115,53,1,3,5,6,3,4,1,3,11,2,4,12,1,1,11,3,2,1,2,2,3,1,1,2,1,2,2,1,4,2,2,2,4,2,4,1,3,2,3,3,0,4,2,4,1,3,3,3,5,3,3,1,3,3,2,2,4,3,1,0,3,1,2,115,53,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,1,1,3,2,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,8,4,1,4,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,53,1,2,2,2,2,2,1,3,32,5
1,115,54,1,3,5,6,5,1,1,7,8,2,4,11,1,1,4,3,2,2,3,2,1,1,2,2,2,2,2,1,4,3,1,2,2,2,2,2,2,2,4,2,2,4,2,4,1,1,3,3,5,3,2,1,2,4,1,2,3,3,3,3,2,1,2,115,54,1,2,2,1,2,1,1,4,5,2,2,2,1,2,2,2,4,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,5,6,1,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,54,1,2,2,2,2,2,1,8,68,4
1,115,55,1,3,5,6,3,3,1,6,8,4,5,19,1,1,19,6,2,2,1,2,2,1,4,1,1,2,2,1,4,1,6,1,3,1,4,1,4,3,4,3,3,4,2,4,1,3,0,3,0,3,1,1,3,1,6,2,2,3,3,2,2,1,2,115,55,1,2,3,3,1,1,1,4,5,2,2,2,2,2,1,2,3,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,8,5,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,55,1,2,2,2,2,3,1,11,150,2
1,115,56,1,3,6,6,7,1,1,8,11,3,0,23,1,1,13,4,1,3,1,1,3,1,4,2,1,3,1,1,4,4,1,2,2,2,5,3,3,1,1,4,5,4,2,1,1,3,5,3,8,2,1,1,3,5,2,2,2,1,1,1,4,1,2,115,56,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,4,3,1,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,56,1,2,2,2,2,3,1,11,51,1
1,115,57,1,4,6,6,3,4,1,8,9,4,5,16,1,1,16,3,1,1,2,2,2,2,2,2,3,2,2,1,3,2,1,2,2,2,3,2,2,2,4,3,2,3,2,3,2,2,2,2,5,2,1,1,2,2,2,2,2,1,3,2,3,2,2,115,57,1,2,2,1,1,2,1,4,5,1,2,2,2,2,2,2,3,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,5,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,57,1,2,2,2,2,3,1,11,6,1
1,115,58,1,1,6,6,5,2,1,4,6,5,7,26,1,1,19,5,1,3,1,1,2,3,4,2,2,2,1,1,4,4,1,2,3,2,3,2,1,2,4,3,3,4,1,3,1,3,5,3,4,3,2,1,2,3,1,1,3,1,3,1,3,1,2,115,58,1,2,1,2,3,4,1,4,5,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,3,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,115,58,1,2,2,2,2,2,1,17,35,3
1,115,59,1,4,6,6,2,5,1,9,11,3,8,40,1,1,38,3,2,1,1,1,3,3,1,2,1,2,2,1,4,2,9,2,5,2,4,3,1,3,4,1,5,3,2,3,1,3,2,3,4,2,1,1,4,3,2,2,4,3,3,1,1,3,2,115,59,1,3,1,1,1,1,1,0,5,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,3,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,6,1,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,115,59,1,2,2,2,2,3,1,12,71,4
1,115,60,1,4,6,6,2,3,1,7,8,5,8,2,1,1,2,4,1,1,1,2,2,2,2,2,1,2,2,1,3,2,1,2,1,2,3,2,2,1,2,2,3,2,2,3,1,3,3,2,5,2,2,1,2,4,2,1,2,3,1,3,2,2,2,115,60,1,3,2,1,1,1,1,1,4,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,10,7,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,60,1,2,2,2,2,2,1,12,25,4
1,115,61,1,5,6,6,2,2,1,6,9,1,6,22,1,1,20,3,1,2,3,2,2,2,2,2,2,2,2,1,4,3,1,2,4,3,4,3,1,3,4,2,2,3,2,3,2,1,4,3,5,3,1,1,2,3,2,1,2,3,3,3,3,1,2,115,61,1,2,3,3,1,1,1,4,5,1,2,2,2,2,2,2,4,1,1,2,2,1,1,2,2,2,4,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,7,3,1,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,61,1,2,2,2,2,4,1,14,42,3
1,115,62,1,5,6,6,2,5,1,7,7,1,6,25,1,1,5,3,1,1,2,2,1,2,2,2,2,2,1,1,1,3,1,2,1,3,2,1,3,2,3,1,3,3,2,2,1,1,2,3,5,3,1,1,4,3,6,1,3,3,3,3,3,2,2,115,62,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,6,1,2,2,2,2,2,1,3,2,3,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,6,4,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,62,1,2,2,2,2,2,1,8,26,4
1,115,63,1,5,6,6,2,3,1,7,8,2,4,15,1,1,13,3,1,1,1,3,2,3,2,2,1,2,1,1,3,1,1,2,2,2,2,2,3,2,3,3,3,3,2,2,1,3,2,2,3,3,2,1,3,3,2,1,3,3,1,1,2,2,2,115,63,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5,4,1,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,63,1,2,2,2,2,2,1,8,30,4
1,115,64,1,7,6,6,6,1,1,7,7,3,8,37,1,1,37,4,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,3,2,1,3,1,4,3,3,4,2,2,1,1,8,3,7,1,3,1,2,3,2,2,2,1,3,1,3,1,2,115,64,1,2,3,3,1,1,1,3,5,2,2,2,1,2,2,2,6,1,1,2,1,2,2,1,2,2,4,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,8,4,1,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,64,1,2,2,2,2,2,1,12,91,4
1,115,65,1,3,6,6,6,1,1,7,8,1,6,24,1,1,24,4,1,2,1,2,2,1,3,2,2,2,1,1,4,1,7,2,4,2,5,3,1,1,4,4,4,4,2,1,1,3,3,3,3,2,1,1,3,3,6,2,2,1,3,1,1,2,2,115,65,1,2,2,1,2,1,1,4,5,2,2,2,1,2,2,2,4,1,1,2,1,2,2,1,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,65,1,2,2,2,2,2,1,8,54,4
1,115,66,1,3,6,6,3,1,1,7,8,2,4,17,1,1,14,3,1,2,2,3,2,1,2,2,2,2,3,1,4,3,1,2,4,3,4,3,2,2,4,2,5,3,2,3,1,3,3,3,4,3,2,1,1,3,2,2,2,3,3,3,2,2,2,115,66,1,3,3,3,2,1,1,4,5,2,2,2,1,2,2,2,6,2,1,2,1,2,2,1,2,2,3,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,4,8,2,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,66,1,2,2,2,2,2,1,14,15,4
1,115,67,1,3,6,6,4,2,1,5,5,2,5,16,1,1,5,3,2,2,1,2,2,2,2,2,2,2,1,1,3,3,1,2,2,3,1,2,2,2,4,3,2,4,2,2,1,3,3,3,5,3,1,1,3,2,2,2,2,1,3,3,3,2,2,115,67,1,3,2,1,2,1,1,4,5,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,3,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,4,5,1,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,115,67,1,2,2,2,2,2,1,14,9,5
1,115,68,1,2,6,6,6,1,1,7,8,2,4,14,1,1,7,3,1,1,1,2,3,3,3,2,2,2,3,1,4,4,1,2,3,3,4,4,2,1,3,2,2,3,2,4,1,0,3,3,4,3,3,1,3,3,2,0,2,3,1,1,2,2,2,115,68,1,3,2,1,1,1,1,2,5,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,9,2,10,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,115,68,1,2,2,2,2,3,1,14,6,4
1,115,69,1,2,6,6,9,5,1,7,6,2,5,16,1,1,16,4,2,3,1,3,2,1,4,2,2,2,1,1,3,4,2,2,4,3,4,3,1,4,4,3,3,2,2,2,2,1,2,3,3,3,3,1,4,2,3,2,2,1,3,1,1,1,2,115,69,1,2,2,1,2,1,1,3,5,2,1,2,2,2,2,2,4,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,6,1,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,69,1,2,2,2,2,3,1,8,19,4
1,115,70,1,3,7,6,1,4,1,8,8,4,6,15,1,1,15,4,1,2,2,3,3,3,2,2,2,2,1,1,3,1,1,2,4,1,3,3,2,1,3,4,3,2,2,2,1,3,4,3,5,3,2,1,2,3,2,1,2,3,2,3,3,1,2,115,70,1,3,1,2,1,1,1,4,5,1,2,2,2,2,2,2,2,1,2,2,1,0,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,70,1,2,2,2,2,5,1,11,63,1
1,115,71,1,4,7,6,3,3,1,8,11,4,6,20,1,1,16,2,1,2,1,1,3,1,3,2,2,2,1,1,4,3,1,2,4,3,4,3,4,4,4,3,5,4,2,1,1,3,2,2,4,3,3,1,4,3,3,2,2,3,3,3,3,1,2,115,71,1,2,2,1,1,1,1,4,5,1,2,2,2,2,2,2,6,1,2,2,1,1,1,1,2,2,4,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,9,6,1,11,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,115,71,1,2,2,2,2,3,1,11,134,1
1,115,72,1,4,7,6,2,3,1,8,8,4,6,23,1,1,23,3,1,1,2,2,2,2,3,3,1,3,2,1,4,2,1,2,2,3,4,2,2,4,4,1,2,3,2,2,3,1,5,3,7,3,1,1,2,3,3,2,3,3,3,3,3,1,2,115,72,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,1,2,2,1,2,2,2,2,1,4,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,5,1,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,72,1,2,2,2,2,2,1,10,75,1
1,115,73,1,5,7,6,2,4,1,8,8,1,6,22,1,1,22,3,1,1,1,2,2,2,2,1,1,2,1,1,3,1,1,1,3,3,2,1,2,1,5,3,2,4,2,1,1,3,3,3,5,3,3,1,3,3,2,2,2,3,3,1,3,1,2,115,73,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,7,4,1,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,73,1,2,2,2,2,3,1,10,39,1
1,115,74,1,6,7,6,8,2,1,8,8,3,6,16,1,1,1,3,1,1,2,1,2,2,2,1,1,1,3,1,4,4,9,2,4,1,4,2,2,3,3,1,3,3,2,2,1,3,3,2,4,3,3,1,3,2,2,2,2,1,3,3,3,2,2,115,74,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,4,1,1,1,1,2,2,1,2,2,3,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,3,3,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,74,1,2,2,2,2,3,1,4,33,1
1,115,75,1,5,7,6,2,5,1,8,8,3,7,31,1,1,9,3,1,1,2,3,2,1,2,2,2,2,1,1,4,3,0,2,4,1,5,3,1,4,2,4,4,4,2,3,1,3,4,2,6,3,1,1,4,3,2,2,2,3,3,3,4,1,2,115,75,1,3,2,1,3,1,1,4,5,2,2,2,1,2,2,2,4,2,1,2,1,1,1,1,3,1,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,3,4,1,11,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,75,1,2,2,2,2,4,1,11,2,1
1,115,76,1,3,7,6,4,1,1,8,8,2,5,14,1,1,13,3,2,1,2,2,2,2,1,1,1,2,1,1,4,2,1,1,3,3,4,2,3,2,4,3,2,4,2,2,2,3,3,3,5,3,2,1,2,3,2,1,2,3,3,3,3,2,2,115,76,1,2,2,1,1,1,1,4,0,2,2,2,1,2,2,2,6,1,2,1,1,2,1,2,1,2,3,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,5,5,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,115,76,1,2,2,2,2,3,1,4,16,1
1,115,77,1,3,7,6,3,4,1,8,8,2,5,14,1,1,12,3,2,3,1,2,2,1,4,2,2,2,1,1,2,1,7,2,1,1,4,2,2,1,4,1,3,4,2,3,1,3,2,3,4,3,3,1,2,3,2,1,3,3,3,2,3,1,2,115,77,1,3,2,1,1,1,1,4,5,1,2,2,2,2,2,2,4,1,1,2,2,2,1,1,2,2,3,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,7,6,1,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,77,1,2,2,2,2,4,1,11,129,1
1,115,78,1,4,7,6,3,1,1,4,8,1,7,26,1,1,10,4,1,2,1,1,2,2,2,2,3,2,1,1,3,2,1,2,4,3,2,2,2,2,4,2,3,4,2,1,1,1,3,3,4,3,3,1,2,2,2,1,2,1,3,1,3,1,2,115,78,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,6,1,1,2,2,2,1,1,2,1,4,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,3,3,1,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,78,1,2,2,2,2,2,1,17,29,3
1,115,79,1,5,7,6,5,4,1,4,4,1,7,25,1,1,5,2,1,2,3,3,2,2,3,2,2,3,1,1,4,2,2,2,4,3,4,2,1,2,4,2,3,3,2,2,1,3,3,3,4,3,1,1,3,4,2,2,2,1,3,1,2,1,2,115,79,1,2,2,1,2,1,1,4,5,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,3,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,6,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,115,79,1,2,2,2,2,4,1,17,9,3
1,115,80,1,4,7,6,2,5,1,7,8,2,3,15,1,1,14,3,2,1,3,1,2,2,2,2,2,2,2,1,2,2,6,2,3,3,2,2,2,2,3,3,2,3,2,2,1,3,3,3,4,2,3,1,2,3,2,3,2,3,3,3,3,2,2,115,80,1,3,3,3,1,1,1,4,5,2,2,1,1,2,2,2,1,1,1,2,2,3,3,3,1,2,4,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,6,4,1,6,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,80,1,2,2,2,2,0,1,14,76,4
1,115,81,1,4,7,6,9,4,1,6,6,1,7,26,1,1,26,0,2,1,2,2,1,1,1,2,1,1,1,4,2,1,1,2,4,1,5,2,1,2,4,3,2,4,2,1,2,3,4,3,5,3,2,1,2,2,3,2,2,3,3,3,3,1,2,115,81,1,2,2,1,1,1,1,4,5,2,2,2,1,2,2,2,5,1,1,2,2,2,1,1,2,1,3,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,4,5,1,1,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,115,81,1,2,2,2,2,3,1,13,88,5
1,115,82,1,4,7,6,2,4,1,5,8,3,6,26,1,1,1,5,1,2,3,3,3,2,4,2,2,2,2,1,4,3,1,2,4,3,5,3,2,4,4,1,4,4,1,3,1,3,3,2,3,3,3,1,3,5,1,2,0,3,0,3,3,2,2,115,82,1,3,2,1,1,1,1,4,5,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,4,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,115,82,1,2,2,2,2,2,1,9,17,3
1,115,83,1,4,7,6,2,3,1,11,11,4,4,15,1,1,14,2,2,1,2,1,1,2,1,2,1,1,2,1,3,3,1,1,3,1,5,3,3,3,5,3,4,4,2,1,2,2,2,3,8,3,2,1,4,2,3,2,2,3,3,3,2,1,2,115,83,1,4,3,3,1,1,1,4,5,1,2,2,2,2,2,2,5,1,1,2,2,2,1,1,2,2,3,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,10,4,1,4,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,115,83,1,2,2,2,2,2,1,15,39,5
