CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7B.,Q.7C.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.0.,Q.29B.,Q.29C.,Q.29D.,Q.29E.,Q.29F.,Q.29G.,Q.30A.,Q.30B.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.37.,Q.38.,Q.39.,Q.41.,Q.42.,Q.42..1,Q.43A.,Q.43B.,Q.43C.,Q.44.,Q.45A.,Q.45B.,Q.46A.,Q.46B.,Q.48.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.49A.,Q.49B.,Q.49C.,Q.49D.,Q.49E.,Q.49F.,Q.49G.,Q.49H.,Q.50A.,Q.50B.,Q.50C.,Q.53A.,Q.53B.,Q.53C.,Q.54.,Q.55A.,Q.55B.,V.57.,V.58.
1,100,213,3,2,1,3,3,1,2,60,60,2,2,2,2,1,3,2,4,2,3,2,4,1,2,2,5,2,2,3,3,1,3,5,0,3,5,5,5,1,2,2,3,3,1,4,5,2,2,2,1,3,4,1,4,4,3,2,1,2,3,1,3,1,2,4,2,100,213,3,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,1,22,52
1,100,214,3,2,1,3,3,1,2,24,11,3,2,2,4,3,2,4,3,2,3,2,3,0,2,2,5,3,4,3,3,1,1,5,0,3,4,5,5,1,1,3,3,3,1,3,3,3,3,2,3,3,4,1,3,9,3,1,1,3,4,2,4,1,0,1,2,100,214,3,1,3,2,2,2,2,2,1,3,2,2,2,2,0,2,0,2,21,45
1,100,215,3,2,1,3,3,1,5,30,14,2,2,3,2,2,1,2,4,3,3,3,1,1,2,2,5,1,3,3,3,3,3,5,0,3,1,5,5,1,5,1,3,1,1,4,4,3,2,1,3,3,3,1,4,5,3,2,1,1,2,1,4,2,2,2,2,100,215,3,2,2,2,2,2,1,3,3,4,1,1,2,1,3,2,1,2,18,24
1,100,216,3,2,1,2,4,1,4,30,10,2,2,2,2,2,1,2,4,2,3,1,1,8,2,2,5,2,3,2,3,1,3,2,0,2,1,2,5,1,3,2,2,3,9,3,2,2,2,1,2,1,2,1,3,3,4,1,2,3,3,1,2,2,2,4,2,100,216,3,1,3,1,1,3,1,3,3,3,2,2,1,2,1,2,2,2,16,42
1,100,217,3,2,2,3,4,1,3,50,12,2,2,2,2,1,1,1,4,2,3,2,2,8,1,0,5,3,4,3,3,1,1,1,0,3,2,5,5,1,2,3,3,1,1,3,3,2,1,2,3,0,3,1,4,12,2,3,1,2,4,1,4,2,1,1,2,100,217,3,1,2,1,1,0,0,0,1,3,1,2,1,0,0,2,0,0,14,43
1,100,218,3,2,1,2,5,1,2,50,15,1,1,2,1,1,1,3,3,2,3,2,1,8,1,0,2,3,1,3,3,1,2,1,0,1,1,1,5,1,1,2,2,1,5,3,2,1,1,1,1,1,1,1,3,10,3,1,1,1,2,1,1,2,1,4,2,100,218,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,21,49
1,100,219,3,2,1,2,4,1,4,75,45,1,2,2,2,2,3,2,3,2,3,0,2,8,1,1,3,0,4,3,3,1,1,0,0,3,5,5,5,1,3,3,2,1,1,3,4,3,2,1,3,1,4,1,3,4,4,1,2,4,3,3,4,2,1,3,2,100,219,3,1,3,1,1,3,1,1,2,3,1,2,1,2,3,2,1,2,24,21
1,100,220,3,2,1,2,1,1,6,0,0,1,1,2,1,1,1,1,1,1,4,1,1,8,1,3,3,3,2,1,1,3,3,1,0,1,1,1,5,1,1,1,1,1,8,4,1,1,1,1,0,1,1,1,4,4,3,3,1,1,1,1,1,1,1,4,2,100,220,3,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,2,2,22,49
1,100,221,3,2,1,2,2,1,6,90,999,1,2,2,1,1,3,2,1,1,2,1,1,8,2,3,3,3,4,2,2,1,3,0,0,1,2,2,5,1,1,1,1,1,4,3,2,2,2,2,6,2,2,1,3,4,4,1,2,2,4,3,2,2,2,3,2,100,221,3,2,3,1,1,2,2,2,1,4,1,2,3,3,3,2,2,2,17,46
1,100,222,3,2,1,5,1,1,5,33,12,1,2,2,1,1,1,2,1,1,1,1,1,8,2,2,3,6,4,3,0,1,3,5,0,1,1,1,5,1,1,2,3,1,8,2,2,2,4,1,1,1,2,1,4,1,2,4,1,0,2,1,3,2,2,1,2,100,222,3,2,2,1,1,2,1,2,3,2,1,2,1,1,1,2,0,2,24,18
1,100,223,3,2,1,2,4,1,1,28,11,1,2,2,2,3,1,3,1,3,2,1,2,2,0,2,3,3,4,3,3,1,0,3,0,2,1,5,5,1,3,0,1,3,4,3,4,2,3,1,1,3,2,2,4,4,2,2,1,2,2,1,4,2,2,2,2,100,223,3,1,2,1,1,3,1,1,2,4,1,3,1,2,3,2,0,0,21,33
1,100,224,3,2,1,5,5,1,4,11,11,0,1,1,2,1,1,3,1,1,1,1,2,0,0,0,1,1,1,3,3,1,3,2,0,5,5,5,5,1,5,1,1,1,2,2,3,2,3,1,3,2,4,1,4,7,4,4,2,4,3,1,4,2,2,3,2,100,224,3,1,3,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,23,39
1,100,225,3,2,1,5,5,1,1,15,5,2,2,2,1,1,2,3,3,2,2,2,1,0,1,1,2,3,1,3,2,1,1,2,0,5,1,5,5,1,1,0,0,1,1,3,3,1,2,2,1,1,4,1,3,4,4,1,2,4,2,2,3,1,2,2,2,100,225,3,1,3,1,1,3,2,3,2,2,2,2,1,2,1,2,1,2,21,42
1,100,226,3,2,1,3,3,1,5,24,9,4,1,2,4,2,1,2,4,3,4,3,1,1,2,1,3,3,2,3,3,1,1,2,0,1,1,1,5,1,1,2,2,1,1,4,4,2,1,1,3,0,3,1,3,1,2,3,1,2,3,1,3,2,2,4,2,100,226,3,1,2,2,1,3,1,3,2,1,1,2,1,1,1,2,2,2,19,58
1,100,227,3,2,1,3,1,1,1,60,12,2,2,2,1,2,3,2,4,1,2,1,2,1,1,2,3,2,4,1,1,1,3,5,0,1,1,4,5,1,1,2,2,1,1,3,5,3,3,2,1,2,2,1,4,4,3,2,1,1,3,1,3,2,1,3,2,100,227,3,1,1,2,1,2,1,2,2,4,1,2,2,2,2,2,1,1,15,23
1,100,228,3,2,1,2,4,1,5,40,30,2,3,3,2,1,2,3,4,2,4,2,0,8,2,2,3,6,1,3,3,1,1,2,0,1,1,5,5,1,1,2,3,3,3,2,4,2,3,1,4,3,1,1,3,4,4,1,2,3,3,2,3,2,2,1,2,100,228,3,1,2,2,1,3,1,2,3,4,2,2,1,2,1,2,1,2,19,45
1,100,229,3,2,2,3,2,1,4,45,30,2,3,2,2,2,3,0,3,1,3,1,2,8,1,3,3,3,4,3,3,1,1,2,0,4,3,3,5,1,3,2,2,1,1,3,4,2,2,1,3,2,0,1,3,4,4,2,2,2,4,3,0,2,1,3,2,100,229,3,2,2,1,1,2,2,2,3,5,4,2,1,1,1,2,2,1,19,40
1,100,230,3,1,1,0,0,0,0,62,20,1,2,1,2,2,2,2,4,1,2,1,1,1,2,2,4,3,1,3,3,1,1,2,0,1,1,1,4,1,1,2,2,1,1,4,2,2,3,2,1,1,4,2,4,1,3,3,1,1,3,1,4,2,2,2,2,100,230,3,1,2,3,1,3,1,2,2,1,1,1,1,1,1,2,1,2,7,32
1,100,231,3,1,2,4,3,1,1,61,999,1,2,2,2,1,2,2,4,3,3,3,3,1,3,0,9,3,1,3,2,1,2,5,0,1,1,2,4,1,1,2,3,1,1,1,3,3,3,2,1,1,3,2,4,1,3,3,1,2,4,2,4,2,1,2,2,100,231,3,1,2,1,1,2,2,2,2,5,2,2,1,2,1,2,2,2,6,37
1,100,232,3,1,3,5,3,1,4,90,11,1,2,2,1,2,3,2,4,2,3,2,1,0,2,2,5,3,4,2,2,1,3,6,0,2,2,4,4,1,2,3,2,1,3,3,3,2,3,1,3,0,2,1,3,8,3,1,1,2,4,1,5,1,2,2,2,100,232,3,1,3,1,1,2,1,3,2,4,4,3,1,1,3,2,0,0,18,33
1,100,233,3,1,2,3,3,0,1,65,12,3,3,2,2,3,2,2,4,3,4,3,3,0,3,3,3,1,3,3,3,1,3,5,0,4,1,4,4,1,1,2,2,1,1,5,3,2,3,2,1,0,3,1,4,10,1,4,1,1,4,1,4,1,1,2,2,100,233,3,1,3,2,1,3,3,3,2,3,3,0,1,2,2,2,2,2,19,50
1,100,234,3,2,2,4,4,0,1,63,21,4,3,1,2,1,1,1,4,2,3,2,3,8,2,1,5,5,3,3,3,1,3,5,0,5,1,4,4,1,1,1,2,3,1,4,3,3,3,2,0,0,4,1,4,10,2,3,1,1,4,1,4,2,2,1,2,100,234,3,1,3,1,1,2,1,3,2,3,1,0,2,2,2,2,1,1,3,21
1,100,235,3,2,1,3,2,1,3,70,28,2,3,2,2,1,1,2,3,3,2,1,2,8,3,1,5,6,1,2,1,3,3,3,0,3,1,3,4,1,5,1,2,2,1,2,2,2,3,1,0,3,1,1,4,1,2,3,1,2,3,1,3,1,2,2,2,100,235,3,0,1,1,1,0,0,0,1,1,2,3,2,2,0,2,2,1,9,33
1,100,236,3,2,1,2,3,1,4,35,21,2,2,1,1,1,3,2,4,2,3,2,3,1,3,1,5,3,4,3,3,1,3,2,0,3,5,2,4,1,1,2,2,3,1,1,3,3,2,2,3,3,4,1,4,3,4,4,2,2,4,1,5,2,1,1,2,100,236,3,2,3,1,1,3,1,3,2,4,2,2,3,2,2,2,2,2,11,38
1,100,237,3,2,1,2,2,2,5,30,18,3,0,2,4,1,2,1,4,3,4,3,3,8,3,1,5,5,1,3,3,3,3,6,0,4,4,4,4,1,0,3,2,3,3,1,3,3,4,2,5,3,2,2,3,12,0,1,2,3,3,2,5,2,2,1,2,100,237,3,2,3,2,1,2,2,2,2,4,4,4,2,1,1,2,2,1,2,30
1,100,238,3,2,1,3,1,1,3,28,14,3,2,2,2,2,2,2,4,1,3,1,3,8,3,2,5,2,3,2,2,3,3,5,0,1,1,1,4,1,1,2,2,1,1,2,4,3,3,2,1,2,2,1,4,5,3,2,1,2,4,1,3,2,1,1,2,100,238,3,1,2,1,1,2,1,3,2,3,2,2,0,0,0,0,2,2,12,21
1,100,239,3,2,1,5,3,1,4,30,10,1,2,2,2,2,2,1,4,3,4,3,3,8,1,1,5,4,2,3,3,1,2,2,0,5,4,5,4,1,5,2,2,1,1,3,4,3,3,2,3,3,3,1,3,4,4,1,2,3,4,2,3,1,2,1,2,100,239,3,1,3,1,1,2,2,2,2,3,1,2,2,2,2,2,0,0,3,32
1,100,240,3,2,3,3,2,2,3,100,37,1,3,1,2,2,2,2,4,1,2,1,1,4,2,2,5,3,1,3,3,1,1,2,0,1,1,1,4,1,1,2,2,1,3,1,3,2,3,2,0,1,3,2,4,2,2,4,1,3,3,1,4,0,2,2,2,100,240,3,1,2,3,1,3,1,2,2,2,1,1,1,1,1,1,1,0,7,31
1,100,241,3,2,1,2,3,1,5,6,6,1,2,2,2,2,1,2,3,2,3,2,1,8,2,2,3,3,3,3,3,1,1,4,0,2,5,5,4,1,1,2,2,1,1,2,3,3,4,1,3,3,3,2,3,8,4,1,2,2,4,1,3,2,2,2,2,100,241,3,2,3,1,1,3,1,3,3,3,1,2,1,2,1,2,1,2,10,45
1,100,242,3,2,1,4,1,1,6,15,28,1,2,2,1,1,1,3,1,1,2,1,2,8,2,2,3,3,3,3,3,3,3,2,0,2,1,2,4,1,2,2,2,2,3,4,4,3,3,2,0,2,2,1,4,8,1,4,1,2,2,1,3,2,1,3,2,100,242,3,1,3,2,1,2,1,1,3,2,1,0,0,0,0,2,2,0,10,39
1,100,243,3,2,1,1,4,1,3,60,15,4,2,1,2,1,2,1,3,3,3,3,3,1,3,1,7,6,4,3,3,1,3,0,0,4,2,4,4,1,5,2,3,3,1,2,5,3,4,2,1,3,0,1,4,8,3,4,1,3,4,1,5,1,1,1,2,100,243,3,1,2,1,1,2,2,3,3,4,3,4,3,2,2,2,0,0,9,38
1,100,244,3,2,1,2,4,1,4,999,10,3,2,1,2,1,2,2,4,3,3,2,3,1,2,1,4,2,3,3,3,1,3,2,0,5,2,5,4,1,1,2,3,1,1,3,3,3,2,2,1,3,2,1,3,4,4,1,2,3,3,1,3,2,2,1,2,100,244,3,2,3,2,1,0,0,3,2,2,2,2,1,2,2,2,1,1,10,33
1,100,245,3,2,1,2,3,1,3,85,26,3,3,2,3,1,2,4,3,3,3,3,3,0,2,2,4,3,2,3,3,3,3,0,0,3,4,3,4,1,4,3,3,3,1,1,3,3,1,2,1,2,4,2,3,4,4,1,2,3,4,1,5,2,2,1,2,100,245,3,2,3,2,1,2,3,2,3,5,4,3,1,2,2,2,1,1,5,42
1,100,246,3,2,1,1,3,1,5,80,11,3,3,1,1,4,2,2,3,1,3,1,3,1,2,2,4,5,3,3,2,1,3,1,0,4,2,2,4,1,2,2,3,3,3,1,4,3,0,2,1,3,2,1,4,9,1,4,1,1,3,2,3,1,1,1,2,100,246,3,1,1,1,0,1,0,0,1,4,4,2,2,2,3,2,1,1,2,39
1,100,247,3,2,3,2,3,1,3,46,25,4,3,1,1,1,1,2,3,3,3,1,3,8,2,2,8,3,3,3,3,1,3,1,0,1,1,5,4,1,1,2,2,3,1,2,5,3,4,2,3,3,3,3,4,8,1,4,1,1,4,1,5,2,1,1,2,100,247,3,1,3,1,1,1,3,3,3,4,1,1,2,2,1,2,1,1,9,37
1,100,248,3,2,1,4,2,1,1,80,20,2,2,1,2,1,1,2,3,2,3,2,3,8,3,2,6,3,2,3,2,1,2,5,0,2,1,2,4,1,2,2,2,3,3,2,5,2,4,2,5,3,2,1,4,5,3,2,1,1,4,1,3,2,2,3,2,100,248,3,2,3,1,1,2,1,3,3,4,2,2,1,2,3,2,2,2,6,45
1,100,249,3,2,3,3,3,1,6,60,14,3,3,2,3,3,1,2,3,3,3,2,2,8,3,2,8,3,3,3,3,1,3,5,0,2,2,4,4,1,4,2,3,0,1,1,4,2,3,1,3,3,4,1,4,3,2,2,0,0,2,1,4,2,2,4,2,100,249,3,2,2,1,1,1,1,1,1,2,0,3,1,3,1,2,2,1,20,39
1,100,250,3,2,1,2,3,1,2,30,19,2,3,3,2,1,1,2,2,1,2,1,2,0,1,3,5,0,1,3,3,3,3,5,0,1,1,4,4,1,4,2,2,0,4,2,4,3,3,2,3,3,2,1,4,7,3,2,2,3,3,2,3,1,1,2,2,100,250,3,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,17,59
1,100,251,3,2,1,2,4,1,3,999,20,3,3,2,3,4,3,2,1,3,3,3,0,8,2,2,5,4,3,3,3,3,3,0,0,1,2,4,4,1,3,3,2,0,1,3,4,3,1,2,3,1,3,2,3,9,2,5,1,3,4,2,5,2,2,4,2,100,251,3,1,3,1,1,1,1,3,1,4,1,1,2,2,3,2,1,2,17,58
1,100,252,3,2,3,3,2,1,5,999,30,1,3,2,2,1,2,2,4,1,3,1,3,8,2,1,3,0,1,3,3,3,3,2,0,1,1,4,4,1,4,2,3,1,1,3,3,3,4,2,6,3,3,1,3,4,4,1,1,3,3,2,3,2,2,1,2,100,252,3,1,2,1,1,3,1,1,1,4,3,2,2,2,2,2,2,1,17,51
1,100,253,3,2,1,3,3,1,1,23,12,1,1,1,1,1,3,2,3,1,2,1,3,8,2,3,3,3,4,2,2,1,3,1,0,1,1,2,4,1,1,3,1,3,3,3,4,3,2,0,6,3,2,1,4,2,2,3,1,1,4,1,3,2,2,2,2,100,253,3,1,1,1,1,3,1,3,1,4,1,1,2,2,2,2,1,1,21,35
1,100,254,3,2,1,3,3,1,6,0,14,4,3,1,4,4,3,1,3,3,4,3,3,0,3,3,3,0,3,3,3,1,3,5,0,4,5,4,4,1,2,3,3,1,1,3,5,3,2,1,2,2,0,1,3,3,4,2,2,2,3,3,4,2,2,3,2,100,254,3,2,3,2,1,3,1,1,1,5,3,4,1,3,3,2,2,2,20,36
1,100,255,3,2,2,5,3,1,3,28,12,2,2,2,2,2,3,2,2,1,2,1,2,8,1,3,3,3,2,3,2,1,1,2,0,2,1,3,4,1,2,3,2,1,1,3,4,2,2,1,3,1,2,1,3,9,4,2,1,2,2,1,4,1,2,3,2,100,255,3,2,2,1,1,2,2,2,2,5,2,2,1,3,1,2,2,2,14,52
1,100,256,3,2,1,5,2,1,4,50,18,2,2,2,2,0,1,1,4,2,3,2,1,8,2,0,3,3,4,3,3,3,3,2,0,5,1,2,4,1,2,3,2,1,0,0,5,2,3,2,0,1,2,1,3,4,4,2,2,2,0,1,4,0,0,4,2,100,256,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,53
1,100,257,3,2,3,4,3,1,6,180,12,0,3,2,2,3,3,2,4,3,4,3,2,0,2,2,3,6,4,2,0,1,1,2,0,5,2,3,4,1,5,3,2,1,1,3,3,3,1,2,1,3,2,1,3,10,3,1,1,3,4,1,5,2,2,3,2,100,257,3,2,3,1,1,3,1,3,1,5,2,2,1,2,2,0,0,0,18,23
1,100,258,3,1,1,2,2,1,1,60,16,1,2,1,1,1,3,1,3,1,3,1,4,1,3,2,3,4,4,3,3,1,3,2,0,1,2,5,3,1,1,3,3,1,1,0,3,3,2,2,3,3,2,2,4,9,1,4,1,1,4,1,3,2,1,2,2,100,258,3,2,2,1,1,1,1,2,2,5,1,2,1,2,2,2,1,2,6,47
1,100,259,3,1,3,3,4,1,3,55,10,1,2,1,1,1,1,3,2,2,2,2,1,8,1,2,3,3,4,3,3,2,2,2,0,1,2,1,3,1,1,2,1,1,3,2,4,2,2,1,3,1,2,0,1,9,3,2,1,2,3,3,4,2,1,3,2,100,259,3,2,2,1,1,2,2,2,1,3,2,2,1,1,1,2,1,2,4,29
1,100,260,3,1,1,2,4,1,4,20,8,2,2,2,1,1,1,4,4,2,2,2,1,8,2,2,3,3,3,2,2,1,1,2,0,2,2,3,3,1,3,2,3,1,1,3,4,2,3,2,3,2,2,1,3,7,4,1,2,2,3,1,3,2,1,2,2,100,260,3,1,0,1,1,0,2,2,0,5,2,2,1,1,2,2,2,2,11,31
1,100,261,3,2,1,3,4,1,3,60,14,3,3,3,3,3,2,2,3,2,4,3,4,0,2,2,5,4,2,3,3,1,1,2,0,4,1,4,3,1,2,2,3,1,3,0,4,3,4,2,0,2,4,2,4,1,3,1,1,3,4,2,4,2,2,0,2,100,261,3,0,0,0,0,0,0,0,0,5,2,2,1,2,3,2,0,0,7,34
1,100,262,3,2,1,2,2,1,7,90,15,2,3,1,2,3,3,2,3,2,3,2,1,1,2,1,5,3,1,2,3,2,2,2,0,2,1,1,3,1,1,2,2,1,1,3,2,3,4,1,0,3,4,1,3,3,4,2,2,2,4,1,2,1,1,2,2,100,262,3,0,0,1,1,1,1,3,3,3,1,2,1,1,2,2,2,1,5,48
1,100,263,3,2,1,3,2,1,3,80,20,4,3,2,2,1,2,3,4,2,3,2,2,8,2,2,5,3,4,3,3,3,3,2,0,2,1,2,3,1,1,3,3,1,1,4,3,3,2,1,1,3,2,1,4,1,2,3,1,2,4,0,0,0,0,0,2,100,263,3,2,3,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,7,38
1,100,264,3,2,1,5,1,1,2,47,16,1,3,1,1,1,2,3,4,1,4,2,2,8,2,2,1,2,4,3,1,3,3,5,0,4,5,2,3,1,1,1,1,3,8,0,3,2,3,2,3,2,3,1,4,9,2,3,1,2,4,1,3,0,2,3,2,100,264,3,1,3,1,1,1,1,1,1,4,1,1,3,1,3,2,1,1,8,26
1,100,265,3,2,1,5,3,1,3,60,15,1,2,1,1,2,2,1,2,1,2,1,1,1,2,3,3,3,1,1,1,1,2,2,0,1,4,2,3,1,0,1,1,1,1,4,5,1,2,1,0,1,2,1,4,1,2,3,1,2,2,1,3,0,1,3,2,100,265,3,0,0,1,1,0,0,0,0,1,2,1,1,1,1,2,1,1,2,37
1,100,266,3,2,3,2,4,1,4,20,8,3,3,1,2,1,3,2,3,1,3,1,3,1,3,1,3,2,1,3,3,1,3,2,0,3,5,5,3,1,2,3,2,1,1,1,3,3,2,1,3,2,3,3,3,7,4,1,2,3,3,1,5,2,2,1,2,100,266,3,2,2,0,1,2,3,1,2,4,2,2,2,2,2,2,1,1,7,40
1,100,267,3,2,1,2,4,1,6,30,10,2,3,2,3,2,2,1,4,3,4,3,3,0,2,3,4,3,3,3,3,1,1,2,0,4,4,5,3,1,3,2,2,1,1,2,3,3,3,2,3,2,2,1,3,4,4,1,2,3,4,1,4,2,2,4,2,100,267,3,2,2,1,1,3,2,2,3,4,2,3,1,2,2,2,2,0,3,29
1,100,268,3,2,1,3,3,1,5,999,14,2,2,1,1,1,1,4,4,2,2,2,2,0,2,0,10,0,4,3,3,1,3,2,0,2,5,2,3,1,1,2,1,1,1,3,2,2,3,2,0,3,2,2,3,8,3,2,1,2,2,3,3,2,2,3,2,100,268,3,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,0,2,12,18
1,100,269,3,2,1,4,1,1,5,999,999,1,3,2,2,1,3,2,3,2,4,2,3,8,1,2,4,3,3,3,3,1,3,5,0,2,2,1,3,1,1,2,2,1,1,3,4,3,2,2,2,3,2,1,3,4,4,2,2,4,0,2,5,2,2,4,2,100,269,3,0,0,0,1,0,0,0,0,4,1,2,3,1,3,2,2,0,17,55
1,100,270,3,2,1,4,3,1,5,15,2,1,2,2,2,1,3,4,4,3,2,1,1,0,2,2,3,3,1,2,3,1,1,6,0,2,1,2,3,1,1,2,3,1,5,5,1,2,2,2,2,2,2,1,4,10,1,4,1,1,4,1,2,2,2,3,2,100,270,3,1,2,1,1,2,1,3,2,3,2,1,1,2,1,2,2,2,19,53
1,100,271,3,1,1,5,3,1,4,40,17,4,2,2,3,2,2,1,4,2,3,2,3,8,2,2,5,2,1,3,3,1,3,2,0,5,1,4,4,1,3,2,3,1,1,5,3,3,1,1,1,2,3,1,4,9,1,4,1,2,4,1,4,1,1,1,2,100,271,3,1,2,1,1,2,3,2,3,4,4,4,1,2,3,2,2,1,1,54
1,100,272,3,1,3,1,2,1,1,999,3,1,3,1,1,1,1,1,1,3,2,3,3,8,1,1,3,3,2,3,1,3,3,2,0,1,1,1,4,1,5,3,2,1,1,3,3,2,3,2,1,3,1,1,3,6,4,1,2,3,3,2,3,2,2,1,2,100,272,3,1,3,1,1,1,1,1,3,5,1,1,1,2,1,2,1,1,6,50
1,100,273,3,1,1,4,4,1,5,80,11,2,3,1,2,1,3,2,4,1,2,1,1,8,1,2,3,0,2,3,3,1,1,2,0,5,1,4,4,1,5,0,0,3,1,1,4,1,4,2,1,3,4,1,3,8,3,2,1,2,4,1,3,2,1,1,2,100,273,3,2,2,1,1,2,1,2,2,4,2,2,1,2,2,2,1,2,2,43
1,100,274,3,2,1,4,3,1,5,60,40,4,2,2,1,2,1,3,2,2,1,2,1,8,2,2,10,3,4,3,3,3,3,5,0,3,2,1,0,1,2,1,1,3,0,4,1,1,3,2,1,3,1,1,4,1,3,3,1,1,2,1,1,2,1,2,2,100,274,3,0,0,0,2,0,0,0,0,1,1,1,1,2,1,2,1,1,19,38
1,100,275,3,2,1,4,1,1,2,30,25,2,2,2,1,1,1,2,0,3,2,0,2,1,0,0,4,0,4,0,0,1,1,1,0,0,1,0,0,1,0,2,1,0,1,4,4,0,2,2,0,2,2,1,4,4,3,2,1,2,0,0,3,2,2,0,2,100,275,3,0,0,0,0,0,0,0,0,2,0,3,3,3,3,2,0,0,22,51
1,100,276,3,1,3,5,6,1,6,999,18,4,3,1,1,1,3,2,4,3,4,3,3,1,3,1,5,2,4,3,3,1,1,6,0,5,0,0,0,1,0,3,3,0,1,3,4,3,3,2,1,3,2,1,0,0,0,3,1,1,4,3,5,0,0,2,2,100,276,3,1,3,1,1,2,1,0,2,5,2,2,3,2,0,2,0,0,11,44
1,100,277,3,2,1,3,2,1,4,999,999,2,3,1,2,1,3,2,4,0,4,0,3,3,3,1,5,1,0,3,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,2,1,3,4,1,4,1,2,3,1,1,4,1,0,2,2,1,2,100,277,3,1,2,2,1,2,2,2,2,5,2,2,1,3,3,2,2,2,7,48
1,100,278,3,2,1,3,4,1,1,60,21,4,3,1,3,1,2,2,0,0,3,0,3,1,2,2,5,1,0,3,3,1,1,0,0,3,5,0,0,1,5,0,3,0,1,3,0,0,0,0,1,3,4,3,4,11,3,1,1,3,4,1,5,2,2,2,2,100,278,3,1,3,1,1,2,0,0,2,5,0,4,3,2,2,2,1,1,4,22
1,100,279,3,2,1,2,4,1,1,12,7,1,3,1,2,1,1,2,3,2,3,2,3,8,3,2,5,3,2,3,3,1,1,2,0,0,0,0,0,1,1,2,2,1,1,3,3,3,2,2,1,3,3,1,3,5,4,1,2,3,3,2,3,2,2,2,2,100,279,3,2,3,1,1,2,3,3,3,5,1,1,1,2,2,2,1,2,6,36
1,100,280,3,2,1,3,1,1,2,30,10,1,2,2,2,1,3,2,3,2,3,2,0,1,0,3,2,1,4,3,3,1,1,2,0,5,1,0,0,1,0,2,2,1,0,1,5,1,2,1,0,1,2,1,4,5,3,4,1,1,0,1,4,2,1,0,2,100,280,3,2,3,1,1,2,1,0,0,1,1,4,1,0,1,2,0,0,6,33
1,100,281,3,2,1,5,1,2,4,8,999,1,2,2,1,2,1,2,2,1,1,1,2,0,3,0,3,3,1,2,2,1,3,1,0,3,1,1,0,1,1,2,2,1,1,3,2,2,3,2,0,1,2,1,4,0,0,2,2,2,2,3,3,2,2,3,2,100,281,3,1,0,1,1,0,1,1,1,3,2,2,1,2,3,2,1,2,15,29
1,100,282,3,2,1,4,3,1,5,999,999,1,1,1,2,1,2,0,2,2,2,0,1,8,1,3,3,2,2,3,3,1,1,3,0,0,0,0,0,1,0,3,1,1,3,2,0,0,2,0,0,0,3,1,3,4,4,2,2,3,2,2,3,2,2,0,2,100,282,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,0,0,17,49
1,100,283,3,2,1,5,1,1,1,40,999,2,2,3,2,2,1,3,3,1,2,1,2,0,0,0,3,0,2,2,2,2,2,2,0,0,0,0,0,1,5,1,2,1,1,3,3,3,3,1,0,3,2,1,4,10,3,1,1,1,1,1,5,2,2,3,2,100,283,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,19,48
1,100,284,3,1,1,1,3,1,3,30,6,4,3,2,1,2,2,2,3,1,4,1,3,8,3,2,5,6,4,1,3,3,3,2,0,1,1,1,1,1,1,2,2,1,1,2,5,3,4,1,0,3,4,1,3,7,4,1,2,1,4,1,1,2,1,4,2,100,284,3,2,3,1,1,2,2,1,3,5,1,1,3,2,3,2,2,2,5,49
1,100,285,3,1,3,4,5,1,1,999,999,1,2,2,2,2,1,3,4,3,3,3,2,8,2,1,5,1,3,3,3,3,3,2,0,2,1,2,1,1,1,2,1,1,5,5,1,2,2,1,6,3,4,1,4,12,0,4,1,2,2,1,4,1,1,1,2,100,285,3,1,2,3,2,2,1,3,3,4,1,2,1,2,1,2,1,2,8,19
1,100,286,3,1,1,5,3,2,3,999,999,1,3,2,2,1,1,2,3,3,1,2,1,8,1,2,3,2,1,3,2,1,3,1,0,1,1,2,1,1,1,2,3,1,1,3,2,2,3,1,0,1,2,2,3,5,4,2,2,3,3,1,3,2,2,1,2,100,286,3,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,2,2,5,50
