,CARD,DECK,BALLOT,S175.Q1,S175.Q2,S175.Q3,S175.Q4,S175.Q5,S175.Q6,S175.Q7.n,S175.Q8,S175.Q9,S175.Q10,S175.Q11,S175.Q12,S175.Q13,S175.Q14,S175.Q15,S175.Q16.n,S175.Q17,S175.Q18,S175.Q19,S175.Q20,S175.Q21,S175.Q22,S175.Q23,S175.Q24,S175.Q25,S175.Q26,S175.Q27,S175.Q28.n,S175.Q29,S175.Q30A,S175.Q30B,S175.Q30C,S175.Q30D,S175.Q30E,S175.Q30F,S175.Q30G,S175.Q30H,S175.Q30I,S175.Q30J,S175.Q31.n,S175.Q32,S175.Q33,S175.Q34,S175.Q35,S175.Q36,S175.Q37,S175.Q38,S175.Q39,S175.Q40,S175.Q41,S175.Q42A,S175.Q42B,S175.Q42C,S175.Q42D,S175.Q42E,S175.Q42F,S175.Q42G,S175.Q42H,S175.Q42I,S175.Q42J,S175.Q42K,S175.Q42L,S175.Q43.n,S175.Q44,S175.Q45,S175.Q46,S175.Q47.n,S175.V48,S175.V49,S175.V50
326,1.0,175.0,327.0,3.0,9.0,4.0,7.0,1.0,2.0,,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,,2.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,,2.0,5.0,5.0,,2.0,3.0,36.0
327,1.0,175.0,328.0,3.0,9.0,4.0,8.0,1.0,3.0,,1.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,1.0,0.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,3.0,,2.0,3.0,25.0
328,1.0,175.0,329.0,2.0,7.0,3.0,7.0,1.0,1.0,,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,3.0,2.0,,2.0,3.0,29.0
329,1.0,175.0,330.0,1.0,7.0,5.0,7.0,2.0,2.0,,1.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,,0.0,0.0,0.0,,0.0,6.0,59.0
330,1.0,175.0,331.0,3.0,11.0,4.0,4.0,2.0,3.0,,1.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,2.0,7.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,,2.0,2.0,2.0,,0.0,8.0,52.0
331,1.0,175.0,332.0,2.0,3.0,4.0,4.0,1.0,3.0,,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,,2.0,3.0,2.0,,0.0,8.0,71.0
332,1.0,175.0,333.0,2.0,5.0,4.0,4.0,1.0,3.0,,1.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,7.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,,1.0,3.0,2.0,,0.0,8.0,9.0
333,1.0,175.0,334.0,2.0,5.0,4.0,4.0,1.0,2.0,,1.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,,2.0,2.0,2.0,,0.0,8.0,88.0
334,1.0,175.0,335.0,2.0,8.0,3.0,4.0,2.0,2.0,,1.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,2.0,4.0,2.0,2.0,2.0,7.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,,2.0,3.0,4.0,,0.0,8.0,18.0
335,1.0,175.0,336.0,3.0,9.0,3.0,4.0,1.0,4.0,,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,5.0,2.0,4.0,2.0,7.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,,3.0,3.0,3.0,,0.0,8.0,30.0
336,1.0,175.0,337.0,1.0,5.0,5.0,5.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,,2.0,2.0,3.0,,2.0,1.0,17.0
337,1.0,175.0,338.0,1.0,11.0,5.0,4.0,2.0,3.0,,1.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,,3.0,4.0,3.0,,2.0,1.0,41.0
338,1.0,175.0,339.0,5.0,7.0,4.0,9.0,1.0,3.0,,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,3.0,1.0,4.0,1.0,3.0,2.0,7.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,,2.0,5.0,2.0,,2.0,1.0,51.0
339,1.0,175.0,340.0,3.0,10.0,4.0,2.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,5.0,3.0,2.0,,2.0,1.0,18.0
340,1.0,175.0,341.0,1.0,8.0,1.0,6.0,2.0,4.0,,1.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,1.0,3.0,1.0,3.0,3.0,7.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,,2.0,4.0,2.0,,2.0,1.0,38.0
341,1.0,175.0,342.0,2.0,10.0,3.0,4.0,1.0,2.0,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,,3.0,2.0,2.0,,3.0,1.0,43.0
342,1.0,175.0,343.0,3.0,11.0,5.0,4.0,1.0,4.0,,1.0,2.0,5.0,4.0,1.0,4.0,1.0,1.0,,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,4.0,2.0,4.0,2.0,7.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,,3.0,4.0,2.0,,1.0,4.0,57.0
343,1.0,175.0,344.0,2.0,6.0,4.0,2.0,1.0,3.0,,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,1.0,5.0,2.0,7.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,,2.0,2.0,3.0,,1.0,4.0,54.0
344,1.0,175.0,345.0,1.0,6.0,2.0,6.0,1.0,3.0,,1.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,,1.0,2.0,2.0,,0.0,5.0,29.0
345,1.0,175.0,346.0,1.0,5.0,3.0,6.0,0.0,3.0,,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,,2.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,,5.0,4.0,2.0,,0.0,5.0,49.0
346,1.0,175.0,347.0,1.0,11.0,3.0,4.0,2.0,2.0,,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,2.0,1.0,3.0,2.0,5.0,1.0,5.0,2.0,2.0,0.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,3.0,2.0,3.0,,0.0,5.0,76.0
347,1.0,175.0,348.0,1.0,3.0,3.0,4.0,1.0,2.0,,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,,2.0,3.0,3.0,,0.0,5.0,65.0
348,1.0,175.0,349.0,2.0,9.0,4.0,3.0,1.0,4.0,,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,,5.0,5.0,5.0,,0.0,7.0,73.0
349,1.0,175.0,350.0,2.0,10.0,3.0,7.0,1.0,3.0,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,,2.0,3.0,2.0,,0.0,7.0,35.0
350,1.0,175.0,351.0,3.0,10.0,3.0,9.0,1.0,3.0,,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,2.0,2.0,7.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,1.0,3.0,2.0,,0.0,7.0,1.0
351,1.0,175.0,352.0,1.0,10.0,3.0,5.0,1.0,4.0,,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,2.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,,2.0,2.0,1.0,,0.0,7.0,29.0
352,1.0,175.0,353.0,3.0,10.0,3.0,6.0,1.0,4.0,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,3.0,2.0,4.0,2.0,5.0,2.0,7.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,,2.0,3.0,3.0,,0.0,7.0,23.0
353,1.0,175.0,354.0,1.0,10.0,4.0,7.0,1.0,1.0,,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,1.0,2.0,3.0,,2.0,1.0,33.0
354,1.0,175.0,355.0,4.0,10.0,4.0,3.0,1.0,3.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,,3.0,4.0,2.0,,2.0,1.0,9.0
355,1.0,175.0,356.0,3.0,10.0,1.0,7.0,1.0,3.0,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,2.0,7.0,4.0,3.0,3.0,4.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,,5.0,4.0,5.0,,0.0,6.0,54.0
356,1.0,175.0,357.0,1.0,5.0,1.0,1.0,1.0,4.0,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,3.0,2.0,3.0,3.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,,1.0,3.0,2.0,,0.0,6.0,65.0
357,1.0,175.0,358.0,1.0,11.0,2.0,7.0,2.0,1.0,,1.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,1.0,4.0,2.0,,0.0,6.0,34.0
358,1.0,175.0,359.0,3.0,10.0,2.0,7.0,1.0,2.0,,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,4.0,2.0,3.0,2.0,7.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,,2.0,5.0,5.0,,0.0,6.0,27.0
359,1.0,175.0,360.0,1.0,11.0,3.0,7.0,1.0,2.0,,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,,1.0,4.0,2.0,,0.0,6.0,28.0
360,1.0,175.0,361.0,2.0,4.0,3.0,7.0,1.0,2.0,,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,4.0,2.0,3.0,,0.0,6.0,9.0
361,1.0,175.0,362.0,2.0,7.0,3.0,7.0,1.0,4.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,,1.0,2.0,1.0,,0.0,6.0,85.0
362,1.0,175.0,363.0,2.0,10.0,3.0,7.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,,2.0,2.0,2.0,,0.0,6.0,78.0
363,1.0,175.0,364.0,4.0,9.0,3.0,9.0,1.0,3.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,3.0,6.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,4.0,2.0,,0.0,6.0,90.0
364,1.0,175.0,365.0,5.0,9.0,3.0,9.0,1.0,4.0,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,2.0,3.0,2.0,7.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,4.0,3.0,,0.0,6.0,30.0
365,1.0,175.0,366.0,4.0,9.0,3.0,5.0,1.0,3.0,,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,3.0,,0.0,6.0,46.0
366,1.0,175.0,367.0,3.0,7.0,3.0,5.0,1.0,2.0,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,5.0,3.0,2.0,,0.0,6.0,32.0
367,1.0,175.0,368.0,2.0,5.0,5.0,4.0,1.0,2.0,,1.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,,2.0,5.0,2.0,,0.0,8.0,2.0
368,1.0,175.0,369.0,2.0,4.0,4.0,1.0,2.0,2.0,,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,,2.0,3.0,2.0,,0.0,8.0,96.0
369,1.0,175.0,370.0,2.0,7.0,4.0,4.0,2.0,2.0,,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,1.0,2.0,2.0,,0.0,8.0,17.0
370,1.0,175.0,371.0,2.0,11.0,5.0,5.0,1.0,3.0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,,2.0,3.0,2.0,,2.0,2.0,60.0
371,1.0,175.0,372.0,0.0,6.0,4.0,9.0,2.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,,2.0,0.0,3.0,,2.0,2.0,59.0
372,1.0,175.0,373.0,1.0,0.0,4.0,5.0,1.0,2.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,,1.0,2.0,3.0,,2.0,2.0,72.0
373,1.0,175.0,374.0,2.0,10.0,4.0,6.0,1.0,1.0,,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,,2.0,5.0,4.0,,1.0,2.0,37.0
