,CARD,DECK,BALLOT,S136.Q1,S136.Q2,S136.V3,S136.Q3A.1,S136.Q3A.2,S136.Q4,S136.Q5,S136.Q6,S136.Q7,S136.Q8,S136.Q9,S136.Q10,S136.Q11,S136.Q12,S136.Q13,S136.Q14,S136.Q15,S136.Q16,S136.Q17,S136.Q18,S136.Q19A,S136.Q19B,S136.Q21,S136.Q22,S136.V23,S136.V24
115,1.0,136.0,116.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,10.0,13.0
116,1.0,136.0,117.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,9.0,103.0
117,1.0,136.0,118.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,103.0
118,1.0,136.0,119.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,8.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,203.0
119,1.0,136.0,120.0,4.0,3.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,10.0,203.0
120,1.0,136.0,121.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,0.0,3.0,2.0,5.0,1.0,1.0,5.0,110.0
121,1.0,136.0,122.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,510.0
122,1.0,136.0,123.0,3.0,3.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,110.0
123,1.0,136.0,124.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,3.0,0.0,3.0,1.0,2.0,1.0,4.0,6.0,5.0,2.0,1.0,10.0,110.0
124,1.0,136.0,125.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,110.0
125,1.0,136.0,126.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,8.0,3.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,1.0,5.0,120.0
126,1.0,136.0,127.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,11.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,520.0
127,1.0,136.0,128.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,420.0
128,1.0,136.0,129.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,6.0,6.0,1.0,1.0,3.0,120.0
129,1.0,136.0,130.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,221.0
130,1.0,136.0,131.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,137.0
131,1.0,136.0,132.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,8.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,10.0,147.0
132,1.0,136.0,133.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,47.0
133,1.0,136.0,134.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,147.0
134,1.0,136.0,135.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,5.0,1.0,6.0,6.0,1.0,1.0,10.0,47.0
135,1.0,136.0,136.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,157.0
136,1.0,136.0,137.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,7.0,3.0,1.0,4.0,5.0,1.0,6.0,3.0,1.0,1.0,8.0,157.0
137,1.0,136.0,138.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,7.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,10.0,257.0
138,1.0,136.0,139.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,7.0,57.0
139,1.0,136.0,140.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,157.0
140,1.0,136.0,141.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,157.0
141,1.0,136.0,142.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,5.0,2.0,2.0,4.0,457.0
142,1.0,136.0,143.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,3.0,1.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,10.0,157.0
143,1.0,136.0,144.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,57.0
144,1.0,136.0,145.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,7.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,157.0
145,1.0,136.0,146.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,9.0,147.0
146,1.0,136.0,147.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,7.0,3.0,1.0,4.0,1.0,2.0,6.0,6.0,3.0,3.0,7.0,147.0
147,1.0,136.0,148.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,6.0,3.0,2.0,4.0,8.0,147.0
148,1.0,136.0,149.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,2.0,8.0,3.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,2.0,10.0,247.0
149,1.0,136.0,150.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,147.0
150,1.0,136.0,151.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,7.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,5.0,147.0
151,1.0,136.0,152.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,447.0
152,1.0,136.0,153.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,228.0
153,1.0,136.0,154.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,6.0,228.0
154,1.0,136.0,155.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,7.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,7.0,228.0
155,1.0,136.0,156.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,6.0,28.0
156,1.0,136.0,157.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,138.0
157,1.0,136.0,158.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,138.0
158,1.0,136.0,159.0,4.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,7.0,3.0,1.0,4.0,1.0,4.0,6.0,6.0,2.0,2.0,10.0,238.0
159,1.0,136.0,160.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,11.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,7.0,238.0
160,1.0,136.0,161.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,9.0,38.0
161,1.0,136.0,162.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,10.0,148.0
162,1.0,136.0,163.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,48.0
163,1.0,136.0,164.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,7.0,3.0,2.0,3.0,5.0,1.0,4.0,5.0,2.0,2.0,1.0,148.0
164,1.0,136.0,165.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,6.0,5.0,3.0,4.0,10.0,48.0
165,1.0,136.0,166.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,7.0,158.0
166,1.0,136.0,167.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,8.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,8.0,158.0
167,1.0,136.0,168.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,10.0,102.0
168,1.0,136.0,169.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,102.0
169,1.0,136.0,170.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,102.0
170,1.0,136.0,171.0,4.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,6.0,6.0,1.0,1.0,10.0,2.0
171,1.0,136.0,172.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,9.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0
172,1.0,136.0,173.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0
173,1.0,136.0,174.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,112.0
174,1.0,136.0,175.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,10.0,212.0
175,1.0,136.0,176.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,212.0
176,1.0,136.0,177.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,6.0,212.0
177,1.0,136.0,178.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,7.0,212.0
178,1.0,136.0,179.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,6.0,12.0
179,1.0,136.0,180.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,7.0,112.0
180,1.0,136.0,181.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,112.0
181,1.0,136.0,182.0,4.0,3.0,2.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,8.0,3.0,1.0,3.0,3.0,4.0,6.0,4.0,1.0,1.0,4.0,512.0
182,1.0,136.0,183.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,412.0
183,1.0,136.0,184.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,112.0
184,1.0,136.0,185.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,4.0,10.0,112.0
185,1.0,136.0,186.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,112.0
186,1.0,136.0,187.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,522.0
187,1.0,136.0,188.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,6.0,6.0,2.0,2.0,4.0,422.0
188,1.0,136.0,189.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,8.0,3.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,10.0,122.0
189,1.0,136.0,190.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,122.0
190,1.0,136.0,191.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,2.0,22.0
191,1.0,136.0,192.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,10.0,22.0
192,1.0,136.0,193.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,5.0,2.0,2.0,5.0,132.0
193,1.0,136.0,194.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,8.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,432.0
194,1.0,136.0,195.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,132.0
195,1.0,136.0,196.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,74.0
196,1.0,136.0,197.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,174.0
197,1.0,136.0,198.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,10.0,14.0
198,1.0,136.0,199.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,14.0
199,1.0,136.0,200.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,7.0,104.0
200,1.0,136.0,201.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,8.0,104.0
201,1.0,136.0,202.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,6.0,6.0,2.0,2.0,1.0,204.0
202,1.0,136.0,203.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,7.0,3.0,1.0,2.0,1.0,0.0,3.0,6.0,4.0,4.0,10.0,204.0
203,1.0,136.0,204.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,204.0
204,1.0,136.0,205.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,8.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,6.0,204.0
205,1.0,136.0,206.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,8.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,7.0,204.0
206,1.0,136.0,207.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,4.0,7.0,68.0
207,1.0,136.0,208.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,168.0
208,1.0,136.0,209.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,10.0,168.0
209,1.0,136.0,210.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,68.0
210,1.0,136.0,211.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,168.0
211,1.0,136.0,212.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,178.0
212,1.0,136.0,213.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,3.0,6.0,2.0,2.0,8.0,178.0
213,1.0,136.0,214.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,7.0,78.0
214,1.0,136.0,215.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,0.0,6.0,6.0,1.0,4.0,6.0,78.0
215,1.0,136.0,216.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,178.0
216,1.0,136.0,217.0,4.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,178.0
217,1.0,136.0,218.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,478.0
218,1.0,136.0,219.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,10.0,178.0
219,1.0,136.0,220.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,78.0
220,1.0,136.0,221.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,5.0,2.0,4.0,1.0,178.0
221,1.0,136.0,222.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,10.0,18.0
222,1.0,136.0,223.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,8.0,108.0
223,1.0,136.0,224.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,208.0
224,1.0,136.0,225.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,10.0,208.0
225,1.0,136.0,226.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,208.0
226,1.0,136.0,227.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,6.0,208.0
227,1.0,136.0,228.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,7.0,208.0
228,1.0,136.0,229.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,3.0,0.0,4.0,1.0,1.0,6.0,1.0,4.0,1.0,6.0,8.0
229,1.0,136.0,230.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,9.0,8.0
230,1.0,136.0,231.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,7.0,108.0
